id_proposicao,obj_votacao,data,cod_sessao,hora,id_votacao
2203106,CONVOCAÇÃO DO MINISTRO DA EDUCAÇÃO,2019-05-14,16804,17:27,168041727
2204056,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-27,16909,18:44,169091844
2204056,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-09-03,16915,17:15,169151715
2204056,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-08-27,16909,19:07,169091907
2204056,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-27,16910,21:06,169102106
2204056,REQUERIMENTO DE RETIRADA DE PAUTA,2019-09-03,16915,16:31,169151631
2204056,"EMENDAS COM PARECER PELA APROVAÇÃO - ART. 1, 3, 4, 5, 7 DO SUBST.",2019-09-03,16915,18:20,169151820
2207613,REQUERIMENTO DE RETIRADA DE PAUTA,2019-12-11,17017,16:14,170171614
2207613,REQUERIMENTO DE VOTAÇÃO DAS EMENDAS UMA A UMA,2019-12-11,17018,20:22,170182022
2207613,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-12-11,17018,19:13,170181913
2207613,VOTAÇÃO DA ADMISSIBILIDADE EM GLOBO DOS DESTAQUES SIMPLES,2019-12-11,17018,20:11,170182011
2207613,REQ. DE VOTAÇÃO EM GLOBO DA ADMISSIBILIDADE DOS DESTAQUES SIMPLES,2019-12-11,17018,19:55,170181955
2207613,DTQ. 15 - DEM - PREFERÊNCIA PARA O PL Nº 4.162/2019,2019-12-11,17018,19:42,170181942
2207613,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,2019-12-11,17017,17:30,170171730
2207613,REQUERIMENTO DE RETIRADA DE PAUTA,2019-12-11,17018,18:42,170181842
2207613,"EMENDAS COM PARECER PELA APROVAÇÃO, Nºs 15,16,17, 23",2019-12-11,17018,20:36,170182036
2208720,PROJETO DE LEI DE CONVERSÃO Nº 24/2019,2019-10-15,16959,19:24,169591924
2208720,PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,2019-10-15,16959,19:00,169591900
2208720,REQUERIMENTO DE  VOTAÇÃO PELO PROCESSO NOMINAL,2019-10-15,16959,17:09,169591709
2208720,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-10-15,16959,18:22,169591822
2208720,DTQ 1 - PT - EMENDA Nº 70,2019-10-15,16959,19:45,169591945
2208720,DTQ 2 - PT - EMENDA Nº 72,2019-10-15,16960,20:40,169602040
2208720,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-10-15,16959,17:59,169591759
2209381,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-11-05,16980,18:46,169801846
2209381,REQUERIMENTO DE RETIRADA DE PAUTA,2019-10-29,16972,18:50,169721850
2209381,REQUERIMENTO DE RETIRADA DE PAUTA,2019-10-30,16975,18:53,169751853
2209381,REQUERIMENTO DE RETIRADA DE PAUTA,2019-11-05,16980,17:52,169801752
2209381,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 1 SESSÃO,2019-11-05,16980,19:20,169801920
2209381,SUBEMENDA SUBSTITUTIVA GLOBAL,2019-11-05,16981,21:09,169812109
2209722,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.067/2015,2019-11-20,16992,19:55,169921955
2210523,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-21,16905,19:39,169051939
2210523,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,2019-08-21,16905,20:28,169052028
2210523,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-21,16904,17:10,169041710
2210523,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-08-21,16904,18:00,169041800
2210523,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-08-21,16905,21:18,169052118
2210523,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-08-21,16905,21:40,169052140
2210523,REQUERIMENTO DE VOTAÇÃO DAS EMENDAS UMA A UMA,2019-08-21,16905,21:56,169052156
2210523,CONSULTA AO INDEFERIMENTO DE REQ. DE DISCUSSÃO PARCELADA,2019-08-21,16904,18:31,169041831
2210523,PROJETO DE LEI,2019-08-21,16905,22:23,169052223
2212362,DTQ 3 - PSL - EMENDA DE PLENÁRIO Nº 2,2019-10-01,16943,00:20,169430020
2212949,DTQ 1 - PDT - INCISO XV DO ART. 5º,2019-11-06,16983,21:09,169832109
2212949,DTQ 2 -  PDT - I§ 3º DO ART. 20-D,2019-11-06,16983,22:32,169832232
2212949,DTQ 6 -  PT - EMENDA Nº 86.,2019-11-06,16983,21:57,169832157
2213191,REQUERIMENTO DE RETIRADA DE PAUTA,2019-11-26,16996,18:22,169961822
2213191,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-11-26,16996,20:09,169962009
2213191,DTQ 14: PCdoB: ART. 1º DA EMENDA 50 P/ SUBST. O ART. 1º DO PLV,2019-11-26,16998,22:25,169982225
2213191,PROJETO DE LEI DE CONVERSÃO Nº 25/2019,2019-11-26,16998,22:12,169982212
2213191,DTQ 19: PSOL: PREFERÊNCIA PARA A EMENDA Nº 116,2019-11-26,16998,21:58,169982158
2213191,DTQ 22: PDT: EMENDA Nº 159,2019-11-26,16998,22:43,169982243
2213191,DTQ 5: PSL: ART. 35 DO PLV,2019-11-26,16998,23:01,169982301
2213191,DTQ 2: DEM: ART. 36 DO PLV,2019-11-26,16998,23:15,169982315
2213191,DTQ 9: PT: EMENDA Nº 306,2019-11-26,16998,23:27,169982327
2213191,REQUERIMENTO DE RETIRADA DE PAUTA,2019-11-26,16998,21:34,169982134
2213200,"DTQ. 13 - PSOL - ART. 50  DA LEI 11.445/2007, COM A REDAÇÃO DADA P/ ART. 8º...",2019-12-11,17018,22:27,170182227
2213200,DTQ. 14 - SD - EMENDA Nº 12,2019-12-11,17018,21:57,170182157
2213200,DTQ. 18 - CIDADANIA - ART. 54 DA LEI Nº 12.305/2010,2019-12-11,17018,22:42,170182242
2213200,PROJETO DE LEI,2019-12-11,17018,21:20,170182120
2213200,"DTQ. 23 - BL. PP/MDB/PTB - EX. ""E DE RESOLUÇÃO DE PASSIVOS DE POLUIÇÃO...",2019-12-11,17018,21:42,170182142
2214046,PROJETO DE LEI DO CONGRESSO NACIONAL,2019-10-09,16953,12:39,169531239
2214046,PROJETO DE LEI DO CONGRESSO NACIONAL,2019-10-08,16952,21:30,169522130
2214151,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 1.685/2011,2019-09-10,16922,17:17,169221717
2214811,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 3.688/2000,2019-08-21,16905,19:06,169051906
2215146,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7596/2017,2019-08-14,16895,16:28,168951628
2215293,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 3.715/2019,2019-08-20,16902,21:51,169022151
2215381,URGÊNCIA PARA VOTAÇÃO DO PL Nº 4.348/2019,2019-10-30,16975,21:03,169752103
2216788,URGÊNCIA PARA APRECIAÇÃO DA MENSAGEM Nº 208/2019,2019-09-04,16918,21:47,169182147
2216799,PROJETO DE DECRETO LEGISLATIVO,2019-10-22,16968,21:37,169682137
2216799,REQUERIMENTO DE RETIRADA DE PAUTA,2019-10-16,16962,20:24,169622024
2216799,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-10-16,16962,21:09,169622109
2216799,EMENDA DE PLENÁRIO Nº 1,2019-10-22,16968,20:00,169682000
2216799,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENC. DE VOTAÇÃO,2019-10-16,16962,22:07,169622207
2216799,REQUERIMENTO DE RETIRADA DE PAUTA,2019-10-22,16967,17:25,169671725
2218250,DTQ 1 - DEM - EMENDA DE PLENÁRIO Nº 1,2019-11-27,17001,20:26,170012026
2219406,URGÊNCIA PARA APRECIAÇÃO DO PDL Nº 614/2019,2019-09-10,16922,17:51,169221751
2219905,REQUERIMENTO DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 2.944/19,2019-09-17,16928,16:40,169281640
2222991,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 3.443/2019,2019-10-16,16961,19:34,169611934
2222992,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 3.444/2019,2019-11-06,16982,18:04,169821804
2224574,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5.385/2019,2019-10-16,16961,19:55,169611955
2224760,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5478/2019,2019-10-09,16954,21:01,169542101
2226336,URGÊNCIA PARA VOTAÇÃO DO PL Nº 4.805/2019,2019-10-30,16975,21:15,169752115
2226362,URGÊNCIA PARA VOTAÇÃO DO PL Nº 6.229/2005,2019-10-30,16975,20:54,169752054
2227826,RECURSO AO PL Nº 1.645/2019,2019-11-06,16982,19:32,169821932
2227917,SUBSTITUTIVO DA CCULT,2019-12-04,17008,17:43,170081743
2227917,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-12-04,17008,17:12,170081712
2227917,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-12-04,17008,17:31,170081731
2229812,URGÊNCIA PARA VOTAÇÃO DO PL Nº 5.082/2016,2019-11-19,16990,18:24,169901824
2229813,URGÊNCIA PARA VOTAÇÃO DO PDL Nº 28/2019,2019-11-19,16990,19:53,169901953
2230573,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 3.261/2019,2019-11-27,17000,18:04,170001804
2231930,DTQ PSOL - EMENDA 7,2019-12-10,17016,22:08,170162208
2232173,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 10.372/18,2019-12-04,17009,19:16,170091916
