ano,id_proposicao,id_votacao,id_parlamentar,voto,partido,casa
2019,2192459,168870012,141417,1,PL,camara
2019,2192459,168870012,204465,1,PSD,camara
2019,2192459,168870012,178959,1,PP,camara
2019,2192459,168870012,160531,1,REPUBLICANOS,camara
2019,2192459,168870012,204468,-1,REDE,camara
2019,2192459,168870012,204479,1,PSL,camara
2019,2192459,168870012,204475,1,SOLIDARIEDADE,camara
2019,2192459,168870012,178961,1,PSDB,camara
2019,2192459,168870012,204379,1,PROS,camara
2019,2192459,168870012,204353,-1,REPUBLICANOS,camara
2019,2192459,168870012,178831,1,PP,camara
2019,2192459,168870012,204352,-1,PSB,camara
2019,2192459,168870012,204375,1,AVANTE,camara
2019,2192459,168870012,160645,1,PSDB,camara
2019,2192459,168870012,160641,-1,PCdoB,camara
2019,2192459,168870012,160591,0,PL,camara
2019,2192459,168870012,204495,-1,PT,camara
2019,2192459,168870012,141335,-1,PT,camara
2019,2192459,168870012,204499,-1,PSB,camara
2019,2192459,168870012,204496,1,PSDB,camara
2019,2192459,168870012,135054,1,PL,camara
2019,2192459,168870012,178908,1,PSD,camara
2019,2192459,168870012,134812,-1,PSOL,camara
2019,2192459,168870012,204500,1,PTB,camara
2019,2192459,168870012,74075,1,MDB,camara
2019,2192459,168870012,178909,1,DEM,camara
2019,2192459,168870012,178910,1,PSD,camara
2019,2192459,168870012,74079,1,MDB,camara
2019,2192459,168870012,204497,1,PSD,camara
2019,2192459,168870012,74352,1,PSDB,camara
2019,2192459,168870012,204498,1,DEM,camara
2019,2192459,168870012,204538,1,PTB,camara
2019,2192459,168870012,204505,1,REPUBLICANOS,camara
2019,2192459,168870012,204572,1,REPUBLICANOS,camara
2019,2192459,168870012,74090,1,PP,camara
2019,2192459,168870012,204551,1,SOLIDARIEDADE,camara
2019,2192459,168870012,204569,1,PSL,camara
2019,2192459,168870012,204555,-1,PT,camara
2019,2192459,168870012,204556,1,PL,camara
2019,2192459,168870012,204557,1,PSD,camara
2019,2192459,168870012,74356,1,REPUBLICANOS,camara
2019,2192459,168870012,204378,1,PSL,camara
2019,2192459,168870012,178953,-1,PSD,camara
2019,2192459,168870012,108338,1,PP,camara
2019,2192459,168870012,204359,1,PODEMOS,camara
2019,2192459,168870012,178954,1,MDB,camara
2019,2192459,168870012,178956,1,PSDB,camara
2019,2192459,168870012,141508,-1,PSB,camara
2019,2192459,168870012,204360,1,PDT,camara
2019,2192459,168870012,178836,1,DEM,camara
2019,2192459,168870012,141434,1,MDB,camara
2019,2192459,168870012,178839,0,MDB,camara
2019,2192459,168870012,204435,1,PDT,camara
2019,2192459,168870012,204469,1,REPUBLICANOS,camara
2019,2192459,168870012,204471,1,PSDB,camara
2019,2192459,168870012,73943,-1,PCdoB,camara
2019,2192459,168870012,204434,1,SOLIDARIEDADE,camara
2019,2192459,168870012,178993,1,DEM,camara
2019,2192459,168870012,204370,-1,PT,camara
2019,2192459,168870012,178994,1,MDB,camara
2019,2192459,168870012,204364,1,SOLIDARIEDADE,camara
2019,2192459,168870012,204363,1,PSC,camara
2019,2192459,168870012,160639,1,DEM,camara
2019,2192459,168870012,143084,1,SOLIDARIEDADE,camara
2019,2192459,168870012,137070,0,PL,camara
2019,2192459,168870012,178881,1,PSC,camara
