id_proposicao,id_votacao,objeto_votacao,datetime,votacao_secreta,link_votacao,ano
121003,5402,"Parecer nº 296, de 2015 - indicação do Sr. Fernando Mendes Garcia Neto para o cargo de Diretor da Agência Nacional de Vigilância Sanitária.",2015-07-01,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121003&p_cod_materia_f=121003&p_cod_sessao_votacao_i=5402&p_cod_sessao_votacao_f=5402,2015
121002,5403,"Parecer nº 295, de 2015 - indicação do Sr. Jarbas Barbosa da Silva Júnior para o cargo de Diretor da Agência Nacional de Vigilância Sanitária.",2015-07-01,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121002&p_cod_materia_f=121002&p_cod_sessao_votacao_i=5403&p_cod_sessao_votacao_f=5403,2015
121587,5404,"Parecer nº 353, de 2015 - indicação do Sr. Marcelo Vinaud Prado para o cargo de Diretor da Agência Nacional de Transportes Terrestres - ANTT.",2015-07-01,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121587&p_cod_materia_f=121587&p_cod_sessao_votacao_i=5404&p_cod_sessao_votacao_f=5404,2015
121218,5405,"Parecer nº 298, de 2015 - indicação do Sr. Carlos Fernando do Nascimento para o cargo de Diretor da Agência Nacional de Transportes Terrestres - ANTT.",2015-07-01,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121218&p_cod_materia_f=121218&p_cod_sessao_votacao_i=5405&p_cod_sessao_votacao_f=5405,2015
121217,5406,"Parecer nº 297, de 2015 - indicação do Sr. Marcelo Bruto da Costa Correia para o cargo de Diretor da Agência Nacional de Transportes Terrestres - ANTT.",2015-07-01,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121217&p_cod_materia_f=121217&p_cod_sessao_votacao_i=5406&p_cod_sessao_votacao_f=5406,2015
121216,5407,"Parecer nº 293, de 2015 - indicação do Sr. Ney Maranhão para exercer o cargo de Diretor da Agência Nacional de Águas - ANA.",2015-07-01,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121216&p_cod_materia_f=121216&p_cod_sessao_votacao_i=5407&p_cod_sessao_votacao_f=5407,2015
121072,5408,"Dispõe sobre a aposentadoria compulsória, com proventos proporcionais, nos termos do inciso II do §1º do art. 40 da CF.",2015-07-01,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121072&p_cod_materia_f=121072&p_cod_sessao_votacao_i=5408&p_cod_sessao_votacao_f=5408,2015
121072,5409,Emenda nº 1 - CCJ ao PLS nº 274/2015.,2015-07-01,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121072&p_cod_materia_f=121072&p_cod_sessao_votacao_i=5409&p_cod_sessao_votacao_f=5409,2015
121072,5410,Emendas 2-3 Plen (parecer contrário) PLS 274/2015.,2015-07-01,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121072&p_cod_materia_f=121072&p_cod_sessao_votacao_i=5410&p_cod_sessao_votacao_f=5410,2015
120914,5411,"Votação da Mensagem nº 19, de 2015, referente à escolha do nome do Senhor CARLOS ALFREDO LAZARY TEIXEIRA, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República do Equador.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=120914&p_cod_materia_f=120914&p_cod_sessao_votacao_i=5411&p_cod_sessao_votacao_f=5411,2015
120920,5412,"Parecer nº 283, de 2015, referente à escolha do Procurador da Justiça Militar ANTÔNIO PEREIRA DUARTE, indicado pelo Ministério Público Militar, para compor o Conselho Nacional do Ministério Público.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=120920&p_cod_materia_f=120920&p_cod_sessao_votacao_i=5412&p_cod_sessao_votacao_f=5412,2015
121323,5413,"Parecer nº 307, de 2015, referente à indicação do Sr. Orlando Rochadel Moreira ao Conselho Nacional do Ministério Público, nos termos do art. 130-A da Constituição Federal.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121323&p_cod_materia_f=121323&p_cod_sessao_votacao_i=5413&p_cod_sessao_votacao_f=5413,2015
121352,5414,"Parecer nº 308, de 2015, referente à indicação do Juiz Sérgio Ricardo de Souza ao Conselho Nacional do Ministério Público, nos termos do art. 130-A da Constituição Federal.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121352&p_cod_materia_f=121352&p_cod_sessao_votacao_i=5414&p_cod_sessao_votacao_f=5414,2015
121361,5415,"Parecer nº 309, de 2015, referente à recondução do Sr. Walter de Agra Júnior ao Conselho Nacional do Ministério Público, nos termos do art. 130-A da Constituição Federal.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121361&p_cod_materia_f=121361&p_cod_sessao_votacao_i=5415&p_cod_sessao_votacao_f=5415,2015
121368,5416,"Parecer nº 310, de 2015, referente à indicação do Sr. Marcelo Ferra de Carvalho ao Conselho Nacional do Ministério Público, nos termos do art. 130-A da Constituição Federal.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121368&p_cod_materia_f=121368&p_cod_sessao_votacao_i=5416&p_cod_sessao_votacao_f=5416,2015
121051,5417,"Parecer nº 361, de 2015, referente à indicação do Sr. Fabiano Augusto Martins Silveira para compor o Conselho Nacional de Justiça, nos termos do art. 130-B da Constituição Federal.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121051&p_cod_materia_f=121051&p_cod_sessao_votacao_i=5417&p_cod_sessao_votacao_f=5417,2015
121369,5418,"Parecer nº 311, de 2015, referente à indicação do Sr. Fábio Bastos Stica ao Conselho Nacional do Ministério Público, nos termos do art. 130-A da Constituição Federal.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121369&p_cod_materia_f=121369&p_cod_sessao_votacao_i=5418&p_cod_sessao_votacao_f=5418,2015
121376,5419,"Parecer nº 379, de 2015, referente à indicação do Sr. José Norberto Lopes Campelo para compor o Conselho Nacional de Justiça, nos termos do art. 103 - B da Constituição Federal.",2015-07-07,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121376&p_cod_materia_f=121376&p_cod_sessao_votacao_i=5419&p_cod_sessao_votacao_f=5419,2015
120296,5420,"Emenda nº 105, apresentada à MPV nº 672/2015 - PLV 9/2015.",2015-07-08,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=120296&p_cod_materia_f=120296&p_cod_sessao_votacao_i=5420&p_cod_sessao_votacao_f=5420,2015
121572,5421,"Votação do substitutivo ao Projeto de Lei do Senado nº 333, de 2015.",2015-07-14,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121572&p_cod_materia_f=121572&p_cod_sessao_votacao_i=5421&p_cod_sessao_votacao_f=5421,2015
121536,5422,"Votação da Mensagem nº 39, de 2015, referente à escolha do Sr. Roberto Jaguaribe Gomes de Mattos, Ministro de Primeira Classe do Ministério das Relações Exteriores, para o cargo de embaixador na China e Mongólia.",2015-07-14,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121536&p_cod_materia_f=121536&p_cod_sessao_votacao_i=5422&p_cod_sessao_votacao_f=5422,2015
121530,5423,"Votação da Mensagem nº 36, de 2015, referente à escolha do Sr. Miguel Júnior França Chaves de Magalhães, Ministro de Segunda Classe do Ministério das Relações Exteriores, para o cargo de embaixador no Iraque.",2015-07-14,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121530&p_cod_materia_f=121530&p_cod_sessao_votacao_i=5423&p_cod_sessao_votacao_f=5423,2015
120907,5424,"Votação da Mensagem nº 14, de 2015, referente à indicação de Arthur Henrique Villanova Nogueira, Ministro de Segunda Classe do MRE, para o cargo de embaixador na Mauritânia.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=120907&p_cod_materia_f=120907&p_cod_sessao_votacao_i=5424&p_cod_sessao_votacao_f=5424,2015
120554,5425,"Votação do Projeto de Lei do Senado nº 199, de 2015, que dispõe sobre o procedimento para a criação, a incorporação, a fusão e o desmembramento de Municípios, e dá outras providências.",2015-07-15,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=120554&p_cod_materia_f=120554&p_cod_sessao_votacao_i=5425&p_cod_sessao_votacao_f=5425,2015
121377,5426,"Parecer nº 410, de 2015, referente à indicação do Sr. Luiz Cláudio Silva Allemand para compor o Conselho Nacional de Justiça, nos termos do art. 103-B da Constituição Federal.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121377&p_cod_materia_f=121377&p_cod_sessao_votacao_i=5426&p_cod_sessao_votacao_f=5426,2015
121370,5427,"Parecer nº 378, de 2015, referente à indicação da Sra. Daldice Maria Santana de Almeida para compor o Conselho Nacional de Justiça, nos termos do art. 103-B da Constituição Federal.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121370&p_cod_materia_f=121370&p_cod_sessao_votacao_i=5427&p_cod_sessao_votacao_f=5427,2015
121330,5428,"Parecer nº 362, de 2015, referente à indicação do Sr. Fernando César Baptista de Mattos para compor o Conselho Nacional de Justiça, nos termos do artigo 103-B da Constituição Federal.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121330&p_cod_materia_f=121330&p_cod_sessao_votacao_i=5428&p_cod_sessao_votacao_f=5428,2015
121397,5429,"Parecer nº 411, de 2015, referente à indicação do Sr. Gustavo Tadeu Alkmim para compor o Conselho Nacional de Justiça, nos termos do artigo 103-B da Constituição Federal.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121397&p_cod_materia_f=121397&p_cod_sessao_votacao_i=5429&p_cod_sessao_votacao_f=5429,2015
121396,5430,"Parecer nº 450, de 2015, referente à indicação do Sr. Carlos Eduardo Oliveira Dias para compor o Conselho Nacional de Justiça, nos termos do artigo 103-B da Constituição Federal.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121396&p_cod_materia_f=121396&p_cod_sessao_votacao_i=5430&p_cod_sessao_votacao_f=5430,2015
122027,5431,"Parecer nº 451, de 2015, referente à indicação do Sr. Arnaldo Hossepian Salles Lima Júnior para compor o Conselho Nacional de Justiça, nos termos do artigo 103-B da Constituição Federal.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122027&p_cod_materia_f=122027&p_cod_sessao_votacao_i=5431&p_cod_sessao_votacao_f=5431,2015
121532,5432,"Votação da Mensagem nº 41, de 2015, referente à indicação do Sr. José Luiz Machado e Costa, Ministro de Primeira Classe do MRE, para o cargo de representante junto à OEA.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121532&p_cod_materia_f=121532&p_cod_sessao_votacao_i=5432&p_cod_sessao_votacao_f=5432,2015
122119,5433,"Parecer nº 437, de 2015, referente à indicação do Sr. Gustavo Rabelo Tavares Borba para o cargo de Diretor da Comissão de Valores Mobiliários - CVM.",2015-07-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122119&p_cod_materia_f=122119&p_cod_sessao_votacao_i=5433&p_cod_sessao_votacao_f=5433,2015
122117,5434,"Votação do Projeto de Lei do Senado nº 430, de 2015, que disciplina a distribuição de cadeiras entre os partidos políticos na representação proporcional.",2015-07-15,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122117&p_cod_materia_f=122117&p_cod_sessao_votacao_i=5434&p_cod_sessao_votacao_f=5434,2015
122307,5435,"Votação do Projeto de Lei do Senado nº 476, de 2015 (complementar), que estabelece nova condição de inelegibilidade de magistrados e membros do Ministério Público.",2015-07-15,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122307&p_cod_materia_f=122307&p_cod_sessao_votacao_i=5435&p_cod_sessao_votacao_f=5435,2015
122307,5436,"Votação da Emenda nº 1 (Plenário) ao Projeto de Lei do Senado nº 476, de 2015 (complementar), que estabelece nova condição de inelegibilidade de magistrados e membros do Ministério Público.",2015-07-15,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122307&p_cod_materia_f=122307&p_cod_sessao_votacao_i=5436&p_cod_sessao_votacao_f=5436,2015
121531,5437,"Mensagem nº 35/2015, com indicação de Rodrigo de L. B. Soares, Ministro de 2ª Classe do MRE, para o cargo de embaixador em Moçambique e outras.",2015-07-16,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121531&p_cod_materia_f=121531&p_cod_sessao_votacao_i=5437&p_cod_sessao_votacao_f=5437,2015
121047,5438,"Votação do Parecer nº 305, de 2015, referente à recondução do Sr. Leonardo Henrique de Cavalcante Carvalho ao Conselho Nacional do Ministério Público, nos termos do art. 103-A da Constituição Federal.",2015-08-04,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121047&p_cod_materia_f=121047&p_cod_sessao_votacao_i=5438&p_cod_sessao_votacao_f=5438,2015
121322,5440,"Votação do Parecer nº 306, de 2015, referente à indicação do Sr. Otávio Brito Lopes ao Conselho Nacional do Ministério Público, nos termos do art. 103-A da Constituição Federal.",2015-08-04,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121322&p_cod_materia_f=121322&p_cod_sessao_votacao_i=5440&p_cod_sessao_votacao_f=5440,2015
120905,5439,"Indicação do Sr. Cláudio Henrique Portela do Rego ao CNMP, nos termos do art. 130-A da Constituição Federal.",2015-08-04,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=120905&p_cod_materia_f=120905&p_cod_sessao_votacao_i=5439&p_cod_sessao_votacao_f=5439,2015
115831,5441,"Dá nova redação ao art. 42 do ADCT, ampliando o prazo em que a União deverá destinar as Regiões Centro-Oeste e Nordeste percentuais mínimos dos recursos destinados à irrigação.",2015-08-04,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=115831&p_cod_materia_f=115831&p_cod_sessao_votacao_i=5441&p_cod_sessao_votacao_f=5441,2015
122259,5442,"Parecer nº 477/2015 - Ricardo Fenelon das Neves Junior para exercer o cargo de Diretor da Agência Nacional de Aviação Civil - ANAC, na vaga decorrente do término do mandato do Sr. Carlos E. M. da S. Pellegrino.",2015-08-05,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122259&p_cod_materia_f=122259&p_cod_sessao_votacao_i=5442&p_cod_sessao_votacao_f=5442,2015
122261,5443,"Parecer n° 476/2015 - José Ricardo Pataro Botelho de Queiroz para exercer o cargo de Diretor da Agência Nacional de Aviação Civil - ANAC, na vaga decorrente do término do mandato de Sr. Rubens C. Vieira.",2015-08-05,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122261&p_cod_materia_f=122261&p_cod_sessao_votacao_i=5443&p_cod_sessao_votacao_f=5443,2015
121374,5444,"Parecer nº 312/2015 - Recondução do Sr. Esdras Dantas de Souza ao CNMP, nos termos do art. 130-A da Constituição Federal.",2015-08-05,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121374&p_cod_materia_f=121374&p_cod_sessao_votacao_i=5444&p_cod_sessao_votacao_f=5444,2015
121571,5445,"Parecer nº 313/2015 - Recondução do Sr. Fábio George Cruz da Nóbrega ao CNMP, nos termos do art. 130-A da Constituição Federal.",2015-08-05,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121571&p_cod_materia_f=121571&p_cod_sessao_votacao_i=5445&p_cod_sessao_votacao_f=5445,2015
118636,5446,Prevê que a revisão da base de cálculo do IPTU e a atualização monetária dos valores que a compõem constituem requisitos essenciais da responsabilidade na gestão fiscal.,2015-08-05,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=118636&p_cod_materia_f=118636&p_cod_sessao_votacao_i=5446&p_cod_sessao_votacao_f=5446,2015
120909,5447,"Votação da Mensagem nº 15 de 2015, referente à escolha do Sr. Flávio Hugo Lima Rocha Junior , Ministro de Segunda Classe da Carreira de Diplomata do MRE, para exercer o cargo de Embaixador do Brasil na República do Senegal e da Gâmbia.",2015-08-11,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=120909&p_cod_materia_f=120909&p_cod_sessao_votacao_i=5447&p_cod_sessao_votacao_f=5447,2015
120908,5448,"Votação da Mensagem nº 16 de 2015, referente à escolha do Sr. José Borges dos Santos Júnior, Ministro de Primeira Classe da Carreira de Diplomata do MRE, para exercer o cargo de Embaixador na Confederação Suíça e no Principado de Liechtenstein.",2015-08-11,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=120908&p_cod_materia_f=120908&p_cod_sessao_votacao_i=5448&p_cod_sessao_votacao_f=5448,2015
115831,5449,"Votação nominal da PEC nº 78, de 2013, em segundo turno.",2015-08-18,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=115831&p_cod_materia_f=115831&p_cod_sessao_votacao_i=5449&p_cod_sessao_votacao_f=5449,2015
115729,5450,"Votação Nominal da PEC nº 74, de 2013, em primeiro turno.",2015-08-18,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=115729&p_cod_materia_f=115729&p_cod_sessao_votacao_i=5450&p_cod_sessao_votacao_f=5450,2015
122009,5451,"Votação Nominal sobre matéria que dispõe sobre a contribuição previdenciária sobre a receita bruta, sobre medidas tributárias referentes aos Jogos Olímpicos e Paraolímpicos de 2016 e sobre a tributação de bebidas frias.",2015-08-19,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122009&p_cod_materia_f=122009&p_cod_sessao_votacao_i=5451&p_cod_sessao_votacao_f=5451,2015
121373,5452,"Votação Nominal da Emenda nº 1 ao PLC 41, de 2015 (Substitutivo) que dispõe sobre as Carreiras dos Servidores do Ministério Público da União e do Conselho Nacional do Ministério Público; fixa valores de sua remuneração; revoga a Lei 11415/2006 e dá outras providências.",2015-08-25,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121373&p_cod_materia_f=121373&p_cod_sessao_votacao_i=5452&p_cod_sessao_votacao_f=5452,2015
122308,5453,"Votação Nominal da Proposta de Emenda à Constituição n° 98, de 2015 (1° Turno) que acrescenta artigo ao ADCT para reservar vagas para cada gênero na Câmara dos Deputados, nas Assembléias Legislativas, na Câmara do DF e nas Câmaras Municipais, nas três legislaturas subsequentes.",2015-08-25,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122308&p_cod_materia_f=122308&p_cod_sessao_votacao_i=5453&p_cod_sessao_votacao_f=5453,2015
121537,5454,"Votação Nominal da indicação do Sr. Antônio José Ferreira Simões, Ministro de 1ª Classe da Carreira de Diplomata do MRE, para exercer o cargo de Embaixador do Brasil no Reino da Espanha.",2015-08-26,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121537&p_cod_materia_f=121537&p_cod_sessao_votacao_i=5454&p_cod_sessao_votacao_f=5454,2015
121533,5455,"Votação Nominal da indicação do Sr. Ricardo André Vieira Diniz, Ministro de 2ª Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República do Botsuana.",2015-08-26,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121533&p_cod_materia_f=121533&p_cod_sessao_votacao_i=5455&p_cod_sessao_votacao_f=5455,2015
122031,5456,"Votação nominal da Emenda nº 1 (Substitutivo) à PEC 84, de 2015 - 1º turno, que acrescenta o §6º ao art. 167 da Constituição Federal, para proibir a criação, por lei, de encargo financeiro aos Estados, ao Distrito Federal e aos Municípios, decorrente da prestação de serviços públicos, nos termos especificados.",2015-08-26,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122031&p_cod_materia_f=122031&p_cod_sessao_votacao_i=5456&p_cod_sessao_votacao_f=5456,2015
122031,5457,"Votação nominal da Emenda nº 1 (Substitutivo) à PEC 84, de 2015 - 2º turno, que acrescenta o §6º ao art. 167 da Constituição Federal, para proibir a criação, por lei, de encargos financeiros aos Estados, ao Distrito Federal e aos Municípios, decorrente da prestação de serviços públicos, nos termos especificados.",2015-08-26,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122031&p_cod_materia_f=122031&p_cod_sessao_votacao_i=5457&p_cod_sessao_votacao_f=5457,2015
122679,5458,"Votação Nominal do Parecer nº 647, de 2015, referente à indicação do Senhor Rodrigo Janot Monteiro de Barros para ser reconduzido ao cargo de Procurador-Geral da República.",2015-08-26,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122679&p_cod_materia_f=122679&p_cod_sessao_votacao_i=5458&p_cod_sessao_votacao_f=5458,2015
122835,5459,"Votação Nominal da Indicação do Juiz Marcelo Navarro Ribeiro Dantas para compor o Superior Tribunal de Justiça, na vaga destinada a Juízes Federais dos Tribunais Regionais Federais, decorrente da aposentadoria do Senhor Ministro Ari Pargendler.",2015-09-02,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122835&p_cod_materia_f=122835&p_cod_sessao_votacao_i=5459&p_cod_sessao_votacao_f=5459,2015
122392,5460,"Subemenda do relator às emendas nºs 30, 33, 34, 35, 36, 50, 66, 68, 96, 98, 100, 101, 102, 103, 104, 80, 95, 74, 31 e 75.",2015-09-02,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122392&p_cod_materia_f=122392&p_cod_sessao_votacao_i=5460&p_cod_sessao_votacao_f=5460,2015
101237,5461,"Votação da Emenda 6/CCJ á PEC 71/2011, com a alteração do Relator (1° Turno - Substitutivo).",2015-09-08,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=101237&p_cod_materia_f=101237&p_cod_sessao_votacao_i=5461&p_cod_sessao_votacao_f=5461,2015
101237,5462,"Votação da Emenda 6/CCJ á PEC 71/2011, com a alteração do Relator (2° Turno - Substitutivo).",2015-09-08,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=101237&p_cod_materia_f=101237&p_cod_sessao_votacao_i=5462&p_cod_sessao_votacao_f=5462,2015
122308,5463,"Votação da Proposta de Emenda á Constituição n° 98, de 2015 (2° turno).",2015-09-08,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122308&p_cod_materia_f=122308&p_cod_sessao_votacao_i=5463&p_cod_sessao_votacao_f=5463,2015
121534,5464,"Votação da Mensagem n°40, de 2015, referente à indicação do Senhor Breno de Souza Brasil Dias da Costa, Ministro de segunda Classe do MRE, para exercer o cargo de Embaixador do Brasil na República de Honduras.",2015-09-09,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=121534&p_cod_materia_f=121534&p_cod_sessao_votacao_i=5464&p_cod_sessao_votacao_f=5464,2015
115729,5465,"Votação da proposta de Emenda á Constituição n°74, de 2013 (2°Turno), que dá nova redação ao art. 6º da Constituição Federal, para introduzir o transporte como direito social.",2015-09-09,0,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=115729&p_cod_materia_f=115729&p_cod_sessao_votacao_i=5465&p_cod_sessao_votacao_f=5465,2015
122875,5468,"Votação Nominal do Parecer nº 699/2015, referente a indicação do Sr. Valter Casimiro Silveira para exercer o cargo de Diretor-Geral do Departamento Nacional de Infraestrutura de Transportes - DNIT.",2015-09-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122875&p_cod_materia_f=122875&p_cod_sessao_votacao_i=5468&p_cod_sessao_votacao_f=5468,2015
122873,5466,"Votação do Parecer nº 700, de 2015, referente à indicação do Sr. Gustavo Adolfo Andrade de Sá para exercer o cargo de Diretor-Executivo do Departamento Nacional de Infraestrutura e Transportes - DNIT.",2015-09-15,1,http://rl.senado.gov.br/reports/rwservlet?legis&report=/forms/parlam/vono_r01.RDF&paramform=no&p_cod_materia_i=122873&p_cod_materia_f=122873&p_cod_sessao_votacao_i=5466&p_cod_sessao_votacao_f=5466,2015
