id,data_apresentacao,nome,ementa,tema,autor,uri_tramitacao
136173,2019-04-04,PL 1321/2019,"Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.",Direito eleitoral e partidos políticos,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/136173
127414,2016-11-08,PEC 57/2016,"Altera os arts. 30, 37, 146, 150, 179 e 195 da Constituição Federal para prever que lei complementar conceituará pequeno Município, poderá disciplinar os princípios da Administração Pública e as normas gerais aplicáveis ao processo administrativo fiscal, à substituição tributária, à moralidade tributária, à eficiência tributária e à vedação de confisco, e ao estabelecimento do estatuto de defesa dos direitos contribuintes; dá nova disciplina ao princípio da anterioridade; elimina a exigência de certidão negativa dos débitos previdenciários para participação em procedimentos licitatórios e contratação com o setor público; e fixa a obrigatoriedade de especificação de tratamento diferenciado e simplificado das microempresas e empresas de pequeno porte no âmbito das normas de caráter geral aplicáveis às empresas.",Tributação,Aécio Neves PSDB / MG e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/127414
117839,2014-05-22,PLS 188/2014,"Acrescenta inciso IV ao § 3º do art. 198 da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional, para permitir a divulgação, por parte da Fazenda Pública, dos beneficiários de renúncia de receita.",Tributação,Randolfe Rodrigues PSOL / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/117839
135064,2019-01-01,MPV 870/2019,Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios.,Administração pública: órgãos públicos,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/135064
136357,2019-03-18,MSF 12/2019,"Submete à consideração do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 53 da Lei nº 10.233, de 2001, a escolha do Senhor DAVI FERREIRA GOMES BARRETO, para exercer o cargo de Diretor da Agência Nacional de Transportes Terrestres - ANTT.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136357
135079,2019-01-18,MPV 871/2019,"Institui o Programa Especial para Análise de Benefícios com Indícios de Irregularidade, o Programa de Revisão de Benefícios por Incapacidade, o Bônus de Desempenho Institucional por Análise de Benefícios com Indícios de Irregularidade do Monitoramento Operacional de Benefícios e o Bônus de Desempenho Institucional por Perícia Médica em Benefícios por Incapacidade, e dá outras providências.",Previdência social,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/135079
116081,2014-02-06,PLS 26/2014,"Altera o art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001, para extinguir o sigilo bancário nas operações ativas de instituições oficiais de crédito que tenham como contraparte Estados estrangeiros.",Política econômica e sistema financeiro,Alvaro Dias PSDB / PR,https://www25.senado.leg.br/web/atividade/materias/-/materia/116081
132847,2018-04-05,PLS 163/2018,"Altera a Lei Complementar nº 156, de 28 de dezembro de 2016, que estabelece o Plano de Auxílio aos Estados e ao Distrito Federal e medidas de estímulo ao reequilíbrio fiscal; e altera a Lei Complementar no 148, de 25 de novembro de 2014, a Lei no 9.496, de 11 de setembro de 1997, a Medida Provisória no 2.192-70, de 24 de agosto de 2001, a Lei no 8.727, de 5 de novembro de 1993, e a Lei Complementar no 101, de 4 de maio de 2000.",Planejamento e orçamento,José Serra PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/132847
137178,2019-06-05,PEC 91/2019,Altera o procedimento de apreciação das medidas provisórias pelo Congresso Nacional.,Processo legislativo,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137178
136635,2019-05-08,PDL 233/2019,"Susta o Decreto nº 9.785, de 07 de Maio de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro, a posse, o porte e a comercialização de armas de fogo e de munição e sobre o Sistema Nacional de Armas e o Sistema Nacional de Gerenciamento Militar de Armas.",Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/136635
136706,2019-04-17,MSF 15/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor PEDRO FERNANDO BRÊTAS BASTOS, para exercer o cargo de Representante Permanente do Brasil junto à Comunidade dos Países de Língua Portuguesa.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136706
136707,2019-05-02,MSF 16/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor HENRIQUE DA SILVEIRA SARDINHA PINTO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à Santa Sé e, cumulativamente, junto à Ordem Soberana e Militar de Malta.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136707
136995,2019-04-23,MSF 22/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome do Senhor ANTONIO DE AGUIAR PATRIOTA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à República Árabe do Egito, e, cumulativamente, ao Estado da Eritréia.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136995
137061,2019-04-12,MSF 24/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o parágrafo único do art. 41 da Lei nº 11.440, de 2006, o nome do Senhor CARLOS ALBERTO SIMAS MAGALHÃES, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Portuguesa.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137061
137117,2019-05-21,MSF 26/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor LUÍS FERNANDO DE ANDRADE SERRA, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à República Francesa e, cumulativamente, ao Principado de Mônaco.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137117
128634,2017-04-04,PLC 27/2017,"Estabelece medidas de combate à impunidade, à corrupção; altera os Decretos-Leis nºs 2.848, de 7 de dezembro de 1940 – Código Penal, e 3.689, de 3 de outubro de 1941 –Código de Processo Penal; as Leis nºs 4.717, de 29 de junho de 1965, 4.737, de 15 de julho de 1965, 8.072, de 25 de julho de 1990, 8.112, de 11 de dezembro de 1990, 8.429, de 2 de junho de 1992, 8.906, de 4 de julho de 1994, 9.096, de 19 de setembro de 1995, 9.504, de 30 de setembro de 1997, 9.613, de 3 de março de 1998, e 7.347, de 24 de julho de 1985; revoga dispositivos do Decreto-Lei nº 201, de 27 de fevereiro de 1967, e da Lei nº 8.137, de 27 de dezembro de 1990; e dá outras providências.",Direito penal e processual penal,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/128634
130029,2017-07-12,PLS 224/2017,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para autorizar a aquisição de uma arma de fogo de uso permitido por residentes em áreas rurais.",Segurança pública,Wilder Morais PP / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/130029
137060,2019-05-23,MSF 23/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição, combinado com parágrafo único do art. 11 da Lei nº 9.883, de 7 de dezembro de 1999, o nome do Senhor ALEXANDRE RAMAGEM RODRIGUES para exercer o cargo de Diretor-Geral da Agência Brasileira de Inteligência.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137060
135594,2019-03-12,PEC 17/2019,"Acrescenta o inciso XII-A, ao art. 5º, e o inciso XXX, ao art. 22, da Constituição Federal para incluir a proteção de dados pessoais entre os direitos fundamentais do cidadão e fixar a competência privativa da União para legislar sobre a matéria.",Direito civil e processual civil,Eduardo Gomes MDB / TO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/135594
137179,2019-06-03,OFS 30/2019,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso III, da Constituição Federal, a indicação do Senhor EMMANOEL PEREIRA, para compor o Conselho Nacional de Justiça, na vaga destinada a Ministro do Tribunal Superior do Trabalho.",Nao especificado,Tribunal Superior do Trabalho,https://www25.senado.leg.br/web/atividade/materias/-/materia/137179
137464,2019-06-27,OFS 32/2019,"Encaminha, nos termos do art. 1º, § 2º a § 5º da Resolução do Senado Federal nº 42, de 2016, a indicação do Senhor JOSUÉ ALFREDO PELLEGRINI, para ocupar o cargo de Diretor da Instituição Fiscal Independente, em vaga aberta em decorrência da saída de Gabriel Leal de Barros.",Nao especificado,Omar Aziz PSD / AM,https://www25.senado.leg.br/web/atividade/materias/-/materia/137464
137072,2019-05-29,OFS 23/2019,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso VI, da Constituição Federal, a indicação do Senhor RUBENS DE MENDONÇA CANUTO NETO, para compor o Conselho Nacional de Justiça, na vaga destinada a membro de Tribunal Regional Federal, no biênio 2019-2021.",Nao especificado,Superior Tribunal de Justiça,https://www25.senado.leg.br/web/atividade/materias/-/materia/137072
137073,2019-05-29,OFS 24/2019,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso VII, da Constituição Federal, a indicação da Senhora CANDICE LAVOCAT GALVÃO JOBIM, para compor o Conselho Nacional de Justiça, na vaga destinada a juiz federal, no biênio 2019-2021.",Nao especificado,Superior Tribunal de Justiça,https://www25.senado.leg.br/web/atividade/materias/-/materia/137073
137515,2019-06-04,MSF 33/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 10, da Lei nº 9.782, de 26 de janeiro de 1999, e art. 6º do Anexo I ao Decreto n° 3.029, de 16 de abril de 1999, o nome do Senhor ANTONIO BARRA TORRES para exercer cargo de Diretor da Agência Nacional de Vigilância Sanitária – ANVISA.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137515
137077,2019-05-30,OFS 25/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso IV, da Constituição Federal, a indicação do Senhor LUCIANO NUNES MAIA FREIRE, para ser reconduzido ao cargo de conselheiro do Conselho Nacional do Ministério Público, no biênio 2019-2021.",Nao especificado,Superior Tribunal de Justiça,https://www25.senado.leg.br/web/atividade/materias/-/materia/137077
137116,2019-05-13,MSF 25/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor JULIO GLINTERNICK BITELLI, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto ao Reino do Marrocos.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137116
137154,2019-04-12,MSF 27/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor FLÁVIO SOARES DAMICO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à República do Paraguai.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137154
134583,2018-11-08,PLC 115/2018,"Altera o art. 9º da Lei nº 9.964, de 10 de abril de 2000, que instituiu o Programa de Recuperação Fiscal (Refis), para proibir a exclusão de pessoas jurídicas adimplentes e de boa-fé do Refis nas condições que especifica.",Política econômica e sistema financeiro,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/134583
137415,2019-05-02,MSF 30/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor LUIZ ALBERTO FIGUEIREDO MACHADO, para exercer o cargo de Embaixador do Brasil junto ao Estado do Catar.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137415
137417,2019-05-02,MSF 31/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome do Senhor ROBERTO ABDALLA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Helênica.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137417
137546,2019-05-21,MSF 34/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome da Senhora MARIA LAURA DA ROCHA, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na Romênia.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137546
137676,2019-06-26,MSF 36/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome da Senhora EUGENIA BARTHELMESS, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil junto à República de Singapura.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137676
137677,2019-07-09,MSF 37/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor ARY NORTON DE MURAT QUINTELLA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à Malásia e, cumulativamente, junto ao Estado do Brunei Darussalam.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137677
137421,2019-05-21,MSF 32/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome  da Senhora MARIA EDILEUZA FONTENELE REIS, para exercer o cargo de Embaixadora do Brasil na Bulgária e, cumulativamente, junto à  República da Macedônia do Norte.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137421
137547,2019-05-13,MSF 35/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor JOSÉ LUIZ MACHADO E COSTA, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na Hungria.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137547
137056,2019-05-29,OFS 22/2019,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso XII, da Constituição Federal, a indicação do Senhor ANDRÉ LUIS GUIMARÃES GODINHO, para compor o Conselho Nacional de Justiça, na vaga destinada à Ordem dos Advogados do Brasil.",Nao especificado,Ordem dos Advogados do Brasil,https://www25.senado.leg.br/web/atividade/materias/-/materia/137056
137808,2019-07-11,OFS 34/2019,"Encaminha, nos termos do art. 1º, § 2º a § 5º da Resolução do Senado Federal nº 42, de 2016, a indicação do Senhor DANIEL VELOSO COURI, para ocupar o cargo de Diretor da Instituição Fiscal Independente, em razão do término do mandato de Rodrigo Octávio Orair, a acontecer no dia 24 de julho de 2019.",Nao especificado,Rodrigo Cunha PSDB / AL,https://www25.senado.leg.br/web/atividade/materias/-/materia/137808
136913,2019-05-22,PEC 82/2019,"Modifica os arts. 93, 97 e 102 da Constituição Federal, para disciplinar os pedidos de vista nos tribunais e dispor sobre a declaração de inconstitucionalidade e a concessão de cautelares por tribunais.",Direito civil e processual civil,Oriovisto Guimarães PODEMOS / PR e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/136913
137438,2019-06-26,PEC 98/2019,"Altera os arts. 165 e 166 da Constituição Federal, para estabelecer o regime de execução obrigatória das programações que especifica; dá nova redação ao art. 20 da Constituição Federal e aos arts. 107 e 115 do Ato das Disposições Constitucionais Transitórias; e revoga o § 1º do art. 167 da Constituição Federal.",Planejamento e orçamento,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137438
137153,2019-06-03,OFS 29/2019,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso XII, da Constituição Federal, a indicação do Senhor MARCOS VINÍCIUS JARDIM RODRIGUES, para compor o Conselho Nacional de Justiça, na vaga destinada à Ordem dos Advogados do Brasil.",Nao especificado,Ordem dos Advogados do Brasil,https://www25.senado.leg.br/web/atividade/materias/-/materia/137153
135775,2019-03-19,OFS 5/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso III, da Constituição Federal, a indicação do Senhor OSWALDO D'ALBUQUERQUE LIMA NETO, para compor o Conselho Nacional do Ministério Público - CNMP, no Biênio 2019/2021.",Nao especificado,Conselho Nacional de Procuradores-Gerais (CNPG),https://www25.senado.leg.br/web/atividade/materias/-/materia/135775
136534,2019-05-02,OFS 10/2019,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso XI, da Constituição Federal, a indicação da Senhora IVANA FARINA NAVARRETE PENA, para compor o Conselho Nacional de Justiça, na vaga destinada a membro do Ministério Público estadual.",Nao especificado,Procuradoria-Geral da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136534
136533,2019-05-02,OFS 9/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso II, da Constituição Federal, a indicação do Senhor SEBASTIÃO VIEIRA CAIXETA, para compor o Conselho Nacional do Ministério Público, em vaga destinada à representação do Ministério Público do Trabalho, no biênio 2019/2021.",Nao especificado,Conselho Nacional do Ministério Público,https://www25.senado.leg.br/web/atividade/materias/-/materia/136533
137361,2019-06-14,OFS 31/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso II, da Constituição Federal, e do art. 1º da Lei nº 11.372, de 2006, a indicação do Senhor SILVIO ROBERTO OLIVEIRA DE AMORIM JUNIOR, para compor o Conselho Nacional do Ministério Público.",Nao especificado,Procuradoria-Geral da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137361
135772,2019-03-18,OFS 4/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso III, da Constituição Federal, a indicação do Senhor RINALDO REIS LIMA, para compor o Conselho Nacional do Ministério Público - CNMP, no Biênio 2019/2021.",Nao especificado,Conselho Nacional de Procuradores Gerais - CNPG,https://www25.senado.leg.br/web/atividade/materias/-/materia/135772
137114,2019-06-03,OFS 27/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso V, da Constituição Federal, a indicação da Senhora FERNANDA MARINELA DE SOUSA SANTOS, para compor o Conselho Nacional do Ministério Público, na vaga destinada à Ordem dos Advogados do Brasil, referente ao biênio 2019/2020.",Nao especificado,Ordem dos Advogados do Brasil,https://www25.senado.leg.br/web/atividade/materias/-/materia/137114
137097,2019-06-03,OFS 26/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso III, da Constituição Federal, e de acordo com a Resolução nº 7, de 2005, do Senado Federal, a indicação da Senhora SANDRA KRIEGER GONÇALVES, para compor o Conselho Nacional do Ministério Público, na vaga destinada à Ordem dos Advogados do Brasil, referente ao biênio 2019/2020.",Nao especificado,Ordem dos Advogados do Brasil - OAB,https://www25.senado.leg.br/web/atividade/materias/-/materia/137097
138071,2019-05-31,MSF 44/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o parágrafo único do art. 41 da Lei nº 11.440, de 2006, a escolha do Senhor LINEU PUPO DE PAULA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à Bósnia e Herzegovina.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/138071
138062,2019-04-12,MSF 42/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o parágrafo único do art. 41 da Lei nº 11.440, de 2006, a escolha do Senhor RONALDO COSTA FILHO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Representante Permanente do Brasil junto às Nações Unidas.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/138062
138068,2019-05-13,MSF 43/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o parágrafo único do art. 41, da Lei nº 11.440, de 2006, a escolha  da Senhora MARIA CLARA DUCLOS CARISIO, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil junto à República Cooperativa da Guiana.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/138068
135757,2019-03-15,OFS 3/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso III, da Constituição Federal, a recondução do Senhor LAURO MACHADO NOGUEIRA, para compor o Conselho Nacional do Ministério Público - CNMP, no Biênio 2019/2021.",Nao especificado,Conselho Nacional de Procuradores-Gerais do Ministério-Público dos Estados e da União (CNPG),https://www25.senado.leg.br/web/atividade/materias/-/materia/135757
136411,2019-04-23,OFS 7/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso II, da Constituição Federal, a indicação do Senhor DERMEVAL FARIAS GOMES FILHO, para compor o Conselho Nacional do Ministério Público, na vaga destinada a membros do Ministério Público do Distrito Federal e Territórios, referente ao biênio 2019/2021.",Nao especificado,Conselho Nacional do Ministério Público,https://www25.senado.leg.br/web/atividade/materias/-/materia/136411
138688,2019-09-10,MSF 53/2019,"Submete à apreciação do Senado Federal, em conformidade com o disposto nos arts. 84, inciso XIV, 52, inciso III, alínea “e”, e 128, § 1o, da Constituição, o nome do Senhor ANTÔNIO AUGUSTO BRANDÃO DE ARAS, para exercer o cargo de Procurador-Geral da República, na vaga decorrente do término do mandato da Senhora Raquel Elias Ferreira Dodge.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/138688
138730,2019-09-06,MSF 56/2019,"Submete, em conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 6º da Lei nº 12.529, de 30 de novembro de 2011, o nome do Senhor SÉRGIO COSTA RAVAGNANI, para exercer o cargo de Conselheiro do Conselho Administrativo de Defesa Econômica – CADE, do Ministério da Justiça e Segurança Pública.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/138730
138733,2019-09-06,MSF 58/2019,"Submete, em conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 6º da Lei nº 12.529, de 30 de novembro de 2011, o nome do Senhor LUIS HENRIQUE BERTOLINO BRAIDO, para exercer o cargo de Conselheiro do Conselho Administrativo de Defesa Econômica – CADE, do Ministério da Justiça e Segurança Pública.",Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/138733
137999,2019-08-08,PEC 6/2019,"Modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências.",Previdência social,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137999
