id_parlamentar_voz,id_partido,id_tema,faltou,partido_liberou,nao_seguiu,seguiu,aderencia
1742,36899,99,2,0,0,22,1
1825,36844,99,1,0,0,22,1
13830,0,99,0,0,0,0,-1
15502,0,99,8,0,4,12,0.75
15924,0,99,4,0,5,15,0.75
15976,0,99,0,0,6,18,0.75
1345,0,99,2,0,5,17,0.7727272727272727
15012,0,99,1,0,5,18,0.782608695652174
15236,0,99,0,0,5,19,0.7916666666666665
15895,0,99,0,0,5,19,0.7916666666666665
1945,0,99,0,0,5,19,0.7916666666666665
15929,0,99,2,0,4,17,0.8095238095238095
15783,0,99,1,0,4,18,0.8181818181818182
15982,0,99,2,0,4,18,0.8181818181818182
15988,0,99,7,0,3,14,0.8235294117647058
15533,0,99,1,0,4,19,0.826086956521739
15905,0,99,0,0,4,20,0.8333333333333335
15953,0,99,3,0,3,18,0.8571428571428571
15967,0,99,9,0,2,12,0.8571428571428571
170,0,99,9,0,2,12,0.8571428571428571
15523,0,99,1,0,3,19,0.8636363636363636
190,0,99,2,0,3,19,0.8636363636363636
1374,0,99,1,0,3,20,0.8695652173913043
15959,0,99,1,0,3,20,0.8695652173913043
15979,0,99,1,0,3,20,0.8695652173913043
15008,0,99,0,0,3,21,0.875
13361,0,99,15,0,1,8,0.8888888888888888
15627,0,99,5,0,2,16,0.8888888888888888
15748,0,99,5,0,2,16,0.8888888888888888
15411,0,99,4,0,2,17,0.8947368421052632
1581,0,99,4,0,2,17,0.8947368421052632
15376,0,99,14,0,1,9,0.9
15525,0,99,3,0,2,18,0.9
15531,0,99,3,0,2,19,0.9047619047619048
15942,0,99,3,0,2,19,0.9047619047619048
12331,0,99,2,0,2,20,0.9090909090909091
15352,0,99,1,0,2,20,0.9090909090909091
15718,0,99,2,0,2,20,0.9090909090909091
1825,0,99,1,0,2,20,0.9090909090909091
122,0,99,1,0,2,21,0.9130434782608695
16027,0,99,11,0,1,11,0.9166666666666665
15385,0,99,9,0,1,13,0.9285714285714286
14994,0,99,8,0,1,15,0.9375
15973,0,99,7,0,1,15,0.9375
14545,0,99,6,0,1,16,0.9411764705882352
15322,0,99,6,0,1,16,0.9411764705882352
15732,0,99,7,0,1,16,0.9411764705882352
13396,0,99,5,0,1,17,0.9444444444444444
15529,0,99,6,0,1,17,0.9444444444444444
15561,0,99,0,0,1,17,0.9444444444444444
15985,0,99,6,0,1,17,0.9444444444444444
15998,0,99,5,0,1,18,0.9473684210526315
11249,0,99,2,0,1,20,0.9523809523809522
14531,0,99,2,0,1,20,0.9523809523809522
11173,0,99,2,0,1,21,0.9545454545454546
11186,0,99,2,0,1,21,0.9545454545454546
1475,0,99,2,0,1,21,0.9545454545454546
15899,0,99,2,0,1,21,0.9545454545454546
1742,0,99,2,0,1,21,0.9545454545454546
15350,0,99,1,0,1,22,0.9565217391304348
15666,0,99,1,0,1,22,0.9565217391304348
1751,0,99,1,0,1,22,0.9565217391304348
15527,0,99,0,0,1,23,0.9583333333333335
11023,0,99,19,0,0,4,1
1285,0,99,5,0,0,19,1
135,0,99,18,0,0,5,1
13806,0,99,5,0,0,18,1
14560,0,99,13,0,0,11,1
1470,0,99,6,0,0,18,1
14770,0,99,3,0,0,21,1
14981,0,99,7,0,0,16,1
15422,0,99,5,0,0,19,1
15535,0,99,7,0,0,16,1
15537,0,99,10,0,0,13,1
15540,0,99,0,0,0,24,1
15557,0,99,6,0,0,18,1
15585,0,99,1,0,0,23,1
15894,0,99,6,0,0,18,1
15926,0,99,0,0,0,24,1
15990,0,99,0,0,0,24,1
1677,0,99,5,0,0,19,1
1739,0,99,6,0,0,17,1
11023,36769,1,2,0,0,0,-1
11173,37906,1,1,0,0,1,-1
11186,37903,1,0,0,0,2,-1
11249,36786,1,0,0,0,2,-1
122,37903,1,0,0,0,2,-1
12331,36896,1,1,0,0,1,-1
1285,36899,1,0,0,0,2,-1
13361,36899,1,2,0,0,0,-1
13396,36835,1,0,0,0,2,-1
1345,36886,1,0,0,0,2,-1
135,36899,1,2,0,0,0,-1
1374,36844,1,0,0,0,2,-1
13806,36833,1,0,0,0,2,-1
13830,36769,1,0,0,0,0,-1
14531,36769,1,1,0,0,1,-1
14545,36899,1,0,0,0,2,-1
14560,36834,1,0,0,0,2,-1
1470,36769,1,0,0,0,2,-1
1475,36899,1,0,0,0,2,-1
14770,36835,1,1,0,0,1,-1
14981,36786,1,0,0,0,2,-1
14994,36899,1,0,0,0,2,-1
15008,36844,1,0,0,0,2,-1
15012,36886,1,0,0,0,2,-1
15236,36852,1,0,2,0,0,-1
15322,36896,1,1,0,0,1,-1
15350,37906,1,0,0,0,2,-1
15352,36844,1,0,0,0,2,-1
15376,36835,1,2,0,0,0,-1
15385,36834,1,1,0,0,1,-1
15411,36786,1,0,0,0,2,-1
15422,36769,1,1,0,0,1,-1
15502,36835,1,0,0,0,2,-1
15523,36834,1,0,0,0,2,-1
15525,36834,1,0,0,0,2,-1
15527,36899,1,0,0,0,2,-1
15529,36835,1,0,0,0,2,-1
15531,36896,1,0,0,0,2,-1
15533,36896,1,0,0,0,2,-1
15535,36763,1,0,0,0,2,-1
15537,36899,1,0,0,0,2,-1
15540,36899,1,0,0,0,2,-1
15557,37903,1,0,0,0,2,-1
15585,36899,1,0,0,0,2,-1
15627,36844,1,0,0,0,2,-1
15666,36837,1,0,0,0,2,-1
15718,37905,1,0,0,0,2,-1
15732,36769,1,0,0,0,2,-1
15748,36832,1,0,0,0,2,-1
15783,36763,1,0,0,0,2,-1
1581,36844,1,2,0,0,0,-1
15894,36837,1,0,0,0,2,-1
15895,36832,1,0,0,0,2,-1
15899,37903,1,0,0,0,2,-1
15905,36835,1,0,0,0,2,-1
15924,36896,1,0,0,0,2,-1
15926,36834,1,0,0,0,2,-1
15929,36837,1,1,0,0,1,-1
15942,37905,1,0,0,0,2,-1
15953,36886,1,0,0,0,2,-1
15959,36896,1,0,0,0,2,-1
15967,36834,1,0,0,0,2,-1
15973,36786,1,0,0,0,2,-1
15976,36896,1,0,0,0,2,-1
15979,36832,1,0,0,0,2,-1
15982,37905,1,0,0,0,2,-1
15985,36834,1,1,0,0,1,-1
15988,36837,1,1,0,0,1,-1
15990,36834,1,0,0,0,2,-1
15998,37903,1,1,0,0,1,-1
16027,36815,1,0,0,0,2,-1
1677,36835,1,1,0,0,1,-1
170,36899,1,0,0,0,2,-1
1739,37903,1,0,0,0,2,-1
1742,36899,1,0,0,0,2,-1
1751,36834,1,0,0,0,2,-1
1825,36844,1,0,0,0,2,-1
190,36835,1,0,0,0,2,-1
1945,36896,1,0,0,0,2,-1
11023,0,1,2,0,0,0,-1
11173,0,1,1,0,0,1,-1
11186,0,1,0,0,0,2,-1
11249,0,1,0,0,0,2,-1
122,0,1,0,0,0,2,-1
12331,0,1,1,0,0,1,-1
1285,0,1,0,0,0,2,-1
13361,0,1,2,0,0,0,-1
13396,0,1,0,0,0,2,-1
1345,0,1,0,0,0,2,-1
135,0,1,2,0,0,0,-1
1374,0,1,0,0,0,2,-1
13806,0,1,0,0,0,2,-1
13830,0,1,0,0,0,0,-1
14531,0,1,1,0,0,1,-1
14545,0,1,0,0,0,2,-1
14560,0,1,0,0,0,2,-1
1470,0,1,0,0,0,2,-1
1475,0,1,0,0,0,2,-1
14770,0,1,1,0,0,1,-1
14981,0,1,0,0,0,2,-1
14994,0,1,0,0,0,2,-1
15008,0,1,0,0,0,2,-1
15012,0,1,0,0,0,2,-1
15236,0,1,0,0,0,2,-1
15322,0,1,1,0,0,1,-1
15350,0,1,0,0,0,2,-1
15352,0,1,0,0,0,2,-1
15376,0,1,2,0,0,0,-1
15385,0,1,1,0,0,1,-1
15411,0,1,0,0,0,2,-1
15422,0,1,1,0,0,1,-1
15502,0,1,0,0,0,2,-1
15523,0,1,0,0,0,2,-1
15525,0,1,0,0,0,2,-1
15527,0,1,0,0,0,2,-1
15529,0,1,0,0,0,2,-1
15531,0,1,0,0,0,2,-1
15533,0,1,0,0,0,2,-1
15535,0,1,0,0,0,2,-1
15537,0,1,0,0,0,2,-1
15540,0,1,0,0,0,2,-1
15557,0,1,0,0,0,2,-1
15585,0,1,0,0,0,2,-1
15627,0,1,0,0,0,2,-1
15666,0,1,0,0,0,2,-1
15718,0,1,0,0,0,2,-1
15732,0,1,0,0,0,2,-1
15748,0,1,0,0,0,2,-1
15783,0,1,0,0,0,2,-1
1581,0,1,2,0,0,0,-1
15894,0,1,0,0,0,2,-1
15895,0,1,0,0,0,2,-1
15899,0,1,0,0,0,2,-1
15905,0,1,0,0,0,2,-1
15924,0,1,0,0,0,2,-1
15926,0,1,0,0,0,2,-1
15929,0,1,1,0,0,1,-1
15942,0,1,0,0,0,2,-1
15953,0,1,0,0,0,2,-1
15959,0,1,0,0,0,2,-1
15967,0,1,0,0,0,2,-1
15973,0,1,0,0,0,2,-1
15976,0,1,0,0,0,2,-1
15979,0,1,0,0,0,2,-1
15982,0,1,0,0,0,2,-1
15985,0,1,1,0,0,1,-1
15988,0,1,1,0,0,1,-1
15990,0,1,0,0,0,2,-1
15998,0,1,1,0,0,1,-1
16027,0,1,0,0,0,2,-1
1677,0,1,1,0,0,1,-1
170,0,1,0,0,0,2,-1
1739,0,1,0,0,0,2,-1
1742,0,1,0,0,0,2,-1
1751,0,1,0,0,0,2,-1
1825,0,1,0,0,0,2,-1
190,0,1,0,0,0,2,-1
1945,0,1,0,0,0,2,-1
11023,36769,3,5,0,0,0,-1
11249,36786,3,2,0,0,2,-1
135,36899,3,3,0,0,1,-1
13830,36769,3,0,0,0,0,-1
14981,36786,3,3,0,0,1,-1
15236,36852,3,0,4,0,0,-1
15385,36834,3,3,0,1,0,-1
15627,36844,3,2,0,0,2,-1
15953,36886,3,4,0,0,2,-1
15973,36786,3,3,0,0,1,-1
16027,36815,3,2,0,0,2,-1
15523,36834,3,1,0,3,0,0
1345,36886,3,0,0,4,2,0.33333333333333326
15525,36834,3,1,0,2,1,0.33333333333333326
11173,37906,3,1,0,2,2,0.5
1470,36769,3,1,0,2,2,0.5
15422,36769,3,1,0,2,2,0.5
15967,36834,3,0,0,2,2,0.5
122,37903,3,1,0,1,2,0.6666666666666665
15533,36896,3,1,0,1,2,0.6666666666666665
15535,36763,3,1,0,1,2,0.6666666666666665
15537,36899,3,1,0,1,2,0.6666666666666665
15718,37905,3,1,0,1,2,0.6666666666666665
15748,36832,3,1,0,1,2,0.6666666666666665
15783,36763,3,1,0,1,2,0.6666666666666665
15942,37905,3,1,0,1,2,0.6666666666666665
15998,37903,3,1,0,1,2,0.6666666666666665
1677,36835,3,1,0,1,2,0.6666666666666665
170,36899,3,1,0,1,2,0.6666666666666665
1285,36899,3,0,0,1,3,0.75
14770,36835,3,0,0,1,3,0.75
15531,36896,3,0,0,1,3,0.75
15540,36899,3,0,0,1,3,0.75
15585,36899,3,0,0,1,3,0.75
15905,36835,3,0,0,1,3,0.75
15976,36896,3,0,0,1,3,0.75
11186,37903,3,0,0,0,4,1
12331,36896,3,0,0,0,4,1
13361,36899,3,1,0,0,3,1
13396,36835,3,1,0,0,3,1
1374,36844,3,0,0,0,4,1
13806,36833,3,1,0,0,3,1
14531,36769,3,1,0,0,4,1
14545,36899,3,0,0,0,4,1
14560,36834,3,1,0,0,3,1
1475,36899,3,0,0,0,4,1
14994,36899,3,0,0,0,4,1
15008,36844,3,0,0,0,4,1
15012,36886,3,0,0,0,6,1
15322,36896,3,1,0,0,3,1
15350,37906,3,0,0,0,5,1
15352,36844,3,1,0,0,3,1
15376,36835,3,0,0,0,4,1
15411,36786,3,1,0,0,3,1
15502,36835,3,1,0,0,3,1
15527,36899,3,0,0,0,4,1
15529,36835,3,1,0,0,3,1
15557,37903,3,1,0,0,3,1
15561,36763,3,0,0,0,4,1
15666,36837,3,0,0,0,4,1
15732,36769,3,0,0,0,5,1
1581,36844,3,1,0,0,3,1
15894,36837,3,0,0,0,4,1
15895,36832,3,0,0,0,4,1
15899,37903,3,1,0,0,3,1
15924,36896,3,0,0,0,4,1
15926,36834,3,0,0,0,4,1
15929,36837,3,1,0,0,3,1
15959,36896,3,1,0,0,3,1
15979,36832,3,0,0,0,4,1
15982,37905,3,0,0,0,4,1
15985,36834,3,0,0,0,4,1
15988,36837,3,1,0,0,3,1
15990,36834,3,0,0,0,4,1
1739,37903,3,1,0,0,3,1
1742,36899,3,0,0,0,4,1
1751,36834,3,1,0,0,3,1
1825,36844,3,1,0,0,3,1
190,36835,3,1,0,0,3,1
1945,36896,3,0,0,0,4,1
11023,0,3,4,0,0,0,-1
11249,0,3,2,0,1,1,-1
135,0,3,3,0,0,1,-1
13830,0,3,0,0,0,0,-1
14981,0,3,3,0,0,1,-1
15385,0,3,3,0,1,0,-1
15627,0,3,2,0,1,1,-1
15953,0,3,2,0,1,1,-1
15973,0,3,3,0,1,0,-1
16027,0,3,2,0,1,1,-1
15523,0,3,1,0,3,0,0
1374,0,3,0,0,3,1,0.25
15008,0,3,0,0,3,1,0.25
15012,0,3,0,0,3,1,0.25
15352,0,3,1,0,2,1,0.33333333333333326
15525,0,3,1,0,2,1,0.33333333333333326
15718,0,3,1,0,2,1,0.33333333333333326
15748,0,3,1,0,2,1,0.33333333333333326
15783,0,3,1,0,2,1,0.33333333333333326
1581,0,3,1,0,2,1,0.33333333333333326
170,0,3,1,0,2,1,0.33333333333333326
1825,0,3,1,0,2,1,0.33333333333333326
15905,0,3,0,0,2,2,0.5
15967,0,3,0,0,2,2,0.5
15976,0,3,0,0,2,2,0.5
15982,0,3,0,0,2,2,0.5
11173,0,3,1,0,1,2,0.6666666666666665
122,0,3,1,0,1,2,0.6666666666666665
13361,0,3,1,0,1,2,0.6666666666666665
13396,0,3,1,0,1,2,0.6666666666666665
14531,0,3,1,0,1,2,0.6666666666666665
15322,0,3,1,0,1,2,0.6666666666666665
15411,0,3,1,0,1,2,0.6666666666666665
15502,0,3,1,0,1,2,0.6666666666666665
15529,0,3,1,0,1,2,0.6666666666666665
15959,0,3,1,0,1,2,0.6666666666666665
15998,0,3,1,0,1,2,0.6666666666666665
190,0,3,1,0,1,2,0.6666666666666665
12331,0,3,0,0,1,3,0.75
1345,0,3,0,0,1,3,0.75
14545,0,3,0,0,1,3,0.75
1475,0,3,0,0,1,3,0.75
14994,0,3,0,0,1,3,0.75
15236,0,3,0,0,1,3,0.75
15376,0,3,0,0,1,3,0.75
15527,0,3,0,0,1,3,0.75
15561,0,3,0,0,1,3,0.75
15732,0,3,0,0,1,3,0.75
15895,0,3,0,0,1,3,0.75
15924,0,3,0,0,1,3,0.75
15979,0,3,0,0,1,3,0.75
1742,0,3,0,0,1,3,0.75
1945,0,3,0,0,1,3,0.75
11186,0,3,0,0,0,4,1
1285,0,3,0,0,0,4,1
13806,0,3,1,0,0,3,1
14560,0,3,1,0,0,3,1
1470,0,3,1,0,0,3,1
14770,0,3,0,0,0,4,1
15350,0,3,0,0,0,4,1
15422,0,3,1,0,0,3,1
15531,0,3,0,0,0,4,1
15533,0,3,1,0,0,3,1
15535,0,3,1,0,0,3,1
15537,0,3,1,0,0,3,1
15540,0,3,0,0,0,4,1
15557,0,3,1,0,0,3,1
15585,0,3,0,0,0,4,1
15666,0,3,0,0,0,4,1
15894,0,3,0,0,0,4,1
15899,0,3,1,0,0,3,1
15926,0,3,0,0,0,4,1
15929,0,3,1,0,0,3,1
15942,0,3,1,0,0,3,1
15985,0,3,0,0,0,4,1
15988,0,3,1,0,0,3,1
15990,0,3,0,0,0,4,1
1677,0,3,1,0,0,3,1
1739,0,3,1,0,0,3,1
1751,0,3,1,0,0,3,1
