ano,id_proposicao,id_votacao,partido,voto,casa
2019,129807,5946,Governo,1,senado
2019,135603,5947,Governo,1,senado
2019,129807,5948,Governo,1,senado
2019,134910,5949,Governo,1,senado
2019,135983,5954,Governo,1,senado
2019,135983,5953,Governo,1,senado
2019,121353,5955,Governo,1,senado
2019,121353,5956,Governo,1,senado
2019,127414,5960,Governo,1,senado
2019,135064,5962,Governo,1,senado
2019,135079,5964,Governo,1,senado
2019,116081,5967,Governo,1,senado
2019,132847,5968,Governo,1,senado
2019,137178,5969,Governo,1,senado
2019,137178,5970,Governo,1,senado
2019,128634,5980,Governo,1,senado
2019,130029,5982,Governo,1,senado
2019,135594,5984,Governo,1,senado
2019,135594,5985,Governo,1,senado
2019,116081,5967,CIDADANIA,1,senado
2019,121353,5955,CIDADANIA,1,senado
2019,121353,5956,CIDADANIA,1,senado
2019,127414,5960,CIDADANIA,1,senado
2019,128634,5980,CIDADANIA,-1,senado
2019,129807,5946,CIDADANIA,1,senado
2019,129807,5948,CIDADANIA,1,senado
2019,130029,5982,CIDADANIA,0,senado
2019,132847,5968,CIDADANIA,1,senado
2019,134910,5949,CIDADANIA,1,senado
2019,135064,5962,CIDADANIA,1,senado
2019,135079,5964,CIDADANIA,1,senado
2019,135594,5984,CIDADANIA,1,senado
2019,135594,5985,CIDADANIA,1,senado
2019,135603,5947,CIDADANIA,1,senado
2019,135983,5953,CIDADANIA,1,senado
2019,135983,5954,CIDADANIA,1,senado
2019,137178,5969,CIDADANIA,1,senado
2019,137178,5970,CIDADANIA,1,senado
2019,116081,5967,DEM,1,senado
2019,121353,5955,DEM,1,senado
2019,121353,5956,DEM,1,senado
2019,127414,5960,DEM,1,senado
2019,128634,5980,DEM,1,senado
2019,129807,5946,DEM,1,senado
2019,129807,5948,DEM,1,senado
2019,130029,5982,DEM,0,senado
2019,132847,5968,DEM,0,senado
2019,134910,5949,DEM,0,senado
2019,135064,5962,DEM,1,senado
2019,135079,5964,DEM,1,senado
2019,135594,5984,DEM,1,senado
2019,135594,5985,DEM,1,senado
2019,135603,5947,DEM,1,senado
2019,135983,5953,DEM,1,senado
2019,135983,5954,DEM,0,senado
2019,137178,5969,DEM,1,senado
2019,137178,5970,DEM,1,senado
2019,116081,5967,MDB,0,senado
2019,121353,5955,MDB,1,senado
2019,121353,5956,MDB,1,senado
2019,127414,5960,MDB,1,senado
2019,128634,5980,MDB,1,senado
2019,129807,5946,MDB,1,senado
2019,129807,5948,MDB,1,senado
2019,130029,5982,MDB,1,senado
2019,132847,5968,MDB,1,senado
2019,134910,5949,MDB,1,senado
2019,135064,5962,MDB,1,senado
2019,135079,5964,MDB,1,senado
2019,135594,5984,MDB,1,senado
2019,135594,5985,MDB,1,senado
2019,135603,5947,MDB,1,senado
2019,135983,5953,MDB,1,senado
2019,135983,5954,MDB,1,senado
2019,137178,5969,MDB,1,senado
2019,137178,5970,MDB,1,senado
2019,116081,5967,PDT,1,senado
2019,121353,5955,PDT,1,senado
2019,121353,5956,PDT,1,senado
2019,127414,5960,PDT,1,senado
2019,128634,5980,PDT,1,senado
2019,129807,5946,PDT,1,senado
2019,129807,5948,PDT,1,senado
2019,130029,5982,PDT,1,senado
2019,132847,5968,PDT,1,senado
2019,134910,5949,PDT,1,senado
2019,135064,5962,PDT,1,senado
2019,135079,5964,PDT,0,senado
2019,135594,5984,PDT,1,senado
2019,135594,5985,PDT,0,senado
2019,135603,5947,PDT,1,senado
2019,135983,5953,PDT,1,senado
2019,135983,5954,PDT,1,senado
2019,137178,5969,PDT,1,senado
2019,137178,5970,PDT,1,senado
2019,116081,5967,PL,1,senado
2019,121353,5955,PL,1,senado
2019,121353,5956,PL,1,senado
2019,127414,5960,PL,0,senado
2019,128634,5980,PL,-1,senado
2019,129807,5946,PL,1,senado
2019,129807,5948,PL,1,senado
2019,130029,5982,PL,1,senado
2019,132847,5968,PL,1,senado
2019,134910,5949,PL,1,senado
2019,135064,5962,PL,1,senado
2019,135079,5964,PL,1,senado
2019,135594,5984,PL,1,senado
2019,135594,5985,PL,1,senado
2019,135603,5947,PL,1,senado
2019,135983,5953,PL,1,senado
2019,135983,5954,PL,1,senado
2019,137178,5969,PL,1,senado
2019,137178,5970,PL,1,senado
2019,116081,5967,PODEMOS,1,senado
2019,121353,5955,PODEMOS,1,senado
2019,121353,5956,PODEMOS,1,senado
2019,127414,5960,PODEMOS,1,senado
2019,128634,5980,PODEMOS,-1,senado
2019,129807,5946,PODEMOS,1,senado
2019,129807,5948,PODEMOS,1,senado
2019,130029,5982,PODEMOS,1,senado
2019,132847,5968,PODEMOS,1,senado
2019,134910,5949,PODEMOS,1,senado
2019,135064,5962,PODEMOS,1,senado
2019,135079,5964,PODEMOS,1,senado
2019,135594,5984,PODEMOS,1,senado
2019,135594,5985,PODEMOS,1,senado
2019,135603,5947,PODEMOS,1,senado
2019,135983,5953,PODEMOS,1,senado
2019,135983,5954,PODEMOS,1,senado
2019,137178,5969,PODEMOS,1,senado
2019,137178,5970,PODEMOS,1,senado
2019,116081,5967,PP,1,senado
2019,121353,5955,PP,1,senado
2019,121353,5956,PP,1,senado
2019,127414,5960,PP,1,senado
2019,128634,5980,PP,1,senado
2019,129807,5946,PP,1,senado
2019,129807,5948,PP,1,senado
2019,130029,5982,PP,0,senado
2019,132847,5968,PP,1,senado
2019,134910,5949,PP,1,senado
2019,135064,5962,PP,1,senado
2019,135079,5964,PP,1,senado
2019,135594,5984,PP,1,senado
2019,135594,5985,PP,1,senado
2019,135603,5947,PP,1,senado
2019,135983,5953,PP,1,senado
2019,135983,5954,PP,1,senado
2019,137178,5969,PP,1,senado
2019,137178,5970,PP,1,senado
2019,116081,5967,PRB,0,senado
2019,121353,5955,PRB,0,senado
2019,121353,5956,PRB,0,senado
2019,127414,5960,PRB,0,senado
2019,128634,5980,PRB,1,senado
2019,129807,5946,PRB,1,senado
2019,129807,5948,PRB,1,senado
2019,130029,5982,PRB,0,senado
2019,132847,5968,PRB,0,senado
2019,134910,5949,PRB,1,senado
2019,135064,5962,PRB,1,senado
2019,135079,5964,PRB,0,senado
2019,135594,5984,PRB,1,senado
2019,135594,5985,PRB,0,senado
2019,135603,5947,PRB,1,senado
2019,135983,5953,PRB,1,senado
2019,135983,5954,PRB,1,senado
2019,137178,5969,PRB,0,senado
2019,137178,5970,PRB,0,senado
2019,116081,5967,PROS,1,senado
2019,121353,5955,PROS,1,senado
2019,121353,5956,PROS,1,senado
2019,127414,5960,PROS,1,senado
2019,128634,5980,PROS,1,senado
2019,129807,5946,PROS,1,senado
2019,129807,5948,PROS,1,senado
2019,130029,5982,PROS,0,senado
2019,132847,5968,PROS,1,senado
2019,134910,5949,PROS,0,senado
2019,135064,5962,PROS,1,senado
2019,135079,5964,PROS,1,senado
2019,135594,5984,PROS,1,senado
2019,135594,5985,PROS,1,senado
2019,135603,5947,PROS,1,senado
2019,135983,5953,PROS,1,senado
2019,135983,5954,PROS,1,senado
2019,137178,5969,PROS,1,senado
2019,137178,5970,PROS,1,senado
2019,116081,5967,PSB,1,senado
2019,121353,5955,PSB,1,senado
2019,121353,5956,PSB,1,senado
2019,127414,5960,PSB,1,senado
2019,128634,5980,PSB,-1,senado
2019,129807,5946,PSB,1,senado
2019,129807,5948,PSB,1,senado
2019,130029,5982,PSB,1,senado
2019,132847,5968,PSB,1,senado
2019,134910,5949,PSB,1,senado
2019,135064,5962,PSB,1,senado
2019,135079,5964,PSB,1,senado
2019,135594,5984,PSB,1,senado
2019,135594,5985,PSB,1,senado
2019,135603,5947,PSB,1,senado
2019,135983,5953,PSB,1,senado
2019,135983,5954,PSB,1,senado
2019,137178,5969,PSB,1,senado
2019,137178,5970,PSB,1,senado
2019,116081,5967,PSC,1,senado
2019,121353,5955,PSC,0,senado
2019,121353,5956,PSC,0,senado
2019,127414,5960,PSC,1,senado
2019,128634,5980,PSC,1,senado
2019,129807,5946,PSC,1,senado
2019,129807,5948,PSC,1,senado
2019,130029,5982,PSC,1,senado
2019,132847,5968,PSC,1,senado
2019,134910,5949,PSC,0,senado
2019,135064,5962,PSC,1,senado
2019,135079,5964,PSC,0,senado
2019,135594,5984,PSC,0,senado
2019,135594,5985,PSC,1,senado
2019,135603,5947,PSC,1,senado
2019,135983,5953,PSC,1,senado
2019,135983,5954,PSC,1,senado
2019,137178,5969,PSC,1,senado
2019,137178,5970,PSC,1,senado
2019,116081,5967,PSD,0,senado
2019,121353,5955,PSD,1,senado
2019,121353,5956,PSD,1,senado
2019,127414,5960,PSD,1,senado
2019,128634,5980,PSD,1,senado
2019,129807,5946,PSD,1,senado
2019,129807,5948,PSD,1,senado
2019,130029,5982,PSD,1,senado
2019,132847,5968,PSD,1,senado
2019,134910,5949,PSD,1,senado
2019,135064,5962,PSD,1,senado
2019,135079,5964,PSD,1,senado
2019,135594,5984,PSD,1,senado
2019,135594,5985,PSD,1,senado
2019,135603,5947,PSD,1,senado
2019,135983,5953,PSD,1,senado
2019,135983,5954,PSD,1,senado
2019,137178,5969,PSD,1,senado
2019,137178,5970,PSD,1,senado
2019,116081,5967,PSDB,1,senado
2019,121353,5955,PSDB,1,senado
2019,121353,5956,PSDB,1,senado
2019,127414,5960,PSDB,1,senado
2019,128634,5980,PSDB,1,senado
2019,129807,5946,PSDB,1,senado
2019,129807,5948,PSDB,1,senado
2019,130029,5982,PSDB,0,senado
2019,132847,5968,PSDB,1,senado
2019,134910,5949,PSDB,1,senado
2019,135064,5962,PSDB,1,senado
2019,135079,5964,PSDB,1,senado
2019,135594,5984,PSDB,1,senado
2019,135594,5985,PSDB,1,senado
2019,135603,5947,PSDB,1,senado
2019,135983,5953,PSDB,1,senado
2019,135983,5954,PSDB,0,senado
2019,137178,5969,PSDB,1,senado
2019,137178,5970,PSDB,1,senado
2019,116081,5967,PSL,1,senado
2019,121353,5955,PSL,1,senado
2019,121353,5956,PSL,1,senado
2019,127414,5960,PSL,1,senado
2019,128634,5980,PSL,-1,senado
2019,129807,5946,PSL,1,senado
2019,129807,5948,PSL,1,senado
2019,130029,5982,PSL,1,senado
2019,132847,5968,PSL,1,senado
2019,134910,5949,PSL,1,senado
2019,135064,5962,PSL,1,senado
2019,135079,5964,PSL,1,senado
2019,135594,5984,PSL,1,senado
2019,135594,5985,PSL,1,senado
2019,135603,5947,PSL,1,senado
2019,135983,5953,PSL,1,senado
2019,135983,5954,PSL,1,senado
2019,137178,5969,PSL,1,senado
2019,137178,5970,PSL,1,senado
2019,116081,5967,PT,1,senado
2019,121353,5955,PT,1,senado
2019,121353,5956,PT,1,senado
2019,127414,5960,PT,1,senado
2019,128634,5980,PT,1,senado
2019,129807,5946,PT,1,senado
2019,129807,5948,PT,1,senado
2019,130029,5982,PT,0,senado
2019,132847,5968,PT,1,senado
2019,134910,5949,PT,1,senado
2019,135064,5962,PT,1,senado
2019,135079,5964,PT,-1,senado
2019,135594,5984,PT,1,senado
2019,135594,5985,PT,1,senado
2019,135603,5947,PT,1,senado
2019,135983,5953,PT,1,senado
2019,135983,5954,PT,1,senado
2019,137178,5969,PT,1,senado
2019,137178,5970,PT,1,senado
2019,116081,5967,REDE,1,senado
2019,121353,5955,REDE,1,senado
2019,121353,5956,REDE,1,senado
2019,127414,5960,REDE,1,senado
2019,128634,5980,REDE,-1,senado
2019,129807,5946,REDE,1,senado
2019,129807,5948,REDE,1,senado
2019,130029,5982,REDE,-1,senado
2019,132847,5968,REDE,1,senado
2019,134910,5949,REDE,1,senado
2019,135064,5962,REDE,1,senado
2019,135079,5964,REDE,-1,senado
2019,135594,5984,REDE,1,senado
2019,135594,5985,REDE,1,senado
2019,135603,5947,REDE,1,senado
2019,135983,5953,REDE,1,senado
2019,135983,5954,REDE,1,senado
2019,137178,5969,REDE,1,senado
2019,137178,5970,REDE,1,senado
