id_parlamentar,casa,nome_eleitoral,sg_partido,uf,grupo_atividade_economica,n_empresas,total_por_atividade,total_recebido_geral,proporcao_doacao,indice_ligacao_atividade_economica
74439,camara,WOLNEY QUEIROZ,PDT,PE,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,2,10442.196,753210.98,0.013863573789112847,0.5773701030524769
74459,camara,ÁTILA LIRA,PSB,PI,ATIVIDADES IMOBILIÁRIAS,1,34347.25,1390743.35,0.024697044210206,0.5820130189472311
74459,camara,ÁTILA LIRA,PSB,PI,COMÉRCIO VAREJISTA,1,20089.5,1390743.35,0.014445152658828099,0.5776193511394977
74467,camara,DAMIÃO FELICIANO,PDT,PB,CONSTRUÇÃO,1,1595.84,582517.2,0.002739558591574635,0.5726026679678177
74467,camara,DAMIÃO FELICIANO,PDT,PB,INFORMAÇÃO E COMUNICAÇÃO,1,1595.84,582517.2,0.002739558591574635,0.5726026679678177
74471,camara,ANDRÉ DE PAULA,PSD,PE,ATIVIDADES IMOBILIÁRIAS,1,26900,1296683.14,0.02074523773016745,0.5803193875986432
74478,camara,LUCIANO BIVAR,PSL,PE,AGÊNCIAS DE VIAGEM E TURISMO,2,0,0,0,0.5714285714285714
74478,camara,LUCIANO BIVAR,PSL,PE,ALOJAMENTO E ALIMENTAÇÃO,1,6000,1950000,0.003076923076923077,0.5727472527472528
74478,camara,LUCIANO BIVAR,PSL,PE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",1,2500,1950000,0.001282051282051282,0.5719780219780219
74478,camara,LUCIANO BIVAR,PSL,PE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",22,32500,1950000,0.016666666666666666,0.5785714285714285
74478,camara,LUCIANO BIVAR,PSL,PE,CONSTRUÇÃO,1,10000,1950000,0.005128205128205128,0.5736263736263736
74478,camara,LUCIANO BIVAR,PSL,PE,OUTRAS ATIVIDADES PROFISSIONAIS,17,8500,1950000,0.004358974358974359,0.5732967032967033
74478,camara,LUCIANO BIVAR,PSL,PE,"TRANSPORTE, ARMAZENAGEM E CORREIO",9,0,0,0,0.5714285714285714
74478,camara,LUCIANO BIVAR,PSL,PE,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,3,10500,1950000,0.005384615384615384,0.5737362637362636
74537,camara,CLAUDIO CAJADO,PP,BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,66200,2235342,0.029615155085888422,0.5841207807510951
74537,camara,CLAUDIO CAJADO,PP,BA,CONSTRUÇÃO,2,66200,2235342,0.029615155085888422,0.5841207807510951
74554,camara,JOSÉ ROCHA,PL,BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1,3072.385,1432599.54,0.002144622355525816,0.5723476952952253
74554,camara,JOSÉ ROCHA,PL,BA,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,3,3072.385,1432599.54,0.002144622355525816,0.5723476952952253
74554,camara,JOSÉ ROCHA,PL,BA,COMÉRCIO VAREJISTA,1,3072.385,1432599.54,0.002144622355525816,0.5723476952952253
74554,camara,JOSÉ ROCHA,PL,BA,INFORMAÇÃO E COMUNICAÇÃO,2,3072.385,1432599.54,0.002144622355525816,0.5723476952952253
74585,camara,LINCOLN PORTELA,PL,MG,OUTRAS ATIVIDADES DE SERVIÇOS,2,1000,1654850,6.042843762274527e-4,0.5716875504469546
74646,camara,AÉCIO NEVES,PSDB,MG,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,25757.14285714286,2488921.01,0.01034871848228838,0.5758637364924093
74646,camara,AÉCIO NEVES,PSDB,MG,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1,30100,2488921.01,0.012093593922452366,0.5766115402524796
74646,camara,AÉCIO NEVES,PSDB,MG,ATIVIDADES IMOBILIÁRIAS,1,3650,2488921.01,0.0014664989307957188,0.572057070970341
74646,camara,AÉCIO NEVES,PSDB,MG,OUTRAS ATIVIDADES PROFISSIONAIS,1,27499.989999999998,2488921.01,0.01104896052928574,0.5761638402268368
74655,camara,EDUARDO BARBOSA,PSDB,MG,OUTRAS ATIVIDADES DE SERVIÇOS,1,9427.866666666667,1262786.03,0.007465925693418279,0.5746282538686078
74749,camara,MAURO LOPES,MDB,MG,COMÉRCIO VAREJISTA,2,41460,1595296.69,0.0259888961469606,0.5825666697772689
74848,camara,JANDIRA FEGHALI,PCdoB,RJ,OUTRAS ATIVIDADES DE SERVIÇOS,1,1200,1591343.2,7.54079949567133e-4,0.5717517485498146
751,senado,Arolde de Oliveira,PSD,RJ,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",1,34666.666666666664,1054000,0.03289057558507274,0.5855245323936026
751,senado,Arolde de Oliveira,PSD,RJ,INFORMAÇÃO E COMUNICAÇÃO,3,34666.666666666664,1054000,0.03289057558507274,0.5855245323936026
751,senado,Arolde de Oliveira,PSD,RJ,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,1,34666.666666666664,1054000,0.03289057558507274,0.5855245323936026
81297,camara,DRA. SORAYA MANATO,PSL,ES,ATIVIDADES IMOBILIÁRIAS,2,2.1999999999999997,295643.25,7.4414010805252605e-6,0.5714317606004631
81297,camara,DRA. SORAYA MANATO,PSL,ES,SAÚDE HUMANA E SERVIÇOS SOCIAIS,3,2.1999999999999997,295643.25,7.4414010805252605e-6,0.5714317606004631
825,senado,Paulo Paim,PT,RS,OUTRAS ATIVIDADES DE SERVIÇOS,1,20032.05,1517298.6,0.01320244413327739,0.5770867617714046
90,senado,José Serra,PSDB,SP,OUTRAS ATIVIDADES PROFISSIONAIS,1,0,0,0,0.5714285714285714
90,senado,José Serra,PSDB,SP,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,1,0,0,0,0.5714285714285714
90201,camara,PEDRO AUGUSTO BEZERRA,PTB,CE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1,47916.666666666664,733717.55,0.06530669283659177,0.5994171540728251
90201,camara,PEDRO AUGUSTO BEZERRA,PTB,CE,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,1,36100,733717.55,0.049201494498802706,0.5925149262137727
90201,camara,PEDRO AUGUSTO BEZERRA,PTB,CE,OUTRAS ATIVIDADES DE SERVIÇOS,1,39714.53,733717.55,0.05412781798663532,0.594626207708558
90201,camara,PEDRO AUGUSTO BEZERRA,PTB,CE,"TRANSPORTE, ARMAZENAGEM E CORREIO",1,22500,733717.55,0.030665751418921354,0.5845710363223949
90842,camara,SANTINI,PTB,RS,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,1,6500,963100,0.006749039559754958,0.5743210169541807
92102,camara,LEUR LOMANTO JÚNIOR,DEM,BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",1,500,738859.99,6.767181966369569e-4,0.5717185935128445
92102,camara,LEUR LOMANTO JÚNIOR,DEM,BA,COMÉRCIO VAREJISTA,2,14554.761904761905,738859.99,0.01969894445734151,0.5798709761960035
92102,camara,LEUR LOMANTO JÚNIOR,DEM,BA,INFORMAÇÃO E COMUNICAÇÃO,1,738.0952380952381,738859.99,9.989649569402696e-4,0.5718566992672601
92346,camara,EDUARDO BOLSONARO,PSL,SP,OUTRAS ATIVIDADES PROFISSIONAIS,1,8035.714285714285,218330.58,0.03680526239482479,0.5872022553120678
92699,camara,FERNANDO MONTEIRO,PP,PE,ALOJAMENTO E ALIMENTAÇÃO,1,2500,2367589.15,0.0010559264473736923,0.5718811113345887
92699,camara,FERNANDO MONTEIRO,PP,PE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",3,35116.72522807018,2367589.15,0.014832271565389705,0.5777852592423098
92699,camara,FERNANDO MONTEIRO,PP,PE,COMÉRCIO VAREJISTA,2,16929.82456140351,2367589.15,0.007150659801513076,0.5744931399149342
92699,camara,FERNANDO MONTEIRO,PP,PE,OUTRAS ATIVIDADES PROFISSIONAIS,3,24950.058561403508,2367589.15,0.010538170679403354,0.5759449302911729
92776,camara,STEFANO AGUIAR,PSD,MG,COMÉRCIO VAREJISTA,2,0,0,0,0.5714285714285714
93083,camara,CACÁ LEÃO,PP,BA,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",1,30166.666666666668,2268584,0.013297575345090448,0.577127532290753
93083,camara,CACÁ LEÃO,PP,BA,CONSTRUÇÃO,1,10000,2268584,0.004408036025996833,0.5733177297254272
93083,camara,CACÁ LEÃO,PP,BA,INDÚSTRIA METALÚRGICA,1,0,0,0,0.5714285714285714
93083,camara,CACÁ LEÃO,PP,BA,OUTRAS ATIVIDADES PROFISSIONAIS,1,23333.333333333332,2268584,0.010285417393992611,0.5758366074545682
93083,camara,CACÁ LEÃO,PP,BA,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,1,25000,2268584,0.011020090064992083,0.576151467170711
945,senado,Alvaro Dias,PODEMOS,PR,CONSTRUÇÃO,5,0,0,0,0.5714285714285714
945,senado,Alvaro Dias,PODEMOS,PR,OUTRAS ATIVIDADES DE SERVIÇOS,4,0,0,0,0.5714285714285714
98057,camara,LAFAYETTE DE ANDRADA,REPUBLICANOS,MG,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",2,7376.190476190476,1793351.61,0.004113075447703463,0.5731913180490158
98057,camara,LAFAYETTE DE ANDRADA,REPUBLICANOS,MG,EDUCAÇÃO,1,22626.190476190477,1793351.61,0.012616706255495807,0.5768357312523553
107283,camara,GLEISI HOFFMANN,PT,PR,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",0,9346.533333333333,1345065.4,0.006948757535011557,0.0029780389435763817
107283,camara,GLEISI HOFFMANN,PT,PR,COMÉRCIO VAREJISTA,0,12540.2,1345065.4,0.009323115441078183,0.003995620903319222
107283,camara,GLEISI HOFFMANN,PT,PR,INDÚSTRIA DE MÓVEIS E MADEIRAS,0,2000,1345065.4,0.0014869165469574939,6.372499486960689e-4
107283,camara,GLEISI HOFFMANN,PT,PR,INFORMAÇÃO E COMUNICAÇÃO,0,5333.333333333334,1345065.4,0.003965110791886651,0.0016993331965228504
107283,camara,GLEISI HOFFMANN,PT,PR,OUTRAS ATIVIDADES DE SERVIÇOS,0,3000,1345065.4,0.0022303748204362405,9.558749230441031e-4
107283,camara,GLEISI HOFFMANN,PT,PR,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,0,3333.3333333333335,1345065.4,0.0024781942449291564,0.0010620832478267814
108338,camara,JAQUELINE CASSOL,PP,RO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",0,1000,2410862,4.1478939897845665e-4,1.7776688527648143e-4
108338,camara,JAQUELINE CASSOL,PP,RO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",0,3800,2410862,0.0015761997161181354,6.755141640506294e-4
108338,camara,JAQUELINE CASSOL,PP,RO,COMÉRCIO VAREJISTA,0,9600,2410862,0.003981978230193184,0.0017065620986542215
108338,camara,JAQUELINE CASSOL,PP,RO,INDÚSTRIA DE COUROS E CALÇADOS,0,1000,2410862,4.1478939897845665e-4,1.7776688527648143e-4
108338,camara,JAQUELINE CASSOL,PP,RO,INDÚSTRIA DE MÓVEIS E MADEIRAS,0,1000,2410862,4.1478939897845665e-4,1.7776688527648143e-4
108338,camara,JAQUELINE CASSOL,PP,RO,OUTRAS ATIVIDADES DE SERVIÇOS,0,5500,2410862,0.0022813416943815116,9.777178690206479e-4
108338,camara,JAQUELINE CASSOL,PP,RO,"TRANSPORTE, ARMAZENAGEM E CORREIO",0,3000,2410862,0.00124436819693537,5.333006558294443e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,AGÊNCIAS DE VIAGEM E TURISMO,0,250,1110005.7,2.2522406866919693e-4,9.652460085822725e-5
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",0,2250,1110005.7,0.0020270166180227723,8.687214077240452e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,ÁGUA E ESGOTO,0,500,1110005.7,4.5044813733839385e-4,1.930492017164545e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,ALOJAMENTO E ALIMENTAÇÃO,0,1000,1110005.7,9.008962746767877e-4,3.86098403432909e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",0,500,1110005.7,4.5044813733839385e-4,1.930492017164545e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",0,291.66666666666663,1110005.7,2.627614134473964e-4,1.1261203433459846e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,ATIVIDADES IMOBILIÁRIAS,0,1500,1110005.7,0.0013513444120151815,5.791476051493635e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",0,4750,1110005.7,0.004279257304714742,0.0018339674163063181
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,0,83.33333333333333,1110005.7,7.507468955639898e-5,3.2174866952742425e-5
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",0,833.3333333333334,1110005.7,7.507468955639898e-4,3.217486695274242e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,COMÉRCIO VAREJISTA,0,5250,1110005.7,0.004729705442053135,0.0020270166180227723
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,CONSTRUÇÃO,0,2333.3333333333335,1110005.7,0.0021020913075791717,9.008962746767879e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,EDUCAÇÃO,0,500,1110005.7,4.5044813733839385e-4,1.930492017164545e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,ELETRICIDADE E GÁS,0,250,1110005.7,2.2522406866919693e-4,9.652460085822725e-5
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,INDÚSTRIA DE MÁQUINAS E EQUIPAMENTOS,0,125,1110005.7,1.1261203433459846e-4,4.826230042911363e-5
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,INDÚSTRIA METALÚRGICA,0,2000,1110005.7,0.0018017925493535754,7.72196806865818e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,INDÚSTRIA TÊXTIL E DE VESTUÁRIO,0,500,1110005.7,4.5044813733839385e-4,1.930492017164545e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,MINERAÇÃO,0,500,1110005.7,4.5044813733839385e-4,1.930492017164545e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,OUTRAS ATIVIDADES ADMINISTRATIVAS,0,166.66666666666666,1110005.7,1.5014937911279796e-4,6.434973390548485e-5
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,OUTRAS ATIVIDADES PROFISSIONAIS,0,708.3333333333333,1110005.7,6.381348612293912e-4,2.7348636909831054e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,SAÚDE HUMANA E SERVIÇOS SOCIAIS,0,1916.6666666666667,1110005.7,0.0017267178597971766,7.400219399130756e-4
109429,camara,BENES LEOCÁDIO,REPUBLICANOS,RN,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,0,1750,1110005.7,0.0015765684806843786,6.756722060075909e-4
116379,camara,DARCI DE MATOS,PSD,SC,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",0,2380.952380952381,303809,0.007837004107687335,0.003358716046151715
116379,camara,DARCI DE MATOS,PSD,SC,ALOJAMENTO E ALIMENTAÇÃO,0,900,303809,0.002962387552705812,0.001269594665445348
116379,camara,DARCI DE MATOS,PSD,SC,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",0,2380.952380952381,303809,0.007837004107687335,0.003358716046151715
116379,camara,DARCI DE MATOS,PSD,SC,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",0,750,303809,0.00246865629392151,0.00105799555453779
116379,camara,DARCI DE MATOS,PSD,SC,COMÉRCIO VAREJISTA,0,2614.285714285714,303809,0.008605030510240691,0.003687870218674582
116379,camara,DARCI DE MATOS,PSD,SC,CONSTRUÇÃO,0,1500,303809,0.00493731258784302,0.00211599110907558
116379,camara,DARCI DE MATOS,PSD,SC,EDUCAÇÃO,0,1220.6190476190477,303809,0.004017718525846988,0.001721879368220138
116379,camara,DARCI DE MATOS,PSD,SC,INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,0,714.2857142857143,303809,0.0023511012323062,0.0010076148138455142
116379,camara,DARCI DE MATOS,PSD,SC,INDÚSTRIA DE MÁQUINAS E EQUIPAMENTOS,0,916.6666666666666,303809,0.003017246581459623,0.0012931056777684099
116379,camara,DARCI DE MATOS,PSD,SC,INDÚSTRIA METALÚRGICA,0,916.6666666666666,303809,0.003017246581459623,0.0012931056777684099
116379,camara,DARCI DE MATOS,PSD,SC,INDÚSTRIA QUÍMICA,0,1666.6666666666667,303809,0.005485902875381133,0.0023511012323062
116379,camara,DARCI DE MATOS,PSD,SC,OUTRAS ATIVIDADES ADMINISTRATIVAS,0,900,303809,0.002962387552705812,0.001269594665445348
116379,camara,DARCI DE MATOS,PSD,SC,OUTRAS ATIVIDADES DE SERVIÇOS,0,3506.3333333333335,303809,0.011541242469226828,0.0049462467725257826
116379,camara,DARCI DE MATOS,PSD,SC,"TRANSPORTE, ARMAZENAGEM E CORREIO",0,6416.666666666667,303809,0.021120726070217363,0.009051739744378869
116379,camara,DARCI DE MATOS,PSD,SC,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,0,5970.619047619048,303809,0.019652541720683217,0.008422517880292807
1186,senado,Luis Carlos Heinze,PP,RS,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",0,5263.1578947368425,2926797.21,0.0017982653108846044,7.70685133236259e-4
1186,senado,Luis Carlos Heinze,PP,RS,ALOJAMENTO E ALIMENTAÇÃO,0,500,2926797.21,1.708352045340374e-4,7.32150876574446e-5
1186,senado,Luis Carlos Heinze,PP,RS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",0,14253.157894736843,2926797.21,0.004869882288406597,0.0020870924093171132
1186,senado,Luis Carlos Heinze,PP,RS,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",0,76045.89598997495,2926797.21,0.02598263239084301,0.011135413881789862
1186,senado,Luis Carlos Heinze,PP,RS,ATIVIDADES IMOBILIÁRIAS,0,37408.991228070176,2926797.21,0.012781545335718758,0.005477805143879468
1186,senado,Luis Carlos Heinze,PP,RS,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",0,150,2926797.21,5.125056136021122e-5,2.196452629723338e-5
1186,senado,Luis Carlos Heinze,PP,RS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,0,23110.380116959066,2926797.21,0.007896133028280107,0.003384057012120046
1186,senado,Luis Carlos Heinze,PP,RS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",0,97569.50710108606,2926797.21,0.0333366134037985,0.014287120030199357
1186,senado,Luis Carlos Heinze,PP,RS,COMÉRCIO VAREJISTA,0,59736.76900584796,2926797.21,0.020410286302633165,0.008747265558271355
1186,senado,Luis Carlos Heinze,PP,RS,CONSTRUÇÃO,0,25943.7134502924,2926797.21,0.008864199187306318,0.0037989425088455647
1186,senado,Luis Carlos Heinze,PP,RS,EDUCAÇÃO,0,14513.157894736843,2926797.21,0.004958716594764296,0.002125164254898984
1186,senado,Luis Carlos Heinze,PP,RS,ELETRICIDADE E GÁS,0,9652.046783625732,2926797.21,0.0032978187729055994,0.0014133509026738283
1186,senado,Luis Carlos Heinze,PP,RS,INDÚSTRIA AUTOMOBILÍSTICA E DE TRANSPORTE,0,555.5555555555555,2926797.21,1.8981689392670822e-4,8.135009739716066e-5
1186,senado,Luis Carlos Heinze,PP,RS,INDÚSTRIA DE MÁQUINAS E EQUIPAMENTOS,0,11666.666666666666,2926797.21,0.003986154772460873,0.001708352045340374
1186,senado,Luis Carlos Heinze,PP,RS,INDÚSTRIA ELETRO-ELETRÔNICA E DE INFORMÁTICA,0,11111.111111111111,2926797.21,0.0037963378785341646,0.0016270019479432134
1186,senado,Luis Carlos Heinze,PP,RS,INDÚSTRIA METALÚRGICA,0,5700.6578947368425,2926797.21,0.001947746114851887,8.34748334936523e-4
1186,senado,Luis Carlos Heinze,PP,RS,INDÚSTRIA PETROQUÍMICA E BIOCOMBUSTÍVEIS,0,7525.062656641605,2926797.21,0.002571091236157631,0.001101896244067556
1186,senado,Luis Carlos Heinze,PP,RS,INDÚSTRIA QUÍMICA,0,6053.571428571428,2926797.21,0.00206832622632281,8.864255255669186e-4
1186,senado,Luis Carlos Heinze,PP,RS,INDÚSTRIA TÊXTIL E DE VESTUÁRIO,0,6250,2926797.21,0.0021354400566754674,9.151885957180575e-4
1186,senado,Luis Carlos Heinze,PP,RS,INFORMAÇÃO E COMUNICAÇÃO,0,25500,2926797.21,0.008712595431235908,0.003733969470529675
1186,senado,Luis Carlos Heinze,PP,RS,OUTRAS ATIVIDADES ADMINISTRATIVAS,0,12500,2926797.21,0.004270880113350935,0.001830377191436115
1186,senado,Luis Carlos Heinze,PP,RS,OUTRAS ATIVIDADES DE SERVIÇOS,0,26673.333333333336,2926797.21,0.009113488711209115,0.003905780876232478
1186,senado,Luis Carlos Heinze,PP,RS,OUTRAS ATIVIDADES PROFISSIONAIS,0,27175.657894736843,2926797.21,0.009285118149588793,0.003979336349823768
1186,senado,Luis Carlos Heinze,PP,RS,OUTROS PRODUTOS INDUSTRIAIS,0,5263.1578947368425,2926797.21,0.0017982653108846044,7.70685133236259e-4
1186,senado,Luis Carlos Heinze,PP,RS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,0,7888.1578947368425,2926797.21,0.0026951501346883008,0.0011550643434378432
1186,senado,Luis Carlos Heinze,PP,RS,"TRANSPORTE, ARMAZENAGEM E CORREIO",0,47527.840434419384,2926797.21,0.016238856683350258,0.00695951000715011
1186,senado,Luis Carlos Heinze,PP,RS,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,0,31256.2134502924,2926797.21,0.010679323235480466,0.004576852815205914
121948,camara,ADRIANO DO BALDY,PP,GO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",0,10117.64705882353,2400382,0.004215015384561095,0.0018064351648118978
121948,camara,ADRIANO DO BALDY,PP,GO,ÁGUA E ESGOTO,0,10000,2400382,0.004166003577763873,0.0017854301047559456
121948,camara,ADRIANO DO BALDY,PP,GO,ALOJAMENTO E ALIMENTAÇÃO,0,367.6470588235294,2400382,1.5316189624131884e-4,6.564081267485093e-5
121948,camara,ADRIANO DO BALDY,PP,GO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",0,166.66666666666666,2400382,6.94333929627312e-5,2.975716841259909e-5
121948,camara,ADRIANO DO BALDY,PP,GO,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",0,13289.465240641712,2400382,0.005536395973908199,0.0023727411316749425
121948,camara,ADRIANO DO BALDY,PP,GO,ATIVIDADES IMOBILIÁRIAS,0,10367.64705882353,2400382,0.004319165474005192,0.0018510709174307963
121948,camara,ADRIANO DO BALDY,PP,GO,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",0,833.3333333333334,2400382,3.4716696481365604e-4,1.4878584206299547e-4
121948,camara,ADRIANO DO BALDY,PP,GO,COLETA E GESTÃO DE RESÍDUOS,0,117.6470588235294,2400382,4.901180679722203e-5,2.10050600559523e-5
121948,camara,ADRIANO DO BALDY,PP,GO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,0,10117.64705882353,2400382,0.004215015384561095,0.0018064351648118978
121948,camara,ADRIANO DO BALDY,PP,GO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",0,3289.4652406417113,2400382,0.0013703923961443268,5.873110269189972e-4
121948,camara,ADRIANO DO BALDY,PP,GO,COMÉRCIO VAREJISTA,0,14372.798573975046,2400382,0.005987713028165953,0.0025661627263568365
121948,camara,ADRIANO DO BALDY,PP,GO,CONSTRUÇÃO,0,13289.465240641712,2400382,0.005536395973908199,0.0023727411316749425
121948,camara,ADRIANO DO BALDY,PP,GO,EDUCAÇÃO,0,3338.4848484848485,2400382,0.001390813982309836,5.96063135275644e-4
121948,camara,ADRIANO DO BALDY,PP,GO,INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,0,3289.4652406417113,2400382,0.0013703923961443268,5.873110269189972e-4
121948,camara,ADRIANO DO BALDY,PP,GO,INDÚSTRIA AUTOMOBILÍSTICA E DE TRANSPORTE,0,10000,2400382,0.004166003577763873,0.0017854301047559456
121948,camara,ADRIANO DO BALDY,PP,GO,INDÚSTRIA DE CELULOSE E PAPEL,0,3289.4652406417113,2400382,0.0013703923961443268,5.873110269189972e-4
121948,camara,ADRIANO DO BALDY,PP,GO,INDÚSTRIA FARMACÊUTICA,0,3289.4652406417113,2400382,0.0013703923961443268,5.873110269189972e-4
121948,camara,ADRIANO DO BALDY,PP,GO,INDÚSTRIA METALÚRGICA,0,250,2400382,1.0415008944409682e-4,4.4635752618898635e-5
121948,camara,ADRIANO DO BALDY,PP,GO,MINERAÇÃO,0,833.3333333333334,2400382,3.4716696481365604e-4,1.4878584206299547e-4
121948,camara,ADRIANO DO BALDY,PP,GO,OUTRAS ATIVIDADES ADMINISTRATIVAS,0,117.6470588235294,2400382,4.901180679722203e-5,2.10050600559523e-5
121948,camara,ADRIANO DO BALDY,PP,GO,OUTRAS ATIVIDADES DE SERVIÇOS,0,3671.818181818182,2400382,0.0015296807682352984,6.555774721008421e-4
121948,camara,ADRIANO DO BALDY,PP,GO,OUTRAS ATIVIDADES PROFISSIONAIS,0,13289.465240641712,2400382,0.005536395973908199,0.0023727411316749425
121948,camara,ADRIANO DO BALDY,PP,GO,SAÚDE HUMANA E SERVIÇOS SOCIAIS,0,117.6470588235294,2400382,4.901180679722203e-5,2.10050600559523e-5
121948,camara,ADRIANO DO BALDY,PP,GO,"TRANSPORTE, ARMAZENAGEM E CORREIO",0,117.6470588235294,2400382,4.901180679722203e-5,2.10050600559523e-5
121948,camara,ADRIANO DO BALDY,PP,GO,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,0,13456.131907308378,2400382,0.005605829366870931,0.002402498300087542
