cnpj,razao_social,capital_social,uf,porte,data_inicio_atividade,data_situacao_especial,situacao_especial,motivo_situacao_cadastral,cnae_tipo,cnae_codigo,cnae_descricao
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,154700,Criação de suínos
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,153901,Criação de caprinos
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,152103,Criação de asininos e muares
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,152102,Criação de equinos
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,151202,Criação de bovinos para leite
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,135100,Cultivo de cacau
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,122900,Cultivo de flores e plantas ornamentais
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,121101,"Horticultura, exceto morango"
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,119906,Cultivo de mandioca
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,119905,Cultivo de feijão
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,116403,Cultivo de mamona
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,115600,Cultivo de soja
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,113000,Cultivo de cana-de-açúcar
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,111399,Cultivo de outros cereais não especificados anteriormente
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,111302,Cultivo de milho
33574811000155,AGROPECUARIA DUAS MENINAS LTDA,60000,PA,5,2019-05-09,NA,NA,0,cnae_secundario,111301,Cultivo de arroz
33607049000166,JOAQUIM CANDIDO DE OLIVEIRA E OUTRO,0,SP,5,2019-05-13,NA,NA,0,cnae_fiscal,151201,
33607049000166,JOAQUIM CANDIDO DE OLIVEIRA E OUTRO,0,SP,5,2019-05-13,NA,NA,0,cnae_secundario,119999,Cultivo de outras plantas de lavoura temporária não especificadas anteriormente
33607049000166,JOAQUIM CANDIDO DE OLIVEIRA E OUTRO,0,SP,5,2019-05-13,NA,NA,0,cnae_secundario,119905,Cultivo de feijão
33607049000166,JOAQUIM CANDIDO DE OLIVEIRA E OUTRO,0,SP,5,2019-05-13,NA,NA,0,cnae_secundario,115600,Cultivo de soja
33607049000166,JOAQUIM CANDIDO DE OLIVEIRA E OUTRO,0,SP,5,2019-05-13,NA,NA,0,cnae_secundario,111302,Cultivo de milho
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_fiscal,152102,
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,8230001,"Serviços de organização de feiras, congressos, exposições e festas"
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,9319199,Outras atividades esportivas não especificadas anteriormente
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,162803,Serviço de manejo de animais
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,162899,Atividades de apoio à pecuária não especificadas anteriormente
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,4789004,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,4623101,Comércio atacadista de animais vivos
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
33625737000159,TRANSWAAL AGROPECUARIA LTDA.,11167970,SP,5,2019-05-15,NA,NA,0,cnae_secundario,9319101,Produção e promoção de eventos esportivos
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_fiscal,152102,
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,8230001,"Serviços de organização de feiras, congressos, exposições e festas"
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,9319199,Outras atividades esportivas não especificadas anteriormente
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,162803,Serviço de manejo de animais
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,162899,Atividades de apoio à pecuária não especificadas anteriormente
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,4789004,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,4623101,Comércio atacadista de animais vivos
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
33625737000230,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,9319101,Produção e promoção de eventos esportivos
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_fiscal,152102,
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,8230001,"Serviços de organização de feiras, congressos, exposições e festas"
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,9319199,Outras atividades esportivas não especificadas anteriormente
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,162803,Serviço de manejo de animais
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,162899,Atividades de apoio à pecuária não especificadas anteriormente
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,4789004,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,4623101,Comércio atacadista de animais vivos
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
33625737000310,TRANSWAAL AGROPECUARIA LTDA.,0,SP,5,2019-05-21,NA,NA,0,cnae_secundario,9319101,Produção e promoção de eventos esportivos
33630900000171,MARA ROSA AGRONEGOCIOS LTDA,666590,GO,1,2019-05-15,NA,NA,0,cnae_fiscal,151201,
33630900000171,MARA ROSA AGRONEGOCIOS LTDA,666590,GO,1,2019-05-15,NA,NA,0,cnae_secundario,151202,Criação de bovinos para leite
33655572000168,MARCONEL AGROPECUARIA S/A,782780,MT,5,1989-10-30,NA,NA,0,cnae_fiscal,151201,
33655572000168,MARCONEL AGROPECUARIA S/A,782780,MT,5,1989-10-30,NA,NA,0,cnae_secundario,210107,Extração de madeira em florestas plantadas
33655572000168,MARCONEL AGROPECUARIA S/A,782780,MT,5,1989-10-30,NA,NA,0,cnae_secundario,111303,Cultivo de trigo
33655572000168,MARCONEL AGROPECUARIA S/A,782780,MT,5,1989-10-30,NA,NA,0,cnae_secundario,115600,Cultivo de soja
33655572000168,MARCONEL AGROPECUARIA S/A,782780,MT,5,1989-10-30,NA,NA,0,cnae_secundario,111399,Cultivo de outros cereais não especificados anteriormente
33655572000168,MARCONEL AGROPECUARIA S/A,782780,MT,5,1989-10-30,NA,NA,0,cnae_secundario,111302,Cultivo de milho
33655572000168,MARCONEL AGROPECUARIA S/A,782780,MT,5,1989-10-30,NA,NA,0,cnae_secundario,151202,Criação de bovinos para leite
33722496000166,HUGO M WANDERLEY DA NOBREGA EIRELI,100000,PB,1,2019-05-24,NA,NA,0,cnae_fiscal,151201,
33722496000166,HUGO M WANDERLEY DA NOBREGA EIRELI,100000,PB,1,2019-05-24,NA,NA,0,cnae_secundario,4623101,Comércio atacadista de animais vivos
33865846000143,IRMAOS GONCALVES INVESTIMENTOS E PARTICIPACOES LTDA,10000,RO,5,2019-06-07,NA,NA,0,cnae_fiscal,6462000,
33865846000143,IRMAOS GONCALVES INVESTIMENTOS E PARTICIPACOES LTDA,10000,RO,5,2019-06-07,NA,NA,0,cnae_secundario,7740300,Gestão de ativos intangíveis não financeiros
33865846000143,IRMAOS GONCALVES INVESTIMENTOS E PARTICIPACOES LTDA,10000,RO,5,2019-06-07,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
33906777000179,BURITIS AGROINDUSTRIAL LTDA.,1744947.55,BA,1,1989-08-23,NA,NA,0,cnae_fiscal,115600,
33906777000179,BURITIS AGROINDUSTRIAL LTDA.,1744947.55,BA,1,1989-08-23,NA,NA,0,cnae_secundario,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
33906777000179,BURITIS AGROINDUSTRIAL LTDA.,1744947.55,BA,1,1989-08-23,NA,NA,0,cnae_secundario,6810202,Aluguel de imóveis próprios
33906777000179,BURITIS AGROINDUSTRIAL LTDA.,1744947.55,BA,1,1989-08-23,NA,NA,0,cnae_secundario,6810201,Compra e venda de imóveis próprios
33906777000179,BURITIS AGROINDUSTRIAL LTDA.,1744947.55,BA,1,1989-08-23,NA,NA,0,cnae_secundario,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente
33906777000179,BURITIS AGROINDUSTRIAL LTDA.,1744947.55,BA,1,1989-08-23,NA,NA,0,cnae_secundario,4622200,Comércio atacadista de soja
33906777000179,BURITIS AGROINDUSTRIAL LTDA.,1744947.55,BA,1,1989-08-23,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
33906777000179,BURITIS AGROINDUSTRIAL LTDA.,1744947.55,BA,1,1989-08-23,NA,NA,0,cnae_secundario,111302,Cultivo de milho
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_fiscal,1052000,
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,8211300,Serviços combinados de escritório e apoio administrativo
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,7740300,Gestão de ativos intangíveis não financeiros
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4724500,Comércio varejista de hortifrutigranjeiros
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4723700,Comércio varejista de bebidas
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4721103,Comércio varejista de laticínios e frios
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4637103,Comércio atacadista de óleos e gorduras
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4635499,Comércio atacadista de bebidas não especificadas anteriormente
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4634601,Comércio atacadista de carnes bovinas e suínas e derivados
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,4631100,Comércio atacadista de leite e laticínios
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,1112700,Fabricação de vinho
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,1043100,Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,1042200,"Fabricação de óleos vegetais refinados, exceto óleo de milho"
34023483000161,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,50000,RS,5,2019-06-25,NA,NA,0,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
34023483000323,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,0,RS,5,2019-06-25,NA,NA,0,cnae_fiscal,1052000,
34023483000323,RAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,0,RS,5,2019-06-25,NA,NA,0,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
34063973000191,FABIO BRANDAO IKEDA E OUTRO,0,SP,5,2019-06-28,NA,NA,0,cnae_fiscal,139399,
34063973000191,FABIO BRANDAO IKEDA E OUTRO,0,SP,5,2019-06-28,NA,NA,0,cnae_secundario,159801,Apicultura
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_fiscal,151201,
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,7490103,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,7119702,Atividades de estudos geológicos
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,6810202,Aluguel de imóveis próprios
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,6810201,Compra e venda de imóveis próprios
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,4623101,Comércio atacadista de animais vivos
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,4618401,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria"
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,4612500,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,4611700,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,155501,Criação de frangos para corte
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,154700,Criação de suínos
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,152103,Criação de asininos e muares
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,152102,Criação de equinos
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,151202,Criação de bovinos para leite
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,119906,Cultivo de mandioca
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,115600,Cultivo de soja
34147735000164,AGROPECUARIA RM LTDA,300000,MS,3,2019-07-08,NA,NA,0,cnae_secundario,111302,Cultivo de milho
34183185000139,AGROPECUARIA NETINHO LTDA,700000,MT,5,2019-07-11,NA,NA,0,cnae_fiscal,151201,
34183185000139,AGROPECUARIA NETINHO LTDA,700000,MT,5,2019-07-11,NA,NA,0,cnae_secundario,151202,Criação de bovinos para leite
34286620000150,VALOR COMERCIO DE CAFES LTDA,200000,ES,5,2019-07-22,NA,NA,0,cnae_fiscal,4621400,
34286620000150,VALOR COMERCIO DE CAFES LTDA,200000,ES,5,2019-07-22,NA,NA,0,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
34286620000150,VALOR COMERCIO DE CAFES LTDA,200000,ES,5,2019-07-22,NA,NA,0,cnae_secundario,4689399,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
34286620000150,VALOR COMERCIO DE CAFES LTDA,200000,ES,5,2019-07-22,NA,NA,0,cnae_secundario,4686902,Comércio atacadista de embalagens
34286620000150,VALOR COMERCIO DE CAFES LTDA,200000,ES,5,2019-07-22,NA,NA,0,cnae_secundario,4637101,"Comércio atacadista de café torrado, moído e solúvel"
34286620000150,VALOR COMERCIO DE CAFES LTDA,200000,ES,5,2019-07-22,NA,NA,0,cnae_secundario,4623105,Comércio atacadista de cacau
34286620000150,VALOR COMERCIO DE CAFES LTDA,200000,ES,5,2019-07-22,NA,NA,0,cnae_secundario,163600,Atividades de pós-colheita
34286620000150,VALOR COMERCIO DE CAFES LTDA,200000,ES,5,2019-07-22,NA,NA,0,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
34308248000136,SAPUCAIA AGROPECUARIA LTDA,13067486,BA,3,2019-07-24,NA,NA,0,cnae_fiscal,151201,
34308248000136,SAPUCAIA AGROPECUARIA LTDA,13067486,BA,3,2019-07-24,NA,NA,0,cnae_secundario,210101,Cultivo de eucalipto
34308248000136,SAPUCAIA AGROPECUARIA LTDA,13067486,BA,3,2019-07-24,NA,NA,0,cnae_secundario,134200,Cultivo de café
34308248000136,SAPUCAIA AGROPECUARIA LTDA,13067486,BA,3,2019-07-24,NA,NA,0,cnae_secundario,133408,Cultivo de mamão
34956748000184,AVIBA AVICULTURA DA IBIAPABA LTDA,0,CE,1,1989-07-19,NA,NA,1,cnae_fiscal,155501,
34956748000265,AVIBA AVICULTURA DA IBIAPABA LTDA,0,CE,1,1989-07-19,NA,NA,1,cnae_fiscal,155501,
35345636000150,TIQUARA - PRODUTOS E SERVICOS AGROPECUARIOS LTDA,1220.8,PE,1,1990-06-22,NA,NA,0,cnae_fiscal,151201,
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_fiscal,151201,
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,322101,Criação de peixes em água doce
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,321302,Criação de camarões em água salgada e salobra
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,210199,Produção de produtos não madeireiros não especificados anteriormente em florestas plantadas
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,210101,Cultivo de eucalipto
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,159801,Apicultura
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,139399,Cultivo de outras plantas de lavoura permanente não especificadas anteriormente
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,133405,Cultivo de coco-da-baía
35365485000100,J F NOVAES LTDA,532950,AL,1,1990-08-23,NA,NA,0,cnae_secundario,111302,Cultivo de milho
35397199000118,FAZENDA NORDESTE LTDA,0,PE,5,1990-08-13,NA,NA,1,cnae_fiscal,151201,
35526425000113,AGROFLORA DO CARNIJO LTDA,0,PE,1,1990-12-27,NA,NA,0,cnae_fiscal,8130300,
35526425000113,AGROFLORA DO CARNIJO LTDA,0,PE,1,1990-12-27,NA,NA,0,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
35526425000113,AGROFLORA DO CARNIJO LTDA,0,PE,1,1990-12-27,NA,NA,0,cnae_secundario,4623106,"Comércio atacadista de sementes, flores, plantas e gramas"
35526425000202,AGROFLORA DO CARNIJO LTDA,0,PE,1,2007-10-31,NA,NA,54,cnae_fiscal,4789002,
35526425000202,AGROFLORA DO CARNIJO LTDA,0,PE,1,2007-10-31,NA,NA,54,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
35526425000202,AGROFLORA DO CARNIJO LTDA,0,PE,1,2007-10-31,NA,NA,54,cnae_secundario,8130300,Atividades paisagísticas
36958742000171,FAZENDA PETROVINA LTDA,0,MT,1,1991-07-03,NA,NA,1,cnae_fiscal,115600,
