id,casa,nome_eleitoral,sg_partido,uf,genero,idade,tem_propriedade_rural,total_declarado_propriedade_rural,tem_empresa_agricola,proporcao_doacoes_agro,tem_empresa_agroexportadora,proporcao_doacoes_agroexportadoras,indice_vinculo_economico_agro,frente_agropecuaria,frente_mineracao,frente_livre_mercado,combo_agro_mineracao_lm,combo_5_frentes_progressistas,discurso_normalizado,aderencia,proposicoes_meio_ambiente_indice,requerimentos_informacao_agro_mma_indice,indice_ativismo_ambiental,participou_movimento_renovacao,investimento_partidario,numero_de_mandatos,indice_comissoes,indice_liderancas,indice_cargo_mesa,indice_influencia_parlamentar
69871,camara,BACELAR,PODEMOS,BA,M,62,0,0,1,0.024333407779755,0,0,0.45255558037102944,0,1,1,0.6666666666666666,0.4,1,0.9090909090909091,0,0,0.34440052700922263,0,0.038912146122859,5,0.022727272727272728,0.5,0,0.27899455043669297
178975,camara,BALEIA ROSSI,MDB,SP,M,47,0,0,1,0,0,0,0.4444444444444444,1,0,0,0.3333333333333333,0,0,0,0.25,0,0.05797101449275363,0,0.0173982978152659,6,0,0.75,0,0.35347965956305316
73701,camara,BENEDITA DA SILVA,PT,RJ,F,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08695652173913043,0,0.0181653288536745,4,0.38636363636363635,0,0,0.21423912637679549
141335,camara,BETO FARO,PT,PA,M,50,1,480000,0,0.00541653125338533,0,0,0.22402773264001732,0,1,0,0.3333333333333333,0.6,0,0.9285714285714286,0.5,0,0.4393374741200828,0,0.00648165019466255,5,0.022727272727272728,0,0,0.17250845125105374
178948,camara,BETO ROSADO,PP,RN,M,37,1,115000,1,0,0,0,0.6666666666666666,1,1,1,1,0.4,0,0,0.5,0,0.1217391304347826,0,0.00978639569356462,2,0.022727272727272728,0,0,0.07316940035083414
160538,camara,BOHN GASS,PT,RS,M,57,1,11236,0,0,0,0,0.2222222222222222,0,0,0,0,0.8,0,0.9166666666666667,0.5,0,0.4826086956521739,0,0.00915706983471061,6,0.022727272727272728,0,0,0.20637686851239664
74052,camara,BOSCO COSTA,PL,SE,M,69,0,0,0,0,0,0,0,0,1,1,0.6666666666666666,1,-0.3333333333333333,0,0,0.25,0.028985507246376815,0,0.020118592440291,4,0.022727272727272728,0,0,0.14190250636684607
160589,camara,BRUNA FURLAN,PSDB,SP,F,36,0,0,0,0.00398823217855759,0,0,0.0013294107261858634,0,0,0,0,0.4,0.3333333333333333,0,0,0,0.0782608695652174,0,0.0295810935280358,3,0.022727272727272728,0,0,0.11046167325106171
93083,camara,CACÁ LEÃO,PP,BA,M,40,0,0,0,0.156485278922888,0,0.0573044683379588,0.05216175964096267,0,0,0,0,0.6,0,0,0.25,0,0.1391304347826087,0,0.0146121909765624,3,0.022727272727272728,0.25,0,0.15746789274076703
178829,camara,CAPITÃO AUGUSTO,PL,SP,M,53,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0,0,0,0,0,-0.02898550724637681,0,0.0240790239260139,2,0.38636363636363635,0.25,0,0.1987551987245967
141401,camara,CARLOS BEZERRA,MDB,MT,M,78,1,723559.82,0,0.00159238005801943,0,0,0.22275301557489538,0,0,0,0,0.4,0.3333333333333333,0,0,0.25,0.1217391304347826,0,0.00965020953832466,6,0,0,0,0.20193004190766492
178962,camara,CARLOS GOMES,REPUBLICANOS,RS,M,47,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,0.8,0,0,0,0,0.011594202898550732,0,0,4,0.20454545454545456,0,0,0.17424242424242425
178993,camara,CARLOS HENRIQUE GAGUIM,DEM,TO,M,58,1,658580,0,0.00971922944199523,0,0,0.22546196536955396,1,1,1,1,0.8,0,0.045454545454545414,0.5,0,0.1683794466403162,0,0.011381793243766,6,0.022727272727272728,0.25,0,0.25682181319420777
74262,camara,CARLOS SAMPAIO,PSDB,SP,M,56,0,0,0,0.296755895561456,0,0.0659824114644704,0.09891863185381866,0,0,0,0,0,-0.3333333333333333,0.30000000000000004,0.25,0,0.12173913043478261,0,0,6,0,0.375,0,0.275
141398,camara,CARLOS ZARATTINI,PT,SP,M,60,0,0,0,0.0795884593637208,0,0.0723531448761098,0.026529486454573602,0,0,0,0,0.8,0,0.875,0.5,0,0.4717391304347826,0,0.0127280204195462,5,0.022727272727272728,0,0,0.17375772529603045
164360,camara,CARMEN ZANOTTO,CIDADANIA,SC,F,57,0,0,1,0.00845147166625849,0,0,0.4472616016665307,0,0,0,0,0.6,0,0,0.25,0,0.1391304347826087,0,0.0555920334027412,4,0.11363636363636363,0,0,0.1671790127411543
178876,camara,CÉLIO SILVEIRA,PSDB,GO,M,60,0,0,0,0.110575783903325,0,0.0789827027880894,0.03685859463444166,0,1,1,0.6666666666666666,0.8,0,0,0,0,0.011594202898550732,0,0.0112762578019863,6,0.045454545454545456,0,0,0.21134616065130635
141405,camara,CELSO MALDANER,MDB,SC,M,66,1,323234.66,0,0.0457922662803799,0,0,0.23748631098234885,1,1,1,1,0.8,0,0.052631578947368474,0.5,0,0.1702517162471396,0,0.0108256421149727,5,0.022727272727272728,0,0,0.17337724963511575
73441,camara,CELSO RUSSOMANNO,REPUBLICANOS,SP,M,63,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-0.08695652173913043,0,0,6,0.045454545454545456,0,0,0.20909090909090908
141439,camara,CHICO D'ANGELO,PDT,RJ,M,66,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1,0,0.25,0.32173913043478264,0,0.0474743350574333,4,0.022727272727272728,0.25,0,0.19737365489027453
178928,camara,CHRISTIANE DE SOUZA YARED,PL,PR,F,59,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,0.8,0,0,0,0,0.011594202898550732,0,0.0223678604629793,2,0.022727272727272728,0,0,0.07568569330471707
178939,camara,CLARISSA GAROTINHO,PROS,RJ,F,37,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.6666666666666667,0,0,0.20869565217391303,0,0.0699610864075865,4,0.022727272727272728,0.25,0,0.20187100516030515
74537,camara,CLAUDIO CAJADO,PP,BA,M,55,1,897175.85,1,0.0592303101717768,0,0,0.6864101033905923,1,0,0,0.3333333333333333,0,0,0,0,0,-0.02898550724637681,0,0.0168193170475222,6,0.022727272727272728,0,0,0.20790931795495898
141408,camara,CLEBER VERDE,REPUBLICANOS,MA,M,47,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,0.6,0,0,0.5,0,0.1681159420289855,0,0,6,0.022727272727272728,0,0,0.20454545454545453
141411,camara,DAGOBERTO NOGUEIRA,PDT,MS,M,64,1,2000959.12,0,0.00244456407718521,0,0,0.2230370769146173,1,0,0,0.3333333333333333,0.4,0,0,0.25,0,0.0927536231884058,0,0.0353664009058207,5,0.022727272727272728,0.25,0,0.22828540139328535
74467,camara,DAMIÃO FELICIANO,PDT,PB,M,67,0,0,0,0,0,0,0,0,1,1,0.6666666666666666,0.8,-0.3333333333333333,1,0,0.25,0.27246376811594203,0,0.0275902467826733,6,0.022727272727272728,0,0,0.21006350390198922
74060,camara,DANIEL ALMEIDA,PCdoB,BA,M,64,0,0,0,0.00118906139144178,0,0,3.9635379714726e-4,1,1,0,0.6666666666666666,0.8,0,1,0,0,0.27246376811594203,0,0.074192683167436893,7,0.022727272727272728,0.375,0,0.32771732451227525
178916,camara,DANIEL COELHO,CIDADANIA,PE,M,41,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.4,1,0.9333333333333333,0,0,0.3797101449275362,0,0.0599478765386732,5,0.022727272727272728,0.375,0,0.25820169651985586
160528,camara,DANILO CABRAL,PSB,PE,M,52,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.9545454545454546,0,0.25,0.36205533596837947,0,0.0206384327217112,4,0.045454545454545456,0.25,0,0.19655192896858464
160552,camara,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,M,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160461996864803,3,0.29545454545454547,0,0,0.16230014902820517
73891,camara,DARCÍSIO PERONDI,MDB,RS,M,72,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.2,0,0.1333333333333333,0.5,0,0.1971014492753623,0,0.0117712051115445,6,0.022727272727272728,0.25,0,0.25689969556776343
178908,camara,DELEGADO ÉDER MAURO,PSD,PA,M,58,1,130000,0,0,0,0,0.2222222222222222,1,1,1,1,0.6,0,0,0,0,-0.034782608695652174,0,0.0099015530188845,2,0.06818181818181818,0,0,0.0822833409068072
164359,camara,DELEGADO WALDIR,PSL,GO,M,56,0,0,0,0.0403600723857898,0,0,0.013453357461929933,1,0,0,0.3333333333333333,0,0,0.16666666666666652,0,0,0.01449275362318837,0,0.0611885204161966,3,0.022727272727272728,0.375,0,0.19178315862869386
160588,camara,DIEGO ANDRADE,PSD,MG,M,42,0,0,0,0.0479919846474793,0,0,0.01599732821582643,1,0,1,0.6666666666666666,0.4,0,0,0,0,-0.023188405797101443,0,0.0184613627125985,3,0.022727272727272728,0.25,0,0.15823772708797423
178929,camara,DIEGO GARCIA,PODEMOS,PR,M,35,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,1,-0.3333333333333333,0,0,0,-0.014492753623188403,0,0.0258401061980308,2,0.13636363636363635,0,0,0.0991074151790001
160599,camara,DIMAS FABIANO,PP,MG,M,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208897621926018,6,0.022727272727272728,0,0,0.2087234069839749
143632,camara,DOMINGOS NETO,PSD,CE,M,31,0,0,0,0.00186389815660472,0,0,6.212993855349067e-4,1,1,1,1,0.6,0,0.16666666666666652,0,0,0.008695652173913004,0,0.012681527841151,3,0.045454545454545456,0,0,0.1116272146591393
160758,camara,DOMINGOS SÁVIO,PSDB,MG,M,62,0,0,0,0.077820562286693,0,0.0350915002353788,0.025940187428897667,1,1,0,0.6666666666666666,0.4,0,0,0,0,-0.023188405797101443,0,0.0134471647033934,5,0.022727272727272728,0.25,0,0.22390155415279991
178994,camara,DULCE MIRANDA,MDB,TO,F,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01588476530641,2,0.045454545454545456,0,0,0.07893452881885775
141417,camara,EDIO LOPES,PL,RR,M,67,1,317000,0,0,0,0,0.2222222222222222,1,1,0,0.6666666666666666,0.4,0,0,0.5,0,0.15072463768115943,0,0.0183972555094154,6,0.09090909090909091,0.25,0,0.2718612692837013
134812,camara,EDMILSON RODRIGUES,PSOL,PA,M,62,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,0.6956521739130435,0,0.0473346550421881,5,0.045454545454545456,0,0,0.18522450676601337
74655,camara,EDUARDO BARBOSA,PSDB,MG,M,61,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,0.4,0,0,0,0,-0.023188405797101443,0,0.00672527371513741,6,0.09090909090909091,0,0,0.21952687292484568
92346,camara,EDUARDO BOLSONARO,PSL,SP,M,35,0,0,0,0.00916042086271195,0,0,0.0030534736209039833,1,0,0,0.3333333333333333,0,0,0,0,0,-0.02898550724637681,0,0.0137740618936482,2,0.36363636363636365,0,0,0.14214875177266903
178977,camara,EDUARDO CURY,PSDB,SP,M,56,1,4207.85,0,0.0178094390026714,0,0,0.22815870188977938,0,0,0,0,0,0,0.07692307692307698,0,0,0.020066889632107038,0,0.00821980450903431,4,0.022727272727272728,0,0,0.13952274878059473
141421,camara,EDUARDO DA FONTE,PP,PE,M,47,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.25,0,0.10434782608695652,0,0.0166257414328718,4,0.045454545454545456,0,0,0.14574939071081677
141422,camara,EFRAIM FILHO,DEM,PB,M,40,1,42000,0,0.0768430915401934,0,0.0768430915401934,0.24783658606895337,1,0,1,0.6666666666666666,0,0,0,0,0,-0.05797101449275362,0,0.0177982452550724,4,0.022727272727272728,0.25,0,0.19143843692980234
74075,camara,ELCIONE BARBALHO,MDB,PA,F,75,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0,-0.3333333333333333,0,0,0,-0.07246376811594202,0,0.0111093519768293,7,0.06818181818181818,0,0,0.24919156736506282
160532,camara,ELI CORRÊA FILHO,DEM,SP,M,43,0,0,0,0,0,0,0,0,1,0,0.3333333333333333,0.6,0,0,0,0,0.02318840579710145,0,0.0165092207443815,5,0.36363636363636365,0,0,0.2426957835428157
178854,camara,ELMAR NASCIMENTO,DEM,BA,M,49,0,0,0,0.0148726529094627,0,0,0.0049575509698209,0,0,0,0,0,-0.3333333333333333,0,0,0,-0.043478260869565216,0,0.0205893870201703,6,0,0.375,0,0.27911787740403404
132504,camara,ENIO VERRI,PT,PR,M,58,1,549613.37,0,0,0,0,0.2222222222222222,0,1,0,0.3333333333333333,0.8,0,0.9166666666666667,0,0,0.27971014492753626,0,0.0104947044100405,4,0.022727272727272728,0.25,0,0.18997772876079597
160575,camara,ERIKA KOKAY,PT,DF,F,62,0,0,0,9.13740911670192e-4,0,0,3.04580303890064e-4,0,1,0,0.3333333333333333,1,0,0.8571428571428572,1,0.25,0.6728778467908904,0,0.00994859500612782,5,0.3181818181818182,0.25,0,0.28229274930425585
160640,camara,EROS BIONDINI,PROS,MG,M,48,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.6,0,0.1428571428571429,0,0,0.06045548654244308,0,0.0436898195829622,4,0.045454545454545456,0,0,0.15116220634083485
178871,camara,EVAIR VIEIRA DE MELO,PP,ES,M,47,0,0,0,0.0456964753516464,0,0.0218338250630967,0.0152321584505488,1,1,1,1,0.4,0,0,0.5,0.25,0.16521739130434782,0,0.00668402917339941,2,0.022727272727272728,0,0,0.07254892704680109
178930,camara,ROMAN,PSD,PR,M,46,0,0,0,0.0758114848691759,0,0.0297453490372454,0.025270494956391967,1,1,0,0.6666666666666666,0.8,0,0,0.5,0,0.1855072463768116,0,0.0191696275250445,2,0.045454545454545456,0.25,0,0.12959150126258465
178953,camara,EXPEDITO NETTO,PSD,RO,M,31,0,0,0,0,0,0,0,0,1,0,0.3333333333333333,0.4,0,0.125,0,0,0.03840579710144928,0,0.00714908164958888,2,0.022727272727272728,0,0,0.07264193754203899
141428,camara,FÁBIO FARIA,PSD,RN,M,42,0,0,0,0.0359532228921719,0,0.00143629046389309,0.011984407630723967,1,1,1,1,0.4,-0.3333333333333333,0,0,0,-0.09565217391304348,0,0.0153107635120696,4,0,0,0.6,0.25639548603574724
178969,camara,FÁBIO MITIDIERI,PSD,SE,M,42,0,0,0,0,0,0,0,0,1,0,0.3333333333333333,0.2,0,0.09090909090909094,0,0,0.012121212121212132,0,0.012233190561270601,3,0.38636363636363635,0,0,0.1797193653849814
141427,camara,FÁBIO RAMALHO,MDB,MG,M,57,0,0,0,0.130563383516185,0,0,0.04352112783872833,1,0,0,0.3333333333333333,0.4,0,0,0,0,0.005797101449275366,0,0.0133837063135439,5,0.045454545454545456,0,0,0.17843431702028453
171623,camara,FABIO REIS,MDB,SE,M,42,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.4,0,0,0,0,0.005797101449275366,0,0.0140638094054547,3,0.20454545454545456,0.25,0,0.19372185279018186
160587,camara,FÁBIO TRAD,PSD,MS,M,50,0,0,0,0.0290413170818123,0,0,0.009680439027270766,1,1,1,1,1,0.3333333333333333,0.04347826086956519,0,0,0.054820415879017,0,0.00963715438682865,3,0.022727272727272728,0.25,0,0.15647288542282028
66828,camara,FAUSTO PINATO,PP,SP,M,42,0,0,0,0.00233181774852405,0,0,7.7727258284135e-4,1,1,1,1,0.4,0,0.09090909090909094,0,0,-0.028458498023715407,0,0.0205713578687551,2,0.36363636363636365,0.25,0,0.19350821096769039
72442,camara,FELIPE CARRERAS,PSB,PE,M,44,0,0,0,0.0948225547776353,0,0,0.03160751825921177,0,0,0,0,0.2,0,0.7142857142857143,0.5,0.25,0.4211180124223603,0,0.0205807066195842,2,0.13636363636363635,0,0,0.09805553526331076
160666,camara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,M,55,0,0,1,0.319109339760137,0,0.0799772781353726,0.55081422436449,1,0,0,0.3333333333333333,0.2,0,0.6,1,0,0.49275362318840576,0,0.044397838234299,3,0.36363636363636365,0,0,0.18160684037413252
141431,camara,FERNANDO COELHO FILHO,DEM,PE,M,35,0,0,0,0.253904521915098,0,0.218809917240991,0.084634840638366,1,1,0,0.6666666666666666,0.8,0,0,0.25,0,0.09855072463768115,0,0.0175912181955809,4,0.022727272727272728,0,0,0.14139703151790406
92699,camara,FERNANDO MONTEIRO,PP,PE,M,43,0,0,0,0.0507272007054096,0,0.0422370578949477,0.016909066901803202,1,1,1,1,0.2,0,0.050000000000000044,0,0,-0.056521739130434775,0,0.0172776398780379,2,0.045454545454545456,0,0,0.07921310373318333
160598,camara,FLÁVIA MORAIS,PDT,GO,F,50,0,0,0,0.0182056378867432,0,0,0.006068545962247733,0,1,0,0.3333333333333333,0.8,0.6666666666666666,0.9166666666666667,0,0,0.3666666666666667,0,0.0382327183393803,5,0.29545454545454547,0,0,0.23340411942545183
141434,camara,FLAVIANO MELO,MDB,AC,M,69,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.017391304347826087,0,0.00734253833495045,7,0.022727272727272728,0,0,0.239347295545778
191923,camara,FLÁVIO NOGUEIRA,PDT,PI,M,66,1,5000,0,0,0,0,0.2222222222222222,0,0,0,0,0,0,0.8947368421052632,0,0,0.2334096109839817,0,0.01726180813144,4,0.022727272727272728,0,0,0.1413311495050759
160669,camara,GENECIAS NORONHA,SOLIDARIEDADE,CE,M,56,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,0.4,0,0,0,0,-0.023188405797101443,0,0.0237102881076652,5,0.022727272727272728,0,0,0.17595417883365425
178966,camara,GEOVANIA DE SÁ,PSDB,SC,F,47,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.05217391304347826,0,0.0250665794335749,3,0.06818181818181818,0,0.2,0.15864967952307862
74383,camara,GIACOBO,PL,PR,M,48,0,0,0,0.0687216955093684,0,0.0687216955093684,0.02290723183645613,1,1,0,0.6666666666666666,0.4,0,0.0714285714285714,0,0,-0.004554865424430645,0,0.0184944709413729,5,0.022727272727272728,0,0,0.1749110154003958
74270,camara,GILBERTO NASCIMENTO,PSC,SP,M,63,0,0,0,0,0,0,0,1,1,1,1,0.8,0,0,0.25,0,0.06956521739130435,0,0.0772610628570955,4,0.38636363636363635,0,0,0.2260582731774797
160673,camara,GIOVANI CHERINI,PL,RS,M,59,1,979748.42,0,0,0,0,0.2222222222222222,1,0,0,0.3333333333333333,0.2,0,0,0,0,-0.011594202898550721,0,0.017640826720358,6,0,0.25,0,0.25352816534407163
178996,camara,GIOVANI FELTES,MDB,RS,M,62,0,0,0,0.0214856987939116,0,0.0161142740954337,0.0071618995979705335,0,0,0,0,0,0,0,0,0,0,0,0.0117712051115445,5,0.2727272727272727,0,0,0.2235663622344301
152605,camara,GLAUBER BRAGA,PSOL,RJ,M,37,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.9523809523809523,0,1,0.49192546583850927,0,0.0675518282818437,4,0.045454545454545456,0,0,0.15593460808061116
74419,camara,GONZAGA PATRIOTA,PSB,PE,M,73,0,0,0,0,0,0,0,1,1,1,1,0.8,0,0.875,0,0.25,0.2543478260869565,0,0.0203130122673322,6,0.045454545454545456,0,0,0.21315351154437553
178964,camara,HEITOR SCHUCH,PSB,RS,M,57,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.8,0,0.9166666666666667,0.25,0,0.3666666666666667,0,0.0194714369476389,5,0.022727272727272728,0,0,0.175106408601649
