id.x,nome_eleitoral.x,sg_partido.x,uf.x,coautores_ambientalistas,total_peso_relacao_ambientalistas
204444,HELIO LOPES,PSL,RJ,"PAULÃO, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.17127496159754224
73701,BENEDITA DA SILVA,PT,RJ,"ALEXANDRE PADILHA, MARÍLIA ARRAES, JORGE SOLLA, CHICO D'ANGELO, JANDIRA FEGHALI, ÁUREA CAROLINA, AIRTON FALEIRO, WALDENOR PEREIRA, MARIA DO ROSÁRIO, PAULO TEIXEIRA, FERNANDA MELCHIONNA, CARLOS ZARATTINI, ARLINDO CHINAGLIA, HENRIQUE FONTANA, PAULÃO, ZÉ CARLOS, AFONSO FLORENCE, ALENCAR SANTANA BRAGA, BETO FARO, BOHN GASS, CARLOS VERAS, CÉLIO MOURA, ENIO VERRI, ERIKA KOKAY, FREI ANASTACIO RIBEIRO, HELDER SALOMÃO, JOÃO DANIEL, JOSÉ GUIMARÃES, JOSÉ RICARDO, JOSEILDO RAMOS, LEONARDO MONTEIRO, LUIZIANNE LINS, MARCON, MARGARIDA SALOMÃO, NATÁLIA BONAVIDES, NELSON PELLEGRINO, NILTO TATTO, PADRE JOÃO, PATRUS ANANIAS, PAULO GUEDES, PEDRO UCZAI, REGINALDO LOPES, REJANE DIAS, RUBENS OTONI, RUI FALCÃO, VALMIR ASSUNÇÃO, VICENTINHO, ZÉ NETO, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, EDMILSON RODRIGUES, GLAUBER BRAGA, LUIZA ERUNDINA, MARCELO FREIXO, SÂMIA BOMFIM, DAVID MIRANDA",4.068372857212958
159237,ASSIS CARVALHO,PT,PI,"ALEXANDRE PADILHA, MARÍLIA ARRAES, JORGE SOLLA, JANDIRA FEGHALI, FERNANDA MELCHIONNA, AFONSO FLORENCE, AIRTON FALEIRO, ALENCAR SANTANA BRAGA, ARLINDO CHINAGLIA, BETO FARO, BOHN GASS, CARLOS VERAS, CARLOS ZARATTINI, CÉLIO MOURA, ENIO VERRI, ERIKA KOKAY, FREI ANASTACIO RIBEIRO, HELDER SALOMÃO, HENRIQUE FONTANA, JOÃO DANIEL, JOSÉ GUIMARÃES, JOSÉ RICARDO, JOSEILDO RAMOS, LEONARDO MONTEIRO, LUIZIANNE LINS, MARCON, MARGARIDA SALOMÃO, MARIA DO ROSÁRIO, NATÁLIA BONAVIDES, NELSON PELLEGRINO, NILTO TATTO, PADRE JOÃO, PATRUS ANANIAS, PAULÃO, PAULO GUEDES, PAULO TEIXEIRA, PEDRO UCZAI, REGINALDO LOPES, REJANE DIAS, RUBENS OTONI, RUI FALCÃO, VALMIR ASSUNÇÃO, VICENTINHO, WALDENOR PEREIRA, ZÉ CARLOS, ZÉ NETO",1.3743087799691573
160518,WELITON PRADO,PROS,MG,"ALIEL MACHADO, DANILO CABRAL, JOÃO H. CAMPOS, ALESSANDRO MOLON, ROSANA VALLE, LIZIANE BAYER, BIRA DO PINDARÉ, DENIS BEZERRA, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, TABATA AMARAL, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",5.8788507191732995
178931,LUCIANO DUCCI,PSB,PR,"ALESSANDRO MOLON, ALIEL MACHADO, ROSANA VALLE, DANILO CABRAL, LIZIANE BAYER, BIRA DO PINDARÉ, JOÃO H. CAMPOS, DENIS BEZERRA, CAMILO CAPIBERIBE, TED CONTI, HEITOR SCHUCH, TADEU ALENCAR, GERVÁSIO MAIA, FELIPE CARRERAS, LÍDICE DA MATA, MARCELO NILO, MAURO NAZIF, RODRIGO AGOSTINHO, ELIAS VAZ, JÚLIO DELGADO, HENRIQUE FONTANA, FLÁVIA MORAIS, ERIKA KOKAY, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, PAULÃO, PROFESSOR ISRAEL BATISTA, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, TABATA AMARAL, MARCON, MARIA DO ROSÁRIO",0.1889956467095317
204381,LUIS MIRANDA,DEM,DF,"ALIEL MACHADO, SÂMIA BOMFIM, MARGARIDA SALOMÃO, FLÁVIA MORAIS, ANDRÉ FIGUEIREDO, MARCELO FREIXO, NELSON PELLEGRINO, PERPÉTUA ALMEIDA, PAULO TEIXEIRA, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",1.2292836196062003
74366,JOÃO CAMPOS,PRB,GO,"ALESSANDRO MOLON, ALIEL MACHADO, RODRIGO AGOSTINHO, BIRA DO PINDARÉ, DANILO CABRAL, DENIS BEZERRA, HEITOR SCHUCH, JESUS SÉRGIO, LIZIANE BAYER, PAULO RAMOS",0.36374269005847953
107283,GLEISI HOFFMANN,PT,PR,"BOHN GASS, CARLOS ZARATTINI, JOSÉ GUIMARÃES, MARCON, AFONSO FLORENCE, AIRTON FALEIRO, ALENCAR SANTANA BRAGA, ALEXANDRE PADILHA, ARLINDO CHINAGLIA, BETO FARO, CARLOS VERAS, CÉLIO MOURA, ENIO VERRI, ERIKA KOKAY, FREI ANASTACIO RIBEIRO, HELDER SALOMÃO, HENRIQUE FONTANA, JOÃO DANIEL, JORGE SOLLA, JOSÉ RICARDO, JOSEILDO RAMOS, LEONARDO MONTEIRO, LUIZIANNE LINS, MARGARIDA SALOMÃO, MARIA DO ROSÁRIO, MARÍLIA ARRAES, NATÁLIA BONAVIDES, NELSON PELLEGRINO, NILTO TATTO, PADRE JOÃO, PATRUS ANANIAS, PAULÃO, PAULO GUEDES, PAULO TEIXEIRA, PEDRO UCZAI, REGINALDO LOPES, REJANE DIAS, RUBENS OTONI, RUI FALCÃO, VALMIR ASSUNÇÃO, VICENTINHO, WALDENOR PEREIRA, ZÉ CARLOS, ZÉ NETO",3.108832589492967
74400,PAULO PIMENTA,PT,RS,"ALESSANDRO MOLON, IVAN VALENTE, ANDRÉ FIGUEIREDO, TADEU ALENCAR, ORLANDO SILVA, JOENIA WAPICHANA, CARLOS ZARATTINI, JOSÉ GUIMARÃES, MARCON, JANDIRA FEGHALI, DANIEL ALMEIDA, REJANE DIAS, ERIKA KOKAY, AFONSO FLORENCE, AIRTON FALEIRO, ALENCAR SANTANA BRAGA, ALEXANDRE PADILHA, ARLINDO CHINAGLIA, BETO FARO, BOHN GASS, CARLOS VERAS, CÉLIO MOURA, ENIO VERRI, FREI ANASTACIO RIBEIRO, HELDER SALOMÃO, HENRIQUE FONTANA, JOÃO DANIEL, JORGE SOLLA, JOSÉ RICARDO, JOSEILDO RAMOS, LEONARDO MONTEIRO, LUIZIANNE LINS, MARGARIDA SALOMÃO, MARIA DO ROSÁRIO, MARÍLIA ARRAES, NATÁLIA BONAVIDES, NELSON PELLEGRINO, NILTO TATTO, PADRE JOÃO, PATRUS ANANIAS, PAULÃO, PAULO GUEDES, PAULO TEIXEIRA, PEDRO UCZAI, REGINALDO LOPES, RUBENS OTONI, RUI FALCÃO, VALMIR ASSUNÇÃO, VICENTINHO, WALDENOR PEREIRA, ZÉ CARLOS, ZÉ NETO, ALIEL MACHADO, DANILO CABRAL, JÚLIO DELGADO, DENIS BEZERRA, JOÃO H. CAMPOS, ELIAS VAZ, GERVÁSIO MAIA, MARCELO NILO, FLÁVIA MORAIS, FELIPE CARRERAS, HEITOR SCHUCH, BIRA DO PINDARÉ, LÍDICE DA MATA, MARCELO FREIXO, TALÍRIA PETRONE",3.8017987503162702
160531,JHONATAN DE JESUS,PRB,RR,"ALESSANDRO MOLON, IVAN VALENTE, ANDRÉ FIGUEIREDO, TADEU ALENCAR, ORLANDO SILVA, JOENIA WAPICHANA",0.125
160632,ZÉ SILVA,SOLIDARIEDADE,MG,"JÚLIO DELGADO, ÁUREA CAROLINA, HEITOR SCHUCH, BETO FARO, FREI ANASTACIO RIBEIRO, JOÃO DANIEL, MARCON, VALMIR ASSUNÇÃO, ZÉ CARLOS, CARLOS VERAS, CÉLIO MOURA, JESUS SÉRGIO, RODRIGO AGOSTINHO, SILVIA CRISTINA, PADRE JOÃO, LEONARDO MONTEIRO, LEANDRE, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, MARIA DO ROSÁRIO",3.2127182405408212
204450,DR. LUIZ ANTONIO TEIXEIRA JR.,PP,RJ,"ALESSANDRO MOLON, JHC, JOÃO H. CAMPOS, HEITOR SCHUCH, TED CONTI, FELIPE CARRERAS, TABATA AMARAL, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, ALIEL MACHADO, MARCON, MARIA DO ROSÁRIO",0.13556067588325652
204532,VINICIUS POIT,NOVO,SP,"ALESSANDRO MOLON, JHC, JOÃO H. CAMPOS, HEITOR SCHUCH, TED CONTI, FELIPE CARRERAS, TABATA AMARAL, SÂMIA BOMFIM, MARGARIDA SALOMÃO, BETO FARO, FREI ANASTACIO RIBEIRO, JOÃO DANIEL, MARCON, VALMIR ASSUNÇÃO, ZÉ CARLOS, CARLOS VERAS, CÉLIO MOURA, JESUS SÉRGIO, RODRIGO AGOSTINHO, SILVIA CRISTINA, PROFESSOR ISRAEL BATISTA",0.6569444444444444
204519,TIAGO MITRAUD,NOVO,MG,"ALESSANDRO MOLON, JHC, JOÃO H. CAMPOS, HEITOR SCHUCH, TED CONTI, FELIPE CARRERAS, TABATA AMARAL, PROFESSOR ISRAEL BATISTA, ORLANDO SILVA",0.4087301587301587
141553,VANDERLEI MACRIS,PSDB,SP,"CAMILO CAPIBERIBE, PERPÉTUA ALMEIDA, JHC, TABATA AMARAL, FELIPE CARRERAS, JOÃO H. CAMPOS, PROFESSOR ISRAEL BATISTA, ORLANDO SILVA, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.8022273425499232
141450,HUGO LEAL,PSD,RJ,"CAMILO CAPIBERIBE, ROSANA VALLE, PAULO GUEDES, LEÔNIDAS CRISTINO, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO, FELIPE CARRERAS, PAULO RAMOS, PEDRO UCZAI, SUBTENENTE GONZAGA, JORGE SOLLA",1.1902615305841113
74052,BOSCO COSTA,PL,SE,"CAMILO CAPIBERIBE, ROSANA VALLE, PAULO GUEDES, LEÔNIDAS CRISTINO, HEITOR SCHUCH, BETO FARO, FREI ANASTACIO RIBEIRO, JOÃO DANIEL, MARCON, VALMIR ASSUNÇÃO, ZÉ CARLOS, CARLOS VERAS, CÉLIO MOURA, JESUS SÉRGIO, RODRIGO AGOSTINHO, SILVIA CRISTINA",0.33942307692307694
160592,ZECA DIRCEU,PT,PR,"MARGARIDA SALOMÃO, NATÁLIA BONAVIDES, REGINALDO LOPES, WALDENOR PEREIRA, HELDER SALOMÃO, PEDRO UCZAI, MARÍLIA ARRAES, MARIA DO ROSÁRIO, REJANE DIAS, ALENCAR SANTANA BRAGA, CARLOS ZARATTINI, ARLINDO CHINAGLIA, HENRIQUE FONTANA, PAULÃO, ALEXANDRE PADILHA, ZÉ CARLOS, PATRUS ANANIAS, AFONSO FLORENCE, AIRTON FALEIRO, BETO FARO, BOHN GASS, CARLOS VERAS, CÉLIO MOURA, ENIO VERRI, ERIKA KOKAY, FREI ANASTACIO RIBEIRO, JOÃO DANIEL, JORGE SOLLA, JOSÉ GUIMARÃES, JOSÉ RICARDO, JOSEILDO RAMOS, LEONARDO MONTEIRO, LUIZIANNE LINS, MARCON, NELSON PELLEGRINO, NILTO TATTO, PADRE JOÃO, PAULO GUEDES, PAULO TEIXEIRA, RUBENS OTONI, RUI FALCÃO, VALMIR ASSUNÇÃO, VICENTINHO, ZÉ NETO, PERPÉTUA ALMEIDA, DAVID MIRANDA, GLAUBER BRAGA, PAULO RAMOS, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH",1.674361313201414
178956,MARIANA CARVALHO,PSDB,RO,"PROFESSOR ISRAEL BATISTA, JHC, ALIEL MACHADO, BIRA DO PINDARÉ, ALICE PORTUGAL, WALDENOR PEREIRA, DANILO CABRAL, TABATA AMARAL, FELIPE CARRERAS, JOÃO H. CAMPOS, ORLANDO SILVA, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.7159700326084028
160639,PROFESSORA DORINHA SEABRA REZENDE,DEM,TO,"WALDENOR PEREIRA, ALIEL MACHADO, ALICE PORTUGAL, PEDRO UCZAI, NATÁLIA BONAVIDES, PROFESSOR ISRAEL BATISTA, BIRA DO PINDARÉ, DANILO CABRAL, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.182239873878244
204388,BIBO NUNES,PSL,RS,"SÂMIA BOMFIM, MARGARIDA SALOMÃO, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.2046082949308756
204455,LUIZ LIMA,PSL,RJ,"CHICO D'ANGELO, JANDIRA FEGHALI, ÁUREA CAROLINA, AIRTON FALEIRO, WALDENOR PEREIRA, FLÁVIA MORAIS, ANDRÉ FIGUEIREDO, MARCELO FREIXO, TALÍRIA PETRONE, GLAUBER BRAGA, ALESSANDRO MOLON, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.8982951636177443
204409,DANIEL TRZECIAK,PSDB,RS,"CHICO D'ANGELO, AIRTON FALEIRO, JANDIRA FEGHALI, WALDENOR PEREIRA, ÁUREA CAROLINA, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.11571940604198667
178989,RENATA ABREU,PODEMOS,SP,"ALIEL MACHADO, PROFESSOR ISRAEL BATISTA, BIRA DO PINDARÉ, ALICE PORTUGAL, WALDENOR PEREIRA, DANILO CABRAL, JESUS SÉRGIO, LIZIANE BAYER",0.10526315789473684
141523,RAUL HENRY,MDB,PE,"ALIEL MACHADO, PROFESSOR ISRAEL BATISTA, BIRA DO PINDARÉ, ALICE PORTUGAL, WALDENOR PEREIRA, DANILO CABRAL, TABATA AMARAL, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.20009701673538685
74352,NILSON PINTO,PSDB,PA,"ALIEL MACHADO, PROFESSOR ISRAEL BATISTA, BIRA DO PINDARÉ, ALICE PORTUGAL, WALDENOR PEREIRA, DANILO CABRAL",0.05263157894736842
69871,BACELAR,PODEMOS,BA,"ALIEL MACHADO, PROFESSOR ISRAEL BATISTA, BIRA DO PINDARÉ, ALICE PORTUGAL, WALDENOR PEREIRA, DANILO CABRAL",0.05263157894736842
204549,AJ ALBUQUERQUE,PP,CE,"ALIEL MACHADO, PROFESSOR ISRAEL BATISTA, BIRA DO PINDARÉ, ALICE PORTUGAL, WALDENOR PEREIRA, DANILO CABRAL, HEITOR SCHUCH, BETO FARO, FREI ANASTACIO RIBEIRO, JOÃO DANIEL, MARCON, VALMIR ASSUNÇÃO, ZÉ CARLOS, CARLOS VERAS, CÉLIO MOURA, JESUS SÉRGIO, RODRIGO AGOSTINHO, SILVIA CRISTINA, LEANDRE, CAMILO CAPIBERIBE, JHC, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, MARIA DO ROSÁRIO",0.069739873878244
92346,EDUARDO BOLSONARO,PSL,SP,"CARLOS ZARATTINI, DAVID MIRANDA, PERPÉTUA ALMEIDA, GLAUBER BRAGA, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO, RODRIGO AGOSTINHO",2.298086555800441
74537,CLAUDIO CAJADO,PP,BA,"GLAUBER BRAGA, PERPÉTUA ALMEIDA, PAULÃO, CARLOS ZARATTINI",0.6666666666666666
204526,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,PSL,SP,"PERPÉTUA ALMEIDA, PAULÃO, CAMILO CAPIBERIBE, PAULO RAMOS, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO, DAVID MIRANDA",0.6807987711213518
204359,LÉO MORAES,PODEMOS,RO,"PERPÉTUA ALMEIDA, PAULÃO, CAMILO CAPIBERIBE, ARLINDO CHINAGLIA, ORLANDO SILVA, CÉLIO STUDART, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO, RODRIGO AGOSTINHO",0.8338008415147264
204473,GENERAL GIRÃO,PSL,RN,"PERPÉTUA ALMEIDA, PAULÃO, CAMILO CAPIBERIBE, MARCELO FREIXO, JORGE SOLLA, PAULO RAMOS, SUBTENENTE GONZAGA",0.9166666666666666
204418,LUIZÃO GOULART,PRB,PR,"TADEU ALENCAR, PAULO TEIXEIRA, REGINALDO LOPES, JOSÉ GUIMARÃES, TALÍRIA PETRONE, ALENCAR SANTANA BRAGA, SUBTENENTE GONZAGA, LUIZ FLÁVIO GOMES",0.08333333333333333
