id_req,id,peso_arestas
578149,73584,1
578154,171623,1
578287,149327,1
578374,160588,1
578426,160614,1
578465,160666,1
578480,160575,1
578496,160653,1
578637,74655,0.5
578637,141515,0.5
578655,73568,1
578710,141401,1
578713,73531,1
578822,74374,1
578824,74374,1
578833,74016,1
578855,74262,0.3333333333333333
578855,74363,0.3333333333333333
578855,160635,0.3333333333333333
578896,160589,1
578903,160512,1
578904,160512,1
578982,152605,1
579087,141419,0.5
579087,160613,0.5
579133,159238,1
579134,159238,1
579172,160575,1
579173,160575,1
579185,160665,1
579238,171618,1
579254,141401,1
579277,74474,1
579343,160563,1
579344,160643,1
579552,160575,1
579685,89282,1
579695,160511,1
579701,160519,1
579873,160655,1
579893,97822,1
579898,149327,1
579916,73793,1
579931,74784,1
580166,141405,1
580437,160667,1
580504,141401,1
580539,141515,0.5
580539,160758,0.5
580663,160552,1
580925,73676,1
580926,73676,1
580929,160565,1
581206,74399,1
581241,160673,1
581251,164361,1
581252,74383,1
581324,160551,1
581342,160575,1
581397,141401,1
581472,160643,1
581485,141375,1
581516,74399,1
581535,160651,1
581546,149327,1
581636,74262,0.5
581636,166401,0.5
581646,74585,1
581743,160542,1
581897,160600,1
581994,74374,1
581995,74374,1
582096,160565,1
582155,109152,1
582164,149327,1
582314,160621,1
582415,73466,1
582419,162174,1
582542,74039,1
582554,160651,1
582565,160563,1
582680,74376,1
582843,74784,1
583126,141497,1
583324,74062,1
583326,74062,1
583332,74273,1
583336,74273,1
583404,169712,1
583405,169712,1
583589,160974,1
583998,74210,1
584261,161907,1
584266,67138,1
584277,141497,1
584292,74262,1
584454,171622,1
584471,160643,1
584475,160643,0.5
584475,178874,0.5
584476,160643,0.5
584476,178874,0.5
584479,160643,1
584569,74376,1
584599,160621,1
584731,74655,1
584743,149327,1
584753,160551,1
584754,160664,1
584833,173269,1
584836,151208,1
584843,141390,1
584894,160655,1
584931,74041,1
584934,152605,1
584956,160643,1
584976,141447,1
585000,167614,1
585054,160570,1
585091,73466,1
585106,141552,1
585114,160666,1
585124,160651,1
585125,160651,1
585131,160563,1
585245,74056,1
585277,160542,1
585328,74039,1
585355,149327,1
585356,149327,1
585534,150418,1
585546,74010,1
585561,160643,0.5
585561,178874,0.5
585562,160643,0.5
585562,178874,0.5
585571,73466,1
585580,4931,1
585649,133439,1
585702,160575,1
585769,73655,1
585898,160651,1
585935,160613,1
585939,160667,1
585941,160667,1
585943,160667,1
585977,141401,1
585984,74262,0.3333333333333333
585984,74435,0.3333333333333333
585984,160635,0.3333333333333333
586028,141428,1
586029,141428,1
586070,166401,1
586071,166401,1
586077,74356,1
586088,73535,1
586109,160611,1
586125,160598,1
586196,160606,1
586197,160606,1
586231,74262,0.5
586231,160567,0.5
586269,160643,1
586386,160667,1
586389,73481,0.2
586389,74037,0.2
586389,74057,0.2
586389,74133,0.2
586389,162174,0.2
586415,160556,1
586469,74016,1
586477,73507,1
586481,141450,1
586486,149327,1
586494,73584,1
586523,73507,1
586569,160572,0.5
586569,160665,0.5
586584,74428,1
586899,160603,1
586950,160638,1
587021,160536,1
587127,74047,0.25
587127,74366,0.25
587127,74793,0.25
587127,160622,0.25
587144,141384,1
587200,167617,1
587214,136811,1
587254,74399,1
587255,74399,1
587257,74399,1
587272,74399,1
587304,160602,1
587340,160619,1
587520,160607,1
587551,160563,1
587556,73559,0.5
587556,160582,0.5
587595,74039,1
587603,160570,1
588153,73893,1
588159,160518,0.5
588159,160612,0.5
588162,141401,1
588296,160659,1
588374,160667,1
588389,160572,1
588394,160603,1
588531,151208,1
588672,74273,1
588679,73676,1
588683,74399,1
588684,74399,1
588729,141557,1
588760,149327,1
588789,74039,1
588794,74039,1
588807,74356,1
588904,160559,1
588942,173802,1
588946,160556,1
589029,167722,1
589177,160601,1
589211,160651,1
589308,73568,1
589314,141421,1
589370,160545,1
589371,160663,1
589451,74262,1
589459,4931,1
589488,73478,0.25
589488,133439,0.25
589488,141470,0.25
589488,141492,0.25
589500,73535,1
589548,74141,1
589565,74399,1
589599,160598,1
589608,160673,1
589624,74284,1
589651,149327,1
589672,74056,1
589690,160653,1
589705,118384,1
589708,160607,1
589776,160533,1
589783,73466,1
589892,123756,1
589905,171623,1
589994,160563,1
590034,122195,1
590035,73655,1
590094,167722,1
590145,160659,0.5
590145,178829,0.5
590215,141408,1
590220,74419,1
590226,141401,1
590262,160651,1
590293,160636,1
590462,141447,1
590528,141391,1
590683,73934,1
590696,74057,1
590753,73676,1
590788,160511,1
590803,74399,1
590808,160515,1
590816,160577,1
590828,160578,1
590851,74847,1
590868,160570,1
590890,147975,1
590898,74419,1
591033,160635,1
591175,74173,1
591185,160556,1
591230,160655,1
591288,160610,1
591369,160659,0.5
591369,178829,0.5
591375,73466,0.007874015748031496
591375,73478,0.007874015748031496
591375,73482,0.007874015748031496
591375,73531,0.007874015748031496
591375,73586,0.007874015748031496
591375,73655,0.007874015748031496
591375,73682,0.007874015748031496
591375,73701,0.007874015748031496
591375,73926,0.007874015748031496
591375,73930,0.007874015748031496
591375,73943,0.007874015748031496
591375,74010,0.007874015748031496
591375,74016,0.007874015748031496
591375,74017,0.007874015748031496
591375,74037,0.007874015748031496
591375,74039,0.007874015748031496
591375,74041,0.007874015748031496
591375,74047,0.007874015748031496
591375,74057,0.007874015748031496
591375,74075,0.007874015748031496
591375,74103,0.007874015748031496
591375,74106,0.007874015748031496
591375,74133,0.007874015748031496
591375,74152,0.007874015748031496
591375,74159,0.007874015748031496
591375,74161,0.007874015748031496
591375,74162,0.007874015748031496
591375,74163,0.007874015748031496
591375,74171,0.007874015748031496
591375,74197,0.007874015748031496
591375,74345,0.007874015748031496
591375,74373,0.007874015748031496
591375,74376,0.007874015748031496
591375,74378,0.007874015748031496
591375,74399,0.007874015748031496
591375,74417,0.007874015748031496
591375,74419,0.007874015748031496
591375,74460,0.007874015748031496
591375,74556,0.007874015748031496
591375,74655,0.007874015748031496
591375,74686,0.007874015748031496
591375,74749,0.007874015748031496
591375,74751,0.007874015748031496
591375,74762,0.007874015748031496
591375,74784,0.007874015748031496
591375,74793,0.007874015748031496
591375,74813,0.007874015748031496
591375,74843,0.007874015748031496
591375,74848,0.007874015748031496
591375,133439,0.007874015748031496
591375,136811,0.007874015748031496
591375,141335,0.007874015748031496
591375,141391,0.007874015748031496
591375,141400,0.007874015748031496
591375,141405,0.007874015748031496
591375,141408,0.007874015748031496
591375,141413,0.007874015748031496
591375,141429,0.007874015748031496
591375,141440,0.007874015748031496
591375,141455,0.007874015748031496
591375,141488,0.007874015748031496
591375,141492,0.007874015748031496
591375,141497,0.007874015748031496
591375,141498,0.007874015748031496
591375,141503,0.007874015748031496
591375,141514,0.007874015748031496
591375,141515,0.007874015748031496
591375,141523,0.007874015748031496
591375,141539,0.007874015748031496
591375,141543,0.007874015748031496
591375,141548,0.007874015748031496
591375,141553,0.007874015748031496
591375,141558,0.007874015748031496
591375,141562,0.007874015748031496
591375,146613,0.007874015748031496
591375,146949,0.007874015748031496
591375,149327,0.007874015748031496
591375,152605,0.007874015748031496
591375,160511,0.007874015748031496
591375,160515,0.007874015748031496
591375,160517,0.007874015748031496
591375,160538,0.007874015748031496
591375,160553,0.007874015748031496
591375,160556,0.007874015748031496
591375,160557,0.007874015748031496
591375,160559,0.007874015748031496
591375,160563,0.007874015748031496
591375,160569,0.007874015748031496
591375,160574,0.007874015748031496
591375,160575,0.007874015748031496
591375,160581,0.007874015748031496
591375,160587,0.007874015748031496
591375,160593,0.007874015748031496
591375,160594,0.007874015748031496
591375,160597,0.007874015748031496
591375,160598,0.007874015748031496
591375,160602,0.007874015748031496
591375,160603,0.007874015748031496
591375,160604,0.007874015748031496
591375,160610,0.007874015748031496
591375,160613,0.007874015748031496
591375,160615,0.007874015748031496
591375,160621,0.007874015748031496
591375,160627,0.007874015748031496
591375,160628,0.007874015748031496
591375,160643,0.007874015748031496
591375,160650,0.007874015748031496
591375,160653,0.007874015748031496
591375,160657,0.007874015748031496
591375,160663,0.007874015748031496
591375,160670,0.007874015748031496
591375,160672,0.007874015748031496
591375,160673,0.007874015748031496
591375,160679,0.007874015748031496
591375,161907,0.007874015748031496
591375,162174,0.007874015748031496
591375,164360,0.007874015748031496
591375,167493,0.007874015748031496
591375,167614,0.007874015748031496
591375,167722,0.007874015748031496
591375,168175,0.007874015748031496
591375,170673,0.007874015748031496
591375,171619,0.007874015748031496
591375,171621,0.007874015748031496
591375,172711,0.007874015748031496
591375,173269,0.007874015748031496
591375,173802,0.007874015748031496
591401,141440,1
591465,160575,1
591633,141401,1
591684,160621,1
591685,160621,1
591714,74399,1
591715,160614,1
591717,136811,1
591726,160543,1
591793,141523,1
591794,141523,1
591800,160604,1
591845,160509,1
591870,141516,1
591911,74262,1
592043,74419,1
592145,160673,1
592146,160673,1
592173,141401,1
592329,141421,1
592338,141401,1
592370,141378,1
592414,160536,1
592441,141527,1
592565,160512,1
592573,73466,1
592579,73531,0.3333333333333333
592579,74171,0.3333333333333333
592579,160672,0.3333333333333333
592582,160577,1
592584,141454,1
592761,167614,1
592836,171623,1
593009,160598,1
593036,160602,1
593044,160644,1
593065,73584,1
593192,160673,1
593375,146949,1
593592,68731,1
593620,160603,1
593624,73531,1
593637,109152,1
593655,74693,1
593698,149327,1
593718,141450,1
593859,129618,1
593959,160588,1
593978,160543,1
593985,74428,1
594061,141385,1
594080,160544,1
594188,129037,1
594228,141401,1
594244,152605,1
594250,141498,1
594307,160598,1
594309,160615,1
594327,141467,1
594342,160559,1
594490,160604,1
594496,160643,1
595132,149327,1
595135,149327,1
595154,141515,1
595169,141440,1
595262,160599,1
595263,160599,1
595264,160599,1
595265,160599,1
595266,160599,1
595271,160599,1
595354,162174,1
595455,160673,1
595526,141401,1
595721,171618,1
595805,141423,1
595889,74474,1
595988,160574,1
595990,74399,1
595991,74399,1
595993,74399,1
595996,160666,1
595997,160517,1
596009,74374,1
596091,141515,0.5
596091,178992,0.5
596099,160604,1
596104,160621,1
596105,160621,1
596155,74010,1
596533,141395,1
596534,164360,1
596539,160632,1
596554,141400,1
597003,141401,1
597019,74399,1
597039,141428,1
597232,141438,1
597276,160656,1
597281,159237,1
597349,160559,1
597558,74419,1
597623,160559,1
597694,160666,1
597775,141408,1
597779,141560,1
597828,74016,1
597856,141470,1
597861,160531,1
597864,141470,1
597865,141470,1
597866,160578,1
597943,74262,1
598138,141553,1
598139,141423,1
598454,160758,1
598619,160593,1
598700,73778,1
598808,151208,1
598826,160576,1
598857,160652,1
598858,160512,1
598874,141390,1
598929,74262,0.5
598929,74655,0.5
598934,160531,1
598946,160514,1
598955,141537,1
598956,73943,0.2
598956,76287,0.2
598956,141527,0.2
598956,160638,0.2
598956,161907,0.2
598960,160643,0.5
598960,178874,0.5
598961,160550,1
599059,149327,1
599077,141552,1
599078,141552,1
599080,141552,1
599105,151208,1
599133,167614,1
599398,74693,1
599431,133439,1
599448,141398,1
599519,160611,1
599605,67138,1
599619,73778,1
599675,160643,1
599739,133439,1
599786,73934,1
599933,73531,1
599934,73531,1
599997,160610,1
600018,74693,1
600020,141450,1
600031,160563,1
600038,74417,1
600132,73808,1
600147,160597,1
600236,160544,1
600324,160563,1
600365,160603,1
600394,141421,1
600422,167722,1
600437,74363,1
600600,73434,1
600622,141421,1
600672,74216,1
600705,141413,1
600889,160644,1
601008,152605,1
601036,74039,1
601182,97822,1
601288,73466,1
601325,141529,1
601326,73943,0.1111111111111111
601326,74793,0.1111111111111111
601326,76287,0.1111111111111111
601326,141527,0.1111111111111111
601326,146949,0.1111111111111111
601326,160587,0.1111111111111111
601326,160638,0.1111111111111111
601326,160646,0.1111111111111111
601326,161907,0.1111111111111111
601415,166402,1
601525,74813,1
601547,141463,1
601609,149327,1
601625,68731,1
601645,74283,0.3333333333333333
601645,141455,0.3333333333333333
