id_req,id,peso_arestas
2141320,178829,1
2141349,160677,1
2141380,178846,1
2141386,141555,1
2141446,178876,1
2141474,74856,1
2141480,178956,1
2141497,178987,1
2141516,74270,1
2141539,178933,1
2141569,74299,1
2141578,178947,1
2141587,141401,1
2141617,129618,1
2141628,66828,1
2141639,73584,1
2141651,141488,1
2141677,178839,1
2141713,146949,1
2141738,178993,1
2141739,178993,1
2141752,141401,1
2141772,178913,1
2141774,178913,1
2141784,133373,1
2141789,178858,1
2141808,178931,1
2141813,141536,1
2141840,178879,1
2141866,141417,1
2141883,160677,1
2141887,160677,1
2141888,160677,1
2141889,160677,1
2141919,178942,1
2141930,178980,1
2141961,178977,1
2141970,178869,1
2141983,148134,1
2142112,132504,1
2142126,177282,1
2142128,148134,1
2142193,74366,1
2142194,74366,1
2142414,160653,1
2142442,73466,1
2142453,178977,1
2142488,178928,1
2142491,66179,1
2142498,150418,1
2142518,73466,1
2142522,178881,1
2142553,73434,1
2142616,178984,1
2142621,178871,1
2142627,148134,1
2142634,178887,1
2142640,178981,1
2142646,160653,1
2142655,178989,1
2142656,178989,1
2142659,178928,1
2142715,178872,1
2142763,74262,1
2142765,74262,1
2142806,92699,1
2142813,160604,1
2142841,160511,1
2142862,160559,1
2142893,160672,1
2142894,160672,1
2142900,160758,1
2142970,74172,1
2143025,178912,1
2143026,178912,1
2143052,178869,1
2143064,148134,1
2143178,114941,1
2143180,141515,0.5
2143180,178981,0.5
2143210,178842,1
2143354,74374,1
2143355,74374,1
2143431,141488,1
2143433,178967,1
2143440,178882,1
2143441,178882,1
2143523,178980,1
2143524,178980,1
2143531,73560,1
2143604,178943,1
2143607,178869,1
2143608,141513,1
2143615,141401,1
2143624,74040,1
2143671,141536,1
2143677,178836,1
2143691,178980,1
2143695,193982,1
2143729,178826,1
2143730,160588,1
2143731,160588,1
2143735,160588,1
2143792,160566,1
2143804,178888,1
2143883,160601,1
2143886,160601,1
2143909,178942,1
2143919,178882,1
2143981,178882,1
2144030,160637,1
2144039,160655,1
2144040,160655,1
2144058,152610,1
2144145,74366,1
2144194,178964,1
2144417,178978,1
2144431,178887,1
2144491,195143,1
2144609,178826,1
2144681,178829,1
2144682,178929,1
2144687,160642,1
2144688,160642,1
2144711,178842,1
2144716,74651,1
2144760,141439,1
2144805,74585,1
2144821,178826,1
2144824,178826,1
2144825,178826,1
2144841,167493,1
2144858,66179,1
2144861,66179,1
2144940,178910,1
2144941,178910,1
2144972,74041,1
2144985,73584,1
2144993,178830,1
2145025,178937,1
2145113,178986,1
2145121,178887,1
2145124,171623,1
2145141,160512,1
2145229,160639,1
2145232,178949,1
2145237,178986,1
2145254,74160,1
2145255,73579,1
2145257,160642,1
2145273,160598,1
2145274,160598,1
2145293,178913,1
2145332,187008,1
2145338,178986,1
2145339,195866,1
2145340,195866,1
2145341,178873,1
2145342,141470,1
2145346,178965,1
2145400,73584,1
2145431,178884,1
2145960,133373,1
2145990,141536,1
2145998,160651,1
2146010,178956,1
2146011,178956,1
2146012,178956,1
2146072,74400,1
2146087,178829,1
2146090,178861,1
2146092,160531,1
2146129,141401,1
2146163,178872,1
2146181,178876,1
2146183,73486,1
2146216,69871,1
2146217,152605,1
2146224,66179,0.5
2146224,178892,0.5
2146225,178839,1
2146226,178869,1
2146228,141470,1
2146229,160532,1
2146233,148134,1
2146234,148134,1
2146252,74399,1
2146253,74388,1
2146263,178910,1
2146275,178873,1
2146293,178954,1
2146294,178954,1
2146298,160596,1
2146301,160596,1
2146303,160596,1
