CNPJ,EMPRESA,ENDEREÇO,NÚMERO,BAIRRO,CEP,MUNICÍPIO,UF,CNAE PRIMÁRIA,NATUREZA JURÍDICA
61372058000150,A CARNEVALLI CIA LTDA,AVENIDA GUINLE,160,CIDADE INDUSTRIAL,07221070,GUARULHOS,SP,2869 - Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61375879000302,A CHIMICAL S A,ESTRADA MUNICIPAL DO TANAKA,S/N,VILA MORAES,08725630,MOGI DAS CRUZES,SP,2029 - Fabricação de produtos químicos orgânicos não especificados anteriormente,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
49289010000188,A COLAMARINO COMERCIO E INDUSTRIA LTDA,AVENIDA CHIYO YAMAMOTO,148,VILA SADOKIN,07176040,GUARULHOS,SP,2452 - Fundição de metais nãoferrosos e suas ligas,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
37646718000160,A D INDUSTRIA E COMERCIO DE CONFECCOES LTDA,AVENIDA BERNARDO SAYAO,1923,CENTRO OESTE,74550020,GOIANIA,GO,"1412 - Confecção de peças do vestuário, exceto roupas íntimas",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
02017264000183,A D M EXPORTADORA E IMPORTADORA S/A,RUA ABIAIL DO AMARAL CARNEIRO,41,ENSEADA DO SUA,29050535,VITORIA,ES,"4623 - Comércio atacadista de animais vivos, alimentos para animais e matériasprimas agrícolas, exceto café e soja",205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
84643881000159,A. DE OLIVEIRA MARTINS EIRELI,AVENIDA JARU,1708,SETOR DE AREAS ESPEC,76870262,ARIQUEMES,RO,1610 - Desdobramento de madeira,230 - EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (NATUREZA EMPRESARIA)
25422288000113,A ELETROTECNICA INDUSTRIA DE MATERIAL ELETRICO LTDA,AVENIDA FRANCISCO PODBOY,333,DISTRITO INDUSTRIAL,38056640,UBERABA,MG,2790 - Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
88535299000120,A F DUPONT E CIA LTDA - EPP,RUA SAO FRANCISCO,81,CENTRO,99855000,SAO JOAO DA URTIGA,RS,1610 - Desdobramento de madeira,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
08564981000101,A FERREIRA INDUSTRIA COMERCIO E EXPORTACAO LTDA,RUA FRANCISCO BEZERRA DE MACEDO,02,ABOLICAO,59612450,MOSSORO,RN,1031 - Fabricação de conservas de frutas,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61259024000154,A. FERRO COMERCIO DE CONFECCOES LTDA. - ME,AVENIDA PAULO FACCINI,1579,PQ. RENATO MAIA,07115000,GUARULHOS,SP,4642 - Comércio atacadista de artigos do vestuário e acessórios,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
45769809000110,A FRIEDBERG DO BRASIL INDUSTRIA E COMERCIO LIMITADA,RUA AUGUST FRIEDBERG,111,CHACARAS SAO PEDRO,13190000,MONTE MOR,SP,2599 - Fabricação de produtos de metal não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
71901961000115,A G V AUTOMACAO E LOGISTICA INDUSTRIAL LTDA - ME,RUA ALEXANDRE MARCONDES FILHO,305,VL MARLENE,09726330,SAO BERNARDO DO CAMPO,SP,4751 - Comércio varejista especializado de equipamentos e suprimentos de informática,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
97755177000130,A. GRINGS S.A.,RUA GENERAL ERNESTO DORNELLES,577,CENTRO,95650000,IGREJINHA,RS,1533 - Fabricação de calçados de material sintético,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
76295344000137,A J RORATO & CIA LTDA,RODOVIA 465,SN,CHACARA EDEM,87260000,ARARUNA,PR,3101 - Fabricação de móveis com predominância de madeira,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
01291605000141,A. L. DE SOUZA JESUS DISTRIBUIDORA,AVENIDA CORONEL JOAQUIM MONTENEGRO,454,PONTA DA PRAIA,11035002,SANTOS,SP,"4693 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",213 - FIRMA MERCANTIL INDIVIDUAL
43057934000172,A M P DO BRASIL CONECTORES ELETRICOS E ELETRONICOS LTDA,RUA ADO BENATTI,53,LAPA,05037010,SAO PAULO,SP,4663 - Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
43057934000415,A M P DO BRASIL CONECTORES ELETRICOS E ELETRONICOS LTDA,RUA AMPERE,304,CAMPO DA PENHA,12900005,BRAGANCA PAULISTA,SP,2790 - Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
28154862000198,A MADEIRA INDUSTRIA E COMERCIO LTDA,AVENIDA JOAO PALACIO,501,EURICO SALLES,29160161,SERRA,ES,4211 - Construção de rodovias e ferrovias,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
01085745000163,A MENACHO,RUA FREI MARIANO,1164,CENTRO,79300002,CORUMBA,MS,"4693 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",213 - FIRMA MERCANTIL INDIVIDUAL
17251091000130,A MILLAH & FILHOS LTDA - ME,RUA TUPIS,287,CENTRO,30190060,BELO HORIZONTE,MG,4689 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
01236607000138,A MUNARETTO CALCADOS,RUA CAFE BAIXA,1640,LINHA DO CAFE,95660000,TRES COROAS,RS,1531 - Fabricação de calçados de couro,213 - FIRMA MERCANTIL INDIVIDUAL
06932909000164,A O GASPAR INDUSTRIAS S/A,AVENIDA 05 QDA C MODULO 01,SN,MARACANA,65099110,SAO LUIS,MA,1043 - Fabricação de margarina e outras gorduras vegetais e de óleos nãocomestíveis de animais,204 - SOCIEDADE ANONIMA ABERTA-COM CONTROLE ACIONARIO PRIVADO
55974406000167,A OLIMPICA BALAS CHITA LTDA - ME,AVENIDA SAUDADE,1227,CAMPOS ELISEOS,14080000,RIBEIRAO PRETO,SP,"1093 - Fabricação de produtos derivados do cacau, de chocolates e confeitos",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
17011974000173,A. PELUCIO COMERCIO E EXPORTACAO EIRELI - EM RECUPERACA,AVENIDA BERENICE CATAO,372,SAO CRISTOVAO,37443000,BAEPENDI,MG,0899 - Extração de minerais nãometálicos não especificados anteriormente,230 - EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (NATUREZA EMPRESARIA)
22982474000119,A R GARCIA MADEIRAS INDUSTRIALIZADAS LTDA,RUA PROF NELSON RIBEIRO,125,TELEGRAFO,66050420,BELEM,PA,1610 - Desdobramento de madeira,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
00898892000190,A. R. K. COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS,RUA TIBAGI,294,CENTRO,80060110,CURITIBA,PR,4751 - Comércio varejista especializado de equipamentos e suprimentos de informática,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
01144384000189,A. RAYMOND BRASIL LTDA,AVENIDA COMENDADOR JOAO LUCAS,555,DISTRITO INDUSTRIAL,13280001,VINHEDO,SP,2949 - Fabricação de peças e acessórios para veículos automotores não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
01144384000260,A. RAYMOND BRASIL LTDA,AVENIDA ARQUIMEDES,399,DIST. INDUSTRIAL,13211840,JUNDIAI,SP,2229 - Fabricação de artefatos de material plástico não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
50116185000172,A RELA SA INDUSTRIA E COMERCIO,AVENIDA PREFEITO JOSE DIVINO DA SILVA,300,CENTRO,38160000,NOVA PONTE,MG,8211 - Serviços combinados de escritório e apoio administrativo,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
01753406000108,A S CARDOSO MADEIRAS,RIO PARAUAU,S/N,BREVES,68800000,BREVES,PA,4671 - Comércio atacadista de madeira e produtos derivados,213 - FIRMA MERCANTIL INDIVIDUAL
00142835000186,A S F & JR INDUSTRIA PLASTICA LTDA,RUA COLONIA LEOPOLDINA,502,CIDADE SATELITE,07220040,GUARULHOS,SP,2229 - Fabricação de artefatos de material plástico não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
83341800000101,A T M ARTEFATOS DE MADEIRA LTDA - ME,ESTRADA DA MARACACUERA,S/N,ICOARACI,66815140,BELEM,PA,3101 - Fabricação de móveis com predominância de madeira,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61348173000190,A THIELE IMPORTADORA LTDA,RUA FERNANDO COSTA,374,CENTRO,13280000,VINHEDO,SP,4789 - Comércio varejista de outros produtos novos não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
46214292000166,A. ULDERIGO ROSSI INDUSTRIA DE MAQUINAS GRAFICA EIRELI,RUA URUGUAI,2645,LOT IND CEL QT JUNQ,14075330,RIBEIRAO PRETO,SP,"2865 - Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",230 - EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (NATUREZA EMPRESARIA)
65754491000101,A UNIVERSAL COMERCIAL FONOGRAFICA LTDA,RUA MARECHAL DEODORO,1.503,CENTRO,09710010,SAO BERNARDO DO CAMPO,SP,"4762 - Comércio varejista de discos, CDs, DVDs e fitas",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
65754491000292,A UNIVERSAL COMERCIAL FONOGRAFICA LTDA,AVENIDA IPIRANGA,1.100,CENTRO,01040000,SAO PAULO,SP,4649 - Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
64247984000192,A V PEDRAS PRECIOSAS LTDA - ME,RUA ENGENHEIRO ANTUNES,263,CENTRO,39800019,TEOFILO OTONI,MG,4789 - Comércio varejista de outros produtos novos não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
01852016000195,A. V. S. MADEIRAS LTDA,RUA C,S/N,DISTR. INDUSTRIAL IV,84220000,SENGES,PR,1610 - Desdobramento de madeira,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
00202450000167,A W D COMERCIAL E EXPORTADORA LTDA - ME,RUA PADRE FERRAZ,194,SANTA CRUZ,13974366,ITAPIRA,SP,9521 - Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
66693409000149,AALBORG INDUSTRIES LTDA - ME,RUA SOROCABA,328,VILA GATTI,13300340,ITU,SP,"2522 - Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
76495167000132,AARGAU ELETROMETALURGICA LTDA,RUA SALGADO FILHO,2760,VILA PERNETA,83320340,PINHAIS,PR,2740 - Fabricação de lâmpadas e outros equipamentos de iluminação,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
60372026000192,"AARMAC ARPIFRIO INDUSTRIA, COMERCIO E SERVICOS DE MAQUI",RUA HORTENCIAS,1301,VILA HELENA,09175500,SANTO ANDRE,SP,2823 - Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
71948699000164,AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,RUA CARDEAL ARCOVERDE,1641,PINHEIROS,05407002,SAO PAULO,SP,1099 - Fabricação de produtos alimentícios não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
60934551000154,AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,AVENIDA ITAVUVU,4691,JARDIM SANTA CECILIA,18078005,SOROCABA,SP,1099 - Fabricação de produtos alimentícios não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
81175416000142,AB COMERCIO DE INSUMOS LTDA,RUA TRES DE MAIO,2125,PARQUE DOS ESTADOS,85875000,SANTA TEREZINHA DE ITAIPU,PR,"4683 - Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
91021642000122,ABACOUROS - COMERCIO DE COUROS LTDA. - ME,RUA SILVEIRA MARTINS,149,FARROUPILHA,93900000,IVOTI,RS,4689 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
43262781000103,ABAFLEX S/A,RODOVIA GUAPIACU A CEDRAL,S/N,ZONA RURAL,15110000,GUAPIACU,SP,3101 - Fabricação de móveis com predominância de madeira,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
73322612000174,ABAGE METALURGICA E ILUMINACAO LTDA,RUA BRIGADEIRO ARTHUR CARLOS PERALTA,39,BOA VISTA,82560030,CURITIBA,PR,2740 - Fabricação de lâmpadas e outros equipamentos de iluminação,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
00434317000136,ABALCO SA,RODOVIA POCOS DE CALDAS - ANDRADAS,S/N,ZONA RURAL,37719005,POCOS DE CALDAS,MG,2441 - Metalurgia do alumínio e suas ligas,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
01041265000109,ABASTECEDORA CRUZ DE MALTA LTDA,RUA OLIMPIO MIRANDA JR,17,CENTRO,88301220,ITAJAI,SC,4635 - Comércio atacadista de bebidas,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61074829001103,ABB LTDA,AVENIDA MONTEIRO LOBATO,3411,SAO ROQUE,07190904,GUARULHOS,SP,"2710 - Fabricação de geradores, transformadores e motores elétricos",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61074829002177,ABB LTDA,ANTIGA ESTRADA DE ACESSO BETIM/BHTE,S/N,DIST.IND.RIACHO PEDR,32060514,CONTAGEM,MG,2511 - Fabricação de estruturas metálicas,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61074829002096,ABB LTDA,VIA ANHANGUERA,SN,ZONA RURAL,14140000,CRAVINHOS,SP,"2811 - Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61074829001871,ABB LTDA,RUA MARCOS WAINSTEIN,447,CACHOEIRINHA,94930360,CACHOEIRINHA,RS,"2710 - Fabricação de geradores, transformadores e motores elétricos",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61074829000808,ABB LTDA,AVENIDA DOS AUTONOMISTAS,1496,VILA CAMPESINA,06020010,OSASCO,SP,"2710 - Fabricação de geradores, transformadores e motores elétricos",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
62748934000163,ABBAS INDUSTRIA E COMERCIO LTDA.,RUA CAFESOPOLIS,13,VILA BERTIOGA,03185060,SAO PAULO,SP,2532 - Produção de artefatos estampados de metal; metalurgia do pó,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
56998701001945,ABBOTT LABORATORIOS DO BRASIL LTDA,RUA MICHIGAN,735,CID MONCOES,04566905,SAO PAULO,SP,2121 - Fabricação de medicamentos para uso humano,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
56998701000116,ABBOTT LABORATORIOS DO BRASIL LTDA,RUA MICHIGAN,735,BROOKLIN,04566905,SAO PAULO,SP,2121 - Fabricação de medicamentos para uso humano,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
60499639000195,ABBOTT PRODUTOS PARA SAUDE LTDA.,RUA SALVADOR B. DE ANDRADE,93,JD. SAO MIGUEL,06760100,TABOAO DA SERRA,SP,2121 - Fabricação de medicamentos para uso humano,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
20722575000125,ABC AGROPECUARIA BRASIL NORTE S A PRODUCAO E EXPORTACAO,RUA CURUCA,260,TELEGRAFO SEM FIO,66050080,BELEM,PA,0151 - Criação de bovinos,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
20722575000478,ABC AGROPECUARIA BRASIL NORTE S A PRODUCAO E EXPORTACAO,FAZENDA LOT J PERES I SETOR A,26,INTERIOR,68480000,PORTEL,PA,0151 - Criação de bovinos,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
87225371000150,ABC COMPONENTES PARA CALCADOS LTDA - ME,RUA BANANAL,610,CANUDOS,93546550,NOVO HAMBURGO,RS,1531 - Fabricação de calçados de couro,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
17835042000579,ABC-INDUSTRIA E COMERCIO S/A-ABC-INCO,RUA BRAS CUBAS,37,CENTRO,11013161,SANTOS,SP,"4623 - Comércio atacadista de animais vivos, alimentos para animais e matériasprimas agrícolas, exceto café e soja",205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
17835042000811,ABC-INDUSTRIA E COMERCIO S/A-ABC-INCO,AVENIDA JOSE ANDRAUS GASSANI,2330,DISTRITO INDUSTRIAL,38402324,UBERLANDIA,MG,1069 - Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
17835042000145,ABC-INDUSTRIA E COMERCIO S/A-ABC-INCO,RUA LAPA DO LOBO,800,GRANJA MARILEUSA,38406644,UBERLANDIA,MG,4622 - Comércio atacadista de soja,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
45309366000185,ABDALLA HAJEL & CIA LTDA,RUA PAULO ROBERTO C COELHO,2061,JD ALVORADA,14403200,FRANCA,SP,1531 - Fabricação de calçados de couro,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
59315549000118,ABDOUNI COMERCIO IMPORTCAO E EXPORTACAO LTDA,AVENIDA NOVA RESENDE,320,CAMPOS ELISEOS,27542130,RESENDE,RJ,"4641 - Comércio atacadista de tecidos, artefatos de tecidos e de armarinho",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
83577361000122,ABED INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE MADE,LOC  MARGEM DIR RIO PACAJA,S/N,P BARRO ALTO I,68480000,PORTEL,PA,1610 - Desdobramento de madeira,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
56617244000172,ABENGOA BIOENERGIA SAO LUIZ S/A,FAZENDA SAO LUIZ SETOR A,S/N,RURAL,13630970,PIRASSUNUNGA,SP,1071 - Fabricação de açúcar em bruto,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
57012858000193,ABETO EMBALAGENS LTDA,RODOVIA REGIS BITTENCOURT BR116,S/N,POTUVERA,06853410,ITAPECERICA DA SERRA,SP,8888 - ,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
01886197000170,ABFRUTA PRODUCAO E DIST DE FRUTAS TROPICAIS LTDA,RUA JOSE ABREU,S/N,ZONA RURAL,59695000,BARAUNA,RN,4633 - Comércio atacadista de hortifrutigranjeiros,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
22975916000108,ABINCO MADEIRAS LTDA,RUA PRIMEIRO DE MAIO,2670,SAO LOURENCO,68440000,ABAETETUBA,PA,1610 - Desdobramento de madeira,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
54590203000104,ABLE ELETRONICA LTDA,RUA CESAR PENA RAMOS,67,CASA VERDE ALTA,08210040,SAO PAULO,SP,2621 - Fabricação de equipamentos de informática,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
62390588000194,ABM COMERCIO INTERNACIONAL LTDA,AVENIDA ANTONIO CARLOS COUTO DE BARROS,964,JARDIM CONCEICAO (SO,13105000,CAMPINAS,SP,4619 - Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
59105882000100,ABRACATEC ARTEFATOS DE METAIS LTDA,RUA ROMOLI,53,VILA EURO,09810030,SAO BERNARDO DO CAMPO,SP,2599 - Fabricação de produtos de metal não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
46316220000120,ABRACEL INDUSTRIA E COMERCIO LTDA,AVENIDA ROTARY,875A,ITAPEGICA,07042000,GUARULHOS,SP,2099 - Fabricação de produtos químicos não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
00191136000126,ABRAKADABRA PRESENTES E FESTAS LTDA,AVENIDA BERNARDO VIEIRA DE MELO,4114,PIEDADE,54420010,JABOATAO DOS GUARARAPES,PE,4774 - Comércio varejista de artigos de óptica,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
95442968000184,ABRAMAQ EXPORTADORA DE PRODUTOS MANUFATURADOS LTDA,RUA DI CAVALCANTI,1946,VILA PORTES,85853290,FOZ DO IGUACU,PR,4679 - Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
61092680000105,ABRASIPA IND.DE ABRASIVOS LTDA,RUA JACOFER,437,LIMAO,02712070,SAO PAULO,SP,2399 - Fabricação de produtos de minerais nãometálicos não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
01184114000100,ABRASU COMERCIAL LTDA,RUA MARGARIDA ZINGG,165,JARDIM ITACOLOMI,04385080,SAO PAULO,SP,4689 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
54304167000175,ABRES EQUIPAMENTOS INDUSTRIAIS LTDA - ME,RUA VENEZA,18,JD CAMPESTRE  BONSUC,07175110,GUARULHOS,SP,"2521 - Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
44597052000162,ABRIL COMUNICACOES S.A.,AVENIDA DAS NACOES UNIDAS,7221,PINHEIROS,05477000,SAO PAULO,SP,5823 - Edição integrada à impressão de revistas,205 - SOCIEDADE ANONIMA FECHADA-EMPRESA PRIVADA
96240510000105,ABS PRESTACAO DE SERVICOS NAUTICOS LTDA,RUA H,75,BALNEARIO GUARUJA,11442100,GUARUJA,SP,3317 - Manutenção e reparação de embarcações,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
86499696000168,ABSOLUTA TRADING LTDA - EPP,RUA PASSOS FERREIRA,33A,SANTA ROSA,31255670,BELO HORIZONTE,MG,4689 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,206 - SOCIEDADE POR COTAS DE RESPONS. LIMITADA-EMPRESA PRIVADA
