id_req,id,peso_arestas
613740,141537,1
2187276,167722,1
2089990,124411,1
2092383,124411,1
2110739,124411,1
2112038,124411,1
2120610,124411,1
2130008,124411,1
2132588,124411,1
2140142,124411,1
2146550,124411,1
2146786,124411,1
2146810,124411,1
2149446,124411,1
2017989,141472,1
425004,141472,1
464832,74471,1
597814,74010,1
603559,80920,1
604589,80920,1
1741187,141472,1
613715,141537,1
2089992,124411,1
2092384,124411,1
2110805,124411,1
2112039,124411,1
2120609,124411,1
2130009,124411,1
2132589,124411,1
2140141,124411,1
2146551,124411,1
2146811,124411,1
2149444,124411,1
2187279,167722,1
425003,141472,1
464842,74471,1
597982,74010,1
603560,80920,1
604587,80920,1
2017788,141472,1
599711,74010,1
2148743,160511,1
372313,74321,1
539139,74010,1
548167,74010,1
1279443,141472,1
1513916,74212,0.125
1513916,74254,0.125
1513916,141482,0.125
1513916,144523,0.125
1513916,160515,0.125
1513916,178850,0.125
1513916,178869,0.125
1513916,178975,0.125
2093435,167722,1
2110819,167722,1
2121081,134812,1
2128233,141484,1
2139865,178832,1
2146869,178832,1
2148576,178832,1
2155898,81232,1
2192961,74439,1
260606,73928,1
2175575,74253,1
2057637,141536,1
290325,74153,1
584471,160643,1
945746,160643,1
292591,73569,1
493701,73569,1
531322,160515,1
945918,160515,1
352792,73584,0.08333333333333333
352792,73655,0.08333333333333333
352792,73945,0.08333333333333333
352792,74171,0.08333333333333333
352792,74210,0.08333333333333333
352792,74285,0.08333333333333333
352792,74300,0.08333333333333333
352792,74397,0.08333333333333333
352792,74777,0.08333333333333333
352792,74841,0.08333333333333333
352792,141483,0.08333333333333333
352792,141550,0.08333333333333333
493639,74171,1
945859,74171,1
946104,73655,1
367396,74321,1
490962,74321,1
491763,74253,0.5
491763,141516,0.5
508373,160618,1
546062,74363,1
508378,160618,1
546067,74363,1
2190121,141516,1
2191329,141516,1
510438,74356,1
1006398,74356,1
2055513,73666,0.125
2055513,74262,0.125
2055513,141421,0.125
2055513,141431,0.125
2055513,160426,0.125
2055513,160511,0.125
2055513,160630,0.125
2055513,178835,0.125
579695,160511,1
1050672,160511,1
603722,74439,1
2091722,73655,1
2175252,73655,1
687823,160559,1
1278949,160515,1
2077494,160636,1
2125880,160677,1
2115506,178896,1
2127264,141480,1
2191525,178896,1
2123209,74665,1
2163288,178954,1
2192038,178954,1
257161,73454,0.06666666666666667
257161,73474,0.06666666666666667
257161,73531,0.06666666666666667
257161,73545,0.06666666666666667
257161,74031,0.06666666666666667
257161,74133,0.06666666666666667
257161,74137,0.06666666666666667
257161,74145,0.06666666666666667
257161,74153,0.06666666666666667
257161,74162,0.06666666666666667
257161,74218,0.06666666666666667
257161,74389,0.06666666666666667
257161,74391,0.06666666666666667
257161,74491,0.06666666666666667
257161,74780,0.06666666666666667
344676,73674,1
577660,141537,1
1598905,160666,1
1686358,160666,1
2023847,160666,1
2025373,160666,1
2075081,160666,1
2086684,160666,1
318677,74692,1
336883,74150,1
337611,74150,1
2179211,162332,1
344693,73674,1
318678,74692,1
336881,74150,1
2179209,162332,1
577691,141537,1
2175213,178857,1
2086635,178986,1
2089312,178986,1
2089499,178901,1
