id_ext,casa,id_autor,tipo_autor,nome_autor,partido,uf,tipo_generico,sigla_local,qtd_de_documentos
604557,camara,178875,deputado,Alexandre Baldy,PP,GO,Parecer,CAPADR,1
944279,camara,73655,deputado,Augusto Carvalho,SOLIDARIEDADE,DF,Parecer,CMADS,5
944279,camara,178993,deputado,Carlos Henrique Gaguim,DEM,TO,Emenda,CAPADR,3
944279,camara,73483,deputado,Luis Carlos Heinze,PP,NA,Parecer,CAPADR,1
944279,camara,73768,deputado,Dilceu Sperafico,PP,PR,Requerimento,PLEN,1
944279,camara,74010,deputado,Valdir Colatto,MDB,SC,Voto em Separado,CMADS,1
944279,camara,74210,deputado,Sarney Filho,PV,MA,Proposição Apensada,MESA,1
944279,camara,160511,deputado,Alessandro Molon,PSB,RJ,Requerimento,CMADS,1
944279,camara,178993,deputado,Carlos Henrique Gaguim,DEM,TO,Voto em Separado,CAPADR,1
1307190,camara,160604,deputado,Pedro Uczai,PT,SC,Emenda,PL191715,52
1307190,camara,73433,deputado,Arlindo Chinaglia,PT,SP,Requerimento,PL191715,28
1307190,camara,160575,deputado,Erika Kokay,PT,DF,Requerimento,PL191715,28
1307190,camara,178986,deputado,Nilto Tatto,PT,SP,Requerimento,PL191715,28
1307190,camara,73584,deputado,Antonio Carlos Mendes Thame,PV,SP,Emenda,PL191715,26
1307190,camara,160575,deputado,Erika Kokay,PT,DF,Emenda,PL191715,24
1307190,camara,74299,deputado,Leônidas Cristino,PDT,CE,Emenda,PL191715,20
1307190,camara,74553,deputado,José Carlos Aleluia,DEM,BA,Emenda,PL191715,18
1307190,camara,73433,deputado,Arlindo Chinaglia,PT,SP,Emenda,PL191715,16
1307190,camara,141482,deputado,Leonardo Quintão,MDB,MG,Emenda,PL191715,16
1307190,camara,141391,deputado,Arnaldo Jardim,CIDADANIA,SP,Emenda,PL191715,14
1307190,camara,178917,deputado,João Fernando Coutinho,PROS,PE,Emenda,PL191715,14
1307190,camara,73891,deputado,Darcísio Perondi,MDB,RS,Emenda,PL191715,8
1307190,camara,178905,deputado,Fabio Garcia,DEM,MT,Parecer,PL191715,8
1307190,camara,73655,deputado,Augusto Carvalho,SOLIDARIEDADE,DF,Emenda,PL191715,4
1307190,camara,141398,deputado,Carlos Zarattini,PT,SP,Emenda,PL191715,4
1307190,camara,160666,deputado,Félix Mendonça Júnior,PDT,BA,Emenda,PL191715,4
1307190,camara,178905,deputado,Fabio Garcia,DEM,MT,Requerimento,PL191715,4
1307190,camara,178917,deputado,João Fernando Coutinho,PROS,PE,Requerimento,CME,4
1307190,camara,73584,deputado,Antonio Carlos Mendes Thame,PV,SP,Proposição Apensada,PLEN,2
1307190,camara,73655,deputado,Augusto Carvalho,SOLIDARIEDADE,DF,Proposição Apensada,PLEN,2
1307190,camara,73786,deputado,Reinhold Stephanes,PSD,PR,Emenda,PL191715,2
1307190,camara,74235,deputado,Marcus Vicente,PP,ES,Requerimento,CME,2
1307190,camara,74253,deputado,Julio Lopes,PP,RJ,Emenda,PL191715,2
1307190,camara,74445,deputado,João Castelo,PSDB,NA,Requerimento,CME,2
1307190,camara,118594,deputado,Marcelo Squassoni,PRB,SP,Emenda,PL191715,2
1307190,camara,118594,deputado,Marcelo Squassoni,PRB,SP,Proposição Apensada,PLEN,2
1307190,camara,118594,deputado,Marcelo Squassoni,PRB,SP,Requerimento,CME,2
1307190,camara,133439,deputado,André Figueiredo,PDT,CE,Emenda,PL191715,2
1307190,camara,137070,deputado,Vicentinho Júnior,PL,TO,Requerimento,CME,2
1307190,camara,141408,deputado,Cleber Verde,PRB,MA,Requerimento,PLEN,2
1307190,camara,141450,deputado,Hugo Leal,PSD,RJ,Requerimento,CME,2
1307190,camara,141454,deputado,Alfredo Kaefer,PP,PR,Emenda,PL191715,2
1307190,camara,141458,deputado,João Carlos Bacelar,PL,BA,Emenda,PL191715,2
1307190,camara,160536,deputado,Marco Tebaldi,PSDB,SC,Requerimento,CME,2
1307190,camara,160602,deputado,Arnaldo Jordy,PPS,PA,Requerimento,CME,2
1307190,camara,160607,deputado,Jose Stédile,PSB,RS,Requerimento,CME,2
1307190,camara,178844,deputado,Pedro Vilela,PSDB,AL,Proposição Apensada,PLEN,2
1307190,camara,178868,deputado,Odorico Monteiro,PSB,CE,Proposição Apensada,PLEN,2
1307190,camara,178893,deputado,Delegado Edson Moreira,PR,MG,Requerimento,CME,2
1307190,camara,178905,deputado,Fabio Garcia,DEM,MT,Requerimento,PLEN,2
1307190,camara,178910,deputado,Joaquim Passarinho,PSD,PA,Emenda,PL191715,2
1307190,camara,178917,deputado,João Fernando Coutinho,PROS,PE,Parecer,CDC,2
1307190,camara,178917,deputado,João Fernando Coutinho,PROS,PE,Requerimento,PL191715,2
1307190,camara,178934,deputado,Toninho Wandscheer,PROS,PR,Emenda,PL191715,2
1307190,camara,178937,deputado,Altineu Côrtes,PL,RJ,Requerimento,CME,2
1307190,camara,178948,deputado,Beto Rosado,PP,RN,Requerimento,CME,2
1307190,camara,178954,deputado,Lucio Mosquini,MDB,RO,Requerimento,CME,2
1307190,camara,178957,deputado,Abel Mesquita Jr.,DEM,RR,Requerimento,CME,2
1307190,camara,178958,deputado,Carlos Andrade,PHS,RR,Requerimento,CME,2
1307190,camara,178970,deputado,João Daniel,PT,SE,Requerimento,PLEN,2
1307190,camara,178984,deputado,Miguel Haddad,PSDB,SP,Requerimento,CME,2
1307190,camara,178990,deputado,Samuel Moreira,PSDB,SP,Requerimento,CME,2
1307190,camara,204505,deputado,Vavá Martins,PRB,PA,Proposição Apensada,CCP,2
1307190,camara,141531,deputado,Rodrigo de Castro,PSDB,MG,Proposição Apensada,PLEN,1
1307190,camara,141531,deputado,Rodrigo De Castro,PSDB,MG,Proposição Apensada,PLEN,1
1738598,camara,160655,deputado,Ricardo Izar,PP,SP,Parecer,CMADS,2
1738598,camara,73808,deputado,Sérgio Brito,PSD,NA,Proposição Apensada,MESA,1
1738598,camara,73808,deputado,Sérgio Brito,PSD,NA,Requerimento,PLEN,1
1738598,camara,160535,deputado,Marcon,PT,RS,Requerimento,CAPADR,1
1738598,camara,160535,deputado,Marcon,PT,RS,Voto em Separado,CAPADR,1
1738598,camara,178930,deputado,Evandro Roman,PSD,PR,Emenda,CAPADR,1
1738598,camara,178930,deputado,Evandro Roman,PSD,PR,Parecer,CAPADR,1
2056568,camara,73674,deputado,Roberto Balestra,PP,GO,Parecer,CMADS,3
2056568,camara,141454,deputado,Alfredo Kaefer,PP,PR,Emenda,CFT,2
2056568,camara,141454,deputado,Alfredo Kaefer,PP,PR,Parecer,CFT,2
2056568,camara,134812,deputado,Edmilson Rodrigues,PSOL,PA,Voto em Separado,CFT,1
2056568,camara,160611,deputado,Toninho Pinheiro,PP,MG,Proposição Apensada,MESA,1
2056568,camara,178986,deputado,Nilto Tatto,PT,SP,Voto em Separado,CMADS,1
2085536,camara,73674,deputado,Roberto Balestra,PP,GO,Emenda,CMADS,2
2085536,camara,73674,deputado,Roberto Balestra,PP,GO,Parecer,CMADS,2
2085536,camara,93083,deputado,Cacá Leão,PP,BA,Parecer,CDU,1
2085536,camara,160611,deputado,Toninho Pinheiro,PP,MG,Proposição Apensada,MESA,1
2120775,camara,160604,deputado,Pedro Uczai,PT,SC,Requerimento,PL667016,12
2120775,camara,178986,deputado,Nilto Tatto,PT,SP,Requerimento,PL667016,9
2120775,camara,178970,deputado,João Daniel,PT,SE,Requerimento,PL667016,5
2120775,camara,160511,deputado,Alessandro Molon,PSB,RJ,Requerimento,PL667016,4
2120775,camara,160556,deputado,Padre João,PT,MG,Requerimento,PL667016,3
2120775,camara,178901,deputado,Tereza Cristina,DEM,NA,Requerimento,PLEN,2
2120775,camara,178986,deputado,Nilto Tatto,PT,SP,Parecer,PL667016,2
2120775,camara,73531,deputado,Ivan Valente,PSOL,SP,Requerimento,PL667016,1
2120775,camara,74010,deputado,Valdir Colatto,MDB,SC,Voto em Separado,PL667016,1
2120775,camara,74160,deputado,Patrus Ananias,PT,MG,Requerimento,PL667016,1
2120775,camara,134812,deputado,Edmilson Rodrigues,PSOL,PA,Requerimento,PL667016,1
2120775,camara,160535,deputado,Marcon,PT,RS,Requerimento,PL667016,1
2120775,camara,178901,deputado,Tereza Cristina,DEM,NA,Requerimento,PL667016,1
2120775,camara,178926,deputado,Rodrigo Martins,PSB,PI,Requerimento,MESA,1
2120775,camara,178970,deputado,João Daniel,PT,SE,Requerimento,PLEN,1
2120775,camara,178986,deputado,Nilto Tatto,PT,SP,Requerimento,PLEN,1
2170839,camara,178986,deputado,Nilto Tatto,PT,SP,Emenda,CMADS,42
2170839,camara,178986,deputado,Nilto Tatto,PT,SP,Parecer,CMADS,3
2170839,camara,204386,deputado,Jose Mario Schreiner,DEM,GO,Requerimento,PLEN,2
2170839,camara,160511,deputado,Alessandro Molon,PSB,RJ,Outros,CCJC,1
2170839,camara,160511,deputado,Alessandro Molon,PSB,RJ,Proposição Apensada,CMADS,1
102721,senado,952,senador,Mozarildo Cavalcanti,PTB,RR,Parecer,CDR,2
102721,senado,952,senador,Mozarildo Cavalcanti,PTB,RR,Parecer,CRA,2
102721,senado,3372,senador,Valdir Raupp,MDB,RO,Parecer,CAE,2
102721,senado,4990,senador,Jorge Viana,PT,AC,Requerimento,Plenário,2
102721,senado,5004,senador,Ivo Cassol,PP,RO,Parecer,CCT,2
102721,senado,5012,senador,Randolfe Rodrigues,REDE,AP,Requerimento,Plenário,2
102721,senado,3372,senador,Valdir Raupp,MDB,RO,Parecer,CDR,1
102721,senado,3372,senador,Valdir Raupp,MDB,RO,Parecer,CMA,1
102721,senado,3372,senador,Valdir Raupp,MDB,RO,Parecer,CRA,1
102721,senado,3394,senador,João Capiberibe,PSB,AP,Requerimento,Plenário,1
102721,senado,3398,senador,Cristovam Buarque,CIDADANIA,DF,Emenda,Plenário,1
102721,senado,4593,senador,Rodrigo Rollemberg,PSB,DF,Parecer,CAE,1
102721,senado,4981,senador,Acir Gurgacz,PDT,RO,Parecer,CMA,1
103831,senado,453,senador,Pedro Chaves,PRB,MS,Parecer,CMA,3
103831,senado,453,senador,Pedro Chaves,PSC,MS,Parecer,CAE,3
103831,senado,5108,senador,Cidinho Santos,PL,MT,Parecer,CCJ,3
103831,senado,5116,senador,Pedro Chaves,PRB,MS,Parecer,CMA,3
103831,senado,5116,senador,Pedro Chaves,PSC,MS,Parecer,CAE,3
103831,senado,453,senador,Pedro Chaves,PRB,MS,Requerimento,CMA,1
103831,senado,4767,senador,Eduardo Lopes,PRB,RJ,Parecer,CCJ,1
103831,senado,5108,senador,Cidinho Santos,PL,MT,Requerimento,Plenário,1
103831,senado,5116,senador,Pedro Chaves,PRB,MS,Requerimento,CMA,1
126049,senado,3777,senador,Eduardo Gomes,MDB,TO,Emenda,CI,4
126049,senado,3396,senador,Tasso Jereissati,PSDB,CE,Parecer,CAE,2
126049,senado,5422,senador,Marcos Rogério,DEM,RO,Requerimento,CI,1
126049,senado,5540,senador,Fernando Bezerra Coelho,MDB,PE,Parecer,CCJ,1
131906,senado,3396,senador,Tasso Jereissati,PSDB,CE,Outros,Plenário,1
131906,senado,5531,senador,Elmano Férrer,PODEMOS,PI,Parecer,CCJ,1
132865,senado,5012,senador,Randolfe Rodrigues,REDE,AP,Emenda,CCJ,42
132865,senado,1173,senador,Wellington Fagundes,PL,MT,Emenda,CCJ,24
132865,senado,5012,senador,Randolfe Rodrigues,REDE,AP,Requerimento,Plenário,3
132865,senado,4981,senador,Acir Gurgacz,PDT,RO,Outros,Plenário,1
135799,senado,285,senador,Marcio Bittar,MDB,AC,Outros,Plenário,1
135799,senado,285,senador,Marcio Bittar,MDB,AC,Requerimento,Plenário,1
135799,senado,4560,senador,Sérgio Petecão,PSD,AC,Outros,Plenário,1
135799,senado,5953,senador,Fabiano Contarato,REDE,ES,Requerimento,Plenário,1
