ano,id_proposicao,id_votacao,id_parlamentar,voto,partido,casa
2019,16526,168392211,204423,0,PSC,camara
2019,16526,168392211,160665,-1,SOLIDARIEDADE,camara
2019,16526,168392211,204426,2,PT,camara
2019,16526,168392211,178916,0,CIDADANIA,camara
2019,16526,168392211,160528,2,PSB,camara
2019,16526,168392211,141421,-1,PP,camara
2019,16526,168392211,72442,-1,PSB,camara
2019,16526,168392211,141431,0,DEM,camara
2019,16526,168392211,92699,0,PP,camara
2019,16526,168392211,204427,-1,PL,camara
2019,16526,168392211,74419,0,PSB,camara
2019,16526,168392211,204429,2,PSB,camara
2019,16526,168392211,74478,0,PSL,camara
2019,16526,168392211,204428,0,PT,camara
2019,16526,168392211,204422,-1,PRB,camara
2019,16526,168392211,160642,0,PATRIOTA,camara
2019,16526,168392211,141523,-1,MDB,camara
2019,16526,168392211,73801,2,PCdoB,camara
2019,16526,168392211,178920,0,PODEMOS,camara
2019,16526,168392211,178921,0,PL,camara
2019,16526,168392211,204425,0,PRB,camara
2019,16526,168392211,178922,2,PSB,camara
2019,16526,168392211,157130,0,PDT,camara
2019,16526,168392211,74439,0,PDT,camara
2019,16526,168392211,160541,0,PP,camara
2019,16526,168392211,204436,0,MDB,camara
2019,16526,168392211,178842,0,PSB,camara
2019,16526,168392211,178843,-1,PSD,camara
2019,16526,168392211,194260,0,PTB,camara
2019,16526,168392211,171617,2,PT,camara
2019,16526,168392211,204438,0,PL,camara
2019,16526,168392211,204437,-1,PRB,camara
2019,16526,168392211,204466,-1,PSDB,camara
2019,16526,168392211,74052,-1,PL,camara
2019,16526,168392211,178969,-1,PSD,camara
2019,16526,168392211,68720,0,PDT,camara
2019,16526,168392211,171623,0,MDB,camara
2019,16526,168392211,204408,0,SOLIDARIEDADE,camara
2019,16526,168392211,178970,2,PT,camara
2019,16526,168392211,151208,-1,PP,camara
2019,16526,168392211,204385,0,PSC,camara
2019,16526,168392211,204554,-1,PL,camara
2019,16526,168392211,204560,-1,PSDB,camara
2019,16526,168392211,160508,2,PT,camara
2019,16526,168392211,204571,0,PDT,camara
2019,16526,168392211,74057,0,PCdoB,camara
2019,16526,168392211,160553,0,PSD,camara
2019,16526,168392211,160600,0,DEM,camara
2019,16526,168392211,69871,2,PODEMOS,camara
2019,16526,168392211,93083,0,PP,camara
2019,16526,168392211,205476,0,PSD,camara
2019,16526,168392211,74537,0,PP,camara
2019,16526,168392211,74060,0,PCdoB,camara
2019,16526,168392211,178854,0,DEM,camara
2019,16526,168392211,160666,0,PDT,camara
2019,16526,168392211,204564,-1,PHS,camara
2019,16526,168392211,141458,0,PL,camara
2019,16526,168392211,204576,-1,PRB,camara
2019,16526,168392211,178857,0,PT,camara
2019,16526,168392211,160619,-1,PSD,camara
2019,16526,168392211,74554,0,PL,camara
2019,16526,168392211,92102,-1,DEM,camara
2019,16526,168392211,139285,2,PSB,camara
2019,16526,168392211,204558,0,PSB,camara
2019,16526,168392211,150418,0,PRB,camara
2019,16526,168392211,178858,-1,PP,camara
2019,16526,168392211,74571,2,PT,camara
2019,16526,168392211,204573,-1,PSD,camara
2019,16526,168392211,204553,-1,AVANTE,camara
2019,16526,168392211,178860,-1,DEM,camara
2019,16526,168392211,204565,-1,PSL,camara
2019,16526,168392211,204567,-1,PL,camara
2019,16526,168392211,178861,-1,PP,camara
2019,16526,168392211,197438,-1,AVANTE,camara
2019,16526,168392211,178863,2,PROS,camara
2019,16526,168392211,160610,2,PT,camara
2019,16526,168392211,160569,0,PT,camara
2019,16526,168392211,204559,2,PT,camara
2019,16526,168392211,74646,0,PSDB,camara
2019,16526,168392211,204545,-1,PSL,camara
2019,16526,168392211,204515,-1,AVANTE,camara
2019,16526,168392211,204509,2,PSOL,camara
2019,16526,168392211,141513,-1,DEM,camara
2019,16526,168392211,204520,-1,PSL,camara
2019,16526,168392211,204490,-1,PSL,camara
2019,16526,168392211,204512,-1,PSL,camara
2019,16526,168392211,160588,-1,PSD,camara
2019,16526,168392211,160599,-1,PP,camara
2019,16526,168392211,160758,-1,PSDB,camara
2019,16526,168392211,204518,0,PATRIOTA,camara
2019,16526,168392211,74655,0,PSDB,camara
2019,16526,168392211,161550,-1,PSB,camara
2019,16526,168392211,160640,-1,PROS,camara
2019,16526,168392211,204482,-1,PSC,camara
2019,16526,168392211,141427,1,MDB,camara
2019,16526,168392211,204510,-1,PP,camara
2019,16526,168392211,204494,-1,PATRIOTA,camara
2019,16526,168392211,204491,0,PRB,camara
2019,16526,168392211,198197,-1,AVANTE,camara
2019,16526,168392211,204539,0,MDB,camara
2019,16526,168392211,204508,-1,PODEMOS,camara
2019,16526,168392211,73586,2,PSB,camara
2019,16526,168392211,98057,0,PRB,camara
2019,16526,168392211,204547,-1,PSL,camara
2019,16526,168392211,74156,2,PT,camara
2019,16526,168392211,74585,-1,PL,camara
2019,16526,168392211,204523,-1,NOVO,camara
2019,16526,168392211,160510,0,AVANTE,camara
2019,16526,168392211,146788,-1,PP,camara
2019,16526,168392211,171619,0,PT,camara
2019,16526,168392211,74158,0,PDT,camara
2019,16526,168392211,74749,0,MDB,camara
2019,16526,168392211,178895,0,PSD,camara
2019,16526,168392211,178896,-1,MDB,camara
2019,16526,168392211,74159,0,PT,camara
2019,16526,168392211,160556,2,PT,camara
2019,16526,168392211,74160,2,PT,camara
2019,16526,168392211,141516,0,PSDB,camara
2019,16526,168392211,204492,2,PT,camara
2019,16526,168392211,204524,-1,PP,camara
2019,16526,168392211,74161,0,PT,camara
2019,16526,168392211,141531,-1,PSDB,camara
2019,16526,168392211,204480,2,PT,camara
2019,16526,168392211,92776,-1,PSD,camara
2019,16526,168392211,177282,2,PDT,camara
2019,16526,168392211,204519,-1,NOVO,camara
2019,16526,168392211,204483,2,PSB,camara
2019,16526,168392211,160518,0,PROS,camara
2019,16526,168392211,160632,-1,SOLIDARIEDADE,camara
2019,16526,168392211,204517,-1,PL,camara
2019,16526,168392211,204356,0,PRB,camara
2019,16526,168392211,204355,0,CIDADANIA,camara
2019,16526,168392211,81297,-1,PSL,camara
2019,16526,168392211,178871,-1,PP,camara
2019,16526,168392211,204371,0,PSB,camara
2019,16526,168392211,178873,2,PT,camara
2019,16526,168392211,160534,-1,PL,camara
2019,16526,168392211,66179,-1,DEM,camara
2019,16526,168392211,178874,2,PDT,camara
2019,16526,168392211,160511,2,PSB,camara
2019,16526,168392211,178833,-1,PSD,camara
2019,16526,168392211,178937,0,PL,camara
2019,16526,168392211,160512,0,SOLIDARIEDADE,camara
2019,16526,168392211,73701,2,PT,camara
2019,16526,168392211,204460,-1,PSL,camara
2019,16526,168392211,141439,0,PDT,camara
2019,16526,168392211,204476,-1,AVANTE,camara
2019,16526,168392211,204462,-1,PSL,camara
2019,16526,168392211,204440,-1,PP,camara
2019,16526,168392211,178939,-1,PROS,camara
2019,16526,168392211,204454,-1,PSL,camara
2019,16526,168392211,204459,0,MDB,camara
2019,16526,168392211,204451,-1,PSL,camara
2019,16526,168392211,204450,-1,PP,camara
2019,16526,168392211,204477,-1,PSL,camara
2019,16526,168392211,204447,0,PSD,camara
2019,16526,168392211,115746,-1,PL,camara
2019,16526,168392211,152605,2,PSOL,camara
2019,16526,168392211,204456,-1,MDB,camara
2019,16526,168392211,204444,-1,PSL,camara
2019,16526,168392211,141450,-1,PSD,camara
2019,16526,168392211,74848,2,PCdoB,camara
2019,16526,168392211,204457,-1,DEM,camara
2019,16526,168392211,196358,-1,PSL,camara
2019,16526,168392211,204448,0,SPART,camara
2019,16526,168392211,204455,-1,PSL,camara
2019,16526,168392211,204458,0,PSL,camara
2019,16526,168392211,204433,-1,CIDADANIA,camara
2019,16526,168392211,76874,2,PSOL,camara
2019,16526,168392211,204452,-1,PSL,camara
2019,16526,168392211,204441,-1,PSC,camara
2019,16526,168392211,204461,-1,NOVO,camara
2019,16526,168392211,133968,0,PDT,camara
2019,16526,168392211,122158,-1,DEM,camara
2019,16526,168392211,204446,-1,PSL,camara
2019,16526,168392211,74693,0,DEM,camara
2019,16526,168392211,178945,0,PRB,camara
2019,16526,168392211,204442,-1,PSL,camara
2019,16526,168392211,178946,0,PL,camara
2019,16526,168392211,178947,0,DEM,camara
2019,16526,168392211,204464,2,PSOL,camara
2019,16526,168392211,204478,0,MDB,camara
2019,16526,168392211,204463,-1,PSD,camara
2019,16526,168392211,204521,-1,PSL,camara
2019,16526,168392211,204528,-1,NOVO,camara
2019,16526,168392211,204501,2,PT,camara
2019,16526,168392211,178972,0,CIDADANIA,camara
2019,16526,168392211,204544,-1,PSL,camara
2019,16526,168392211,160545,-1,DEM,camara
2019,16526,168392211,204503,0,PT,camara
2019,16526,168392211,204516,-1,NOVO,camara
2019,16526,168392211,73433,0,PT,camara
2019,16526,168392211,141391,0,CIDADANIA,camara
2019,16526,168392211,178975,0,MDB,camara
2019,16526,168392211,160589,0,PSDB,camara
2019,16526,168392211,178829,0,PL,camara
2019,16526,168392211,204531,-1,PP,camara
2019,16526,168392211,204507,0,PSL,camara
2019,16526,168392211,74262,0,PSDB,camara
2019,16526,168392211,141398,0,PT,camara
2019,16526,168392211,73441,0,PRB,camara
2019,16526,168392211,204504,0,PSD,camara
2019,16526,168392211,204514,-1,PSL,camara
2019,16526,168392211,204511,0,DEM,camara
2019,16526,168392211,92346,-1,PSL,camara
2019,16526,168392211,178977,0,PSDB,camara
2019,16526,168392211,160532,0,DEM,camara
2019,16526,168392211,204537,-1,PV,camara
2019,16526,168392211,66828,0,PP,camara
2019,16526,168392211,204484,0,PSL,camara
2019,16526,168392211,204527,0,DEM,camara
2019,16526,168392211,74270,-1,PSC,camara
2019,16526,168392211,204513,-1,PSL,camara
2019,16526,168392211,160667,0,PP,camara
2019,16526,168392211,178981,-1,MDB,camara
2019,16526,168392211,73531,2,PSOL,camara
2019,16526,168392211,74273,-1,PSB,camara
2019,16526,168392211,204546,0,PSL,camara
2019,16526,168392211,204502,0,PSL,camara
