id,nome,data_apresentacao,ementa,autor,indexacao,tema,uri_tramitacao
2186621,PL 10985/2018,14/11/2018,"Altera a Lei nº 9.427, de 26 de dezembro de 1996, para estabelecer multa a ser paga aos usuários do serviço de energia elétrica, a Lei nº 13.203, de 8 de dezembro de 2015, para estabelecer novas condições para a repactuação do risco hidrológico de geração de energia elétrica, a Lei nº 11.909, de 4 de março de 2009, para criar o Fundo de Expansão dos Gasodutos de Transporte e de Escoamento da Produção (Brasduto), a Lei nº 12.351, de 22 de dezembro de 2010, para dispor sobre a destinação da receita advinda da comercialização do petróleo, do gás natural e de outros hidrocarbonetos fluidos destinados à União, e a Lei nº 12.783, de 11 de janeiro de 2013, para reduzir o prazo para solicitação de prorrogação de concessões de que trata essa Lei."," Senado Federal - Ronaldo Caiado - DEM/GO, Senado Federal - Ronaldo Caiado - DEM/GO","Alteração, Lei da Agência Nacional de Energia Elétrica, Concessionária de serviço de energia elétrica, pagamento, multa, consumidor, usuário de serviços, interrupção, fornecimento, energia elétrica.
_ Alteração, lei federal, disciplinamento, repactuação, risco hidrológico, participação, Mecanismo de Realocação de Energia (MRE). 
_Alteração, Lei do Gás Natural, Fundo de Expansão dos Gasodutos de Transporte e Escoamento da Produção (BRASDUTO).
_Alteração, Lei do Pré-Sal, receita, comercialização, petróleo, gás natural, hidrocarboneto fluido, Fundo Social (FS), Fundo de expansão dos gasodutos de transporte e escoamento da produção (BRASDUTO), Fundo de Participação dos Estados e do Distrito Federal (FPE), Fundo de Participação dos Municípios (FPM).","Direito e Defesa do Consumidor, Energia, Recursos Hídricos e Minerais",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2186621
2199310,MPV 879/2019,24/04/2019,"Altera a Lei nº 10.438, de 26 de abril de 2002, e a Lei nº 12.111, de 9 de dezembro de 2009."," Poder Executivo, Poder Executivo","Alteração, Lei do Setor Elétrico, recursos, Conta de Desenvolvimento Energético (CDE), ressarcimento, Centrais Elétricas Brasileiras (Eletrobrás), despesa, combustível, gás natural, geração de energia elétrica, Usina termelétrica, energia termelétrica, Região Norte. 
_Alteração, lei federal, ressarcimento, recursos, Conta de Consumo de Combustível, usina termelétrica, gás natural, operação, substituição, energia termelétrica,  integração, Sistema Interligado Nacional (SIN).","Energia, Recursos Hídricos e Minerais",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2199310
2201532,PL 2788/2019,09/05/2019,"Institui a Política Nacional de Direitos das Populações Atingidas por Barragens, e dá outras providências. 

NOVA EMENTA: Institui a Política Nacional de Direitos das Populações Atingidas por Barragens (PNAB); discrimina os direitos das Populações Atingidas por Barragens (PAB); prevê o Programa de Direitos das Populações Atingidas por Barragens (PDPAB); estabelece regras de responsabilidade social do empreendedor; revoga dispositivos da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943; e dá outras providências.","Zé Silva - SOLIDARI/MG, Júlio Delgado - PSB/MG, Dr. Frederico - PATRI/MG, Padre João - PT/MG, Leonardo Monteiro - PT/MG, André Janones - AVANTE/MG, Áurea Carolina - PSOL/MG, Igor Timo - PODE/MG, Greyce Elias - AVANTE/MG, Léo Motta - PSL/MG, Hercílio Coelho Diniz - MDB/MG, Gilberto Abramo - PRB/MG","Criação, Política Nacional de Direitos das Populações Atingidas por Barragens (PNAB), investimento, Empreendedor, obrigações, licenciamento ambiental, Estudo de impacto ambiental, construção, Barragem, População, indenização, Reassentamento, Economia familiar, Programa de Direitos das Populações Atingidas por Barragens (PDPAB). _Revogação, dispositivo legal, Consolidação das Leis do Trabalho (CLT), reparação, dano extrapatrimonial, fixação, indenização, juízo.","Direitos Humanos e Minorias, Energia, Recursos Hídricos e Minerais, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201532
