id_req,id,peso_arestas
2217770,178987,1
2217772,204463,1
2217775,141427,1
2217777,178854,1
2217781,204460,1
2217784,160640,1
2217785,150418,1
2217787,73531,0.16666666666666666
2217787,152605,0.16666666666666666
2217787,76874,0.16666666666666666
2217787,204535,0.16666666666666666
2217787,204464,0.16666666666666666
2217787,204407,0.16666666666666666
2217788,73531,0.14285714285714285
2217788,204407,0.14285714285714285
2217788,134812,0.14285714285714285
2217788,152605,0.14285714285714285
2217788,76874,0.14285714285714285
2217788,204535,0.14285714285714285
2217788,204464,0.14285714285714285
2217793,204530,1
2217796,204483,1
2217798,161550,0.5
2217798,160588,0.5
2217799,204542,0.5
2217799,139285,0.5
2217800,204572,1
2217809,178989,1
2217810,133968,1
2217811,204548,1
2217815,178929,1
2217816,204377,1
2217817,204377,1
2217818,160640,1
2217819,204454,0.5
2217819,204477,0.5
2217822,81297,1
2217823,81297,1
2217824,81297,1
2217825,204553,1
2217828,178945,1
2217834,178977,1
2217835,160665,1
2217838,74043,1
2217839,204496,1
2217843,204534,1
2217844,204534,1
2217845,204534,1
2217846,204534,1
2217847,141450,1
2217849,204480,1
2217851,204556,1
2217853,211649,1
2217854,204481,1
2217855,204481,1
2217860,204543,1
2217861,204440,1
2217864,204543,1
2217865,160639,1
2217866,141391,1
2217869,204538,1
2217871,204519,1
2217872,204519,1
2217876,204522,1
2217877,204383,1
2217878,204435,1
2217880,204435,1
2217881,204435,1
2217882,204378,1
2217883,204435,1
2217884,204378,1
2217885,178879,1
2217887,178879,1
2217888,178879,1
2217890,204548,1
2217891,204551,1
2217893,178879,1
2217895,178884,1
2217902,204521,1
2217903,204415,1
2217904,204415,1
2217908,204395,1
2217909,204503,1
2217910,204375,1
2217912,204435,1
2217913,204435,1
2217914,204435,1
2217917,204527,1
2217918,81055,1
2217919,204421,1
2217920,204421,1
2217921,178874,1
2217922,204421,1
2217923,204421,1
2217924,204421,1
2217939,178873,1
2217940,204462,1
2217943,204504,1
2217944,204504,1
2217948,204389,1
2217949,204389,1
2217950,204389,1
2217951,204389,1
2218050,204369,1
2218051,160666,1
2218052,160666,1
2218053,160666,1
2218054,160666,1
2218055,160666,1
2218056,204480,1
2218058,204460,1
2218067,204480,1
2218068,204473,1
2218079,193726,1
2218081,193726,1
2218084,177282,0.5
2218084,160575,0.5
2218085,177282,1
2218086,204527,1
2218087,204500,1
2218088,139285,1
2218089,139285,1
2218090,204429,1
2218091,204541,1
2218092,204541,1
2218093,204541,1
2218094,204526,1
2218095,204410,1
2218097,204462,1
2218099,204357,1
2218100,204566,1
2218104,151208,1
2218105,204371,1
2218106,204371,1
2218107,204371,1
2218108,204373,1
2218109,160655,1
2218110,160655,1
2218112,90842,1
2218113,204562,1
2218115,204572,1
2218116,160674,1
2218117,74366,1
2218118,204572,1
2218119,160674,1
2218120,160674,1
2218121,204479,1
2218122,164359,1
2218123,164359,1
2218124,164359,1
2218125,164359,1
2218126,164359,1
2218140,160575,1
2218148,204383,1
2218149,204383,1
2218151,178987,1
2218152,204572,1
2218153,204572,1
2218154,204409,1
2218157,178987,0.5
2218157,157130,0.5
2218159,204381,1
2218160,160598,1
2218161,204381,1
2218162,204381,1
2218163,160598,1
2218164,204371,1
2218165,204381,1
2218168,204381,1
2218172,133439,1
2218173,204359,1
2218176,74305,1
2218177,141470,1
2218180,204390,1
2218181,204390,1
2218182,204569,1
2218183,204529,1
2218184,204397,1
2218185,204397,1
2218186,204397,1
2218187,204397,1
2218188,204397,1
2218189,204397,1
2218195,204450,1
2218196,204551,1
2218197,204427,1
2218198,204378,1
2218199,204378,1
2218200,204383,1
2218201,204383,1
2218202,204383,1
2218203,204383,1
2218204,204383,1
2218205,204383,1
2218206,204383,1
2218207,74270,1
2218208,204383,1
2218209,204383,1
2218210,204383,1
2218211,204383,1
2218213,204383,1
2218214,160575,1
2218215,204462,1
2218216,204572,1
2218218,178970,1
2218219,204490,1
2218222,204446,1
2218223,204446,1
2218225,160587,1
2218229,141398,1
2218230,141398,1
2218238,204576,1
2218239,204576,1
2218243,160535,1
2218244,160535,1
2218245,204370,1
2218246,204367,1
2218249,135054,0.125
2218249,66828,0.125
2218249,204440,0.125
2218249,178871,0.125
2218249,178970,0.125
2218249,204471,0.125
2218249,205863,0.125
2218249,160535,0.125
2218250,204506,0.3333333333333333
2218250,178992,0.3333333333333333
2218250,204367,0.3333333333333333
2218252,74356,1
2218256,211649,1
2218257,141508,1
2218258,141508,1
2218262,204394,1
2218264,204461,1
2218267,160653,1
2218268,204575,1
2218272,204570,1
2218275,205476,1
2218281,74305,1
2218282,74305,1
2218287,133439,1
2218288,178954,1
2218289,160642,1
2218291,164360,1
2218292,204530,1
2218293,164360,1
2218295,164360,1
2218296,204411,1
2218297,164360,1
2218299,204367,1
2218303,204420,1
2218306,204352,1
2218307,164360,1
2218309,164360,1
2218312,141421,0.5
2218312,204427,0.5
2218317,204555,1
2218334,141421,1
2218348,160575,1
2218350,178857,1
2218351,178857,1
2218355,204427,1
2218356,204427,1
2218357,81055,1
2218358,204456,1
2218359,141439,1
2218364,141439,1
2218366,160545,0.5
2218366,204514,0.5
2218368,66828,1
2218371,178933,1
2218373,204566,1
2218375,204572,1
2218379,204572,1
2218383,204403,1
2218387,204446,1
2218388,73531,1
2218390,204528,1
2218391,133439,1
2218392,81055,0.5
2218392,171619,0.5
2218393,152610,1
2218396,152610,1
2218397,81055,1
2218399,141555,0.5
2218399,204356,0.5
2218400,204469,1
2218401,204469,1
2218402,204469,1
2218405,204554,1
2218406,178873,1
2218408,178948,1
2218409,178922,1
2218410,204535,1
2218411,204426,1
2218412,178922,1
2218413,72442,1
2218414,178922,1
2218415,160575,1
2218416,205550,1
2218417,178922,1
2218423,152610,1
2218424,204523,1
2218425,72442,1
2218426,204523,1
2218427,72442,1
2218428,72442,1
2218429,72442,1
2218430,72442,1
2218433,152605,1
2218435,92102,1
2218436,92102,1
2218437,204416,1
2218438,204494,1
2218439,204416,1
2218440,204472,1
2218441,204472,1
2218442,204472,1
2218443,204472,1
2218444,204472,1
2218445,160640,1
2218446,204386,1
2218450,107283,1
2218455,160570,1
2218457,74554,1
2218458,178929,1
2218459,160511,1
2218462,204521,0.5
2218462,204502,0.5
2218463,74467,1
2218464,74467,1
2218465,74467,1
2218466,74467,1
2218470,204439,1
2218471,204538,1
2218473,204538,1
2218480,178959,1
2218492,204429,1
2218493,204538,1
2218494,160598,1
2218495,160598,1
2218496,160598,1
2218497,160598,1
2218498,141431,1
2218500,204545,1
2218501,74043,1
2218502,74471,1
2218503,133439,1
2218504,133439,1
2218505,73486,1
2218506,204572,1
2218509,204576,1
2218510,204411,1
2218511,204576,1
2218513,204411,1
2218514,73486,1
2218515,204467,0.3333333333333333
2218515,204533,0.3333333333333333
2218515,204501,0.3333333333333333
2218520,73701,1
2218523,74161,1
2218524,74161,1
2218525,160531,1
2218530,74060,1
2218538,164360,1
2218539,178854,1
2218540,178989,1
2218543,122158,1
2218558,141391,1
