id,casa,nome,data_apresentacao,ementa,autor,indexacao,tema,uri_tramitacao
2241938,camara,INC 221/2020,25/03/2020,Sugere a prorrogação do vencimento das operações de crédito rural que especifica,Dra. Soraya Manato - PSL/ES,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241938
2241939,camara,PL 984/2020,25/03/2020,"Dispõe sobre medidas excepcionais a serem adotadas durante as situações de emergência pública de que trata a Lei nº 13.979, de 6 de fevereiro de 2020, relativas a suspensão da cobrança para os profissionais de saúde pública de tarifas de transporte público coletivo de passageiros, em todas as suas modalidades, operados por empresas públicas ou privadas.",Perpétua Almeida - PCdoB/AC,,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241939
2241940,camara,PL 985/2020,25/03/2020,"Dispõe sobre medidas excepcionais
a serem adotadas durante as
situações de emergência pública de
que trata a Lei nº 13.979, de 6 de
fevereiro de 2020, relativas ao prazo
de apresentação das obrigações
acessórias contábeis e fiscais, bem
como, procedimentos relativos a
cobrança de multas e juros por
atraso de pagamento das
obrigações fiscais e financeiras a
que se refere.",Perpétua Almeida - PCdoB/AC,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241940
2241941,camara,RIC 305/2020,25/03/2020,"Solicita informações ao Excelentíssimo Ministro da Saúde, senhor Luiz Henrique Mandetta, sobre a produção e distribuição dos equipamentos de proteção individual -  EPIS, como máscaras, luvas e aventais para o tratamento do COVID-19 e perguntas correlatas.",Perpétua Almeida - PCdoB/AC,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241941
2241942,camara,RIC 306/2020,25/03/2020,"Solicita informações ao Excelentíssimo Ministro da Saúde, senhor Luiz Henrique Mandetta, sobre a produção e distribuição de kits para teste diagnóstico específico para o COVID-19 e perguntas correlatas.",Perpétua Almeida - PCdoB/AC,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241942
2241943,camara,RIC 307/2020,25/03/2020,"Solicita informações ao Excelentíssimo Ministro da Saúde, senhor Luiz Henrique Mandetta, sobre a produção e distribuição de ventiladores pulmonares para o tratamento do COVID-19 e perguntas correlatas.",Perpétua Almeida - PCdoB/AC,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241943
2241944,camara,PL 986/2020,25/03/2020,"Dispõe sobre a antecipação da comemoração de feriados em casos de estado de calamidade
pública e epidemia do coronavírus (COVID19).",Gilson Marques - NOVO/SC,"Antecipação, cancelamento,  comemoração, feriado, situação de emergência, calamidade pública, epidemia, pandemia, coronavírus.","Homenagens e Datas Comemorativas, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241944
2241945,camara,PL 987/2020,25/03/2020,"Dispõe sobre a suspensão dos descontos nos vencimentos, subsídios, soldos, salários, remunerações ou benefícios de valores referentes a empréstimos consignados contratados por empregados, aposentados, pensionistas e servidores públicos.",José Guimarães - PT/CE,"Suspensão, desconto, Vencimentos, Subsídio (remuneração), soldo, salário,  Crédito consignado, empregado, servidor público, aposentado, pensionista, pandemia, coronavírus, emergência social.","Administração Pública, Economia, Previdência e Assistência Social, Saúde, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241945
2241946,camara,PDL 104/2020,25/03/2020,"Regulamenta, na forma do art. 49, X da Constituição Federal, o regime jurídico do estado de calamidade pública de que trata o Decreto Legislativo nº 6, de 20 de março de 2020, e dá outras providências.",Gastão Vieira - PROS/MA,"Calamidade pública, diretrizes, enfrentamento, Emergência de Saúde Pública de Importância Internacional (ESPII), pandemia, coronavírus.",Saúde,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241946
2241947,camara,PL 988/2020,25/03/2020,"Acrescenta o artigo 283 A no decreto 2848/40 Código Penal, para incluir o crime de divulgação de falsa de cura ou diminuição de sintomas de doenças por produtos ou outro qualquer meio, que não estejam autorizados pelo poder público, crime  agravado em época de endemia, epidemia e pandemia",Alexandre Frota - PSDB/SP,"Alteração, Código Penal, Crime contra a Saúde Pública, tipicidade penal, Divulgação de falsa cura de doença, detenção, agravação penal, aumento da pena, divulgação, meio eletrônico, período, endemia, epidemia, pandemia, coronavírus.","Direito Penal e Processual Penal, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241947
2241948,camara,PL 989/2020,25/03/2020,"Determina que os hotéis, pousadas e assemelhados, destinem 30% (trinta por cento) de suas vagas a moradores em situação de rua e pessoas que estejam em moradias coletivas, tipo albergues durante o estado de calamidade publica decretado.",Alexandre Frota - PSDB/SP,"Hotel. Pousada, hospedaria, percentual, vaga, População em situação de rua, albergue público, isolamento social, período, pandemia, coronavírus, emergência social..","Direitos Humanos e Minorias, Previdência e Assistência Social, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241948
2241949,camara,PL 990/2020,25/03/2020,"Suspende a cobrança de pedágio para caminhões que transportam produtos e equipamentos médicos, inclusive medicamentos e reduz em 50% para os demais caminhões nas estradas federais.",Alexandre Frota - PSDB/SP,"Suspensão, cobrança, pedágio, rodovia federal, Veículo de carga, transporte, medicamento, Material médico-hospitalar, Equipamento médico-hospitalar, redução percentual. Transporte de carga, pandemia, coronavírus, emergência social.","Saúde, Viação, Transporte e Mobilidade",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241949
2241950,camara,PL 991/2020,25/03/2020,"Suspende a utilização dos Cartões de Pagamento do Governo Federal, conhecidos como cartões coorporativos, de todos os órgãos do poder executivo, inclusive da presidência da república, exceto do Ministério da Saúde, enquanto durar o estado de calamidade pública.",Alexandre Frota - PSDB/SP,"Suspensão, Cartão de Pagamento do Governo Federal (CPGF), Cartão de crédito corporativo, exceção, Ministério da Saúde, calamidade pública, pandemia, coronavírus, emergência social, infração, crime contra a. administração pública.","Administração Pública, Finanças Públicas e Orçamento, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241950
2241951,camara,PL 992/2020,25/03/2020,"Suspende temporariamente o pagamento de benefícios incorporados aos salários de servidores públicos que, em sua soma, recebem mensalmente remuneração superior ao de Ministro do Supremo Tribunal Federal e destina estes recursos preferencialmente ao Ministério da Saúde.",Alexandre Frota - PSDB/SP,"Suspensão, caráter temporário, parte, remuneração, servidor público, administração federal, Ultrapassagem, Teto constitucional, aplicação, enfrentamento, pandemia, coronavírus","Administração Pública, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241951
2241952,camara,PL 993/2020,25/03/2020,"Dispõe sobre regras aplicáveis ao trabalho doméstico em razão das medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus identificado como SARS-CoV-2 , e dá outras providências.",Benedita da Silva - PT/RJ,"Norma geral, aplicação, trabalho doméstico, decorrência, Medidas para Enfrentamento da Emergência de Saúde Pública de Importância Internacional decorrente do Coronavírus Responsável pelo Surto de 2019, afastamento, trabalhador doméstico, garantia, estabilidade, criação, Auxílio Emergencial Pecuniário, contaminação, procedimento, Ministério da Saúde, divulgação, campanha educativa, cuidador familiar, cuidado, prevenção, concessão, benefício revidenciário, segurado,","Previdência e Assistência Social, Saúde, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241952
2241953,camara,PL 994/2020,25/03/2020,"Dispõe sobre a garantia e direito público e gratuito ao fornecimento de energia elétrica, água potável e gás de
cozinha enquanto perdurar o Estado de Calamidade Pública.",Bira do Pindaré - PSB/MA,"Gratuidade, fornecimento, energia elétrica, água potável, Gás Liquefeito de Petróleo (GLP), consumidor, residência permanente, população quilombola, período, estado de emergência, calamidade pública, pandemia, coronavírus.","Direitos Humanos e Minorias, Energia, Recursos Hídricos e Minerais, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241953
2241954,camara,PL 995/2020,25/03/2020,"Proíbe a incidência de juros remuneratórios, moratórios, multa e quaisquer outros encargos bancários sobre o valor utilizado do cheque especial e do saldo devedor da fatura de cartão de crédito concedidos por instituições financeiras, até 60 (sessenta) dias após o encerramento da calamidade pública decretada pelo Congresso Nacional em decorrência da pandemia do Covid-19.",Eduardo Bismarck - PDT/CE,"Proibiçao, incidência, juros remuneratórios, juros de mora, encago, cheque especial, fatura, cartão de crédito, cobrança, instituição financeira, prazo, posteridade, encerramento, estado de emergência, calamidade pública, pandemia, coronavírus.","Economia, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241954
2241955,camara,PL 996/2020,25/03/2020,"Permite a destinação dos recursos do Fundo de Universalização dos Serviços de Telecomunicações - FUST ao Ministério da Saúde para o custeio das ações de prevenção, contenção, combate e mitigação à pandemia do Covid-19.",Eduardo Bismarck - PDT/CE,"Destinação, parte, recursos, Fundo de Universalização e Massificação dos Serviços de Telecomunicações (Fust), custeio, ações, combate, pandemia, coronavírus.","Comunicações, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241955
2241956,camara,PL 997/2020,25/03/2020,"Permite a compra, por uma única vez, de medicamentos com prescrição, sem apresentação de receita médica, durante períodos de calamidade pública.",Eduardo Bismarck - PDT/CE,"Alteração, Lei de Controle Sanitário de Medicamentos, autorização, aquisição, medicamento, prescrição, ausência, apresentação, receita médica, período, estado de emergência, calamidade pública, pandemia, coronavírus.",Saúde,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241956
2241957,camara,PL 998/2020,25/03/2020,Cria 6 (seis) cargos de Procurador Regional do Trabalho no quadro de pessoal do Ministério Público do Trabalho," PGR - Procuradoria Geral da República, PGR - Procuradoria Geral da República","Criação, cargo efetivo, Procurador Regional do Trabalho, quadro de pessoal, Ministério Público do Trabalho (MPT).",Administração Pública,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241957
2241958,camara,PL 999/2020,25/03/2020,"Determina a redefinição do prazo de entrega do Imposto de Renda de Pessoa Física em virtude do estado de calamidade pública decretada pelo Congresso Nacional, em decorrência da pandemia do Covid-19.",Eduardo Bismarck - PDT/CE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241958
2241959,camara,INC 222/2020,25/03/2020,"Sugere o envio de expediente ao Ministro da Economia solicitando que estude medida legal para suspender os protestos de títulos de créditos, sejam eles judiciais ou extrajudiciais, enquanto perdurar o estado de calamidade em decorrência do COVID-19.",Schiavinato - PP/PR,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241959
2241960,camara,PL 1000/2020,25/03/2020,"Cria o Plano Emergencial para Enfrentamento ao COVID-19 nas favelas e periferias, e assegura a garantia ao acesso à água e distribuição de kits com insumos básicos necessários à manutenção das condições de higiene e de saúde para prevenção do contágio e da disseminação do coronavírus (COVID-19).","Marcelo Freixo - PSOL/RJ, Sâmia Bomfim - PSOL/SP, David Miranda - PSOL/RJ, Fernanda Melchionna - PSOL/RS, Talíria Petrone - PSOL/RJ","Criação, plano emergencial, enfretamento, coronavírus, favela, assentamento, população de baixa renda, garantia, acesso, água, produto de higiene pessoa, prevenção, doença infectocontagiosa, elaboração, plano emergencial, União, estado, município, Distrito Federal, política pública, abastecimento de água, proibição, corte, serviço, divulgação, informação educativa, pandemia, utilização, hotel, pousada, isolamento social.","Administração Pública, Direitos Humanos e Minorias, Energia, Recursos Hídricos e Minerais, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241960
2241961,camara,INC 223/2020,25/03/2020,"Sugere que seja permitida a compra, por uma única vez, de medicamentos com prescrição, sem apresentação de receita médica, durante o período de calamidade pública decretada pelo Congresso Nacional, em decorrência da pandemia do Covid-19.",Eduardo Bismarck - PDT/CE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241961
2241962,camara,PL 1001/2020,25/03/2020,Estabelece a obrigatoriedade de pontos de apoio aos caminhoneiros nas rodovias brasileiras em períodos de decretação de calamidade pública.,Heitor Freire - PSL/CE,"Manutenção, local aberto,  apoio logístico,, motorista de caminhão, rodovia federal, rodovia estadual, período, decretação, calamidade pulica, coronavírus.","Finanças Públicas e Orçamento, Saúde, Trabalho e Emprego, Viação, Transporte e Mobilidade",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241962
2241963,camara,INC 224/2020,25/03/2020,"Sugere o envio de Indicação ao Senhor Ministro da Infraestrutura, para que sejam adotadas providências para a instalação de pontos de apoio para os caminhoneiros nas rodovias brasileiras durante a calamidade do COVID-19.",Heitor Freire - PSL/CE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241963
2241964,camara,PLP 48/2020,25/03/2020,Institui o mecanismo de leilão reverso para a destinação de recursos adicionais às Instituições Financeiras para realização de renegociação de dívidas com clientes PJ e PF.,Pedro Lucas Fernandes - PTB/MA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241964
2241965,camara,PL 1002/2020,25/03/2020,"Destina integralmente o montante de R$ 2.034.954.824,00 (dois bilhões, trinta e quatro milhões, novecentos e cinquenta e quatro mil, oitocentos e vinte e quatro reais) alocados no orçamento geral da União de 2020, como Fundo Eleitoral, para o Ministério da Saúde investir integralmente nas ações de enfrentamento dos efeitos da Pandemia por Covid 19.",Pompeo de Mattos - PDT/RS,"Recursos, Fundo Especial de Financiamento de Campanha (FEFC), enfrentamento, Emergência de Saúde Pública de Importância Internacional (ESPII), pandemia, coronavírus., emergência social.","Política, Partidos e Eleições, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241965
2241966,camara,PL 1003/2020,25/03/2020,"Torna obrigatório o fornecimento de pias ou produtos para higienização das mãos, nos mercados, supermercados, hipermercados, atacadões e dá outras providencias.",Rejane Dias - PT/PI,"Supermercado, mercado, Hipermercado, estabelecimento comercial, Produto hortifrutigranjeiro, Lavatório, Produto de higiene pessoal, higienização, Mão (anatomia), pandemia, coronavírus.","Indústria, Comércio e Serviços, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241966
2241967,camara,PL 1004/2020,25/03/2020,"Isenta do Imposto de Produtos Industrializados — IPI as aquisições de veículos automotores e aeromédicos utilizados na prestação de serviços de saúde, durante o Estado de Calamidade Pública e dá outras providências.",Rejane Dias - PT/PI,"Alteração, Lei do Imposto de Consumo, Isenção tributária, Imposto sobre Produtos Industrializados (IPI), veículo automotor, aeronave, helicóptero, transporte aeromédico, prestação de serviços, saúde pública, aquisição, calamidade pública, pandemia, coronavírus, emergência social, tributação, benefício fiscal.","Finanças Públicas e Orçamento, Indústria, Comércio e Serviços, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241967
2241968,camara,PL 1005/2020,25/03/2020,Suspende o uso de cartões corporativos em períodos de decretação de calamidade pública.,Heitor Freire - PSL/CE,"Suspensão, Cartão de crédito corporativo, administração pública, aplicação, enfrentamento,  calamidade pública, pandemia, coronavírus, emergência social.","Administração Pública, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241968
2241969,camara,PL 1007/2020,25/03/2020,"Insere parágrafos nos arts. 24 e 31 da Lei n 9.394, de 20 de dezembro de 1996, para flexibilizar a carga horária mínima anual da educação básica em situações de calamidade pública.",Capitão Alberto Neto - REPUBLIC/AM,"Alteração, Lei de Diretrizes e Bases da Educação Nacional (1996), flexibilização, carga horária, mínimo, anual, educação básica, educação infantil, período, situação de emergência, calamidade pública, coronavírus.","Educação, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241969
2241970,camara,INC 225/2020,25/03/2020,"Ao Excelentíssimo Senhor Presidente da República, para que determine imediatamente a suspensão dos efeitos da Lei nº 9.492 de 10 de setembro de 1997.",Nilto Tatto - PT/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241970
2241971,camara,REQ 500/2020,25/03/2020,Requer a inclusão de coautoria,Delegado Éder Mauro - PSD/PA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241971
2241972,camara,INC 226/2020,25/03/2020,"Sugere ao Ministério da Mulher, da Família e dos Direitos Humanos que promova ações voltadas à  garantia da devida assistência humanitária à população em situação de rua durante a pandemia de covid-19.",Túlio Gadêlha - PDT/PE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241972
2241973,camara,PL 1008/2020,25/03/2020,Dispõe sobre o controle do Estado no combate à manipulação e ao abuso de preços em casos dedecretação de Pandemia ou Estado de CalamidadePública.,Túlio Gadêlha - PDT/PE,"Autorização, União, estado (ente federado), Distrito Federal, município, intervenção, mercado, bens, serviços, combate, manipulação, abuso, preços, decorrência, pandemia, coronavírus, estado de emergência, calamidade pública, disciplinamento.","Administração Pública, Indústria, Comércio e Serviços, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241973
2241974,camara,INC 227/2020,25/03/2020,"Sugere ao Ministro da Saúde a implantação de
procedimentos sanitários e de saúde,
especificamente a inspeção de passageiros e
tripulações que cheguem no Brasil em terminais
rodoviários e fluviais, em voos internacionais e
nacionais em aeroportos e cruzeiros nacionais e
internacionais em portos, na vigência de pandemia
declarada pela Organização Mundial da SaúdeOMS.",Cássio Andrade - PSB/PA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241974
2241975,camara,RIC 308/2020,25/03/2020,"Requer ao Exmo. Sr. Ministro da Saúde informações sobre a inspeção de passageiros e tripulações que cheguem no Brasil em terminais rodoviários e fluviais, em voos internacionais e nacionais em aeroportos e cruzeiros nacionais e internacionais em aeroportos, na vigência de pandemia declarada pela Organização Mundial da Saúde- OMS.",Cássio Andrade - PSB/PA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241975
2241976,camara,RIC 309/2020,25/03/2020,"Requer ao Exmo. Sr. Ministro da Infraestrutura informações sobre a obrigatoriedade do uso do capacete pelos usuários do serviço de mototáxi, enquanto perdurar a determinação da pandemia do coronavírus.",Cássio Andrade - PSB/PA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241976
2241977,camara,PLP 49/2020,25/03/2020,"Institui Empréstimo Compulsório Sobre Grandes Fortunas para enfrentamento do estado de calamidade pública reconhecido pelo Decreto Legislativo n° 06, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19) e dá outras providências.",Elias Vaz - PSB/GO,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241977
2241978,camara,PRC 13/2020,25/03/2020,Modifica o ato da mesa 43/2009 para determinar a redução da cota destinada para o exercício parlamentar e dá outras providências.,Flávia Arruda - PL/DF,"Alteração, Ato da Mesa, critério, redução, Cota para o exercício da atividade parlamentar, epidemia, pandemia. _Destinação, valor, Ministério da Saúde, combate, pandemia, coronavírus.","Processo Legislativo e Atuação Parlamentar, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241978
2241979,camara,INC 228/2020,25/03/2020,Sugere a adoção de medidas relativas a não cobrança de pedágio dos veículos de carga nas rodovias federais durante a vigência do estado de calamidade decorrente da emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid-19).,Diego Andrade - PSD/MG,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241979
2241980,camara,PL 1009/2020,25/03/2020,"Prevê a interrupção temporária do contrato de trabalho, com devida compensação financeira ao empregado, durante o estado de calamidade pública provocado pela pandemia do Coronavírus (COVID-19).",Efraim Filho - DEM/PB,"Interrupção, caráter temporário, contrato de trabalho, Compensação financeira, empregado, calamidade pública, Emergência de Saúde Pública de Importância Internacional (ESPII), pandemia, coronavírus, emergência social.","Saúde, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241980
2241981,camara,PL 1010/2020,25/03/2020,"Modifica a Lei nº 11.442, de 5 de janeiro de 2007, que dispõe sobre o transporte de cargas por conta de terceiros e mediante remuneração.",Vicentinho Júnior - PL/TO,,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241981
2241982,camara,PL 1011/2020,25/03/2020,"Modifica a Lei nº 6259, de 30 de outubro  de 2020, para garantir o acesso a vacinas a todos os caminhoneiros e profissionais responsáveis pelos transportes de cargas durante o período de pandemia do vírus COVID-19-Corona vírus.",Vicentinho Júnior - PL/TO,"Alteração, Lei de Vigilância Epidemiológica, garantia, vacinação, Motorista, transporte de carga, pandemia, coronavírus.","Saúde, Trabalho e Emprego, Viação, Transporte e Mobilidade",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241982
2241983,camara,INC 229/2020,25/03/2020,Sugere ao Ministro da Saúde a intensificação de contratações emergenciais de profissionais da saúde para ajudar no combate à pandemia de coronavírus (Covid-19).,Rubens Bueno - CIDADANIA/PR,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241983
2241984,camara,INC 230/2020,25/03/2020,"Sugere ao Ministro da Infraestrutura a adoção de desconto de 50% (cinquenta por cento) nas tarifas de pedágios para cargas de alimentos, medicamentos e outros insumos e bens hospitalares e produtos de higiene durante a emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid19).",Rubens Bueno - CIDADANIA/PR,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241984
2241985,camara,INC 231/2020,26/03/2020,Sugere à Agência de Vigilância Sanitária elaboração de nota técnica a fim de instruir e recomendar a população sobre todas as condutas que devem ser adotadas diante do estado de calamidade decorrente do Covid-19.,Denis Bezerra - PSB/CE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241985
2241986,camara,SBT 1/0,26/03/2020,," Dr. Frederico - PATRIOTA/MG, Dr. Frederico - PATRIOTA/MG",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241986
2241987,camara,PDL 105/2020,25/03/2020,"Susta os efeitos da Portaria nº 34, de 09 de março de 2.020, que ""Dispõe sobre as condições para fomento a cursos de pós graduação stricto sensu pela Diretoria de Programas e Bolsas no País da CAPES"".",André Figueiredo - PDT/CE,"Sustação, Portaria, Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes), diretrizes, distribuição, bolsa de estudo, Pós-graduação stricto sensu, Mestrado, Doutorado, educação superior",Educação,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241987
2241988,camara,EMP 5/0,26/03/2020,," Leandre - PV/PR, Leandre - PV/PR",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241988
2241989,camara,EMP 6/0,26/03/2020,," Leandre - PV/PR, Leandre - PV/PR",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241989
2241990,camara,EMP 7/0,26/03/2020,," Flávia Arruda - PL/DF, Flávia Arruda - PL/DF",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241990
2241991,camara,EMP 8/0,26/03/2020,," Flávia Arruda - PL/DF, Flávia Arruda - PL/DF",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241991
2241992,camara,EMP 9/0,26/03/2020,," Carmen Zanotto - CIDADANIA/SC, Carmen Zanotto - CIDADANIA/SC",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241992
2241993,camara,EMP 10/0,26/03/2020,," Carmen Zanotto - CIDADANIA/SC, Carmen Zanotto - CIDADANIA/SC",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241993
2241994,camara,INC 232/2020,24/03/2020,"Sugere ao Ministro da Saúde a implantação de procedimentos sanitários e de saúde, especificamente a inspeção de passageiros e tripulações que cheguem no Brasil em terminais rodoviários e fluviais, em voos internacionais e nacionais em aeroportos e cruzeiros nacionais e internacionais em portos, na vigência de pandemia declarada pela Organização Mundial da Saúde- OMS.",Cássio Andrade - PSB/PA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241994
2241995,camara,EMP 11/0,26/03/2020,," Perpétua Almeida - PCdoB/AC, Perpétua Almeida - PCdoB/AC",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241995
2241996,camara,EMP 12/0,26/03/2020,," Perpétua Almeida - PCdoB/AC, Perpétua Almeida - PCdoB/AC",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241996
2241997,camara,EMP 13/0,26/03/2020,," Léo Moraes - PODE/RO, Léo Moraes - PODE/RO",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241997
2241998,camara,EMP 1/0,26/03/2020,," Carmen Zanotto - CIDADANIA/SC, Carmen Zanotto - CIDADANIA/SC",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241998
2241999,camara,RRL 1/0,26/03/2020,"VOTO: pela aprovação da Medida Provisória nº 924 de 2020, nos termos do projeto de lei de conversão. Quanto às 20 (vinte) emendas apresentadas, o Relator ofereceu voto pela APROVAÇÃO PARCIAL a de nº 6, indicou para INADMISSIBILIDADE as de nºs 1 a 4 e 7 a 20 e REJEIÇÃO a de nº 5."," Eduardo Gomes - MDB/TO, Eduardo Gomes - MDB/TO",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241999
2242000,camara,PL 1013/2020,25/03/2020,"Suspende o pagamento do parcelamento de dívidas no âmbito do Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro - PROFUT, criado prela Lei nº 13.155, de 4 de agosto de 2015, durante período de emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid-19)",Hélio Leite - DEM/PA,"Suspensão, caráter temporário, pagamento, parcela, dívida, entidade desportiva, futebol, Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro (PROFUT), calamidade pública, Emergência de Saúde Pública de Importância Internacional (ESPII), pandemia, coronavírus, emergência social.","Esporte e Lazer, Finanças Públicas e Orçamento, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242000
2242001,camara,REQ 501/2020,26/03/2020,"Requer urgência para a votação do PL 676/2020, que dispõe sobre a redução a 0 %(zero por cento) das alíquotas das Contribuições Sociais para o Pis/Pasep, Cofins, CSLL e o ISS incidentes sobre as receitas decorrentes das atividades de aviação, turismo e entretenimento.",Acácio Favacho - PROS/AP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242001
2242002,camara,REQ 502/2020,26/03/2020,"Requer a urgência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, para apreciação do PL1011/2020.",Vicentinho Júnior - PL/TO,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242002
2242003,camara,EMP 14/0,26/03/2020,," Diego Andrade - PSD/MG, Diego Andrade - PSD/MG",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242003
2242004,camara,EMP 15/0,26/03/2020,," Diego Andrade - PSD/MG, Diego Andrade - PSD/MG",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242004
