id,casa,nome,data_apresentacao,ementa,autor,indexacao,tema,uri_tramitacao
2238695,camara,REQ 408/2020,11/03/2020,"""Requer a realização de Sessão Solene em comemoração ao o centésimo sexagésimo sétimo aniversário de Emancipação do Estado do Paraná"".",Luizão Goulart - REPUBLIC/PR,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238695
2238696,camara,REQ 409/2020,11/03/2020,Requer a retirada de tramitação do RIC 203/2020.,Denis Bezerra - PSB/CE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238696
2238697,camara,VTS 2/0,11/03/2020,Voto em separado pela rejeiçãoi do Projeto de Lei nº 4/2020-CN," Randolfe Rodrigues - REDE/AP, Randolfe Rodrigues - REDE/AP",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238697
2238698,camara,PL 594/2020,11/03/2020,"Altera o art. 11-B da Lei nº 12.587, de 3 de janeiro de 2012, para exigir que os veículos utilizados para transporte remunerado privado individual de passageiros apresentem identificação da empresa junto à qual o motorista é credenciado, e dá outras providências.",Mário Heringer - PDT/MG,"Alteração, Lei da Política Nacional de Mobilidade Urbana, obrigatoriedade, veículo automotor, transporte por aplicativo, Aplicativo Uber, identificação, nome, empresa.","Cidades e Desenvolvimento Urbano, Viação, Transporte e Mobilidade",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238698
2238699,camara,INC 94/2020,11/03/2020,"Sugere ao Ministério da Infraestrutura, no âmbito da Agência Nacional de Aviação Civil - ANAC, que intervenha junto às companhias aéreas para que se proceda à remarcação gratuita de bilhetes ou ao reembolso integral dos valores pagos, dispensadas as multas contratuais, em caso de passagens compradas para países considerados de risco para Coronavírus - Covid-19.",Mário Heringer - PDT/MG,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238699
2238700,camara,RIC 211/2020,11/03/2020,"Requer informações ao senhor Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura, sobre o retorno do Boeing 737 MAX à aviação comercial no Brasil.",Mário Heringer - PDT/MG,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238700
2238701,camara,REQ 410/2020,11/03/2020,"Requer urgência, nos  termos do art. 155 do Regimento Interno, na apreciação do(a) 5416/2019.",Bosco Costa - PL/SE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238701
2238702,camara,PL 595/2020,11/03/2020,Assegura os direitos dos consumidores quando do cancelamento total ou parcial dos contratos de prestação dos serviços de telecomunicações e dá outras providências,João Maia - PL/RN,"Alteração, Lei Geral de Telecomunicações, direitos, Usuário de serviços, Serviços de telecomunicações, cancelamento, contrato, prestação de serviços, procedimento, agilização.","Comunicações, Direito e Defesa do Consumidor",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238702
2238703,camara,CVO 2/0,11/03/2020,"VOTO: pela aprovação na forma proposta pelo Poder Executivo. Quanto as 17 (dezessete) emendas apresentadas, foram REJEITADAS."," Cacá Leão - PP/BA, Cacá Leão - PP/BA",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238703
2238706,camara,VTS 1/0,11/03/2020,"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), e o art. 96 da Lei nº 10.741, de 1º de outubro de 2003 (Estatuto do Idoso), para aperfeiçoar a disciplina do crédito ao consumidor e dispor sobre a prevenção e o tratamento do superendividamento."," Vinicius Carvalho - REPUBLIC/SP, Vinicius Carvalho - REPUBLIC/SP",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238706
2238711,camara,REQ 25/2020,11/03/2020,Requer aprovação de Moção de Apoio desta Comissão Externa à urgência da aprovação do PL 5413/2019.,Pedro Westphalen - PP/RS,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238711
2238712,camara,REQ 1/2020,11/03/2020,"Requer a realização de audiência pública para debater o roaming internacional, nos termos previstos nas Mensagens nºs 369 e 508, ambas de 2019 - do Poder Executivo."," Nelsinho Trad - PSD/MS, Nelsinho Trad - PSD/MS",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238712
2238713,camara,PL 596/2020,11/03/2020,"""Altera a Lei nº. 10.826, de 22 de dezembro de 2003, para tornar obrigatória a adição de marcadores químicos nas munições e seus insumos destinados a armas de fogo.""",Rosangela Gomes - REPUBLIC/RJ,"Alteração, Estatuto do Desarmamento, marcador químico, munição, insumo, arma de fogo, agilização, perícia criminal, exame de balística.","Defesa e Segurança, Direito Penal e Processual Penal",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238713
2238714,camara,PL 597/2020,11/03/2020,Regulamenta o exercício da profissão de Quiropraxista.,Rosangela Gomes - REPUBLIC/RJ,"Regulamentação, profissão, quiropraxista, registro profissional, competência.",Trabalho e Emprego,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238714
2238715,camara,PL 598/2020,11/03/2020,"Institui normas para promover a segurança e proteção dos Profissionais da Educação em todo o território nacional, no exercício de suas atividades laborais e autoriza o Poder Executivo a regulamentar esta Lei.",Rosangela Gomes - REPUBLIC/RJ,"Diretrizes, segurança, proteção, profissional da educação, exercício profissional, combate, violência contra educador.","Defesa e Segurança, Educação, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238715
2238716,camara,PL 599/2020,11/03/2020,Autoriza o Poder executivo Federal a criar o Plano Nacional de Enfrentamento e Resgate sócio-educacional dos adolescentes com idade compreendida entre 12 e 15 anos.,Rosangela Gomes - REPUBLIC/RJ,"Autorização, Poder Executivo, criação, Plano Nacional de Enfrentamento e Resgate Socioeducacional de Adolescentes, diretrizes.","Arte, Cultura e Religião, Direitos Humanos e Minorias, Educação",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238716
2238717,camara,MSC 527/2019,11/03/2020,"Submete à apreciação do Congresso Nacional o texto da Medida Provisória nº 898/2019, que ""Altera a Lei nº 10.836, de 9 de janeiro de 2004, que cria o Programa Bolsa Família, para dispor sobre o pagamento do benefício financeiro relativo ao mês de dezembro de 2019 como abono natalino""."," Poder Executivo, Poder Executivo",,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238717
2238759,camara,REQ 411/2020,11/03/2020,"Requer a criação de Comissão Especial destinada a proferir parecer ao Projeto de Lei Complementar nº 281/2019 - Dispõe sobre os regimes de resolução das instituições autorizadas a funcionar pelo Banco Central do Brasil, pela Superintendência de Seguros Privados e pela Comissão de Valores Mobiliários.",Luis Miranda - DEM/DF,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238759
2238760,camara,REQ 412/2020,11/03/2020,"Requer a instalação da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 5387, de 2019, do Poder Executivo, que ""dispõe sobre o mercado de câmbio brasileiro, o capital brasileiro no exterior, o capital estrangeiro no País e a prestação de informações ao Banco Central do Brasil"" - PL538719.",Luis Miranda - DEM/DF,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238760
2238761,camara,PL 600/2020,11/03/2020,"Altera a redação do § 3º do art. 134 da Consolidação das Leis do Trabalho, aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, para dispor sobre o início das férias.","Tiago Mitraud - NOVO/MG, Evair Vieira de Melo - PP/ES","Alteração, Consolidação das Leis do Trabalho (CLT), proibição, início, férias, trabalhador, feriado.",Trabalho e Emprego,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238761
2238764,camara,MSC 535/2019,11/03/2020,"Submete à apreciação do Congresso Nacional o texto da Medida Provisória nº 900/2019, que ""Autoriza a União, por intermédio do Ministério do Meio Ambiente, a contratar instituição financeira para criar e gerir fundo privado constituído por recursos decorrentes da conversão de multa de que trata o art. 72, § 4º, da Lei nº 9.605, de 12 de fevereiro de 1998, e dá outras providências""."," Poder Executivo, Poder Executivo",,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238764
2238859,camara,INC 95/2020,11/03/2020,"Sugere o tabelamento de preços de equipamentos de proteção individual utilizados para o controle da transmissão do novo coronavírus, bem como produtos e insumos relacionados a prevenção e tratamento desta epidemia enquanto a demanda do Brasil não for completamente atendida, até o encerramento da emergência em saúde pública."," Comissão Externa destinada a acompanhar ações preventivas da vigilância sanitária e possíveis consequências para o Brasil quanto ao enfrentamento da pandemia causada pelo coronavírus, Comissão Externa destinada a acompanhar ações preventivas da vigilância sanitária e possíveis consequências para o Brasil quanto ao enfrentamento da pandemia causada pelo coronavírus",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238859
2238860,camara,INC 96/2020,11/03/2020,"Sugere a adoção de medidas para impedir a exportação de equipamentos de proteção individual utilizados para o controle da transmissão do novo coronavírus, bem como produtos e insumos relacionados a prevenção e tratamento desta epidemia enquanto a demanda do Brasil não for completamente atendida, até o encerramento da emergência em saúde pública."," Comissão Externa destinada a acompanhar ações preventivas da vigilância sanitária e possíveis consequências para o Brasil quanto ao enfrentamento da pandemia causada pelo coronavírus, Comissão Externa destinada a acompanhar ações preventivas da vigilância sanitária e possíveis consequências para o Brasil quanto ao enfrentamento da pandemia causada pelo coronavírus",NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238860
2238861,camara,PL 601/2020,11/03/2020,"Aumenta a pena do crime de infração de medida sanitária preventiva, previsto no art. 268 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), que é de detenção, de um mês a um ano, e multa, para a de reclusão, de 1 (um) a 4 (quatro) anos, e multa.",Joice Hasselmann - PSL/SP,"Alteração, Código Penal, crime contra a saúde pública, aumento da pena, reclusão, Infração de medida sanitária.","Direito Penal e Processual Penal, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238861
2238862,camara,INC 97/2020,11/03/2020,"Sugere ao Poder Executivo a apresentação de projeto de lei revogando a Lei nº 7.474, de 1986.",Joice Hasselmann - PSL/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238862
2238863,camara,RIC 212/2020,11/03/2020,Requer ao Ministro de Estado Chefe da Secretaria de Governo da Presidência da República informações sobre o uso da estrutura e de recursos públicos para a convocação de manifestações para o dia 15 de março de 2020.,Ivan Valente - PSOL/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238863
2238864,camara,PL 602/2020,11/03/2020,"Altera o art. 6º da Lei nº 10.826, de 22 de dezembro de 2003 - Estatuto do Desarmamento, para permitir o porte de arma para agentes de fiscalização.",Loester Trutis - PSL/MS,"Alteração, Estatuto do Desarmamento, porte de arma, servidor público, agente de fiscalização.","Administração Pública, Defesa e Segurança",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238864
2238865,camara,REQ 413/2020,11/03/2020,"Requer a inclusão na Ordem do Dia do Plenário o PL Nº 7.293, de 2006, que Dá o nome de ""Rodovia BR-265 - Caminho Real"" à atual BR-265.",Enéias Reis - PSL/MG,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238865
2238866,camara,PL 603/2020,11/03/2020,"Altera a Lei nº 11.340, de 7 de agosto de 2006 - Lei Maria da penha e cria o Programa Moradia Social destinado às mulheres vítimas de violência doméstica e dá outras providências.",Rejane Dias - PT/PI,"Alteração, Lei Maria da Penha, Medida protetiva de urgência, Aluguel social,   vítima, violência doméstica, violência contra a mulher.","Defesa e Segurança, Direito Penal e Processual Penal, Direitos Humanos e Minorias",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238866
2238867,camara,PL 604/2020,11/03/2020,"Institui benefícios fiscais para operações com medicamentos destinados ao tratamento da depressão, ansiedade, fibromialgia e dor crônica.",Rejane Dias - PT/PI,"Isenção tributária, Imposto de Importação, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público incidente na Importação de Produtos Estrangeiros ou Serviços (PIS-Pasep-Importação), Contribuição Social para o Financiamento da Seguridade Social devida pelo Importador de Bens Estrangeiros ou Serviços do Exterior (Cofins-Importação), medicamento, Tratamento de saúde, depressão, Transtorno de ansiedade generalizada (TAG), fibromialgia, dor crônica, tributação, benefício fiscal.","Finanças Públicas e Orçamento, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238867
2238868,camara,PL 605/2020,11/03/2020,"Altera a Lei nº 8.080, de 19 de setembro de 1990, para obrigar o Sistema Único de Saúde a fornecer medicamentos  para o tratamento das mucopolissacaridoses do tipo VII.",Rejane Dias - PT/PI,"Alteração, Lei Orgânica da Saúde, Sistema Único de Saúde (SUS), obrigatoriedade, fornecimento, medicamento, tratamento, doença, Mucopolissacaridose tipo VII.",Saúde,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238868
2238869,camara,INC 98/2020,11/03/2020,Sugere a elaboração de política nacional de enfretamento à violência nas escolas públicas e privadas.,Rejane Dias - PT/PI,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238869
2238870,camara,INC 99/2020,11/03/2020,"Sugere a elaboração de pesquisas quantitativas e qualitativas, para que os múltiplos desafios inerentes à questão da violência nas escolas sejam conhecidos de modo aprimorado.",Rejane Dias - PT/PI,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238870
2238871,camara,PL 606/2020,11/03/2020,Dispõe sobre a prestação de auxílio às pessoas com deficiência e/ou mobilidade reduzida nos supermercados e estabelecimentos congêneres e dá outras providências.,Rejane Dias - PT/PI,"Obrigatoriedade, hipermercado, supermercado, mercado, assistência, consumidor, pessoa com deficiência, pessoa com mobilidade reduzida.","Direitos Humanos e Minorias, Indústria, Comércio e Serviços, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238871
2238872,camara,RIC 213/2020,11/03/2020,Requer informações sobre medidas adotadas para conter a disseminação do coronavírus nCov-2019 no território nacional.,Rejane Dias - PT/PI,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238872
2238873,camara,REQ 34/2020,11/03/2020,"Requer informações ao Excelentíssimo Senhor Ministro de Estado da Saúde, Sr. Luiz Henrique Mandetta, acerca das ações do Ministério com relação ao aumento de 12% na mortalidade de bebês indígenas no Brasil em 2019, comparando-se aos dados de 2018.",Joenia Wapichana - REDE/RR,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238873
2238874,camara,PL 607/2020,11/03/2020,Cria o Programa Primeiros Passos e  dá outras providências.,Rejane Dias - PT/PI,"Criação, Programa Primeiros Passos, Estado (ente federado), Distrito Federal, Município, convênio administrativo, Entidade privada, atendimento, criança, Vulnerabilidade social, faixa etária, primeira infância, educação infantil,  cadastro, Cadastro Único para Programas Sociais do Governo Federal (CadÚnico),  Lista de espera, creche, Rede pública de ensino.","Direitos Humanos e Minorias, Educação, Previdência e Assistência Social",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238874
2238875,camara,PL 608/2020,11/03/2020,"Altera a Lei nº 9.427, de 26 de dezembro de 1996, para vedar a suspensão do fornecimento de energia elétrica, por inadimplemento da fatura, a unidade consumidora onde resida portador de doença ou patologia cujo tratamento ou procedimento médico requeira o uso continuado de aparelhos, equipamentos ou instrumentos que, para o seu funcionamento, demandem consumo de energia elétrica.",Rejane Dias - PT/PI,"Alteração, Lei da Agência Nacional de Energia Elétrica, proibição, suspensão, fornecimento, energia elétrica, inadimplemento, consumidor, usuário de serviços, Unidade consumidora de energia, pobreza, extrema pobreza, paciente, doença,  tratamento de saúde, utilização, equipamento elétrico, fornecimento, Sistema Único de Saúde (SUS).","Energia, Recursos Hídricos e Minerais, Previdência e Assistência Social, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238875
2238876,camara,PL 609/2020,11/03/2020,Dispõe sobre o videomonitoramento de lojas de conveniência e de postos de gasolina onde há a venda de bebidas alcoólicas,Lauriete - PL/ES,"Posto de gasolina, Loja de conveniência, venda, bebida alcoólica, Videomonitoramento, integração, Órgão de segurança pública, Autoridade policial.","Defesa e Segurança, Indústria, Comércio e Serviços",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238876
2238877,camara,RIC 214/2020,11/03/2020,"Requer esclarecimentos e informações sobre a disponibilização de informações pessoais de servidores públicos ao ""Clube de Descontos"", criado pelo Ministério da Economia.",Erika Kokay - PT/DF,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238877
2238878,camara,REQ 414/2020,11/03/2020,"Solicita que seja convocado o Ministro-Chefe do Gabinete de Segurança Institucional, General de Exército Augusto Heleno Ribeiro Pereira, com vistas a prestar esclarecimentos sobre a presença de agentes secretos da Agência Brasileira de Inteligência (Abin) infiltrados em órgãos públicos.",Erika Kokay - PT/DF,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238878
2238879,camara,REQ 415/2020,11/03/2020,Requer o registro da FRENTE PARLAMENTAR EM DEFESA DA DEMOCRATIZAÇÃO DO MINISTÉRIO PÚBLICO.,Fernando Rodolfo - PL/PE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238879
2238880,camara,INC 100/2020,11/03/2020,"Indicação ao Ministério da Infraestrutura, para a destinação de recursos para construção do viaduto de interligação entre a MA-034 e BR 316.",Paulo Marinho Jr - PL/MA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238880
2238881,camara,REQ 15/2020,11/03/2020,"Requer a convocação para realização de oitiva de executivos e especialistas da Petrobras para tratar de apuração de responsabilidades quanto à operação de contingência do desastre do derramamento de óleo no Nordeste.
- Ângelo Sartori Neto, Gerente de Contingência e Resposta a Emergências da Petrobras;
- Margareth Michels Bilhalva, Consultora da Petrobras e Especialista em Segurança e Meio Ambiente;
- Mario Rangel, Gerente de Geoquímica Petrobras;
- Maurício Diniz, Gerente Executivo de Segurança, Meio Ambiente e Saúde da Petrobrás e
- Roberto Castello Branco, presidente da Petrobras.",Jorge Solla - PT/BA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238881
2238882,camara,PL 610/2020,11/03/2020,"Altera a Lei n º 6.088, de 16 de julho de 1974, que dispõe sobre a criação da Companhia de Desenvolvimento do Vale do São Francisco - CODEVASF, para incluir todas as bacias hidrográficas do Nordeste em sua jurisdição.",Walter Alves - MDB/RN,"Alteração, lei federal, expansão, atuação, Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (Codevasf),   Bacia hidrográfica, Região Nordeste, desenvolvimento regional.","Economia, Energia, Recursos Hídricos e Minerais",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238882
2238883,camara,REQ 416/2020,11/03/2020,Requer a coautoria do PL 569/2020,Felipe Rigoni - PSB/ES,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238883
2238884,camara,PL 611/2020,11/03/2020,Cria o Diário de Reclamações dos Consumidores e dá outras providências.,Márcio Marinho - REPUBLIC/BA,"Criação, Diário de Reclamações dos Consumidores, estabelecimento comercial, fornecimento, bens, serviços, registro, reclamação, consumidor, prestação de serviços.","Direito e Defesa do Consumidor, Indústria, Comércio e Serviços",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238884
2238885,camara,PL 612/2020,11/03/2020,Permite que o Exame Nacional de Revalidação de Diplomas Médicos Expedidos por Instituição de Educação Superior Estrangeira sejam realizados por instituições de ensino superior privadas.,Alan Rick - DEM/AC,"Alteração, lei federal, Lei de Diretrizes e Bases da Educação Nacional (1996), Exame Nacional de Revalidação de Diplomas Médicos Expedidos por Instituição de Educação Superior Estrangeira (Revalida), realização, Instituição de Educação Superior (IES), rede particular de ensino","Educação, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238885
2238886,camara,SIT 1/2020,11/03/2020,"Solicita ao Excelentíssimo Ministro de Estado Do Tribunal de Contas da União, José Múcio Monteiro, a cópia do relatório de auditória do Programa realizada no Programa Terra Legal.",Valmir Assunção - PT/BA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238886
2238887,camara,REQ 417/2020,11/03/2020,Requer o registro da Frente Parlamentar em defesa dos profissionais do Sistema Socioeducativo.,Sanderson - PSL/RS,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238887
2238888,camara,REQ 418/2020,11/03/2020,"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 601/2020.",Joice Hasselmann - PSL/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238888
2238889,camara,PL 613/2020,11/03/2020,"Altera a Lei nº 7.565, de 19 de dezembro 1986, a Lei 11.771, de 17 setembro 2008, e dá outras providências.","Luciano Ducci - PSB/PR, Cássio Andrade - PSB/PA","Alteração, Código Brasileiro de Aeronáutica, passageiro, transporte aéreo, direitos, ressarcimento, passagem aérea, cancelamento, remarcação, viagem, ausência, ônus, epidemia, Local de destino, pandemia, decretação, Organização Mundial da Saúde (OMS), emergência social. 
_ Alteração, Lei Geral do Turismo, direitos, consumidor, ressarcimento, reserva, cancelamento, Hospedagem, ausência, ônus, epidemia, Local de destino, pandemia, decretação, Organização Mundial da Saúde (OMS), emergência social, aplicação, viagem de turismo, agência de viagem, cruzeiro marítimo.","Direito e Defesa do Consumidor, Saúde, Turismo, Viação, Transporte e Mobilidade",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238889
2238890,camara,REQ 15/2020,11/03/2020,"Requer a inclusão do convidado, Sr. Celso Moretti, presidente da Embrapa - Empresa Brasileira de Pesquisa Agropecuária, em audiência pública da Comissão Especial do PLP nº 146/19, que dispõe sobre as startups.",Vitor Lippi - PSDB/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238890
2238891,camara,REQ 419/2020,11/03/2020,Requer a realização de Sessão Solene em homenagem à Companhia Nacional de Abastecimento - Conab,Júlio Cesar - PSD/PI,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238891
2238892,camara,RIC 215/2020,11/03/2020,Requer ao Ministro do Turismo informações sobre critérios de escolha de projetos para a Cultura.,Alexandre Padilha - PT/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238892
2238893,camara,RIC 216/2020,11/03/2020,Solicita informações ao Excelentíssimo Ministro da Economia referentes às negociações de acordo comercial entre Brasil e Mercosul com a Coreia do Sul.,Marcos Pereira - REPUBLIC/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238893
2238894,camara,REQ 420/2020,11/03/2020,"Requer a realização de Sessão Solene no dia 02 de abril de 2020, destinada a comemorar o Dia Mundial de Conscientização do Autismo.",Célio Studart - PV/CE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238894
2238895,camara,PL 614/2020,11/03/2020,"Estabelece prazos para a realização no Sistema Único de Saúde - SUS, em todas as Unidades da Federação a obrigatoriedade de realização de três exames de ultrassonografia dentro do período correto de gestação 1º trimestre rastreamento universal de pré-eclâmpsia, 2º trimestre prematuridade e 3º trimestre cardiopatia no recém-nascido.",Lauriete - PL/ES,"Obrigatoriedade, Sistema Único de Saúde (SUS), prazo determinado, Ultrassonografia, gestante, mulher, rastreamento, Pré-eclâmpsia, Prematuro, Cardiopatia congênita, Nascituro.","Direitos Humanos e Minorias, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238895
2238896,camara,PL 615/2020,11/03/2020,"Projeto de Lei que altera a Lei nº 8.036, de 11 de maio de 1990 (FGTS), para possibilitar o saque do saldo do FGTS em caso de desastres.","Vinicius Poit - NOVO/SP, Adriana Ventura - NOVO/SP, Alexis Fonteyne - NOVO/SP, Lucas Gonzalez - NOVO/MG, Marcel van Hattem - NOVO/RS, Paulo Ganime - NOVO/RJ, Tiago Mitraud - NOVO/MG","Alteração, Lei do FGTS, requisito, movimentação financeira, Conta vinculada do FGTS, Fundo de Garantia do Tempo de Serviço (FGTS), desastre, prazo, liberação, recursos, situação de urgência, calamidade pública.","Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238896
2238897,camara,REQ 421/2020,11/03/2020,"Requer Moção de Aplauso à Televisão Aratu S/A e à jornalista Manuela Avena pela narração, pela primeira vez na história da televisão baiana, de uma partida de futebol por uma mulher.",Lídice da Mata - PSB/BA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238897
2238898,camara,INC 101/2020,11/03/2020,Sugere sejam incluídas nos censos demográficos questões relativas à visão monocular.,Maria Rosas - REPUBLIC/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238898
2238899,camara,PL 616/2020,11/03/2020,Cria o Marco Regulatório do Prosumidor de energia elétrica.,Marcelo Ramos - PL/AM,"Criação, Marco Regulatório do Prosumidor de Energia Elétrica, Programa  Energia Renovável Social, investimento, Sistema de energia solar fotovoltaica, Fonte alternativa de energia, recursos, Programa de Eficiência Energética, Desenvolvimento sustentável, Microgeração distribuída, Mineração distribuída.","Energia, Recursos Hídricos e Minerais",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238899
2238900,camara,PLP 28/2020,11/03/2020,"Altera os dispositivos 150, §4º, 168, 173, caput, e 174, caput, da Lei n.º 5.172, de 25 de outubro de 1966 que dispõe sobre o Sistema Tributário Nacional e institui normas gerais de direito tributário aplicáveis à União, Estados e Municípios e dá outras providências.",Marcelo Ramos - PL/AM,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238900
2238901,camara,REQ 422/2020,11/03/2020,"Requer, nos termos do art. 91, I, do Regimento Interno da Câmara dos Deputados, que a sessão plenária da Câmara dos Deputados seja transformada em Comissão Geral para debater sobre as problemáticas das pessoas desaparecidas, legislação inerente ao tema e políticas públicas e de segurança inerentes ao assunto.",Kim Kataguiri - DEM/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238901
2238903,camara,RIC 217/2020,11/03/2020,"Solicita ao Ministro de Estado do Meio Ambiente informações acerca das ações da Pasta no âmbito da Política Nacional de Educação Ambiental, prevista na Lei 9.795, de 1999.",Paulo Bengtson - PTB/PA,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238903
2238904,camara,REQ 423/2020,11/03/2020,Requer a redistribuição do PL nº 6294/2019 para análise de mérito na Comissão de Relações Exteriores e de Defesa Nacional (CREDN).,Fausto Pinato - PP/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238904
2238905,camara,REQ 1/2020,11/03/2020,Requer a realização de Audiências Públicas para debater os temas afetos à Comissão Especial Destinada a Acompanhar o Desenvolvimento dos Trabalhos do Ministério da Educação.,Tabata Amaral - PDT/SP,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238905
2238906,camara,REQ 424/2020,11/03/2020,"Requer a convocação do Ministro de Estado da Cidadania, Senhor Onyx Lorenzoni, para comparecer ao Plenário da Câmara dos Deputados, a fim de prestar esclarecimentos acerca das causas para a expressiva redução de benefícios do programa Bolsa-Família, concedidos às famílias residentes em estados da região Nordeste.",Danilo Cabral - PSB/PE,NA,,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2238906
