congressperson_name,congressperson_id,twitter_profile,secondary_twitter_profile,facebook_page
BIFFI,74373,DeputadoBiffi,,https://www.facebook.com/antoniocarlos.biffi
BILAC PINTO,141513,bilac_pinto,bilacpinto2010,https://www.facebook.com/bilac.pinto.5
BOHN GASS,160538,BOHNGASS,,https://www.facebook.com/bohngass13
BONIFÁCIO DE ANDRADA,74650,BAndrada,,https://www.facebook.com/Dep.BonifacioAndrada
BRIZOLA NETO,141399,brizola_neto,,https://www.facebook.com/brizolanetoprefeito
BRUNA FURLAN,160589,BrunaFurlan_,,https://www.facebook.com/BrunaFurlanDeputadaFederal
BRUNNY,178999,deputadabrunny,,https://www.facebook.com/deputadabrunny
BRUNO ARAÚJO,141394,BrunoAraujo4511,,https://www.facebook.com/BrunoAraujoPE
CABO DACIOLO,178938,,,https://www.facebook.com/depudadocabodaciolo
CABO SABINO,178865,cabo_sabino‏,,https://www.facebook.com/DepCaboSabino
CABUÇU BORGES,105112,depcabucu‏,,https://www.facebook.com/depcabucu
CACÁ LEÃO,93083,CacaLeao‏,,https://www.facebook.com/CacaLeaoOficial
CAETANO,178853,DepCaetano‏,,https://www.facebook.com/luiz.caetanoBA
CAIO NARCIO,178891,caionarcio,,https://www.facebook.com/caionarcio
CAJAR NARDES,194261,Cajarnardes,,https://www.facebook.com/CajarRNardes
CAMILO COLA,141395,camilocola1544,,
CAPITÃO AUGUSTO,178829,capitao_augusto,,https://www.facebook.com/capitaoaugustooficial
CARLAILE PEDROSA,160585,CARLAILEPSDB,,
CARLOS ANDRADE,178958,deputado_ca,,https://www.facebook.com/deputadocarlosandrade
CARLOS BEZERRA,141401,CarlosBezerraJr,,https://www.facebook.com/carlosbezerrajr1
CARLOS BRANDÃO,141402,Carlos_Brandao,,https://www.facebook.com/carlosbrandaoma
CARLOS EDUARDO CADOCA,74474,Cadoca,,https://www.facebook.com/cadocadeputado
CARLOS GOMES,178962,carlosgomesdep,,https://www.facebook.com/deputadocarlosgomes
CARLOS HENRIQUE GAGUIM,178993,carlos_gaguim,,https://www.facebook.com/carlos.gaguim
CARLOS MANATO,74163,,,https://www.facebook.com/deputado.manato
CARLOS MARUN,178900,deputadomarun,,https://www.facebook.com/carlos.marun
CARLOS MELLES,74651,CarlosMelles,,https://www.facebook.com/DeputadoCarlosMelles
CARLOS ROBERTO,165583,carlosroberto45,,https://www.facebook.com/deputadorobertocarlospdt
CARLOS SAMPAIO,74262,carlossampaio_,,https://www.facebook.com/DeputadoCarlosSampaio
CARLOS SOUZA,73934,CarlosSouza1111,,https://www.facebook.com/carlos.souza.9212
CARLOS ZARATTINI,141398,CarlosZarattini,,https://www.facebook.com/dep.zarattini
CARMEN ZANOTTO,164360,carmenzanotto,,https://www.facebook.com/DeputadaCarmenZanotto
CELSO JACOB,73568,,,https://www.facebook.com/deputadocelsojacob
CELSO MALDANER,141405,celsomaldaner,,https://www.facebook.com/celso.maldaner
CELSO PANSERA,72912,celsopansera,,https://www.facebook.com/celsopansera
CELSO RUSSOMANNO,73441,celsorussomanno,,https://www.facebook.com/celsorussomanno
CESAR COLNAGO,160664,cesarcolnago,,https://www.facebook.com/ColnagoCesar
CESAR SOUZA,73720,depcesarsouza,,https://www.facebook.com/deputadocesarsouza
CHICO ALENCAR,74171,depchicoalencar,,https://www.facebook.com/chicoalencar
CHICO D'ANGELO,141439,chico_dangelo,,https://www.facebook.com/chicodangelo
CHICO LOPES,141440,Chico_Lopes,,https://www.facebook.com/depchicolopes
CHRISTIANE DE SOUZA YARED,178928,christianeyared,,https://www.facebook.com/ChristianeYared
CIDA BORGHETTI,160580,cidaborghetti_,,https://www.facebook.com/cidaborghettioficial
CLAUDIO CAJADO,74537,claudio_cajado,,https://www.facebook.com/deputadocajado
CLEBER VERDE,141408,,,https://www.facebook.com/cleberverde.1010
CLÁUDIO PUTY,160557,claudioputy,,https://www.facebook.com/ClaudioPuty
CONCEIÇÃO SAMPAIO,178848,dep_CSampaio‏,,https://www.facebook.com/deputadaconceicaosampaio
COSTA FERREIRA,74016,costaf2010,,https://www.facebook.com/costa.ferreira.50
COVATTI FILHO,178963,CovattiFilho,,https://www.facebook.com/covatti.filho
CREUZA PEREIRA,194258,creuzafederal,,https://www.facebook.com/creuzafederal
CRISTIANE BRASIL,93472,Dep_CrisBrasil,,https://www.facebook.com/cristiane.brasil
CRISTIANO,114586,dep_cristiano,,https://www.facebook.com/depcristianoaraujo
CÂNDIDO VACCAREZZA,141396,vaccarezza,,https://www.facebook.com/candidovaccarezza
CÉLIO SILVEIRA,178876,,,https://www.facebook.com/CelioSilveiraOficial
CÉSAR HALUM,160576,cesarhalum,,https://www.facebook.com/cesarhalum
CÉSAR MESSIAS,178838,CesarMessias_Ac,,https://www.facebook.com/cesarmessiaspsb
CÍCERO ALMEIDA,178841,Cicero2800,,https://www.facebook.com/cicero15prefeito
DAGOBERTO NOGUEIRA,141411,dagobertopdt,,https://www.facebook.com/dagobertopdt
DALVA FIGUEIREDO,141502,DalvaFigueiredo,,https://www.facebook.com/DeputadaDalvaFigueiredo
DAMIÃO FELICIANO,74467,drdamiao,,https://www.facebook.com/drdamiao
DANIEL ALMEIDA,74060,Daniel_PCdoB‏,,https://www.facebook.com/depdanielalmeida
DANIEL COELHO,178916,,,https://www.facebook.com/DanielCoelho45
DANIEL VILELA,144523,,,https://www.facebook.com/danielvilelaoficial
DANILO CABRAL,160528,,,https://www.facebook.com/danilocabral4010
DANILO FORTE,62881,DepDaniloForte,,https://www.facebook.com/DepDaniloForte
DANRLEI DE DEUS HINTERHOLZ,160552,DanrleiFederal,,https://www.facebook.com/Danrlei-Hinterholz-351569478324459
DARCÍSIO PERONDI,73891,darcisioperondi,,https://www.facebook.com/DarcisioPerondi
DAVI ALVES SILVA JÚNIOR,141412,depdavialves,,https://www.facebook.com/davialvessilvajunior
DAVIDSON MAGALHÃES,101309,Davidson65,,https://www.facebook.com/davidson65
DEJORGE PATRÍCIO,196357,,,https://www.facebook.com/dejorgepatricio
DELEGADO EDSON MOREIRA,178893,DelegadoMoreira,,https://www.facebook.com/DelegadoEdsonMoreiraPolitico
DELEGADO FRANCISCHINI,160646,Francischini_,,https://www.facebook.com/FernandoFrancischiniBR
DELEGADO PROTÓGENES,160606,protogenes,,https://www.facebook.com/protogenesq
DELEGADO WALDIR,164359,,,https://www.facebook.com/delegado.waldir
DELEGADO ÉDER MAURO,178908,,,https://www.facebook.com/edermauroficial
DELEY,74172,depdeley,,https://www.facebook.com/deputadodeley
DEVANIR RIBEIRO,74264,devanirribeiro,,https://www.facebook.com/DeputadoDevanirRibeiro
DIEGO ANDRADE,160588,,,https://www.facebook.com/diegoandrademg
DIEGO GARCIA,178929,diegogarciapr,,https://www.facebook.com/DiegoGarciaDeputado
DILCEU SPERAFICO,73768,DepSperafico,,https://www.facebook.com/joao.toledo.355
DIMAS FABIANO,160599,depdimasfabiano,,https://www.facebook.com/depdimasfabiano.toledo
DIMAS RAMALHO,74265,dimasramalho,,https://www.facebook.com/depdimasramalho
DOMINGOS NETO,143632,Domingos_Neto,,https://www.facebook.com/DomingosNetoCeara
DOMINGOS SÁVIO,160758,DomingosSavioMG,,https://www.facebook.com/domingossaviomg
DR. ADILSON SOARES,141371,draluizio_news,,
DR. ALUIZIO,160529,draluiziojunior,,https://www.facebook.com/draluizioprefeito
DR. JORGE SILVA,160643,DrJorge1211,,https://www.facebook.com/DrJorgeSilva
DR. ROSINHA,73459,drrosinha,,https://www.facebook.com/DoutorRosinha13
DR. SINVAL MALHEIROS,178830,sinvalmalheiros,,https://www.facebook.com/drsinvalmalheiros
DR. UBIALI,141498,drubiali,,https://www.facebook.com/DrUbiali
DUARTE NOGUEIRA,141385,duarte_nogueira,,https://www.facebook.com/pg/nogueiraduarte
DUDIMAR PAXIUBA,161904,DudimarPaxiuba,,https://www.facebook.com/depdudimarpaxiuba.azevedo
DULCE MIRANDA,178994,dulcemiranda_to,,https://www.facebook.com/dulcepaganimiranda
DÂMINA PEREIRA,178892,,,https://www.facebook.com/deputadafederaldaminapereira
DÉCIO LIMA,141413,deciolimapt,,https://www.facebook.com/deciolimapt
EDINHO BEZ,73793,dep_edinhobez,,https://www.facebook.com/edinho.bez.7
EDIO LOPES,141417,ediolopes,,https://www.facebook.com/deputadoediolopes
EDMAR ARRUDA,160578,EdmarArruda,,https://www.facebook.com/EdmarArrudaPR
EDMILSON RODRIGUES,134812,,,https://www.facebook.com/edmilsonpsol
EDSON EZEQUIEL,74838,depezequiel,,https://www.facebook.com/deputadoezequiel
EDSON PIMENTA,160618,EdsonPimenta,,https://www.facebook.com/EdsonPimentaBahia
EDSON SANTOS,141419,depedsonsantos,,https://www.facebook.com/deputadoedsonsantos
EDSON SILVA,74106,depedsonsilva,,
EDUARDO BARBOSA,74655,eduardobarbosa_,,https://www.facebook.com/deputadofederaleduardobarbosa
EDUARDO BOLSONARO,92346,bolsonarosp,,https://www.facebook.com/bolsonaro.enb
EDUARDO CUNHA,74173,DepEduardoCunha,,https://www.facebook.com/DeputadoEduardoCunha
EDUARDO CURY,178977,eduardo_cury,,https://www.facebook.com/EduardoCuryOficial
EDUARDO DA FONTE,141421,eduardodafonte,,https://www.facebook.com/dududafonte
EDUARDO GOMES,73945,eduardogomesto,,https://www.facebook.com/pauloeduardogomes.psol
EDUARDO SCIARRA,74382,Eduardo_Sciarra,,https://www.facebook.com/Eduardo-Sciarra-142587495848039
EFRAIM FILHO,141422,efraimfilho,,https://www.facebook.com/efraimfilho
ELCIONE BARBALHO,74075,elcionepmdb,,https://www.facebook.com/Dep.ElcioneBarbalho
ELEUSES PAIVA,154919,eleusespaiva,,https://www.facebook.com/eleuses.paiva
ELI CORRÊA FILHO,160532,,,https://www.facebook.com/EliCorreaFilho
ELISEU PADILHA,73892,eliseupadilha,,https://www.facebook.com/EliseuPadilha15
ELIZEU DIONIZIO,181316,elizeudionizio,,https://www.facebook.com/ElizeuDionizioMS
ELIZIANE GAMA,178883,,,https://www.facebook.com/elizianegama
ELMAR NASCIMENTO,178854,ElmarNascimento,,https://www.facebook.com/elmarnascimento
EMILIANO JOSÉ,154997,emiliano_jose,,https://www.facebook.com/emiliano.jose.73
ENIO BACCI,73893,EnioBacci,,https://www.facebook.com/eniobacci12777
ENIO VERRI,132504,enioverri,,https://www.facebook.com/enioverri
ERIKA KOKAY,160575,erikakokay,,https://www.facebook.com/ErikaKokay
ERIVELTON SANTANA,99654,dep_erivelton,,https://www.facebook.com/erivelton.santana.560
EROS BIONDINI,160640,erosbiondini,,https://www.facebook.com/erosbiondini
ESPERIDIÃO AMIN,160649,EsperidiaoAmin_,,https://www.facebook.com/esperidiaoamin
EUDES XAVIER,141386,EudesXavierPT,,https://www.facebook.com/EudesXavierPT
EVAIR VIEIRA DE MELO,178871,,,https://www.facebook.com/evair.vieirademelo
EVANDRO GUSSI,178828,evandrogussi,,https://www.facebook.com/evandro.gussi
EVANDRO MILHOMEN,74345,DepMilhomen,,https://www.facebook.com/DeputadoMilhomen
EVANDRO ROMAN,178930,roman_evandro,,https://www.facebook.com/evandrorogerio.roman
EXPEDITO NETTO,178953,netto_expedito,,https://www.facebook.com/expedito.netto.1
EZEQUIEL FONSECA,178904,,,https://www.facebook.com/EzequielFonsecaMT
EZEQUIEL TEIXEIRA,178941,,,https://www.facebook.com/deputadoezequielteixeira
FABIO GARCIA,178905,,,https://www.facebook.com/oficialfabiogarcia
FABIO REIS,171623,fabioreis1515,,https://www.facebook.com/fabioreis1515
FAUSTO PINATO,66828,faustopinato,,https://www.facebook.com/faustopinato
FELIPE BORNIER,141430,felipebornierrj,,https://www.facebook.com/FelipeBornier
FELIPE MAIA,141429,depfelipemaia,,https://www.facebook.com/felipemaiarn
FERNANDO COELHO FILHO,141431,FBCFilho,,https://www.facebook.com/fernandofilhope
FERNANDO FERRO,74417,FerroPT,,https://www.facebook.com/deputadofernandoferro
FERNANDO JORDÃO,163831,fernandojordao,,https://www.facebook.com/fernando.jordao
FERNANDO MARRONI,73481,fernandomarroni,,https://www.facebook.com/fernandomarroni13
FERNANDO MONTEIRO,92699,,,https://www.facebook.com/fernandomonteirope
FILIPE PEREIRA,141433,filipepereira20,,https://www.facebook.com/DeputadoFilipePereiraOficial
FLAVIANO MELO,141434,flaviano_melo,,https://www.facebook.com/flavianomelo15
FLAVINHO,178978,flavinhocn,,https://www.facebook.com/pg/Flavinhocn
FLÁVIA MORAIS,160598,depflaviamorais,,https://www.facebook.com/flavia.morais.714049
FRANCISCO CHAPADINHA,178907,chapadinha55,,https://www.facebook.com/franciscochapadinha1
FRANCISCO ESCÓRCIO,137983,ChiquinEscorcio,,https://www.facebook.com/chiquinhoescorcio1
FRANCISCO FLORIANO,160677,dep_francisco,,https://www.facebook.com/DepFranciscoFloriano
FRANKLIN LIMA,186775,dep_franklin,,https://www.facebook.com/prfranklin
FÁBIO FARIA,141428,fabiofaria33,,https://www.facebook.com/fabiofaria5555
FÁBIO MITIDIERI,178969,depfmitidieri,,https://www.facebook.com/depfmitidieri
FÁBIO RAMALHO,141427,_FabinhoRamalho,,https://www.facebook.com/deputadofabioramalho4311
