"id_proposicao","id_votacao","id_parlamentar","casa","voto"
"865930",55202131,74172,"camara",-1
"865930",55202131,178940,"camara",1
"865930",55202131,74173,"camara",0
"865930",55202131,178941,"camara",0
"865930",55202131,146829,"camara",1
"865930",55202131,141430,"camara",-1
"865930",55202131,163831,"camara",1
"865930",55202131,160677,"camara",1
"865930",55202131,152605,"camara",-1
"865930",55202131,141450,"camara",1
"865930",55202131,141389,"camara",1
"865930",55202131,74847,"camara",-1
"865930",55202131,74848,"camara",1
"865930",55202131,160672,"camara",-1
"865930",55202131,74253,"camara",1
"865930",55202131,74254,"camara",1
"865930",55202131,178802,"camara",-1
"865930",55202131,74688,"camara",1
"865930",55202131,76287,"camara",-1
"865930",55202131,178943,"camara",-1
"865930",55202131,74862,"camara",-1
"865930",55202131,141515,"camara",-1
"865930",55202131,74017,"camara",-1
"865930",55202131,178944,"camara",0
"865930",55202131,74693,"camara",1
"865930",55202131,178945,"camara",-1
"865930",55202131,160612,"camara",1
"865930",55202131,73424,"camara",1
"865930",55202131,178946,"camara",1
"865930",55202131,178947,"camara",-1
"865930",55202131,160620,"camara",1
"865930",55202131,178972,"camara",-1
"865930",55202131,160545,"camara",-1
"865930",55202131,141383,"camara",1
"865930",55202131,73433,"camara",1
"865930",55202131,73434,"camara",-1
"865930",55202131,73437,"camara",1
"865930",55202131,160589,"camara",-1
"865930",55202131,74262,"camara",-1
"865930",55202131,141398,"camara",1
"865930",55202131,160532,"camara",-1
"865930",55202131,160667,"camara",1
"865930",55202131,73531,"camara",-1
"865930",55202131,74273,"camara",-1
"865930",55202131,73535,"camara",-1
"865930",55202131,74275,"camara",1
"865930",55202131,160659,"camara",1
"865930",55202131,74784,"camara",0
"865930",55202131,160565,"camara",-1
"865930",55202131,74787,"camara",1
"865930",55202131,160561,"camara",-1
"865930",55202131,73553,"camara",1
"865930",55202131,160601,"camara",0
"865930",55202131,160558,"camara",-1
"865930",55202131,132056,"camara",1
"865930",55202131,141518,"camara",-1
"865930",55202131,141488,"camara",1
"865930",55202131,160655,"camara",1
"865930",55202131,141472,"camara",-1
"865930",55202131,73560,"camara",-1
"865930",55202131,160976,"camara",-1
"865930",55202131,141553,"camara",-1
"865930",55202131,160622,"camara",1
"865930",55202131,74283,"camara",1
"865930",55202131,178973,"camara",1
"865930",55202131,178974,"camara",1
"865930",55202131,178975,"camara",1
"865930",55202131,178976,"camara",-1
"865930",55202131,178829,"camara",1
"865930",55202131,73441,"camara",1
"865930",55202131,178830,"camara",-1
"865930",55202131,92346,"camara",-1
"865930",55202131,178977,"camara",-1
"865930",55202131,178828,"camara",-1
"865930",55202131,66828,"camara",-1
"865930",55202131,178978,"camara",-1
"865930",55202131,74270,"camara",-1
"865930",55202131,178980,"camara",1
"865930",55202131,178981,"camara",1
"865930",55202131,178988,"camara",-1
"865930",55202131,178982,"camara",1
"865930",55202131,178826,"camara",-1
"865930",55202131,118594,"camara",-1
"865930",55202131,178983,"camara",1
"865930",55202131,178984,"camara",-1
"865930",55202131,178985,"camara",1
"865930",55202131,178986,"camara",1
"865930",55202131,178987,"camara",1
"865930",55202131,178989,"camara",1
"865930",55202131,152610,"camara",1
"865930",55202131,178992,"camara",-1
"865930",55202131,178991,"camara",1
"865930",55202131,113247,"camara",1
"865930",55202131,141555,"camara",1
"865930",55202131,178990,"camara",-1
"865930",55202131,141401,"camara",1
"865930",55202131,166401,"camara",-1
"865930",55202131,148134,"camara",-1
"865930",55202131,160630,"camara",0
"865930",55202131,141552,"camara",1
"865930",55202131,178903,"camara",-1
"865930",55202131,178904,"camara",1
"865930",55202131,178905,"camara",-1
"865930",55202131,73655,"camara",-1
"865930",55202131,160575,"camara",0
"865930",55202131,4931,"camara",-1
"865930",55202131,160637,"camara",-1
"865930",55202131,73579,"camara",-1
"865930",55202131,141478,"camara",1
"865930",55202131,160426,"camara",1
"865930",55202131,178870,"camara",1
"865930",55202131,164359,"camara",-1
"865930",55202131,160598,"camara",-1
"865930",55202131,160596,"camara",-1
"865930",55202131,74366,"camara",-1
"865930",55202131,73666,"camara",1
"865930",55202131,166402,"camara",1
"865930",55202131,74812,"camara",1
"865930",55202131,73674,"camara",0
"865930",55202131,74371,"camara",1
"865930",55202131,178875,"camara",-1
"865930",55202131,178876,"camara",-1
"865930",55202131,144523,"camara",1
"865930",55202131,178877,"camara",-1
"865930",55202131,178878,"camara",-1
"865930",55202131,178879,"camara",-1
"865930",55202131,178880,"camara",-1
"865930",55202131,74374,"camara",1
"865930",55202131,160633,"camara",-1
"865930",55202131,74376,"camara",1
"865930",55202131,178900,"camara",1
"865930",55202131,141411,"camara",-1
"865930",55202131,178901,"camara",1
"865930",55202131,178902,"camara",1
"865930",55202131,73458,"camara",1
"865930",55202131,141454,"camara",-1
"865930",55202131,74378,"camara",0
"865930",55202131,73768,"camara",1
"865930",55202131,160578,"camara",1
"865930",55202131,74383,"camara",1
"865930",55202131,73772,"camara",-1
"865930",55202131,160573,"camara",-1
"865930",55202131,160663,"camara",-1
"865930",55202131,73778,"camara",-1
"865930",55202131,162332,"camara",1
"865930",55202131,73781,"camara",1
"865930",55202131,73463,"camara",0
"865930",55202131,73466,"camara",-1
"865930",55202131,160621,"camara",-1
"865930",55202131,74385,"camara",0
"865930",55202131,160592,"camara",1
"865930",55202131,178927,"camara",-1
"865930",55202131,178928,"camara",-1
"865930",55202131,178929,"camara",-1
"865930",55202131,132504,"camara",1
"865930",55202131,178930,"camara",1
"865930",55202131,178832,"camara",-1
"865930",55202131,178931,"camara",-1
"865930",55202131,178932,"camara",-1
"865930",55202131,73788,"camara",1
"865930",55202131,178935,"camara",-1
"865930",55202131,178933,"camara",1
"865930",55202131,178934,"camara",1
"865930",55202131,164360,"camara",-1
"865930",55202131,141405,"camara",1
"865930",55202131,141413,"camara",1
"865930",55202131,160649,"camara",-1
"865930",55202131,74388,"camara",-1
"865930",55202131,160509,"camara",1
"865930",55202131,160536,"camara",-1
"865930",55202131,141507,"camara",1
"865930",55202131,160604,"camara",0
"865930",55202131,160651,"camara",1
"865930",55202131,160515,"camara",1
"865930",55202131,74010,"camara",1
"865930",55202131,73720,"camara",1
"865930",55202131,178966,"camara",-1
"865930",55202131,160571,"camara",-1
"865930",55202131,136811,"camara",-1
"865930",55202131,160559,"camara",-1
"865930",55202131,178835,"camara",-1
"865930",55202131,160538,"camara",1
"865930",55202131,160552,"camara",1
"865930",55202131,73891,"camara",1
"865930",55202131,160673,"camara",-1
"865930",55202131,73482,"camara",1
"865930",55202131,160570,"camara",-1
"865930",55202131,74395,"camara",-1
"865930",55202131,160607,"camara",-1
"865930",55202131,73483,"camara",-1
"865930",55202131,141485,"camara",1
"865930",55202131,133373,"camara",1
"865930",55202131,160535,"camara",0
"865930",55202131,74398,"camara",1
"865930",55202131,160567,"camara",-1
"865930",55202131,74399,"camara",-1
"865930",55202131,73692,"camara",1
"865930",55202131,74400,"camara",1
"865930",55202131,163321,"camara",-1
"865930",55202131,141527,"camara",-1
"865930",55202131,141542,"camara",-1
"865930",55202131,178962,"camara",1
"865930",55202131,178963,"camara",-1
"865930",55202131,178964,"camara",-1
"865930",55202131,178965,"camara",-1
"865930",55202131,73486,"camara",-1
"865930",55202131,141560,"camara",1
"865930",55202131,73584,"camara",-1
"865930",55202131,133374,"camara",-1
"865930",55202131,74277,"camara",-1
"865930",55202131,160660,"camara",1
"865930",55202131,160676,"camara",0
"865930",55202131,74372,"camara",-1
"865930",55202131,101309,"camara",1
"865930",55202131,74765,"camara",0
"865930",55202131,137853,"camara",1
"865930",55202131,160665,"camara",-1
"865930",55202131,92699,"camara",1
"865930",55202131,74474,"camara",1
"865930",55202131,180545,"camara",-1
"865930",55202131,73793,"camara",1
"865930",55202131,141563,"camara",-1
"865930",55202131,73481,"camara",1
"865930",55202131,160631,"camara",-1
"865930",55202131,181315,"camara",1
"865930",55202131,73568,"camara",1
"865930",55202131,181316,"camara",1
"865930",55202131,131966,"camara",-1
"865930",55202131,124411,"camara",-1
"865930",55202131,74048,"camara",-1
"865930",55202131,186775,"camara",-1
"865930",55202131,187008,"camara",1
"865930",55202131,73805,"camara",-1
"865930",55202131,188097,"camara",1
"865930",55202131,160582,"camara",1
"865929",55291922,178957,"camara",-1
"865929",55291922,141417,"camara",1
"865929",55291922,178958,"camara",1
"865929",55291922,178959,"camara",1
"865929",55291922,160531,"camara",0
"865929",55291922,64960,"camara",-1
"865929",55291922,178960,"camara",0
"865929",55291922,178961,"camara",-1
"865929",55291922,178831,"camara",1
"865929",55291922,73926,"camara",0
"865929",55291922,178851,"camara",1
"865929",55291922,178852,"camara",-1
"865929",55291922,105112,"camara",1
"865929",55291922,160641,"camara",0
"865929",55291922,160591,"camara",0
"865929",55291922,178995,"camara",-1
"865929",55291922,160602,"camara",-1
"865929",55291922,141335,"camara",1
"865929",55291922,178906,"camara",1
"865929",55291922,74075,"camara",1
"865929",55291922,178908,"camara",-1
"865929",55291922,73930,"camara",0
"865929",55291922,73931,"camara",1
"865929",55291922,74079,"camara",1
"865929",55291922,134812,"camara",-1
"865929",55291922,178907,"camara",0
"865929",55291922,141484,"camara",1
"865929",55291922,74351,"camara",-1
"865929",55291922,74352,"camara",-1
"865929",55291922,178909,"camara",-1
"865929",55291922,178910,"camara",-1
"865929",55291922,67312,"camara",-1
"865929",55291922,178911,"camara",1
"865929",55291922,178846,"camara",1
"865929",55291922,178847,"camara",-1
"865929",55291922,74090,"camara",1
"865929",55291922,74356,"camara",1
"865929",55291922,74095,"camara",-1
"865929",55291922,178848,"camara",-1
"865929",55291922,178849,"camara",0
"865929",55291922,178850,"camara",-1
"865929",55291922,178953,"camara",-1
"865929",55291922,141483,"camara",1
"865929",55291922,178954,"camara",1
"865929",55291922,74359,"camara",1
"865929",55291922,74177,"camara",1
"865929",55291922,178955,"camara",1
"865929",55291922,167722,"camara",-1
"865929",55291922,178956,"camara",-1
"865929",55291922,178837,"camara",1
"865929",55291922,178836,"camara",1
"865929",55291922,141434,"camara",1
"865929",55291922,178838,"camara",-1
"865929",55291922,178839,"camara",1
"865929",55291922,178825,"camara",1
"865929",55291922,160613,"camara",1
"865929",55291922,178840,"camara",-1
"865929",55291922,178993,"camara",1
"865929",55291922,178994,"camara",1
"865929",55291922,114941,"camara",1
"865929",55291922,141480,"camara",1
"865929",55291922,160639,"camara",-1
"865929",55291922,137070,"camara",1
"865929",55291922,160576,"camara",1
"865929",55291922,81232,"camara",1
"865929",55291922,141408,"camara",1
"865929",55291922,74449,"camara",1
"865929",55291922,74210,"camara",1
"865929",55291922,141558,"camara",1
"865929",55291922,167493,"camara",-1
"865929",55291922,178881,"camara",1
"865929",55291922,178882,"camara",1
"865929",55291922,178883,"camara",-1
"865929",55291922,178884,"camara",0
"865929",55291922,74445,"camara",-1
"865929",55291922,112437,"camara",1
"865929",55291922,73714,"camara",1
"865929",55291922,178885,"camara",-1
"865929",55291922,178886,"camara",1
"865929",55291922,178887,"camara",1
"865929",55291922,178888,"camara",1
"865929",55291922,178889,"camara",0
"865929",55291922,133439,"camara",-1
"865929",55291922,74212,"camara",1
"865929",55291922,74213,"camara",1
"865929",55291922,74291,"camara",1
"865929",55291922,141440,"camara",1
"865929",55291922,62881,"camara",1
"865929",55291922,143632,"camara",1
"865929",55291922,160669,"camara",-1
"865929",55291922,129618,"camara",1
"865929",55291922,141464,"camara",1
"865929",55291922,141470,"camara",1
"865929",55291922,74216,"camara",-1
"865929",55291922,178864,"camara",1
"865929",55291922,178865,"camara",1
"865929",55291922,74299,"camara",1
"865929",55291922,178866,"camara",0
"865929",55291922,178867,"camara",1
"865929",55291922,74457,"camara",-1
"865929",55291922,178997,"camara",-1
"865929",55291922,178868,"camara",1
"865929",55291922,122466,"camara",1
"865929",55291922,178869,"camara",-1
"865929",55291922,159237,"camara",1
"865929",55291922,74459,"camara",1
"865929",55291922,67138,"camara",1
"865929",55291922,74317,"camara",1
"865929",55291922,74460,"camara",1
"865929",55291922,74319,"camara",1
"865929",55291922,97707,"camara",0
"865929",55291922,178926,"camara",-1
"865929",55291922,141428,"camara",1
"865929",55291922,141429,"camara",-1
"865929",55291922,141535,"camara",-1
"865929",55291922,178950,"camara",-1
"865929",55291922,178948,"camara",0
"865929",55291922,178951,"camara",1
"865929",55291922,178952,"camara",1
"865929",55291922,178949,"camara",1
"865929",55291922,160527,"camara",1
"865929",55291922,74040,"camara",-1
"865929",55291922,74467,"camara",-1
"865929",55291922,141422,"camara",-1
"865929",55291922,160674,"camara",0
"865929",55291922,74041,"camara",1
"865929",55291922,141490,"camara",1
"865929",55291922,74043,"camara",1
"865929",55291922,160636,"camara",1
"865929",55291922,178912,"camara",-1
"865929",55291922,141536,"camara",1
"865929",55291922,178913,"camara",-1
"865929",55291922,141394,"camara",0
"865929",55291922,141421,"camara",1
"865929",55291922,141431,"camara",1
"865929",55291922,74419,"camara",-1
"865929",55291922,131943,"camara",-1
"865929",55291922,160572,"camara",1
"865929",55291922,160628,"camara",1
"865929",55291922,74428,"camara",-1
"865929",55291922,160642,"camara",-1
"865929",55291922,4930,"camara",1
"865929",55291922,74439,"camara",-1
"865929",55291922,178914,"camara",0
"865929",55291922,160551,"camara",1
"865929",55291922,178915,"camara",-1
"865929",55291922,178916,"camara",-1
"865929",55291922,178917,"camara",1
"865929",55291922,178918,"camara",0
"865929",55291922,178919,"camara",1
"865929",55291922,178920,"camara",1
"865929",55291922,178922,"camara",1
"865929",55291922,178923,"camara",1
"865929",55291922,160541,"camara",1
"865929",55291922,74558,"camara",1
"865929",55291922,74050,"camara",1
"865929",55291922,171617,"camara",1
"865929",55291922,178841,"camara",-1
"865929",55291922,178842,"camara",-1
"865929",55291922,178843,"camara",-1
"865929",55291922,178844,"camara",-1
"865929",55291922,178845,"camara",-1
"865929",55291922,160543,"camara",0
"865929",55291922,171623,"camara",1
"865929",55291922,151208,"camara",-1
"865929",55291922,141384,"camara",-1
"865929",55291922,178968,"camara",-1
"865929",55291922,178969,"camara",1
"865929",55291922,178970,"camara",1
"865929",55291922,178971,"camara",1
"865929",55291922,160508,"camara",1
"865929",55291922,74057,"camara",0
"865929",55291922,160553,"camara",-1
"865929",55291922,160530,"camara",-1
"865929",55291922,160600,"camara",-1
"865929",55291922,178834,"camara",-1
"865929",55291922,74537,"camara",1
"865929",55291922,74060,"camara",1
"865929",55291922,160666,"camara",-1
"865929",55291922,141458,"camara",1
"865929",55291922,74140,"camara",1
"865929",55291922,160619,"camara",1
"865929",55291922,74554,"camara",1
"865929",55291922,74570,"camara",0
"865929",55291922,94931,"camara",1
"865929",55291922,150418,"camara",1
"865929",55291922,74574,"camara",1
"865929",55291922,141529,"camara",1
"865929",55291922,73808,"camara",1
"865929",55291922,160610,"camara",1
"865929",55291922,160569,"camara",1
"865929",55291922,69871,"camara",1
"865929",55291922,74535,"camara",-1
"865929",55291922,93083,"camara",1
"865929",55291922,178853,"camara",1
"865929",55291922,178854,"camara",0
"865929",55291922,99654,"camara",-1
"865929",55291922,178855,"camara",-1
"865929",55291922,178856,"camara",-1
"865929",55291922,178857,"camara",1
"865929",55291922,74553,"camara",1
"865929",55291922,178858,"camara",1
"865929",55291922,178859,"camara",1
"865929",55291922,178860,"camara",0
"865929",55291922,178861,"camara",1
"865929",55291922,178862,"camara",1
"865929",55291922,178863,"camara",1
"865929",55291922,141372,"camara",1
"865929",55291922,141513,"camara",1
"865929",55291922,74650,"camara",0
"865929",55291922,74651,"camara",0
"865929",55291922,160599,"camara",1
"865929",55291922,160758,"camara",-1
"865929",55291922,74655,"camara",-1
"865929",55291922,160640,"camara",-1
"865929",55291922,141427,"camara",0
"865929",55291922,74665,"camara",1
"865929",55291922,141503,"camara",1
"865929",55291922,73586,"camara",-1
"865929",55291922,74156,"camara",1
"865929",55291922,141482,"camara",1
"865929",55291922,74585,"camara",1
"865929",55291922,160510,"camara",1
"865929",55291922,141487,"camara",1
"865929",55291922,141500,"camara",1
"865929",55291922,159238,"camara",-1
"865929",55291922,171619,"camara",1
"865929",55291922,74158,"camara",-1
"865929",55291922,74749,"camara",1
"865929",55291922,160556,"camara",0
"865929",55291922,141516,"camara",-1
"865929",55291922,74161,"camara",1
"865929",55291922,160654,"camara",1
"865929",55291922,141531,"camara",-1
"865929",55291922,74762,"camara",1
"865929",55291922,160518,"camara",-1
"865929",55291922,160611,"camara",1
"865929",55291922,177282,"camara",-1
"865929",55291922,92776,"camara",-1
"865929",55291922,160632,"camara",-1
"865929",55291922,178890,"camara",1
"865929",55291922,178999,"camara",1
"865929",55291922,178891,"camara",-1
"865929",55291922,178892,"camara",1
"865929",55291922,178893,"camara",1
"865929",55291922,160588,"camara",1
"865929",55291922,129037,"camara",1
"865929",55291922,178894,"camara",1
"865929",55291922,179000,"camara",1
"865929",55291922,146788,"camara",1
"865929",55291922,178895,"camara",0
"865929",55291922,178896,"camara",1
"865929",55291922,74752,"camara",-1
"865929",55291922,178998,"camara",-1
"865929",55291922,178897,"camara",1
"865929",55291922,178898,"camara",-1
"865929",55291922,74163,"camara",-1
"865929",55291922,141562,"camara",1
"865929",55291922,160517,"camara",-1
"865929",55291922,178827,"camara",-1
"865929",55291922,160643,"camara",1
"865929",55291922,178871,"camara",1
"865929",55291922,178872,"camara",1
"865929",55291922,178873,"camara",1
"865929",55291922,74235,"camara",1
"865929",55291922,178874,"camara",-1
"865929",55291922,160511,"camara",1
"865929",55291922,178833,"camara",1
"865929",55291922,178936,"camara",1
"865929",55291922,178937,"camara",1
"865929",55291922,160512,"camara",-1
"865929",55291922,73701,"camara",1
"865929",55291922,178938,"camara",-1
"865929",55291922,72912,"camara",1
"865929",55291922,74171,"camara",-1
"865929",55291922,141439,"camara",1
"865929",55291922,178939,"camara",1
"865929",55291922,93472,"camara",-1
"865929",55291922,74172,"camara",-1
"865929",55291922,178940,"camara",1
"865929",55291922,74173,"camara",0
"865929",55291922,178941,"camara",-1
"865929",55291922,146829,"camara",1
"865929",55291922,141430,"camara",-1
"865929",55291922,163831,"camara",1
"865929",55291922,160677,"camara",1
"865929",55291922,152605,"camara",-1
"865929",55291922,141450,"camara",1
