"id","nome","partido","uf","cargo"
2295254,"POLLYANNA CRISTINA","PDT","MG","DEPUTADO FEDERAL"
2294080,"POLY DO HOSPITAL","PSL","MG","DEPUTADO FEDERAL"
2295485,"PRANCHANA JACK","AVANTE","MG","DEPUTADO FEDERAL"
2294733,"PRETO","PHS","MG","DEPUTADO FEDERAL"
2294906,"PRETO DA TAQUARA","PTB","MG","DEPUTADO FEDERAL"
2294722,"PR. FRANCISCO LIBORIO","PSC","MG","DEPUTADO FEDERAL"
2295601,"PRISCILA CERDEIRA","PSL","MG","DEPUTADO FEDERAL"
2294438,"PRISCILLA LEAL","PTB","MG","DEPUTADO FEDERAL"
2293928,"PROCURADOR MARCELO CABRAL","NOVO","MG","DEPUTADO FEDERAL"
2295346,"PROF AUGUSTA FAGUNDES","PATRI","MG","DEPUTADO FEDERAL"
2295956,"PROF. CARLOS LINDOMAR","PSL","MG","DEPUTADO FEDERAL"
2294165,"PROF. DANIEL RAMOS","PRTB","MG","DEPUTADO FEDERAL"
2294473,"PROFESSORA ANA BRASILEIRA","PODE","MG","DEPUTADO FEDERAL"
2294278,"PROFESSORA CLAUDIA OLIVEIRA","PHS","MG","DEPUTADO FEDERAL"
2294009,"PROFESSOR ADILSON PUMA","AVANTE","MG","DEPUTADO FEDERAL"
2294568,"PROFESSORA ELISTE","PDT","MG","DEPUTADO FEDERAL"
2294662,"PROFESSOR AFONSO VICTOR","PHS","MG","DEPUTADO FEDERAL"
2294749,"PROFESSOR AGNALDO ALEXANDRE","PCB","MG","DEPUTADO FEDERAL"
2295995,"PROFESSORA HELESIR","PHS","MG","DEPUTADO FEDERAL"
2293894,"PROFESSOR AMARAL","AVANTE","MG","DEPUTADO FEDERAL"
2294086,"PROFESSOR ANDRE GARCIA","PROS","MG","DEPUTADO FEDERAL"
2294071,"PROFESSOR CHICO","SOLIDARIEDADE","MG","DEPUTADO FEDERAL"
2294415,"PROFESSOR EDERSON","PRTB","MG","DEPUTADO FEDERAL"
2294961,"PROFESSOR EDILSON","PC DO B","MG","DEPUTADO FEDERAL"
2294122,"PROFESSOR GISLEY SILVA","PSL","MG","DEPUTADO FEDERAL"
2295008,"PROFESSOR HALLEY","PSOL","MG","DEPUTADO FEDERAL"
2295674,"PROFESSOR HANDERSON","PHS","MG","DEPUTADO FEDERAL"
2295049,"PROFESSOR IGOR MONTEIRO","PHS","MG","DEPUTADO FEDERAL"
2295897,"PROFESSOR MARIO PATRIOTA","PATRI","MG","DEPUTADO FEDERAL"
2294587,"PROFESSOR MELONI","PTB","MG","DEPUTADO FEDERAL"
2294365,"PROFESSOR ROGERIO FERNANDES","PSB","MG","DEPUTADO FEDERAL"
2294959,"PROFESSOR VALDIR TIAGO","PSOL","MG","DEPUTADO FEDERAL"
2294361,"PROFESSOR WILLIAN BARCELOS","PTB","MG","DEPUTADO FEDERAL"
2295355,"PROF. MILTON ASSUNCAO","PSL","MG","DEPUTADO FEDERAL"
2295297,"PROF SERGIO MENDES","PSC","MG","DEPUTADO FEDERAL"
2294121,"PROMOTOR ROMULO FERRAZ","PV","MG","DEPUTADO FEDERAL"
2294953,"PR. WILLIAN FERREIRA","PSL","MG","DEPUTADO FEDERAL"
2294360,"RAFAELA ANDRADE","PT","MG","DEPUTADO FEDERAL"
2295928,"RAFAELA MOREIRA","SOLIDARIEDADE","MG","DEPUTADO FEDERAL"
2294730,"RAIANE SANTOS","PRTB","MG","DEPUTADO FEDERAL"
2293953,"RAIMUNDO BENONI","PPS","MG","DEPUTADO FEDERAL"
2295092,"RAISSINHA","PTC","MG","DEPUTADO FEDERAL"
2295009,"RAMON BARROS","PODE","MG","DEPUTADO FEDERAL"
2295650,"RAMSES DE CASTRO","PMN","MG","DEPUTADO FEDERAL"
2295414,"RAPHAEL PRADO","PV","MG","DEPUTADO FEDERAL"
2296086,"RAPHAEL RODRIGUES","REDE","MG","DEPUTADO FEDERAL"
2294112,"RAPHAEL TAVARES","NOVO","MG","DEPUTADO FEDERAL"
2295211,"RAQUEL MUNIZ","PSD","MG","DEPUTADO FEDERAL"
2295957,"RAULIN DO CHA","AVANTE","MG","DEPUTADO FEDERAL"
2294005,"REALINA","PTC","MG","DEPUTADO FEDERAL"
2295098,"REGIANE OLIVEIRA","PSB","MG","DEPUTADO FEDERAL"
2293964,"REGIANY NETTO","PSL","MG","DEPUTADO FEDERAL"
2295422,"REGINALDO LOPES","PT","MG","DEPUTADO FEDERAL"
2293908,"REINALDO LACERDA","PHS","MG","DEPUTADO FEDERAL"
2295088,"RENATA REGINA","PCB","MG","DEPUTADO FEDERAL"
2294731,"RENATO ANDRADE","PP","MG","DEPUTADO FEDERAL"
2296070,"RENATO DO SOFA","PSC","MG","DEPUTADO FEDERAL"
2294064,"REVERENDO MIL","DEM","MG","DEPUTADO FEDERAL"
2294423,"RICARDINHO","PATRI","MG","DEPUTADO FEDERAL"
2294339,"RICARDO DO SOCORRO","PODE","MG","DEPUTADO FEDERAL"
2294841,"RICARDO LIMA","AVANTE","MG","DEPUTADO FEDERAL"
2294786,"RICARDO PEDROSA","PSB","MG","DEPUTADO FEDERAL"
2294809,"RICARDO PEDROSA","PSB","MG","DEPUTADO FEDERAL"
2294242,"RICARDO SURURU","PSC","MG","DEPUTADO FEDERAL"
2295568,"RICARDO ZEMA GUIMARAES","NOVO","MG","DEPUTADO FEDERAL"
2295582,"ROBELIA DOS SANTOS","PROS","MG","DEPUTADO FEDERAL"
2294753,"ROBERT COSTA","AVANTE","MG","DEPUTADO FEDERAL"
2295032,"ROBERTO CARLOS","AVANTE","MG","DEPUTADO FEDERAL"
2294176,"ROBERTO CARVALHO","PT","MG","DEPUTADO FEDERAL"
2294602,"ROBERTO FELIPPE","PHS","MG","DEPUTADO FEDERAL"
2295046,"ROBSON BITTENCOURT","PPL","MG","DEPUTADO FEDERAL"
2295403,"RODINEI FERREIRA","REDE","MG","DEPUTADO FEDERAL"
2295145,"RODRIGO BRAGA","PV","MG","DEPUTADO FEDERAL"
2295043,"RODRIGO DE CASTRO","PSDB","MG","DEPUTADO FEDERAL"
2295886,"RODRIGO DIGUERE","PRTB","MG","DEPUTADO FEDERAL"
2295427,"RODRIGO MATTOS","PHS","MG","DEPUTADO FEDERAL"
2295740,"ROGER DANTAS","PATRI","MG","DEPUTADO FEDERAL"
2295733,"ROGERIO ALCANTARA FEDERAL","NOVO","MG","DEPUTADO FEDERAL"
2295186,"ROGERIO CORREIA","PT","MG","DEPUTADO FEDERAL"
2295952,"ROMEU BORGES","PSL","MG","DEPUTADO FEDERAL"
2295053,"ROMEU GONCALVES","PPS","MG","DEPUTADO FEDERAL"
2295302,"ROMULO BULDRINI FILOGONIO","NOVO","MG","DEPUTADO FEDERAL"
2295467,"ROMULO VENEROSO","AVANTE","MG","DEPUTADO FEDERAL"
2295665,"RONALDO BOMBRASIL","PODE","MG","DEPUTADO FEDERAL"
2294454,"RONALDO GRANATA","PODE","MG","DEPUTADO FEDERAL"
2295849,"RONALDO MATOS","PHS","MG","DEPUTADO FEDERAL"
2294609,"RONALDO PORTEIRINHA","PMB","MG","DEPUTADO FEDERAL"
2294250,"RONALDO ROCHA","PRTB","MG","DEPUTADO FEDERAL"
2294564,"ROQUE SALDANHA","PRTB","MG","DEPUTADO FEDERAL"
2294872,"ROSANA ZEFERINO - CACAU","PV","MG","DEPUTADO FEDERAL"
2295128,"ROSANGELA","PTC","MG","DEPUTADO FEDERAL"
2295017,"ROSANIA RIBEIRO","PHS","MG","DEPUTADO FEDERAL"
2294963,"ROSANINHA HPS","PPS","MG","DEPUTADO FEDERAL"
2296058,"ROSE DA SAUDE","PHS","MG","DEPUTADO FEDERAL"
2295552,"ROSSY DA AUTO ESCOLA","PTB","MG","DEPUTADO FEDERAL"
2294505,"RUBENS COSTA","PSL","MG","DEPUTADO FEDERAL"
2294510,"RUBEN SOUSA","AVANTE","MG","DEPUTADO FEDERAL"
2294804,"RUBENS SOBRINHO","PHS","MG","DEPUTADO FEDERAL"
2294373,"RUI SILVA","AVANTE","MG","DEPUTADO FEDERAL"
2294973,"SABRINA BRAUN","PT","MG","DEPUTADO FEDERAL"
2294264,"SANDRA BITARAES","PTC","MG","DEPUTADO FEDERAL"
2295871,"SANDRA SILVA QUILOMBOLA","PSOL","MG","DEPUTADO FEDERAL"
2295989,"SANIVIA AVELAR","PSL","MG","DEPUTADO FEDERAL"
2294745,"SANTA DO ESPERANCA","PSOL","MG","DEPUTADO FEDERAL"
2294783,"SARAIVA FELIPE","MDB","MG","DEPUTADO FEDERAL"
2294350,"SARGENTO ALEXANDRE","PHS","MG","DEPUTADO FEDERAL"
2295059,"SARGENTO CAMARGO","PHS","MG","DEPUTADO FEDERAL"
2293881,"SARGENTO ELTON","PATRI","MG","DEPUTADO FEDERAL"
2295943,"SARGENTO ERLEI","PSL","MG","DEPUTADO FEDERAL"
2294611,"SARGENTO FLAVIO AUGUSTO","PSL","MG","DEPUTADO FEDERAL"
2295260,"SARGENTO JOAO BOSCO","PSB","MG","DEPUTADO FEDERAL"
2294446,"SARGENTO LEONIDAS","PMB","MG","DEPUTADO FEDERAL"
2294085,"SARGENTO NEILSON","PRTB","MG","DEPUTADO FEDERAL"
2294120,"SARGENTO OZENIL","PSL","MG","DEPUTADO FEDERAL"
2295755,"SARGENTO SALUSTIANO","PSL","MG","DEPUTADO FEDERAL"
2295490,"SARGENTO SERGIO RODRIGUES","PRTB","MG","DEPUTADO FEDERAL"
2294243,"SARGENTO SILVA","PTC","MG","DEPUTADO FEDERAL"
2295214,"SAVIO TARSO","PDT","MG","DEPUTADO FEDERAL"
2295883,"SENHOR DAVID","DEM","MG","DEPUTADO FEDERAL"
2293860,"SERGINHO DE JESUS","PSOL","MG","DEPUTADO FEDERAL"
2295968,"SERGIO VICENTINO E FEDERAL","REDE","MG","DEPUTADO FEDERAL"
2294289,"SGT CARVALHO BRAZUCA","PHS","MG","DEPUTADO FEDERAL"
2295172,"SILAS","MDB","MG","DEPUTADO FEDERAL"
2295917,"SILVANA COSTA","PPL","MG","DEPUTADO FEDERAL"
2293912,"SILVANA LOPES","PPS","MG","DEPUTADO FEDERAL"
2294844,"SILVANA SILVA","PSD","MG","DEPUTADO FEDERAL"
2295312,"SILVERIO JOSE","PRTB","MG","DEPUTADO FEDERAL"
2294067,"SILVIA OLIVEIRA","PSL","MG","DEPUTADO FEDERAL"
2295741,"SIMONE ALBANO","PMN","MG","DEPUTADO FEDERAL"
2295802,"SIMONE APARECIDA","PTC","MG","DEPUTADO FEDERAL"
2295000,"SIMONE FERNANDES","PSL","MG","DEPUTADO FEDERAL"
2294435,"SO ALEGRIA","PSL","MG","DEPUTADO FEDERAL"
2294461,"SOLANGE OLIVEIRA","MDB","MG","DEPUTADO FEDERAL"
2295431,"STEFANO AGUIAR","PSD","MG","DEPUTADO FEDERAL"
2294718,"STEPHANY MOREIRA","PSL","MG","DEPUTADO FEDERAL"
2295562,"SUBTENENTE BARBOSA","PATRI","MG","DEPUTADO FEDERAL"
2294747,"SUB TENENTE BRASIL","PROS","MG","DEPUTADO FEDERAL"
2294721,"SUBTENENTE GONZAGA","PDT","MG","DEPUTADO FEDERAL"
2296073,"SUB TENENTE JOAO LEAL","DC","MG","DEPUTADO FEDERAL"
2295703,"SUELLEM AGLIO","NOVO","MG","DEPUTADO FEDERAL"
2294994,"SUELY MENDES","SOLIDARIEDADE","MG","DEPUTADO FEDERAL"
2294126,"SYLLAS VALADAO","PSL","MG","DEPUTADO FEDERAL"
2293837,"SYLVIO MIRANDA JUNIOR","PSB","MG","DEPUTADO FEDERAL"
2295061,"TADEU DA SILVA","PATRI","MG","DEPUTADO FEDERAL"
2295336,"TAMARA FEITOZA","PSL","MG","DEPUTADO FEDERAL"
2294032,"TATIANE LELIS","PMN","MG","DEPUTADO FEDERAL"
2294682,"TATI RIBEIRO","AVANTE","MG","DEPUTADO FEDERAL"
2293978,"T.C. CORONEL FERREIRA","PHS","MG","DEPUTADO FEDERAL"
2294982,"TCHESCO DO MOTO TAXI","AVANTE","MG","DEPUTADO FEDERAL"
2295867,"TELMA","PC DO B","MG","DEPUTADO FEDERAL"
2294439,"TENENTE  JUAREZ","PTB","MG","DEPUTADO FEDERAL"
2294884,"TENENTE LUCIO","PR","MG","DEPUTADO FEDERAL"
2295027,"TENENTE PROCACIO","SOLIDARIEDADE","MG","DEPUTADO FEDERAL"
2294524,"TENORIO CAVALCANTI","AVANTE","MG","DEPUTADO FEDERAL"
2294177,"TEOFILA SALES","PSDB","MG","DEPUTADO FEDERAL"
2295434,"THARCILA CRISTINA DA SILVA","PSL","MG","DEPUTADO FEDERAL"
2294179,"THIAGO FERNANDES","PRP","MG","DEPUTADO FEDERAL"
2295175,"TIAGO ALCANTARA","PHS","MG","DEPUTADO FEDERAL"
2296074,"TIAGO MITRAUD","NOVO","MG","DEPUTADO FEDERAL"
2293911,"TIAOZINHO DO SINDICATO","PSL","MG","DEPUTADO FEDERAL"
2295375,"TIO CICERO ABENCOADO","REDE","MG","DEPUTADO FEDERAL"
2295939,"TONINHO DA PEDREIRA","PPS","MG","DEPUTADO FEDERAL"
2294842,"TONINHO REAL","PTC","MG","DEPUTADO FEDERAL"
2293832,"TONI VAZ","PSL","MG","DEPUTADO FEDERAL"
2295580,"TONY DOS VALES","AVANTE","MG","DEPUTADO FEDERAL"
2294206,"TUNICO CALDEIRA","NOVO","MG","DEPUTADO FEDERAL"
2295501,"TUTI","PRTB","MG","DEPUTADO FEDERAL"
2296018,"UMBERTO NOGUEIRA","PV","MG","DEPUTADO FEDERAL"
2294132,"VADINHO BAIAO","AVANTE","MG","DEPUTADO FEDERAL"
2295413,"VAGUIM","PMN","MG","DEPUTADO FEDERAL"
2295612,"VALDETE DE JESUS","DC","MG","DEPUTADO FEDERAL"
2295880,"VALERIA ASSAD","PSB","MG","DEPUTADO FEDERAL"
2295746,"VALERIA BRITO","AVANTE","MG","DEPUTADO FEDERAL"
2295362,"VALERIO VIEIRA DOS SANTOS","PSTU","MG","DEPUTADO FEDERAL"
2294512,"VANDA XAVIER","PROS","MG","DEPUTADO FEDERAL"
2295048,"VANDERLIN MARTINS","PMN","MG","DEPUTADO FEDERAL"
2295333,"VANESSA BARBOSA","AVANTE","MG","DEPUTADO FEDERAL"
2294595,"VANIA HILARIO","PTC","MG","DEPUTADO FEDERAL"
2295325,"VANTUIL TUR","PPL","MG","DEPUTADO FEDERAL"
2294600,"VERON GUILHERME","PHS","MG","DEPUTADO FEDERAL"
2295393,"VICTOR AGOSTINI","PHS","MG","DEPUTADO FEDERAL"
2294692,"VICTOR CEZARINI","NOVO","MG","DEPUTADO FEDERAL"
2295251,"VIGILANTE CLAYTON CESAR","PRTB","MG","DEPUTADO FEDERAL"
2294977,"VILMA COSTA","PTB","MG","DEPUTADO FEDERAL"
2293839,"VILMAR CANUTO","PROS","MG","DEPUTADO FEDERAL"
2294940,"VILSON DA FETAEMG","PSB","MG","DEPUTADO FEDERAL"
2295889,"VILSON DA FETAEMG","PSB","MG","DEPUTADO FEDERAL"
2294327,"VITAL HONORATO","PSC","MG","DEPUTADO FEDERAL"
2295657,"VITHAO","PSC","MG","DEPUTADO FEDERAL"
2293898,"VITORIA DOS SANTOS","REDE","MG","DEPUTADO FEDERAL"
2295722,"VIVIA PAULA ABREU","NOVO","MG","DEPUTADO FEDERAL"
2295266,"WADSON RIBEIRO","PC DO B","MG","DEPUTADO FEDERAL"
2295291,"WAGNER DO BINA","PROS","MG","DEPUTADO FEDERAL"
2295404,"WAGNER JUNIOR","PROS","MG","DEPUTADO FEDERAL"
2295200,"WAGNER SCHNEIDER","PCB","MG","DEPUTADO FEDERAL"
2295519,"WALKIRIA APPS","PSL","MG","DEPUTADO FEDERAL"
2294679,"WALTER NERY","NOVO","MG","DEPUTADO FEDERAL"
2294663,"WALTER TOSTA","PR","MG","DEPUTADO FEDERAL"
2296082,"WANDERLEI TROUXE A SORTE","PTC","MG","DEPUTADO FEDERAL"
2294410,"WANDERLEY DELEY DA BICICLETA","PPL","MG","DEPUTADO FEDERAL"
2295621,"WANDERSON FERRUGEM","PRTB","MG","DEPUTADO FEDERAL"
2294418,"WANDERSON RAMOS","PODE","MG","DEPUTADO FEDERAL"
2294295,"WANDERSON SILVA","PSB","MG","DEPUTADO FEDERAL"
2295779,"WANDERSON SILVA","PSB","MG","DEPUTADO FEDERAL"
2293943,"WARLEY MOL","NOVO","MG","DEPUTADO FEDERAL"
2295234,"WASHINGTON DO MICRO ONIBUS","PRTB","MG","DEPUTADO FEDERAL"
2296049,"WELANY LEITE","PSB","MG","DEPUTADO FEDERAL"
2295557,"WELITON PRADO","PROS","MG","DEPUTADO FEDERAL"
2294479,"WELLINGTON LUIZ","DC","MG","DEPUTADO FEDERAL"
2293949,"WELLINGTON VIEIRA","PHS","MG","DEPUTADO FEDERAL"
2295239,"WESLEY FANATICAR","PHS","MG","DEPUTADO FEDERAL"
2294302,"WILL BUENO","PPS","MG","DEPUTADO FEDERAL"
2295999,"WILSON DE SOUSA","PSOL","MG","DEPUTADO FEDERAL"
2294674,"XAVIER BRANDAO","PSC","MG","DEPUTADO FEDERAL"
2294943,"ZE ARTEIRO","PATRI","MG","DEPUTADO FEDERAL"
2294286,"ZE BARBOSA JR","PC DO B","MG","DEPUTADO FEDERAL"
2295149,"ZE CARLOS","PRTB","MG","DEPUTADO FEDERAL"
2294183,"ZE DA PADARIA","PODE","MG","DEPUTADO FEDERAL"
2294726,"ZE DO GAS O PRIMO","PSOL","MG","DEPUTADO FEDERAL"
2295844,"ZE MARIA DE NOVA CONTAGEM","PATRI","MG","DEPUTADO FEDERAL"
2294408,"ZE RICO PLAY REI DO GADO","PATRI","MG","DEPUTADO FEDERAL"
2294979,"ZE SILVA","SOLIDARIEDADE","MG","DEPUTADO FEDERAL"
2295262,"ZE VITOR","PMN","MG","DEPUTADO FEDERAL"
2294608,"ZILDA DIAS","PRTB","MG","DEPUTADO FEDERAL"
2295135,"ZULU","PCB","MG","DEPUTADO FEDERAL"
2296519,"AGNES VIANA","PSOL","MS","DEPUTADO FEDERAL"
2296558,"AGUILERA GUARANI","MDB","MS","DEPUTADO FEDERAL"
2296493,"ALAN GUEDES","DEM","MS","DEPUTADO FEDERAL"
2296444,"ALCIDES BERNAL","PP","MS","DEPUTADO FEDERAL"
2296470,"ALEXANDRE FIGUEIREDO","REDE","MS","DEPUTADO FEDERAL"
2296549,"ALEXANDRE REZENDE","PMN","MS","DEPUTADO FEDERAL"
2296093,"ALTINO MENDES","PSOL","MS","DEPUTADO FEDERAL"
2296413,"AMANDA BILESKI","PV","MS","DEPUTADO FEDERAL"
2296488,"ANDREIA OLARTE","MDB","MS","DEPUTADO FEDERAL"
2296454,"ANDREIA UMBELINA","PODE","MS","DEPUTADO FEDERAL"
2296214,"ANNY ESPINOLA","PSDB","MS","DEPUTADO FEDERAL"
2296384,"ANTONIO NERES","PODE","MS","DEPUTADO FEDERAL"
2296547,"BAIXINHO","PRB","MS","DEPUTADO FEDERAL"
2296297,"BALEJO DE ARRUDA","PODE","MS","DEPUTADO FEDERAL"
2296122,"BETO PEREIRA","PSDB","MS","DEPUTADO FEDERAL"
2296387,"BIA CAVASSA","PSDB","MS","DEPUTADO FEDERAL"
2296268,"BRUNO I REICHARDT","MDB","MS","DEPUTADO FEDERAL"
2296165,"CARLA STEPHANINI","MDB","MS","DEPUTADO FEDERAL"
2296275,"CASCAO","PDT","MS","DEPUTADO FEDERAL"
2296186,"CESINHA LEAL","DEM","MS","DEPUTADO FEDERAL"
2296382,"CHRISTAL DO PT","PT","MS","DEPUTADO FEDERAL"
2296295,"CIDO MEDEIROS","DEM","MS","DEPUTADO FEDERAL"
2296509,"CLEO GOMES","PDT","MS","DEPUTADO FEDERAL"
2296566,"DAGOBERTO","PDT","MS","DEPUTADO FEDERAL"
2296348,"DANIELA FERNANDES","PRB","MS","DEPUTADO FEDERAL"
2296507,"DARILSA REZENDE","PTC","MS","DEPUTADO FEDERAL"
2296373,"DEMONTIE","PSC","MS","DEPUTADO FEDERAL"
2296517,"DEVANE","PV","MS","DEPUTADO FEDERAL"
2296192,"DIRCE ARCE","PCO","MS","DEPUTADO FEDERAL"
2296198,"DRA. RITVA","PDT","MS","DEPUTADO FEDERAL"
2296178,"DR. BECKER","PSC","MS","DEPUTADO FEDERAL"
2296092,"DR. EDER BRAMBILLA","MDB","MS","DEPUTADO FEDERAL"
2296244,"DR. LUIZ OVANDO","PSL","MS","DEPUTADO FEDERAL"
2296439,"DR. SANDRO BENITES","PATRI","MS","DEPUTADO FEDERAL"
2296115,"DR. VANDERLEI","PT","MS","DEPUTADO FEDERAL"
2296396,"DR. WILSON SAMI","MDB","MS","DEPUTADO FEDERAL"
2296347,"EDUARDO GAUNA","PODE","MS","DEPUTADO FEDERAL"
2296479,"ELIZEU DIONIZIO","PSB","MS","DEPUTADO FEDERAL"
2296466,"EMERSON","PC DO B","MS","DEPUTADO FEDERAL"
2296176,"ENFERMEIRA CIDA AMARAL","PROS","MS","DEPUTADO FEDERAL"
2296579,"FABIO LUIS","PSC","MS","DEPUTADO FEDERAL"
2296518,"FABIO TRAD","PSD","MS","DEPUTADO FEDERAL"
2296182,"FABRICIO VENTUROLI","PROS","MS","DEPUTADO FEDERAL"
2296237,"GEL FACCINA","PT","MS","DEPUTADO FEDERAL"
2296246,"GEORGE MOTOQUEIRO","PSOL","MS","DEPUTADO FEDERAL"
2296533,"GEORGE TAKIMOTO","MDB","MS","DEPUTADO FEDERAL"
2296316,"GERALDO RESENDE","PSDB","MS","DEPUTADO FEDERAL"
2296354,"GLEICE JANE","PT","MS","DEPUTADO FEDERAL"
2296531,"GUTO SCARPANTI","NOVO","MS","DEPUTADO FEDERAL"
2296273,"HEDYL BENZI","PDT","MS","DEPUTADO FEDERAL"
2296571,"IDEVALDO CLAUDINO","MDB","MS","DEPUTADO FEDERAL"
2296114,"ILMAR MAMAO","PT","MS","DEPUTADO FEDERAL"
2296173,"JACINTO NUNES","PV","MS","DEPUTADO FEDERAL"
2296401,"JAIRO ARRUDA","PT","MS","DEPUTADO FEDERAL"
2296240,"JEFFERSON BORGES","PHS","MS","DEPUTADO FEDERAL"
2296427,"JOAO LUCAS","PR","MS","DEPUTADO FEDERAL"
2296573,"JUNIOR DO PT","PT","MS","DEPUTADO FEDERAL"
2296404,"KELIANA FERNANDES","PROS","MS","DEPUTADO FEDERAL"
2296171,"LAERCIO MACHADO","REDE","MS","DEPUTADO FEDERAL"
2296565,"LEILA DO PT","PT","MS","DEPUTADO FEDERAL"
2296090,"LEONISE PEREIRA","AVANTE","MS","DEPUTADO FEDERAL"
2296103,"LEYDE PEDROSO","PSB","MS","DEPUTADO FEDERAL"
2296110,"LUCIEN RESENDE","PSOL","MS","DEPUTADO FEDERAL"
2296320,"MACHADO","PT","MS","DEPUTADO FEDERAL"
2296117,"MARCELO MOURAO","DEM","MS","DEPUTADO FEDERAL"
2296180,"MARCIA ZEN","PPS","MS","DEPUTADO FEDERAL"
2296272,"MARCON","PV","MS","DEPUTADO FEDERAL"
2296263,"MARCOS SILVA","PROS","MS","DEPUTADO FEDERAL"
2296111,"MARIA VITAL","PDT","MS","DEPUTADO FEDERAL"
2296108,"MARILEA ELIAS","PMB","MS","DEPUTADO FEDERAL"
2296476,"MARISVALDO ZEULI","PPS","MS","DEPUTADO FEDERAL"
2296104,"MARLUCE BUENO","PPL","MS","DEPUTADO FEDERAL"
2296318,"MIGUEL REZENDE","PPL","MS","DEPUTADO FEDERAL"
2296475,"MILTON MILHOMEM","PT","MS","DEPUTADO FEDERAL"
2296168,"MIRIAM GIMENEZ","NOVO","MS","DEPUTADO FEDERAL"
2296599,"NENAO","MDB","MS","DEPUTADO FEDERAL"
2296545,"NILSON RICARTES","PRP","MS","DEPUTADO FEDERAL"
2296578,"ODILON DE OLIVEIRA","PDT","MS","DEPUTADO FEDERAL"
2296284,"PAULO ESTEVAO","PODE","MS","DEPUTADO FEDERAL"
2296096,"PAULO SALOMAO","SOLIDARIEDADE","MS","DEPUTADO FEDERAL"
2296276,"PRISCILA BAGGIO","NOVO","MS","DEPUTADO FEDERAL"
2296278,"PRISCILA FERNANDA","PRTB","MS","DEPUTADO FEDERAL"
2296219,"PROF. EDUARDO FERRUFINO","NOVO","MS","DEPUTADO FEDERAL"
2296589,"PROFESSORA MARIA REGINA","PT","MS","DEPUTADO FEDERAL"
2296511,"PROFESSORA MARINA","PC DO B","MS","DEPUTADO FEDERAL"
2296389,"PROFESSOR ANDRE","REDE","MS","DEPUTADO FEDERAL"
2296598,"PROFESSORA ROSINHA","PSOL","MS","DEPUTADO FEDERAL"
2296367,"PROFESSOR CICERO","PHS","MS","DEPUTADO FEDERAL"
2296223,"PROFESSOR ERISVALDO","PC DO B","MS","DEPUTADO FEDERAL"
2296544,"PROFESSOR JAIME","PT","MS","DEPUTADO FEDERAL"
2296175,"PROF. LEILA ALENCAR","PV","MS","DEPUTADO FEDERAL"
2296480,"PROF. ORDALIA DR. EM EDUCACAO","PV","MS","DEPUTADO FEDERAL"
2296590,"RENEE VENANCIO","PSD","MS","DEPUTADO FEDERAL"
2296463,"ROBERTO DURAES","PSL","MS","DEPUTADO FEDERAL"
2296209,"ROMARIO SERRALHEIRO","PPL","MS","DEPUTADO FEDERAL"
2296586,"RONALDO FRANCO","PATRI","MS","DEPUTADO FEDERAL"
2296288,"ROSE MODESTO","PSDB","MS","DEPUTADO FEDERAL"
2296319,"RUBIO SERGIO - RUBINHO","NOVO","MS","DEPUTADO FEDERAL"
2296130,"SAMUEL MESSIAS","DC","MS","DEPUTADO FEDERAL"
2296221,"SANDRA CARRILHO","PRTB","MS","DEPUTADO FEDERAL"
2296554,"SANDRA CASSONE","MDB","MS","DEPUTADO FEDERAL"
2296304,"SELMA SULEIMAN","MDB","MS","DEPUTADO FEDERAL"
2296210,"SERGINHO RIGO","PT","MS","DEPUTADO FEDERAL"
2296133,"SILVANA DINIZ","PT","MS","DEPUTADO FEDERAL"
2296140,"SINDOLEY MORAIS","PSL","MS","DEPUTADO FEDERAL"
2296385,"SONIA MARINHO","PRTB","MS","DEPUTADO FEDERAL"
2296537,"SUBOFICIAL MABEL","SOLIDARIEDADE","MS","DEPUTADO FEDERAL"
2296342,"TENENTE MONACO","PHS","MS","DEPUTADO FEDERAL"
2296501,"TEREZA CRISTINA","DEM","MS","DEPUTADO FEDERAL"
2296270,"TIAGO RODA","PC DO B","MS","DEPUTADO FEDERAL"
2296353,"TIAGO VARGAS","PDT","MS","DEPUTADO FEDERAL"
2296131,"TIO TRUTIS","PSL","MS","DEPUTADO FEDERAL"
2296483,"UBIRAJARA MARTINS","PHS","MS","DEPUTADO FEDERAL"
2296593,"VALDINEI SOUZA","PV","MS","DEPUTADO FEDERAL"
2296447,"VALDINIR NOBRE","MDB","MS","DEPUTADO FEDERAL"
2296258,"VANDER LOUBET","PT","MS","DEPUTADO FEDERAL"
2296452,"VERINO MINEIRO","PSOL","MS","DEPUTADO FEDERAL"
2296494,"VICTOR EUGENIO   TATAO","PTB","MS","DEPUTADO FEDERAL"
2296224,"WAGNER DOS SANTOS","REDE","MS","DEPUTADO FEDERAL"
2296548,"WILTON ACOSTA","PRB","MS","DEPUTADO FEDERAL"
2296474,"ZE DA VIOLA","PSL","MS","DEPUTADO FEDERAL"
2296355,"ZELIA NOLASCO","MDB","MS","DEPUTADO FEDERAL"
2296301,"ZEZAO","PT","MS","DEPUTADO FEDERAL"
2296866,"ADAUTON TUIM","PROS","MT","DEPUTADO FEDERAL"
2296803,"ADEVALDO TAXISTA","PHS","MT","DEPUTADO FEDERAL"
2296967,"ADEVALDO TAXISTA","PHS","MT","DEPUTADO FEDERAL"
