id,sigla,numero,ano
2194030,PL,1503,2019
2194031,PL,1505,2019
2194032,PPP,1,0
2194033,REQ,12,2019
2194034,RIC,241,2019
2194035,REQ,784,2019
2194036,RIC,242,2019
2194037,REQ,1,2019
2194038,REQ,785,2019
2194039,REQ,786,2019
2194040,REQ,787,2019
2194041,REQ,788,2019
2194042,REQ,789,2019
2194043,REQ,1,2019
2194045,REQ,2,2019
2194047,INC,197,2019
2194048,PL,1506,2019
2194049,PL,1508,2019
2194050,REQ,14,2019
2194051,REQ,790,2019
2194052,REQ,4,2019
2194053,REQ,4,2019
2194054,PPP,1,0
2194055,REQ,15,2019
2194056,REQ,16,2019
2194057,REQ,791,2019
2194058,REQ,17,2019
2194059,REQ,1,2019
2194060,REQ,2,2019
2194061,REQ,3,2019
2194062,REQ,18,2019
2194063,PL,1509,2019
2194064,REQ,1,2019
2194065,REQ,19,2019
2194066,REQ,2,2019
2194067,REQ,3,2019
2194069,REQ,20,2019
2194070,REQ,21,2019
2194071,REQ,1,2019
2194072,PL,1510,2019
2194073,PL,1511,2019
2194074,PLP,65,2019
2194075,REQ,13,2019
2194076,INC,198,2019
2194077,REQ,8,2019
2194079,RIC,243,2019
2194081,RIC,244,2019
2194082,PL,1512,2019
2194083,REQ,1,2019
2194084,INC,199,2019
2194085,REQ,792,2019
2194086,PL,1513,2019
2194088,REQ,793,2019
2194089,INC,200,2019
2194090,PL,1514,2019
2194091,INC,201,2019
2194094,INC,202,2019
2194096,REQ,794,2019
2194097,REQ,2,2019
2194098,REQ,3,2019
2194099,REQ,9,2019
2194100,INC,203,2019
2194101,PL,1515,2019
2194102,REQ,795,2019
2194103,PL,1516,2019
2194104,PL,1517,2019
2194105,REQ,3,2019
2194106,PL,1518,2019
2194107,REQ,4,2019
2194108,REQ,4,2019
2194109,REQ,14,2019
2194110,PL,1519,2019
2194111,REQ,2,2019
2194112,PDL,56,2019
2194113,RDF,1,0
2194117,RDF,1,0
2194118,RDF,1,0
2194120,REQ,796,2019
2194121,REQ,797,2019
2194122,PLN,3,2019
2194123,REQ,3,2019
2194124,PLN,4,2019
2194125,REQ,798,2019
2194126,INC,204,2019
2194128,REQ,799,2019
2194129,REQ,22,2019
2194130,PL,1520,2019
2194132,REQ,800,2019
2194134,REQ,801,2019
2194136,REQ,802,2019
2194138,REQ,803,2019
2194140,REQ,804,2019
2194142,REQ,805,2019
2194147,REQ,806,2019
2194148,REQ,3,2019
2194149,PRL,3,0
2194150,REQ,807,2019
2194151,REQ,7,2019
2194152,REQ,8,2019
2194153,REQ,3,2019
2194154,REQ,15,2019
2194155,REQ,16,2019
2194156,REQ,1,2019
2194160,RIC,245,2019
2194162,REQ,17,2019
2194163,PRL,1,0
2194164,PRL,1,0
2194165,PRL,1,0
2194166,PRL,1,0
2194167,PRL,1,0
2194168,PRL,1,0
2194169,PRL,1,0
2194170,PRL,1,0
2194171,PRL,1,0
2194172,PRL,1,0
2194173,PRL,1,0
2194174,PRL,1,0
2194175,PRL,1,0
2194176,PRL,1,0
2194177,PRL,1,0
2194178,PRL,1,0
2194179,PRL,1,0
2194180,PRL,1,0
2194181,PRL,1,0
2194182,PRL,1,0
2194183,PRL,1,0
2194184,PRL,1,0
2194185,PRL,1,0
2194186,PRL,1,0
2194187,PRL,1,0
2194188,PRL,1,0
2194189,PRL,1,0
2194190,PRL,1,0
2194191,PRL,1,0
2194192,PRL,1,0
2194193,PRL,1,0
2194194,PRL,1,0
2194195,PRL,1,0
2194196,PRL,1,0
2194197,PRL,1,0
2194198,PRL,1,0
2194199,PRL,1,0
2194200,PRL,1,0
2194201,PRL,1,0
2194202,PRL,1,0
2194203,PRL,1,0
2194204,PRL,1,0
2194205,PRL,1,0
2194206,PRL,1,0
2194207,PRL,1,0
2194208,PRL,1,0
2194209,PRL,1,0
2194210,PRL,1,0
2194211,PRL,1,0
2194212,PRL,1,0
2194213,PRL,1,0
2194214,PRL,1,0
2194215,PRL,1,0
2194216,PRL,1,0
2194217,PRL,1,0
2194218,PRL,1,0
2194219,PRL,1,0
2194220,PRL,1,0
2194221,PRL,1,0
2194222,PRL,1,0
2194223,PRL,1,0
2194224,PRL,1,0
2194225,PRL,1,0
2194226,REQ,23,2019
2194227,REQ,24,2019
2194229,REQ,808,2019
2194231,REQ,25,2019
2194232,REQ,809,2019
2194233,REQ,810,2019
2194234,MSC,84,2019
2194235,PRL,1,0
2194236,PAR,1,0
2194237,PAR,1,0
2194238,PAR,1,0
2194239,PAR,1,0
2194240,REQ,4,2019
2194241,REQ,26,2019
2194243,REQ,5,2019
2194244,REQ,2,2019
2194245,REQ,3,2019
2194246,REQ,6,2019
2194247,REQ,4,2019
2194248,SBT,1,0
2194249,PRL,4,0
2194250,REQ,811,2019
2194251,PL,1522,2019
2194252,REQ,18,2019
2194253,REQ,5,2019
2194254,REQ,6,2019
2194257,REQ,5,2019
2194258,REQ,66,2019
2194259,REQ,67,2019
2194260,RIC,246,2019
2194261,PL,1523,2019
2194262,REQ,1,2019
2194263,REQ,18,2019
2194264,RIC,247,2019
2194265,PLP,67,2019
2194266,RIC,248,2019
2194267,INC,205,2019
2194268,REQ,5,2019
2194269,REQ,5,2019
2194270,REQ,6,2019
2194271,REQ,19,2019
2194272,REQ,1,2019
2194273,REQ,19,2019
2194274,PL,1524,2019
2194276,REQ,812,2019
2194278,REQ,813,2019
2194279,REQ,814,2019
2194280,REQ,815,2019
2194281,REQ,27,2019
2194282,PL,1525,2019
2194283,PL,1526,2019
2194284,PL,1527,2019
2194285,PL,1528,2019
2194286,PLP,68,2019
2194287,PRL,10,0
2194288,REQ,816,2019
2194289,PL,1529,2019
2194290,PL,1530,2019
2194291,REQ,4,2019
2194292,REQ,6,2019
2194293,REQ,5,2019
2194294,REQ,817,2019
2194295,REQ,10,2019
2194296,REQ,3,2019
2194297,REQ,818,2019
2194298,PL,1531,2019
2194299,REQ,28,2019
2194300,REQ,819,2019
2194301,REQ,820,2019
2194302,REQ,821,2019
2194304,REQ,822,2019
2194305,REQ,823,2019
2194306,PL,1532,2019
2194307,PL,1533,2019
2194308,PDL,61,2019
2194309,REQ,6,2019
2194310,REQ,824,2019
2194311,REQ,4,2019
2194312,REQ,29,2019
2194313,REQ,20,2019
2194314,REQ,30,2019
2194315,REQ,21,2019
2194316,REQ,22,2019
2194318,PL,1534,2019
2194319,REQ,4,2019
2194322,REQ,11,2019
2194323,RIC,249,2019
2194324,REQ,5,2019
2194327,REQ,2,2019
2194329,INC,206,2019
2194330,REQ,31,2019
2194331,REQ,9,2019
2194332,INC,207,2019
2194333,REQ,2,2019
2194335,REQ,23,2019
2194336,REQ,5,2019
2194339,REQ,10,2019
2194341,REQ,825,2019
2194342,PL,1547,2019
2194344,REQ,826,2019
2194347,REQ,827,2019
2194349,RIC,250,2019
2194354,REQ,5,2019
2194355,REQ,6,2019
2194356,REQ,828,2019
2194357,REQ,829,2019
2194358,REQ,3,2019
2194359,REQ,2,2019
2194360,REQ,3,2019
2194361,REQ,7,2019
2194362,REQ,4,2019
2194363,REQ,5,2019
2194364,REQ,6,2019
2194365,REQ,7,2019
2194366,REQ,8,2019
2194367,REQ,9,2019
2194368,REQ,10,2019
2194369,PL,1549,2019
2194370,REQ,11,2019
2194371,REQ,12,2019
2194372,REQ,13,2019
2194374,REQ,14,2019
2194375,INC,208,2019
2194376,REQ,24,2019
2194377,INC,209,2019
2194378,REQ,15,2019
2194379,REQ,16,2019
2194380,PLP,70,2019
2194381,PL,1552,2019
2194382,REQ,830,2019
2194383,PL,1554,2019
2194385,REQ,831,2019
2194387,REQ,32,2019
2194388,PL,1555,2019
2194389,PRL,2,0
2194390,REQ,832,2019
2194391,REQ,833,2019
2194392,REQ,25,2019
2194393,REQ,4,2019
2194394,REQ,5,2019
2194395,INC,210,2019
2194396,PL,1556,2019
2194397,REQ,33,2019
2194398,REQ,834,2019
2194399,PL,1557,2019
2194400,PL,1558,2019
2194401,PDL,62,2019
2194402,REQ,11,2019
2194403,REQ,7,2019
2194404,REC,5,2019
2194405,REQ,20,2019
2194407,REQ,21,2019
2194408,REQ,5,2019
2194409,PL,1559,2019
2194411,REQ,6,2019
2194412,REQ,4,2019
2194413,INC,211,2019
2194415,REQ,2,2019
2194416,RIC,251,2019
2194417,REQ,3,2019
2194418,REQ,4,2019
2194419,RIC,252,2019
2194420,RIC,253,2019
2194422,REQ,5,2019
2194423,RIC,254,2019
2194427,REQ,12,2019
2194428,PLP,72,2019
2194429,PRL,4,0
2194431,REQ,8,2019
2194432,REQ,6,2019
2194433,REQ,22,2019
2194434,PL,1560,2019
2194435,PL,1561,2019
2194436,PL,1562,2019
2194437,PL,1563,2019
2194438,REQ,26,2019
2194439,REQ,12,2019
2194440,REQ,27,2019
2194441,PL,1564,2019
2194442,PL,1565,2019
2194443,REQ,4,2019
2194445,REQ,835,2019
2194446,PDL,63,2019
2194447,REQ,5,2019
2194448,PL,1566,2019
2194452,PARF,1,0
2194453,PL,1567,2019
2194454,PL,1568,2019
2194455,PL,1569,2019
2194456,REQ,7,2019
2194457,REQ,836,2019
2194458,PL,1570,2019
2194459,PL,1571,2019
2194460,PL,1572,2019
2194461,PL,1573,2019
2194462,PL,1574,2019
2194463,REQ,837,2019
2194464,PPP,1,0
2194465,PL,1575,2019
2194467,PPP,1,0
2194468,REC,6,2019
2194469,REQ,838,2019
2194470,REQ,13,2019
2194471,PL,1576,2019
2194473,REQ,8,2019
2194474,REQ,839,2019
2194475,REQ,9,2019
2194476,REQ,840,2019
2194477,PL,1577,2019
2194478,REQ,34,2019
2194479,PL,1578,2019
2194480,PL,1579,2019
2194481,REQ,10,2019
2194482,REQ,11,2019
2194483,REQ,35,2019
2194484,REQ,36,2019
2194485,REQ,28,2019
2194486,SBT,1,0
2194487,REQ,37,2019
2194488,REQ,38,2019
2194489,REQ,29,2019
2194490,REQ,30,2019
2194491,REQ,17,2019
2194493,REQ,23,2019
2194494,REQ,5,2019
2194495,REQ,841,2019
2194496,PL,1580,2019
2194497,PL,1581,2019
2194498,PRC,41,2019
2194499,REQ,842,2019
2194500,REQ,39,2019
2194501,REQ,843,2019
2194502,REQ,40,2019
2194503,REQ,7,2019
2194504,REQ,9,2019
2194505,REQ,10,2019
2194506,REQ,41,2019
2194507,REQ,11,2019
2194508,REQ,42,2019
2194509,REQ,6,2019
2194510,REQ,7,2019
2194511,REQ,8,2019
2194512,REQ,14,2019
2194513,REQ,43,2019
2194514,REQ,7,2019
2194515,REQ,8,2019
2194516,REQ,44,2019
2194517,REQ,9,2019
2194518,REQ,15,2019
2194519,REQ,45,2019
2194520,REQ,46,2019
2194521,REQ,8,2019
2194522,REQ,9,2019
2194523,REQ,10,2019
2194524,REQ,7,2019
2194525,REQ,6,2019
2194527,REQ,8,2019
2194529,REQ,9,2019
2194530,REQ,6,2019
2194531,REQ,9,2019
2194532,REQ,2,2019
2194533,EMP,11,2019
2194534,EMP,12,2019
2194535,EMP,13,2019
2194536,REQ,3,2019
2194537,REQ,4,2019
2194538,PL,1582,2019
2194540,REQ,844,2019
2194541,PL,1583,2019
2194543,REQ,845,2019
2194544,REQ,6,2019
2194545,EMP,1,2019
2194546,EMP,2,2019
2194547,REQ,846,2019
2194548,REQ,5,2019
2194549,REQ,7,2019
2194550,PDL,65,2019
2194551,REQ,6,2019
2194552,REQ,7,2019
2194553,REQ,8,2019
2194554,REQ,7,2019
2194555,PL,1584,2019
2194556,PL,1585,2019
2194558,REQ,31,2019
2194560,REQ,4,2019
2194561,REQ,847,2019
2194562,REQ,848,2019
2194563,REQ,849,2019
2194564,REQ,8,2019
2194565,REQ,850,2019
2194566,REQ,12,2019
2194567,PL,1588,2019
2194568,REQ,13,2019
2194569,REQ,10,2019
2194570,PL,1589,2019
2194571,REQ,11,2019
2194572,REQ,851,2019
2194573,PDL,66,2019
2194574,REQ,852,2019
2194575,REQ,853,2019
2194576,PDL,67,2019
2194577,REQ,32,2019
2194579,REQ,854,2019
2194580,PL,1590,2019
2194581,REQ,14,2019
2194582,PL,1591,2019
2194583,PL,1592,2019
2194584,REQ,5,2019
2194585,PL,1593,2019
2194586,REQ,6,2019
2194587,PL,1595,2019
2194588,REQ,6,2019
2194589,PL,1596,2019
2194590,REQ,7,2019
2194591,PL,1597,2019
2194592,REQ,855,2019
2194593,PL,1598,2019
2194594,INC,212,2019
2194595,PL,1599,2019
2194596,INC,213,2019
2194597,REQ,856,2019
2194598,INC,214,2019
2194599,PL,1601,2019
2194600,REQ,12,2019
2194601,REQ,13,2019
2194602,REQ,14,2019
2194604,REQ,857,2019
2194605,REQ,15,2019
2194606,REQ,16,2019
2194607,REQ,10,2019
2194608,RIC,255,2019
2194609,REQ,11,2019
2194610,REQ,12,2019
2194611,REQ,9,2019
2194612,REQ,8,2019
2194613,REQ,9,2019
2194614,REQ,858,2019
2194615,PDL,70,2019
2194616,PL,1603,2019
2194617,RIC,256,2019
2194618,RIC,257,2019
2194619,RIC,258,2019
2194620,REQ,859,2019
2194621,REQ,860,2019
2194622,EMP,14,2019
2194623,EMP,15,2019
2194624,EMP,16,2019
2194625,EMP,17,2019
2194626,EMP,18,2019
2194627,PL,1604,2019
2194628,INC,215,2019
2194629,REQ,861,2019
2194630,EMP,19,2019
2194631,EMP,20,2019
2194632,REQ,862,2019
2194633,RDF,1,0
2194634,AA,1,0
2194635,PEP,1,0
2194636,RDF,1,0
2194637,RDF,1,0
2194638,EMP,21,2019
2194640,REQ,17,2019
2194641,RIC,259,2019
2194642,REQ,863,2019
2194643,REQ,13,2019
2194644,REQ,7,2019
2194645,REQ,18,2019
2194646,PL,1605,2019
2194647,REQ,12,2019
2194649,REQ,864,2019
2194650,PRC,42,2019
2194651,REQ,13,2019
2194652,REQ,13,2019
2194653,PL,1606,2019
2194654,RIC,260,2019
2194655,PL,1607,2019
2194657,REQ,865,2019
2194658,PL,1608,2019
2194659,PL,1609,2019
2194660,REQ,14,2019
2194661,REQ,866,2019
2194662,REQ,867,2019
2194663,REQ,7,2019
2194664,PRL,1,0
2194665,PRL,1,0
2194666,REQ,47,2019
2194667,PRL,1,0
2194668,PRL,1,0
2194669,PRL,1,0
2194670,PRL,1,0
2194671,PRL,1,0
2194672,PRL,1,0
2194673,PRL,1,0
2194674,PRL,1,0
2194675,PRL,1,0
2194676,PRL,1,0
2194677,PRL,1,0
2194678,PRL,1,0
2194679,PRL,1,0
2194680,PRL,1,0
2194681,PRL,1,0
2194682,PRL,1,0
2194683,PRL,1,0
2194684,PRL,1,0
2194685,PRL,1,0
2194686,PRL,1,0
2194687,PRL,1,0
2194688,PRL,1,0
2194689,PRL,1,0
2194690,PRL,1,0
2194691,PRL,1,0
2194692,PRL,1,0
2194693,PRL,1,0
2194694,PRL,1,0
2194695,PRL,1,0
2194696,PRL,1,0
2194697,PRL,1,0
2194698,PRL,1,0
2194699,PRL,1,0
2194700,PRL,1,0
2194701,PRL,1,0
2194702,PRL,1,0
2194703,PRL,1,0
2194704,PRL,1,0
2194705,PRL,1,0
2194706,REQ,15,2019
2194707,PRL,1,0
2194708,PRL,1,0
2194709,PRL,1,0
2194710,REQ,868,2019
2194711,REQ,869,2019
2194712,INC,216,2019
2194713,INC,217,2019
2194714,INC,218,2019
2194715,REQ,14,2019
2194716,PAR,1,0
2194717,PAR,1,0
2194719,PAR,1,0
2194720,PAR,2,0
2194721,PRL,1,0
2194722,PAR,1,0
2194724,PAR,1,0
2194725,PAR,1,0
2194726,PAR,1,0
2194727,PAR,1,0
2194728,PAR,1,0
2194729,PAR,1,0
2194730,PAR,1,0
2194731,PAR,1,0
2194732,PAR,1,0
2194733,PAR,1,0
2194734,EMC-A,1,0
2194735,INC,219,2019
2194736,INC,220,2019
2194737,INC,221,2019
2194738,INC,222,2019
2194739,INC,223,2019
2194740,INC,224,2019
2194741,INC,225,2019
2194742,INC,226,2019
2194745,PRL,1,0
2194747,REQ,5,2019
2194748,RIC,261,2019
2194749,PL,1610,2019
2194752,REQ,870,2019
2194754,REQ,6,2019
2194758,RIC,262,2019
2194760,RIC,263,2019
2194761,RIC,264,2019
2194762,RIC,265,2019
2194763,REQ,18,2019
2194764,RIC,266,2019
2194767,PFC,2,2019
2194773,REQ,19,2019
2194774,REQ,15,2019
2194776,REQ,10,2019
2194777,PL,1613,2019
2194778,REQ,33,2019
2194779,REQ,871,2019
2194781,REQ,34,2019
2194782,PFC,3,2019
2194783,REQ,872,2019
2194784,PL,1614,2019
2194786,INC,227,2019
2194787,REQ,873,2019
2194789,PL,1616,2019
2194791,PL,1617,2019
2194792,PL,1618,2019
2194794,PL,1620,2019
2194796,REC,7,2019
2194797,REQ,874,2019
2194798,REQ,875,2019
2194799,PL,1621,2019
2194800,PL,1622,2019
2194801,PL,1623,2019
2194802,PL,1624,2019
2194803,PL,1625,2019
2194805,REQ,876,2019
2194806,PL,1626,2019
2194808,REQ,7,2019
2194810,RIC,267,2019
2194812,REQ,8,2019
2194813,PEC,21,2019
2194815,PL,1627,2019
2194816,REQ,877,2019
2194817,PL,1628,2019
2194818,PL,1629,2019
2194819,REQ,878,2019
2194820,PDL,71,2019
2194822,REQ,879,2019
2194825,INC,228,2019
2194826,SSP,1,0
2194827,REQ,880,2019
2194828,REQ,8,2019
2194829,REQ,8,2019
2194830,REQ,881,2019
2194831,PL,1632,2019
2194832,PL,1633,2019
2194833,PPR,1,0
2194835,REQ,16,2019
2194836,REQ,9,2019
2194837,INC,229,2019
2194838,INC,230,2019
2194839,INC,231,2019
2194840,PL,1634,2019
2194841,PL,1635,2019
2194842,RIC,268,2019
2194843,REQ,35,2019
2194844,REQ,882,2019
2194845,REQ,16,2019
2194846,PL,1636,2019
2194847,REQ,883,2019
2194848,RIC,269,2019
2194849,RIC,270,2019
2194850,REQ,884,2019
2194851,REQ,48,2019
2194852,REQ,20,2019
2194853,REQ,36,2019
2194854,REQ,8,2019
2194855,REQ,9,2019
2194857,REQ,885,2019
2194858,REQ,886,2019
2194859,REQ,887,2019
2194860,REQ,8,2019
2194861,PL,1637,2019
2194862,PL,1638,2019
2194863,PLP,74,2019
2194864,PL,1639,2019
2194865,REQ,888,2019
2194866,REQ,7,2019
2194867,REQ,889,2019
2194868,REQ,8,2019
2194869,RIC,271,2019
2194870,PRC,43,2019
2194871,REQ,890,2019
2194872,REQ,891,2019
2194873,REQ,892,2019
2194874,PL,1645,2019
2194875,REQ,893,2019
2194876,REQ,894,2019
2194877,RIC,272,2019
2194879,PL,1646,2019
2194880,PL,1647,2019
2194881,REQ,16,2019
2194882,PL,1648,2019
2194883,PL,1649,2019
2194884,REQ,7,2019
2194885,REQ,8,2019
2194886,INC,232,2019
2194891,REC,8,2019
2194893,MSC,88,2019
2194894,REQ,11,2019
2194896,PL,1650,2019
2194897,MSC,89,2019
2194898,REQ,15,2019
2194899,PEC,24,2019
2194900,REQ,21,2019
2194902,REQ,895,2019
2194903,RIC,273,2019
2194904,REQ,24,2019
2194905,REQ,25,2019
2194906,PL,1651,2019
2194907,PL,1652,2019
2194908,PL,1653,2019
2194909,PL,1654,2019
2194910,PL,1655,2019
2194911,PL,1656,2019
2194912,PL,550,2019
2194913,REQ,896,2019
2194915,RIC,274,2019
2194916,RIC,275,2019
2194917,RIC,276,2019
2194918,RDF,1,0
2194919,RDF,1,0
2194920,RDF,1,0
2194921,RDF,1,0
2194922,RDF,1,0
2194923,RIC,277,2019
2194924,RIC,278,2019
2194925,RIC,279,2019
2194926,RDF,1,0
2194927,REQ,897,2019
2194928,RDF,1,0
2194929,RDF,2,0
2194930,RDF,1,0
2194931,RDF,1,0
2194932,RDF,1,0
2194933,RDF,1,0
2194934,RDF,1,0
2194935,ERD,1,2019
2194936,RDF,1,0
2194937,ERD,1,2019
2194938,INC,233,2019
2194939,REQ,898,2019
2194940,PFC,4,2019
2194941,REQ,49,2019
2194942,REQ,50,2019
2194943,REQ,899,2019
2194944,REQ,900,2019
2194945,REQ,901,2019
2194946,PL,1658,2019
2194947,REQ,902,2019
2194949,REQ,903,2019
2194950,PEC,25,2019
2194951,PL,1659,2019
2194952,REQ,904,2019
2194953,PL,1661,2019
2194954,PL,1662,2019
2194955,PL,1663,2019
2194956,PL,1664,2019
2194957,PL,1665,2019
2194958,REQ,26,2019
2194959,PL,1666,2019
2194961,PL,1667,2019
2194962,REQ,17,2019
2194963,REQ,905,2019
2194964,PPP,1,0
2194965,PRL,1,0
2194966,INC,234,2019
2194967,INC,235,2019
2194968,REQ,906,2019
2194969,REQ,68,2019
2194972,PL,1668,2019
2194973,REQ,9,2019
2194974,REQ,10,2019
2194975,PL,1670,2019
2194976,RIC,280,2019
2194977,EMP,3,2019
2194978,EMP,4,2019
2194979,EMP,5,2019
2194980,EMP,6,2019
2194981,REQ,17,2019
2194982,EMP,7,2019
2194983,PRL,1,0
2194984,PDL,72,2019
2194985,REQ,51,2019
2194986,REQ,907,2019
2194987,PRL,1,0
2194988,REQ,9,2019
2194989,REQ,10,2019
2194990,PL,1671,2019
2194991,REQ,908,2019
2194992,REQ,16,2019
2194993,RIC,281,2019
2194994,PL,1672,2019
2194995,REQ,27,2019
2194996,REQ,9,2019
2194997,PL,1673,2019
2194998,RIC,282,2019
2195000,INC,236,2019
2195001,RIC,283,2019
2195002,PRL,1,0
2195004,REQ,17,2019
2195005,PL,1657,2019
2195006,INC,237,2019
2195007,INC,238,2019
2195008,INC,239,2019
2195009,INC,240,2019
2195011,INC,241,2019
2195012,PL,1674,2019
2195013,PRL,1,0
2195014,PL,1675,2019
2195015,REQ,11,2019
2195016,REQ,909,2019
2195018,REQ,3,2019
2195019,REQ,4,2019
2195020,REQ,5,2019
2195021,REQ,910,2019
2195024,PL,1676,2019
2195027,PL,1677,2019
2195028,PL,1678,2019
2195031,PL,1679,2019
2195032,PL,1680,2019
2195033,PL,1681,2019
2195034,PL,1682,2019
2195035,PL,1683,2019
2195036,PL,1684,2019
2195037,REQ,10,2019
2195038,INC,242,2019
2195039,REQ,6,2019
2195041,REQ,7,2019
2195043,PL,1685,2019
2195044,PL,1686,2019
2195045,PL,1687,2019
2195046,PL,1688,2019
2195047,PL,1689,2019
2195048,PL,1690,2019
2195049,PL,1691,2019
2195050,PL,1693,2019
2195051,REQ,11,2019
2195052,REQ,12,2019
2195053,REQ,911,2019
2195054,REQ,19,2019
2195055,RIC,284,2019
2195057,PDL,73,2019
2195058,REQ,18,2019
2195059,REQ,19,2019
2195062,PL,1694,2019
2195064,REQ,912,2019
2195065,PL,1695,2019
2195067,PEC,27,2019
2195069,PRL,1,0
2195070,REQ,13,2019
2195071,REQ,14,2019
2195073,REQ,12,2019
2195074,REQ,20,2019
2195076,INC,243,2019
2195077,INC,244,2019
2195078,REQ,913,2019
2195079,INC,245,2019
2195081,REQ,914,2019
2195083,REQ,915,2019
2195084,REQ,18,2019
2195085,REQ,11,2019
2195086,REQ,37,2019
2195088,REQ,13,2019
2195089,REQ,916,2019
2195094,REQ,19,2019
2195096,REQ,6,2019
2195098,REC,9,2019
2195099,RDF,1,0
2195100,RDF,1,0
2195101,PL,1696,2019
2195104,PL,1697,2019
2195105,PL,1698,2019
2195106,PL,1699,2019
2195107,PL,1700,2019
2195108,PL,1701,2019
2195109,REQ,11,2019
2195110,REQ,12,2019
2195111,REQ,38,2019
2195113,PL,1702,2019
2195114,REQ,917,2019
2195115,REQ,9,2019
2195116,REQ,918,2019
2195117,REQ,20,2019
2195119,RDF,2,0
2195120,REQ,919,2019
2195121,RDF,1,0
2195122,RDF,1,0
2195123,RDF,1,0
2195124,RDF,1,0
2195125,RDF,1,0
2195126,RDF,1,0
2195127,RDF,1,0
2195128,REQ,8,2019
2195129,ERD,1,2019
2195130,RDF,2,0
2195131,RDF,1,0
2195132,RDF,1,0
2195133,RDF,2,0
2195134,RDF,1,0
2195135,RDF,2,0
2195136,RDF,1,0
2195137,RDF,1,0
2195138,RDF,1,0
2195139,RDF,1,0
2195140,RDF,1,0
2195141,RDF,1,0
2195142,RDF,2,0
2195143,RDF,1,0
2195144,ERD,1,2019
2195145,RDF,1,0
2195146,RDF,1,0
2195147,RDF,1,0
2195148,RDF,1,0
2195149,REQ,39,2019
2195151,REQ,920,2019
2195152,REQ,13,2019
2195153,PDL,75,2019
2195154,REQ,14,2019
2195155,REQ,15,2019
2195156,REQ,9,2019
2195157,REQ,9,2019
2195158,REQ,10,2019
2195159,REQ,921,2019
2195160,REQ,922,2019
2195162,REQ,17,2019
2195163,PL,1703,2019
2195164,PL,1704,2019
2195165,REQ,69,2019
2195166,REQ,70,2019
2195167,MSC,91,2019
2195168,REQ,923,2019
2195169,INC,246,2019
2195170,INC,247,2019
2195171,REQ,52,2019
2195172,RIC,285,2019
2195174,PLP,75,2019
2195175,REQ,20,2019
2195176,REQ,16,2019
2195177,REQ,53,2019
2195178,REQ,54,2019
2195179,MCN,2,2019
2195180,REQ,10,2019
2195181,REQ,11,2019
2195182,REQ,10,2019
2195183,REQ,11,2019
2195184,REQ,10,2019
2195185,REQ,11,2019
2195186,REQ,12,2019
2195187,REQ,55,2019
2195188,REQ,1,2019
2195189,REQ,2,2019
2195190,REQ,3,2019
2195191,REQ,4,2019
2195192,REQ,5,2019
2195193,RIC,286,2019
2195194,RIC,287,2019
2195195,RIC,288,2019
2195196,RIC,289,2019
2195197,PRL,1,0
2195198,REQ,13,2019
2195199,REQ,71,2019
2195200,REQ,72,2019
2195201,REQ,17,2019
2195202,REC,10,2019
2195203,PL,1709,2019
2195204,REQ,56,2019
2195205,EMP,1,2019
2195206,EMP,2,2019
2195207,EMP,3,2019
2195208,EMP,4,2019
2195209,EMP,5,2019
2195210,EMP,6,2019
2195211,REQ,21,2019
2195212,REQ,924,2019
2195213,PL,1710,2019
2195214,EMP,2,2019
2195215,MPV,877,2019
2195216,RIC,290,2019
2195217,RIC,291,2019
2195218,RIC,292,2019
2195219,RIC,293,2019
2195220,RIC,294,2019
2195221,PRL,3,0
2195222,REQ,57,2019
2195223,REQ,58,2019
2195224,RIC,295,2019
2195225,INC,248,2019
2195226,RIC,296,2019
2195227,RIC,297,2019
2195228,RIC,298,2019
2195229,REQ,22,2019
2195230,REQ,1,2019
2195231,REQ,2,2019
2195232,PL,1711,2019
2195233,REQ,18,2019
2195234,PRV,2,0
2195235,PRL,1,0
2195236,REQ,11,2019
2195237,REQ,12,2019
2195238,REQ,14,2019
2195239,REQ,10,2019
2195240,SIT,2,2019
2195241,REQ,59,2019
2195242,REQ,7,2019
2195243,REQ,23,2019
2195244,REQ,21,2019
2195245,REQ,24,2019
2195246,REQ,25,2019
2195247,REQ,60,2019
2195248,REQ,15,2019
2195249,REQ,925,2019
2195250,REQ,926,2019
2195251,REQ,927,2019
2195252,REQ,928,2019
2195253,REQ,929,2019
2195254,REQ,930,2019
2195255,REQ,931,2019
2195256,REQ,932,2019
2195257,PL,1712,2019
2195260,REQ,26,2019
2195261,PL,1713,2019
2195262,REQ,16,2019
2195264,REQ,933,2019
2195265,REQ,17,2019
2195267,REQ,61,2019
2195271,REQ,40,2019
2195275,REQ,27,2019
2195276,PL,1714,2019
2195277,REQ,22,2019
2195279,REQ,23,2019
2195280,REQ,24,2019
2195281,REQ,25,2019
2195282,REQ,26,2019
2195283,REQ,27,2019
2195284,REQ,28,2019
2195285,REQ,934,2019
2195287,REQ,41,2019
2195288,REQ,14,2019
2195290,REQ,935,2019
2195291,REQ,15,2019
2195292,PL,1721,2019
2195296,REQ,18,2019
2195299,INC,249,2019
2195300,INC,250,2019
2195301,PDL,76,2019
2195302,PL,1722,2019
2195304,REQ,21,2019
2195305,REQ,9,2019
2195306,PL,1723,2019
2195307,REQ,10,2019
2195309,REQ,42,2019
2195311,PL,1724,2019
2195312,REQ,936,2019
2195313,REQ,937,2019
2195314,REQ,938,2019
