peso_arestas,id.x,id.y,num_coautorias,nome_eleitoral.x,sg_partido.x,uf.x,nome_eleitoral.y,sg_partido.y,uf.y
0.16666666666666666,74060,74283,1,DANIEL ALMEIDA,PCdoB,BA,VICENTINHO,PT,SP
0.17127496159754224,171617,74655,2,PAULÃO,PT,AL,EDUARDO BARBOSA,PSDB,MG
0.16666666666666666,171617,74646,1,PAULÃO,PT,AL,AÉCIO NEVES,PSDB,MG
0.16666666666666666,156190,171617,1,MARCEL VAN HATTEM,NOVO,RS,PAULÃO,PT,AL
0.5595238095238095,171617,204414,3,PAULÃO,PT,AL,AROLDO MARTINS,PRB,PR
0.17127496159754224,171617,204444,2,PAULÃO,PT,AL,HELIO LOPES,PSL,RJ
1.355078010738388,204428,204503,20,MARÍLIA ARRAES,PT,PE,ALEXANDRE PADILHA,PT,SP
2.3947169432344633,178857,204503,24,JORGE SOLLA,PT,BA,ALEXANDRE PADILHA,PT,SP
2.050272498790019,204503,73701,26,ALEXANDRE PADILHA,PT,SP,BENEDITA DA SILVA,PT,RJ
1.3743087799691573,159237,204503,21,ASSIS CARVALHO,PT,PI,ALEXANDRE PADILHA,PT,SP
1.355078010738388,178857,204428,20,JORGE SOLLA,PT,BA,MARÍLIA ARRAES,PT,PE
1.355078010738388,204428,73701,20,MARÍLIA ARRAES,PT,PE,BENEDITA DA SILVA,PT,RJ
1.355078010738388,159237,204428,20,ASSIS CARVALHO,PT,PI,MARÍLIA ARRAES,PT,PE
1.3947169432344635,178857,73701,22,JORGE SOLLA,PT,BA,BENEDITA DA SILVA,PT,RJ
1.3743087799691573,159237,178857,21,ASSIS CARVALHO,PT,PI,JORGE SOLLA,PT,BA
1.3743087799691573,159237,73701,21,ASSIS CARVALHO,PT,PI,BENEDITA DA SILVA,PT,RJ
1.8498756733931936,204480,74398,20,ROGÉRIO CORREIA,PT,MG,MARIA DO ROSÁRIO,PT,RS
1.25,160575,204509,4,ERIKA KOKAY,PT,DF,ÁUREA CAROLINA,PSOL,MG
0.5,152605,204467,1,GLAUBER BRAGA,PSOL,RJ,PROFESSORA ROSA NEIDE,PT,MT
2.0498756733931938,160575,74398,22,ERIKA KOKAY,PT,DF,MARIA DO ROSÁRIO,PT,RS
0.5,178857,74655,1,JORGE SOLLA,PT,BA,EDUARDO BARBOSA,PSDB,MG
5.8788507191732995,160518,178927,15,WELITON PRADO,PROS,MG,ALIEL MACHADO,PSB,PR
1.2429102616173555,160528,178927,11,DANILO CABRAL,PSB,PE,ALIEL MACHADO,PSB,PR
1.2504425331564182,178927,204429,11,ALIEL MACHADO,PSB,PR,JOÃO H. CAMPOS,PSB,PE
0.5409090909090909,160518,160528,3,WELITON PRADO,PROS,MG,DANILO CABRAL,PSB,PE
0.5455173858399665,160518,204429,4,WELITON PRADO,PROS,MG,JOÃO H. CAMPOS,PSB,PE
1.281187773579078,160528,204429,11,DANILO CABRAL,PSB,PE,JOÃO H. CAMPOS,PSB,PE
2.350535092926397,160511,178927,13,ALESSANDRO MOLON,PSB,RJ,ALIEL MACHADO,PSB,PR
0.18438735177865612,160511,178931,3,ALESSANDRO MOLON,PSB,RJ,LUCIANO DUCCI,PSB,PR
0.6242424242424243,160511,160518,3,ALESSANDRO MOLON,PSB,RJ,WELITON PRADO,PROS,MG
0.19090909090909092,160511,204525,2,ALESSANDRO MOLON,PSB,RJ,ROSANA VALLE,PSB,SP
1.051389793781098,160511,160528,10,ALESSANDRO MOLON,PSB,RJ,DANILO CABRAL,PSB,PE
0.7621651295564339,160511,204371,6,ALESSANDRO MOLON,PSB,RJ,FELIPE RIGONI,PSB,ES
0.3159090909090909,160511,204405,3,ALESSANDRO MOLON,PSB,RJ,LIZIANE BAYER,PSB,RS
1.6847231271144314,160511,204561,11,ALESSANDRO MOLON,PSB,RJ,BIRA DO PINDARÉ,PSB,MA
1.0236120160033204,160511,204429,10,ALESSANDRO MOLON,PSB,RJ,JOÃO H. CAMPOS,PSB,PE
0.740278682669987,160511,204542,8,ALESSANDRO MOLON,PSB,RJ,DENIS BEZERRA,PSB,CE
0.1889956467095317,178927,178931,4,ALIEL MACHADO,PSB,PR,LUCIANO DUCCI,PSB,PR
0.1955173858399665,178927,204525,3,ALIEL MACHADO,PSB,PR,ROSANA VALLE,PSB,SP
1.3501067578206427,178927,204371,9,ALIEL MACHADO,PSB,PR,FELIPE RIGONI,PSB,ES
0.3159090909090909,178927,204405,3,ALIEL MACHADO,PSB,PR,LIZIANE BAYER,PSB,RS
0.7929102616173554,178927,204561,9,ALIEL MACHADO,PSB,PR,BIRA DO PINDARÉ,PSB,MA
0.740278682669987,178927,204542,8,ALIEL MACHADO,PSB,PR,DENIS BEZERRA,PSB,CE
0.09551738583996648,178931,204525,2,LUCIANO DUCCI,PSB,PR,ROSANA VALLE,PSB,SP
0.18438735177865612,160528,178931,3,DANILO CABRAL,PSB,PE,LUCIANO DUCCI,PSB,PR
