"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor"
"2197973";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197973";"160673";"https://dadosabertos.camara.leg.br/api/v2/deputados/160673";"10000";"Deputado";"Giovani Cherini";"PR";"https://dadosabertos.camara.leg.br/api/v2/partidos/36814";"RS"
"2197972";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197972";"160604";"https://dadosabertos.camara.leg.br/api/v2/deputados/160604";"10000";"Deputado";"Pedro Uczai";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SC"
"2197971";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197971";"74398";"https://dadosabertos.camara.leg.br/api/v2/deputados/74398";"10000";"Deputado";"Maria do Rosário";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS"
"2197970";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197970";"74398";"https://dadosabertos.camara.leg.br/api/v2/deputados/74398";"10000";"Deputado";"Maria do Rosário";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS"
"2197969";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197969";"178987";"https://dadosabertos.camara.leg.br/api/v2/deputados/178987";"10000";"Deputado";"Orlando Silva";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"SP"
"2197968";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197968";"74693";"https://dadosabertos.camara.leg.br/api/v2/deputados/74693";"10000";"Deputado";"Rodrigo Maia";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"RJ"
"2197967";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197967";"141450";"https://dadosabertos.camara.leg.br/api/v2/deputados/141450";"10000";"Deputado";"Hugo Leal";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"RJ"
"2197966";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197966";"74693";"https://dadosabertos.camara.leg.br/api/v2/deputados/74693";"10000";"Deputado";"Rodrigo Maia";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"RJ"
"2197965";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197965";"204429";"https://dadosabertos.camara.leg.br/api/v2/deputados/204429";"10000";"Deputado";"João H. Campos";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"PE"
"2197964";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197964";"74400";"https://dadosabertos.camara.leg.br/api/v2/deputados/74400";"10000";"Deputado";"Paulo Pimenta";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS"
"2197963";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197963";"160655";"https://dadosabertos.camara.leg.br/api/v2/deputados/160655";"10000";"Deputado";"Ricardo Izar";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"SP"
"2197962";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197962";"178873";"https://dadosabertos.camara.leg.br/api/v2/deputados/178873";"10000";"Deputado";"Helder Salomão";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"ES"
"2197961";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197961";"204396";"https://dadosabertos.camara.leg.br/api/v2/deputados/204396";"10000";"Deputado";"Vermelho";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"PR"
"2197960";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197960";"160545";"https://dadosabertos.camara.leg.br/api/v2/deputados/160545";"10000";"Deputado";"Alexandre Leite";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"SP"
"2197959";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197959";"204533";"https://dadosabertos.camara.leg.br/api/v2/deputados/204533";"10000";"Deputado";"Idilvan Alencar";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"CE"
"2197958";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197958";"160545";"https://dadosabertos.camara.leg.br/api/v2/deputados/160545";"10000";"Deputado";"Alexandre Leite";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"SP"
"2197957";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197957";"141450";"https://dadosabertos.camara.leg.br/api/v2/deputados/141450";"10000";"Deputado";"Hugo Leal";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"RJ"
"2197956";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956";"74400";"https://dadosabertos.camara.leg.br/api/v2/deputados/74400";"10000";"Deputado";"Paulo Pimenta";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS"
"2197955";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197955";"160545";"https://dadosabertos.camara.leg.br/api/v2/deputados/160545";"10000";"Deputado";"Alexandre Leite";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"SP"
"2197954";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197954";"253";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";""
"2197953";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197953";"141552";"https://dadosabertos.camara.leg.br/api/v2/deputados/141552";"10000";"Deputado";"Valtenir Pereira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"MT"
"2197952";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197952";"74400";"https://dadosabertos.camara.leg.br/api/v2/deputados/74400";"10000";"Deputado";"Paulo Pimenta";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS"
"2197951";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197951";"204569";"https://dadosabertos.camara.leg.br/api/v2/deputados/204569";"10000";"Deputado";"Delegado Pablo";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"AM"
"2197950";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197950";"132504";"https://dadosabertos.camara.leg.br/api/v2/deputados/132504";"10000";"Deputado";"Enio Verri";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PR"
"2197949";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197949";"74052";"https://dadosabertos.camara.leg.br/api/v2/deputados/74052";"10000";"Deputado";"Bosco Costa";"PR";"https://dadosabertos.camara.leg.br/api/v2/partidos/36814";"SE"
"2197948";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197948";"74060";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"10000";"Deputado";"Daniel Almeida";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA"
"2197947";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197947";"141391";"https://dadosabertos.camara.leg.br/api/v2/deputados/141391";"10000";"Deputado";"Arnaldo Jardim";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SP"
"2197946";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197946";"141391";"https://dadosabertos.camara.leg.br/api/v2/deputados/141391";"10000";"Deputado";"Arnaldo Jardim";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SP"
"2197945";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197945";"141391";"https://dadosabertos.camara.leg.br/api/v2/deputados/141391";"10000";"Deputado";"Arnaldo Jardim";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SP"
"2197944";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197944";"141391";"https://dadosabertos.camara.leg.br/api/v2/deputados/141391";"10000";"Deputado";"Arnaldo Jardim";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SP"
"2197943";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197943";"141391";"https://dadosabertos.camara.leg.br/api/v2/deputados/141391";"10000";"Deputado";"Arnaldo Jardim";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SP"
"2197942";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197942";"205865";"https://dadosabertos.camara.leg.br/api/v2/deputados/205865";"10000";"Deputado";"Reinhold Stephanes Junior";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"PR"
"2197941";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197941";"178992";"https://dadosabertos.camara.leg.br/api/v2/deputados/178992";"10000";"Deputado";"Vitor Lippi";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP"
"2197940";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197940";"204418";"https://dadosabertos.camara.leg.br/api/v2/deputados/204418";"10000";"Deputado";"Luizão Goulart";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"PR"
"2197939";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197939";"204418";"https://dadosabertos.camara.leg.br/api/v2/deputados/204418";"10000";"Deputado";"Luizão Goulart";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"PR"
"2197938";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197938";"204396";"https://dadosabertos.camara.leg.br/api/v2/deputados/204396";"10000";"Deputado";"Vermelho";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"PR"
"2197937";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197937";"81055";"https://dadosabertos.camara.leg.br/api/v2/deputados/81055";"10000";"Deputado";"Márcio Jerry";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"MA"
"2197936";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197936";"74060";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"10000";"Deputado";"Daniel Almeida";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA"
"2197935";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197935";"81055";"https://dadosabertos.camara.leg.br/api/v2/deputados/81055";"10000";"Deputado";"Márcio Jerry";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"MA"
"2197934";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197934";"81055";"https://dadosabertos.camara.leg.br/api/v2/deputados/81055";"10000";"Deputado";"Márcio Jerry";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"MA"
"2197933";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197933";"74060";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"10000";"Deputado";"Daniel Almeida";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA"
"2197932";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197932";"74060";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"10000";"Deputado";"Daniel Almeida";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA"
"2197931";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197931";"141555";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"10000";"Deputado";"Vinicius Carvalho";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197930";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197930";"160587";"https://dadosabertos.camara.leg.br/api/v2/deputados/160587";"10000";"Deputado";"Fábio Trad";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"MS"
"2197929";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197929";"204468";"https://dadosabertos.camara.leg.br/api/v2/deputados/204468";"10000";"Deputado";"Joenia Wapichana";"REDE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";"RR"
"2197928";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197928";"98057";"https://dadosabertos.camara.leg.br/api/v2/deputados/98057";"10000";"Deputado";"Lafayette de Andrada";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"MG"
"2197927";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197927";"160674";"https://dadosabertos.camara.leg.br/api/v2/deputados/160674";"10000";"Deputado";"Hugo Motta";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"PB"
"2197926";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197926";"204541";"https://dadosabertos.camara.leg.br/api/v2/deputados/204541";"10000";"Deputado";"Eduardo Bismarck";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"CE"
"2197925";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197925";"204541";"https://dadosabertos.camara.leg.br/api/v2/deputados/204541";"10000";"Deputado";"Eduardo Bismarck";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"CE"
"2197924";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197924";"204407";"https://dadosabertos.camara.leg.br/api/v2/deputados/204407";"10000";"Deputado";"Fernanda Melchionna";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"RS"
"2197923";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197923";"74398";"https://dadosabertos.camara.leg.br/api/v2/deputados/74398";"10000";"Deputado";"Maria do Rosário";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS"
"2197922";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197922";"204526";"https://dadosabertos.camara.leg.br/api/v2/deputados/204526";"10000";"Deputado";"Luiz Philippe de Orleans e Bragança";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"SP"
"2197921";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197921";"178970";"https://dadosabertos.camara.leg.br/api/v2/deputados/178970";"10000";"Deputado";"João Daniel";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SE"
"2197920";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197920";"178970";"https://dadosabertos.camara.leg.br/api/v2/deputados/178970";"10000";"Deputado";"João Daniel";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SE"
"2197919";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197919";"160511";"https://dadosabertos.camara.leg.br/api/v2/deputados/160511";"10000";"Deputado";"Alessandro Molon";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RJ"
"2197918";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197918";"160511";"https://dadosabertos.camara.leg.br/api/v2/deputados/160511";"10000";"Deputado";"Alessandro Molon";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RJ"
"2197916";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197916";"204541";"https://dadosabertos.camara.leg.br/api/v2/deputados/204541";"10000";"Deputado";"Eduardo Bismarck";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"CE"
"2197915";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197915";"178910";"https://dadosabertos.camara.leg.br/api/v2/deputados/178910";"10000";"Deputado";"Joaquim Passarinho";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"PA"
"2197915";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197915";"198197";"https://dadosabertos.camara.leg.br/api/v2/deputados/198197";"10000";"Deputado";"Greyce Elias";"AVANTE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"MG"
"2197915";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197915";"109429";"https://dadosabertos.camara.leg.br/api/v2/deputados/109429";"10000";"Deputado";"Benes Leocádio";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"RN"
"2197914";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197914";"74784";"https://dadosabertos.camara.leg.br/api/v2/deputados/74784";"10000";"Deputado";"Luiza Erundina";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"SP"
"2197913";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197913";"204393";"https://dadosabertos.camara.leg.br/api/v2/deputados/204393";"10000";"Deputado";"Frei Anastacio Ribeiro";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PB"
"2197912";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197912";"204393";"https://dadosabertos.camara.leg.br/api/v2/deputados/204393";"10000";"Deputado";"Frei Anastacio Ribeiro";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PB"
"2197911";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197911";"178934";"https://dadosabertos.camara.leg.br/api/v2/deputados/178934";"10000";"Deputado";"Toninho Wandscheer";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"PR"
"2197910";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197910";"178934";"https://dadosabertos.camara.leg.br/api/v2/deputados/178934";"10000";"Deputado";"Toninho Wandscheer";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"PR"
"2197909";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197909";"204393";"https://dadosabertos.camara.leg.br/api/v2/deputados/204393";"10000";"Deputado";"Frei Anastacio Ribeiro";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PB"
"2197908";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197908";"204393";"https://dadosabertos.camara.leg.br/api/v2/deputados/204393";"10000";"Deputado";"Frei Anastacio Ribeiro";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PB"
"2197907";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197907";"178874";"https://dadosabertos.camara.leg.br/api/v2/deputados/178874";"10000";"Deputado";"Sergio Vidigal";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"ES"
"2197906";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197906";"178934";"https://dadosabertos.camara.leg.br/api/v2/deputados/178934";"10000";"Deputado";"Toninho Wandscheer";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"PR"
"2197905";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197905";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197904";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197904";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197903";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197903";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197902";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197902";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197901";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197901";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197900";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197900";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197899";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197899";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197898";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197898";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197897";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197897";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197896";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197896";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197895";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197895";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197894";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197894";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197893";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197893";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197892";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197892";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197891";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197891";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197890";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197890";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197889";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197889";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197888";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197888";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197887";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197887";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197886";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197886";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197885";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197885";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197884";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197884";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197883";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197883";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197882";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197882";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197881";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197881";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197880";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197880";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197879";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197879";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197878";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197878";"160518";"https://dadosabertos.camara.leg.br/api/v2/deputados/160518";"10000";"Deputado";"Weliton Prado";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"MG"
"2197877";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197877";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197876";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197876";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197875";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197875";"204506";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"10000";"Deputado";"Marcos Pereira";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"SP"
"2197874";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197874";"204400";"https://dadosabertos.camara.leg.br/api/v2/deputados/204400";"10000";"Deputado";"Aline Sleutjes";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"PR"
"2197873";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197873";"204548";"https://dadosabertos.camara.leg.br/api/v2/deputados/204548";"10000";"Deputado";"Heitor Freire";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"CE"
"2197872";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197872";"204548";"https://dadosabertos.camara.leg.br/api/v2/deputados/204548";"10000";"Deputado";"Heitor Freire";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"CE"
"2197871";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197871";"74371";"https://dadosabertos.camara.leg.br/api/v2/deputados/74371";"10000";"Deputado";"Rubens Otoni";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"GO"
