cod_titulo,data_fim,data_inicio,email,id,id_frente,id_legislatura,nome,sigla_partido,sigla_uf,titulo,uri,uri_partido,url_foto,tema
1004,NA,NA,NA,160639,53900,56,PROFESSORA DORINHA SEABRA REZENDE,DEM,TO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/160639,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/160639.jpg,Ambientalista
1004,NA,NA,NA,160640,53900,56,EROS BIONDINI,PROS,MG,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/160640,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,https://www.camara.leg.br/internet/deputado/bandep/160640.jpg,Ambientalista
1004,NA,NA,NA,160651,53900,56,ROGÉRIO PENINHA MENDONÇA,MDB,SC,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/160651,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/160651.jpg,Ambientalista
1004,NA,NA,NA,160665,53900,56,AUGUSTO COUTINHO,SOLIDARIEDADE,PE,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/160665,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/160665.jpg,Ambientalista
1004,NA,NA,NA,160758,53900,56,DOMINGOS SÁVIO,PSDB,MG,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/160758,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/160758.jpg,Ambientalista
1004,NA,NA,NA,161550,53900,56,EMIDINHO MADEIRA,PSB,MG,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/161550,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/161550.jpg,Ambientalista
1004,NA,NA,NA,164359,53900,56,DELEGADO WALDIR,PSL,GO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/164359.jpg,Ambientalista
1004,NA,NA,NA,171623,53900,56,FABIO REIS,MDB,SE,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/171623,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/171623.jpg,Ambientalista
1004,NA,NA,NA,177282,53900,56,SUBTENENTE GONZAGA,PDT,MG,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/177282,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,https://www.camara.leg.br/internet/deputado/bandep/177282.jpg,Ambientalista
1004,NA,NA,NA,178829,53900,56,CAPITÃO AUGUSTO,PL,SP,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178829,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/178829.jpg,Ambientalista
1004,NA,NA,NA,178831,53900,56,ANDRÉ ABDON,PP,AP,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178831,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/178831.jpg,Ambientalista
1004,NA,NA,NA,178832,53900,56,LEANDRE,PV,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178832,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/178832.jpg,Ambientalista
1004,NA,NA,NA,178833,53900,56,ALEXANDRE SERFIOTIS,PSD,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178833,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/178833.jpg,Ambientalista
1004,NA,NA,NA,178835,53900,56,AFONSO MOTTA,PDT,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178835,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,https://www.camara.leg.br/internet/deputado/bandep/178835.jpg,Ambientalista
1004,NA,NA,NA,178836,53900,56,ALAN RICK,DEM,AC,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178836,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/178836.jpg,Ambientalista
1004,NA,NA,NA,178854,53900,56,ELMAR NASCIMENTO,DEM,BA,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178854,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/178854.jpg,Ambientalista
1004,NA,NA,NA,178863,53900,56,ULDURICO JUNIOR,PROS,BA,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178863,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,https://www.camara.leg.br/internet/deputado/bandep/178863.jpg,Ambientalista
1004,NA,NA,NA,178871,53900,56,EVAIR VIEIRA DE MELO,PP,ES,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178871,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/178871.jpg,Ambientalista
1004,NA,NA,NA,178876,53900,56,CÉLIO SILVEIRA,PSDB,GO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178876,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg,Ambientalista
1004,NA,NA,NA,178881,53900,56,ALUISIO MENDES,PODE,MA,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178881,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg,Ambientalista
1004,NA,NA,NA,178886,53900,56,JUSCELINO FILHO,DEM,MA,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178886,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/178886.jpg,Ambientalista
1004,NA,NA,NA,178887,53900,56,RUBENS PEREIRA JÚNIOR,PCdoB,MA,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178887,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/178887.jpg,Ambientalista
1004,NA,NA,NA,178896,53900,56,NEWTON CARDOSO JR,MDB,MG,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178896,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/178896.jpg,Ambientalista
1004,NA,NA,NA,178901,53900,56,TEREZA CRISTINA,DEM,MS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178901,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/178901.jpg,Ambientalista
1004,NA,NA,NA,178910,53900,56,JOAQUIM PASSARINHO,PSD,PA,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178910,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/178910.jpg,Ambientalista
1004,NA,NA,NA,178928,53900,56,CHRISTIANE DE SOUZA YARED,PL,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178928,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/178928.jpg,Ambientalista
1004,NA,NA,NA,178930,53900,56,EVANDRO ROMAN,PSD,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178930,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/178930.jpg,Ambientalista
1004,NA,NA,NA,178937,53900,56,ALTINEU CÔRTES,PL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178937,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg,Ambientalista
1004,NA,NA,NA,178946,53900,56,SORAYA SANTOS,PL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178946,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/178946.jpg,Ambientalista
1004,NA,NA,NA,178947,53900,56,SÓSTENES CAVALCANTE,DEM,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178947,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/178947.jpg,Ambientalista
1004,NA,NA,NA,178961,53900,56,SHÉRIDAN,PSDB,RR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178961,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/178961.jpg,Ambientalista
1004,NA,NA,NA,178962,53900,56,CARLOS GOMES,REPUBLICANOS,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178962,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/178962.jpg,Ambientalista
1004,NA,NA,NA,178964,53900,56,HEITOR SCHUCH,PSB,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178964,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/178964.jpg,Ambientalista
1004,NA,NA,NA,178966,53900,56,GEOVANIA DE SÁ,PSDB,SC,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178966,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/178966.jpg,Ambientalista
1004,NA,NA,NA,178981,53900,56,HERCULANO PASSOS,MDB,SP,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178981,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/178981.jpg,Ambientalista
1004,NA,NA,NA,178987,53900,56,ORLANDO SILVA,PCdoB,SP,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178987,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg,Ambientalista
1004,NA,NA,NA,178993,53900,56,CARLOS HENRIQUE GAGUIM,DEM,TO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/178993,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg,Ambientalista
1004,NA,NA,NA,179587,53900,56,MAJOR VITOR HUGO,PSL,GO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/179587,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/179587.jpg,Ambientalista
1004,NA,NA,NA,191923,53900,56,FLAVIO NOGUEIRA,PDT,PI,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/191923,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,https://www.camara.leg.br/internet/deputado/bandep/191923.jpg,Ambientalista
1004,NA,NA,NA,196358,53900,56,LOURIVAL GOMES,PSL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/196358,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/196358.jpg,Ambientalista
1004,NA,NA,NA,197438,53900,56,TITO,AVANTE,BA,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/197438,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,https://www.camara.leg.br/internet/deputado/bandep/197438.jpg,Ambientalista
1004,NA,NA,NA,198197,53900,56,GREYCE ELIAS,AVANTE,MG,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/198197,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,https://www.camara.leg.br/internet/deputado/bandep/198197.jpg,Ambientalista
1004,NA,NA,NA,204351,53900,56,DR. LUIZ OVANDO,PSL,MS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204351,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204351.jpg,Ambientalista
1004,NA,NA,NA,204352,53900,56,CAMILO CAPIBERIBE,PSB,AP,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/204352.jpg,Ambientalista
1004,NA,NA,NA,204353,53900,56,ALINE GURGEL,REPUBLICANOS,AP,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204353,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204353.jpg,Ambientalista
1004,NA,NA,NA,204354,53900,56,FLÁVIA ARRUDA,PL,DF,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204354,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204354.jpg,Ambientalista
1004,NA,NA,NA,204355,53900,56,DA VITORIA,CIDADANIA,ES,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204355,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,https://www.camara.leg.br/internet/deputado/bandep/204355.jpg,Ambientalista
1004,NA,NA,NA,204356,53900,56,AMARO NETO,REPUBLICANOS,ES,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204356,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204356.jpg,Ambientalista
1004,NA,NA,NA,204361,53900,56,CARLOS CHIODINI,MDB,SC,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204361,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg,Ambientalista
1004,NA,NA,NA,204364,53900,56,ELI BORGES,SOLIDARIEDADE,TO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204364,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/204364.jpg,Ambientalista
1004,NA,NA,NA,204366,53900,56,RODRIGO COELHO,PSB,SC,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204366,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/204366.jpg,Ambientalista
1004,NA,NA,NA,204371,53900,56,FELIPE RIGONI,PSB,ES,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204371,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/204371.jpg,Ambientalista
1004,NA,NA,NA,204372,53900,56,JULIO CESAR RIBEIRO,REPUBLICANOS,DF,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204372,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204372.jpg,Ambientalista
1004,NA,NA,NA,204373,53900,56,HÉLIO COSTA,REPUBLICANOS,SC,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204373,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204373.jpg,Ambientalista
1004,NA,NA,NA,204376,53900,56,CORONEL ARMANDO,PSL,SC,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204376,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204376.jpg,Ambientalista
1004,NA,NA,NA,204377,53900,56,PAULA BELMONTE,CIDADANIA,DF,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204377,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,https://www.camara.leg.br/internet/deputado/bandep/204377.jpg,Ambientalista
1004,NA,NA,NA,204378,53900,56,CORONEL CHRISÓSTOMO,PSL,RO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204378,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg,Ambientalista
1004,NA,NA,NA,204380,53900,56,CELINA LEÃO,PP,DF,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204380,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204380.jpg,Ambientalista
1004,NA,NA,NA,204383,53900,56,PROFESSOR ISRAEL BATISTA,PV,DF,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204383,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/204383.jpg,Ambientalista
1004,NA,NA,NA,204385,53900,56,VALDEVAN NOVENTA,PSC,SE,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204385,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,https://www.camara.leg.br/internet/deputado/bandep/204385.jpg,Ambientalista
1004,NA,NA,NA,204386,53900,56,JOSE MARIO SCHREINER,DEM,GO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204386,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/204386.jpg,Ambientalista
1004,NA,NA,NA,204388,53900,56,BIBO NUNES,PSL,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204388,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204388.jpg,Ambientalista
1004,NA,NA,NA,204390,53900,56,PROFESSOR ALCIDES,PP,GO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204390,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204390.jpg,Ambientalista
1004,NA,NA,NA,204396,53900,56,VERMELHO,PSD,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204396,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/204396.jpg,Ambientalista
1004,NA,NA,NA,204398,53900,56,FELIPE FRANCISCHINI,PSL,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204398,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204398.jpg,Ambientalista
1004,NA,NA,NA,204399,53900,56,SCHIAVINATO,PP,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204399,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204399.jpg,Ambientalista
1004,NA,NA,NA,204400,53900,56,ALINE SLEUTJES,PSL,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204400,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204400.jpg,Ambientalista
1004,NA,NA,NA,204404,53900,56,LUCAS REDECKER,PSDB,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204404,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/204404.jpg,Ambientalista
1004,NA,NA,NA,204405,53900,56,LIZIANE BAYER,PSB,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204405,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/204405.jpg,Ambientalista
1004,NA,NA,NA,204406,53900,56,PEDRO WESTPHALEN,PP,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204406,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204406.jpg,Ambientalista
1004,NA,NA,NA,204408,53900,56,GUSTINHO RIBEIRO,SOLIDARIEDADE,SE,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204408,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/204408.jpg,Ambientalista
1004,NA,NA,NA,204410,53900,56,LUISA CANZIANI,PTB,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204410,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg,Ambientalista
1004,NA,NA,NA,204412,53900,56,DR. ZACHARIAS CALIL,DEM,GO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204412,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,https://www.camara.leg.br/internet/deputado/bandep/204412.jpg,Ambientalista
1004,NA,NA,NA,204413,53900,56,ALCIDES RODRIGUES,PATRIOTA,GO,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204413,https://dadosabertos.camara.leg.br/api/v2/partidos/37907,https://www.camara.leg.br/internet/deputado/bandep/204413.jpg,Ambientalista
1004,NA,NA,NA,204414,53900,56,AROLDO MARTINS,REPUBLICANOS,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204414,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204414.jpg,Ambientalista
1004,NA,NA,NA,204415,53900,56,NEREU CRISPIM,PSL,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204415,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204415.jpg,Ambientalista
1004,NA,NA,NA,204416,53900,56,SANDERSON,PSL,RS,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204416,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204416.jpg,Ambientalista
1004,NA,NA,NA,204418,53900,56,LUIZÃO GOULART,REPUBLICANOS,PR,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204418,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204418.jpg,Ambientalista
1004,NA,NA,NA,204422,53900,56,OSSESIO SILVA,REPUBLICANOS,PE,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204422,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204422.jpg,Ambientalista
1004,NA,NA,NA,204425,53900,56,SILVIO COSTA FILHO,REPUBLICANOS,PE,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204425,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204425.jpg,Ambientalista
1004,NA,NA,NA,204427,53900,56,FERNANDO RODOLFO,PL,PE,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204427,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204427.jpg,Ambientalista
1004,NA,NA,NA,204429,53900,56,JOÃO H. CAMPOS,PSB,PE,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204429,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/204429.jpg,Ambientalista
1004,NA,NA,NA,204432,53900,56,MARINA SANTOS,SOLIDARIEDADE,PI,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204432,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/204432.jpg,Ambientalista
1004,NA,NA,NA,204433,53900,56,MARCELO CALERO,CIDADANIA,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204433,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,https://www.camara.leg.br/internet/deputado/bandep/204433.jpg,Ambientalista
1004,NA,NA,NA,204437,53900,56,SEVERINO PESSOA,REPUBLICANOS,AL,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204437,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204437.jpg,Ambientalista
1004,NA,NA,NA,204439,53900,56,DR. LEONARDO,SOLIDARIEDADE,MT,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204439,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/204439.jpg,Ambientalista
1004,NA,NA,NA,204441,53900,56,OTONI DE PAULA,PSC,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204441,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,https://www.camara.leg.br/internet/deputado/bandep/204441.jpg,Ambientalista
1004,NA,NA,NA,204442,53900,56,GURGEL,PSL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204442,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204442.jpg,Ambientalista
1004,NA,NA,NA,204444,53900,56,HELIO LOPES,PSL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204444,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204444.jpg,Ambientalista
1004,NA,NA,NA,204446,53900,56,PROFESSOR JOZIEL,PSL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204446,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204446.jpg,Ambientalista
1004,NA,NA,NA,204448,53900,56,LUIZ ANTÔNIO CORRÊA,PL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204448,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204448.jpg,Ambientalista
1004,NA,NA,NA,204449,53900,56,NELSON BARBUDO,PSL,MT,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204449,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204449.jpg,Ambientalista
1004,NA,NA,NA,204452,53900,56,MÁRCIO LABRE,PSL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204452,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204452.jpg,Ambientalista
1004,NA,NA,NA,204453,53900,56,NATÁLIA BONAVIDES,PT,RN,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204453,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/204453.jpg,Ambientalista
1004,NA,NA,NA,204454,53900,56,DANIEL SILVEIRA,PSL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204454,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204454.jpg,Ambientalista
1004,NA,NA,NA,204455,53900,56,LUIZ LIMA,PSL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204455,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204455.jpg,Ambientalista
1004,NA,NA,NA,204456,53900,56,GUTEMBERG REIS,MDB,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204456,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg,Ambientalista
1004,NA,NA,NA,204459,53900,56,DANIELA DO WAGUINHO,MDB,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204459,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg,Ambientalista
1004,NA,NA,NA,204460,53900,56,CARLOS JORDY,PSL,RJ,Membro,https://dadosabertos.camara.leg.br/api/v2/deputados/204460,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg,Ambientalista
