id_parlamentar_voz,indice_vinculo_economico_agro,indice_ativismo_ambiental,peso_politico
1160508,0.2222222222222222,0.40869565217391307,0.15645662191053805
1136811,0.22308086402262234,-0.08695652173913043,0.19173706475696856
1178835,0.22430770451471535,0.11014492753623188,0.15986359298598685
1160527,0.5020384500076881,-0.08695652173913043,0.24799030027871813
1178836,0,-0.06956521739130435,0.0774850458292968
1160559,0.2548070166577381,0.13043478260869565,0.20689969556776347
1160511,0.015921296077122102,0.6706521739130435,0.2486162193019827
1178972,0,0.049275362318840575,0.18620831497580576
1160545,0,-0.06956521739130435,0.16343936428396563
1178833,0,-0.005797101449275361,0.12694181530589282
174057,0,0.3167048054919908,0.3385087111452133
1178927,0,0.3002070393374741,0.15920704032766184
1178937,0.2222222222222222,0.14782608695652175,0.22508988721340203
1178881,0,-0.06086956521739134,0.08030303030303029
1178831,0,-0.034782608695652174,0.07333857973107319
174471,0.0010282645715076798,0.1971014492753623,0.28289428516686316
1133439,0.2230326458914559,0.46956521739130436,0.22460495504351866
1178882,0,-0.02898550724637681,0.22310061812107468
1160553,0,0.005797101449275366,0.1843697963975775
173433,0.026381909057797203,0.5956521739130435,0.2116365131748183
1141391,0.5605092343442561,0.33768115942028987,0.21955142396120672
1160541,0.6686569527386745,0.023188405797101443,0.3266387357713116
1160600,0.7367212173413723,0.03745819397993312,0.2080645040606947
1159237,0.4461631536251014,0.127536231884058,0.17931396080284573
174090,0.2222222222222222,-0.005797101449275361,0.28006925484742723
174459,0.2222222222222222,0.08695652173913043,0.20757892131399552
1160665,0,0.05797101449275363,0.28647079345755694
1160512,0,0.026086956521739136,0.1224124956742871
169871,0.45255558037102944,0.34440052700922263,0.27899455043669297
1178975,0.4444444444444444,0.05797101449275363,0.35347965956305316
173701,0,0.08695652173913043,0.21423912637679549
1141335,0.22402773264001732,0.4393374741200828,0.17250845125105374
1178948,0.6666666666666666,0.1217391304347826,0.07316940035083414
1160538,0.2222222222222222,0.4826086956521739,0.20637686851239664
174052,0,0.028985507246376815,0.14190250636684607
1160589,0.0013294107261858634,0.0782608695652174,0.11046167325106171
193083,0.05216175964096267,0.1391304347826087,0.15746789274076703
1178829,0,-0.02898550724637681,0.1987551987245967
1141401,0.22275301557489538,0.1217391304347826,0.20193004190766492
1178962,0,0.011594202898550732,0.17424242424242425
1178993,0.22546196536955396,0.1683794466403162,0.25682181319420777
174262,0.09891863185381866,0.12173913043478261,0.275
1141398,0.026529486454573602,0.4717391304347826,0.17375772529603045
1164360,0.4472616016665307,0.1391304347826087,0.1671790127411543
1178876,0.03685859463444166,0.011594202898550732,0.21134616065130635
1141405,0.23748631098234885,0.1702517162471396,0.17337724963511575
173441,0,-0.08695652173913043,0.20909090909090908
1141439,0,0.32173913043478264,0.19737365489027453
1178928,0,0.011594202898550732,0.07568569330471707
1178939,0,0.20869565217391303,0.20187100516030515
174537,0.6864101033905923,-0.02898550724637681,0.20790931795495898
1141408,0,0.1681159420289855,0.20454545454545453
1141411,0.2230370769146173,0.0927536231884058,0.22828540139328535
174467,0,0.27246376811594203,0.21006350390198922
174060,3.9635379714726e-4,0.27246376811594203,0.32771732451227525
1178916,0,0.3797101449275362,0.25820169651985586
1160528,0,0.36205533596837947,0.19655192896858464
1160552,0,0,0.16230014902820517
173891,0,0.1971014492753623,0.25689969556776343
1178908,0.2222222222222222,-0.034782608695652174,0.0822833409068072
1164359,0.013453357461929933,0.01449275362318837,0.19178315862869386
1160588,0.01599732821582643,-0.023188405797101443,0.15823772708797423
1178929,0,-0.014492753623188403,0.0991074151790001
1160599,0,0,0.2087234069839749
1143632,6.212993855349067e-4,0.008695652173913004,0.1116272146591393
1160758,0.025940187428897667,-0.023188405797101443,0.22390155415279991
1178994,0,0,0.07893452881885775
1141417,0.2222222222222222,0.15072463768115943,0.2718612692837013
1134812,0,0.6956521739130435,0.18522450676601337
174655,0,-0.023188405797101443,0.21952687292484568
192346,0.0030534736209039833,-0.02898550724637681,0.14214875177266903
1178977,0.22815870188977938,0.020066889632107038,0.13952274878059473
1141421,0,0.10434782608695652,0.14574939071081677
1141422,0.24783658606895337,-0.05797101449275362,0.19143843692980234
174075,0,-0.07246376811594202,0.24919156736506282
1160532,0,0.02318840579710145,0.2426957835428157
1178854,0.0049575509698209,-0.043478260869565216,0.27911787740403404
1132504,0.2222222222222222,0.27971014492753626,0.18997772876079597
1160575,3.04580303890064e-4,0.6728778467908904,0.28229274930425585
1160640,0,0.06045548654244308,0.15116220634083485
1178871,0.0152321584505488,0.16521739130434782,0.07254892704680109
1178930,0.025270494956391967,0.1855072463768116,0.12959150126258465
1178953,0,0.03840579710144928,0.07264193754203899
1141428,0.011984407630723967,-0.09565217391304348,0.25639548603574724
1178969,0,0.012121212121212132,0.1797193653849814
1141427,0.04352112783872833,0.005797101449275366,0.17843431702028453
1171623,0,0.005797101449275366,0.19372185279018186
1160587,0.009680439027270766,0.054820415879017,0.15647288542282028
166828,7.7727258284135e-4,-0.028458498023715407,0.19350821096769039
172442,0.03160751825921177,0.4211180124223603,0.09805553526331076
1160666,0.55081422436449,0.49275362318840576,0.18160684037413252
1141431,0.084634840638366,0.09855072463768115,0.14139703151790406
192699,0.016909066901803202,-0.056521739130434775,0.07921310373318333
1160598,0.006068545962247733,0.3666666666666667,0.23340411942545183
1141434,0,0.017391304347826087,0.239347295545778
1191923,0.2222222222222222,0.2334096109839817,0.1413311495050759
1160669,0,-0.023188405797101443,0.17595417883365425
