cnpj,id_parlamentar_voz,data_entrada_sociedade
13577457000377,193083,1999-05-12
13620870000105,1204455,2011-04-18
13644398000140,1160619,2009-10-22
13644398000221,1160619,2009-10-22
13644398000302,1160619,2009-10-22
13667685000176,1159237,2011-04-15
13686811000130,174554,1999-12-27
13790045000159,174574,2011-06-10
13806031000186,1178996,2011-05-26
13806031000267,1178996,2011-05-26
13821537000164,1204542,2011-06-16
13836713000131,1160619,1998-10-07
13848737000100,1204502,2013-11-18
13850094000130,1204567,2009-01-29
13850094000210,1204567,2009-01-29
13868394000146,174478,2011-06-21
13893821000146,192102,2017-11-20
13900434000190,1204465,2011-06-28
14041451000181,1178996,2011-07-26
14104910000129,1204419,2011-08-10
14159485000175,1178984,2011-08-11
14201907000123,1204476,2011-08-29
14222499000196,1204381,2011-08-25
14230561000191,25732,2011-08-29
14246005000103,1178996,2011-09-06
14258512000167,1204539,2011-09-06
14283988000158,1204496,2011-09-14
14323725000125,1204354,2011-09-05
14381178000134,174439,2011-09-27
14407789000104,1204502,2011-08-29
14457098000115,1150418,2011-10-11
14548079000102,1204463,2011-10-31
14549315000105,1204567,2016-02-03
14563446000139,1204544,2011-10-20
14582849000125,1204571,2011-11-07
14635094000180,1178879,2011-11-18
14639286000164,173441,2011-09-09
14745117000109,1178886,2011-12-09
14745117000290,1178886,2011-12-09
14751581000108,1204390,2015-07-27
14751611000186,1204390,2011-12-07
14757458000102,1204456,2017-07-12
14758035000107,173788,2011-12-09
14828637000185,174646,2012-01-04
14883329000152,173441,2011-12-22
14936768000186,1204456,2012-01-10
15013788000148,174158,2012-01-26
15048137000193,173441,2014-02-17
15138934000161,1204546,2016-02-22
15175979000106,1160553,2003-05-29
15429203000175,1204366,2015-02-25
15489927000104,1204516,2012-04-27
15524626000174,1160600,2012-05-14
15546311000128,1204532,2012-04-24
15628458000167,1143084,2012-04-18
15685550000169,1204366,2012-06-06
15833249000155,1204366,2012-05-28
15884794000170,1108338,1998-06-30
16306755000159,174554,2004-04-15
16455979000122,1160534,2012-07-09
16520926000148,174585,2005-09-12
16554566000103,1143632,2012-05-29
16554591000189,1143632,2012-05-29
16584534000142,174646,2012-12-26
16584534000304,174646,2012-12-26
16593734000161,1160589,2012-07-16
16733548000180,1178993,2012-08-20
16739253000111,1160511,2012-08-03
16813994000103,24770,2012-08-29
16827347000142,1178895,1981-06-22
16857917000147,167138,2012-09-14
16857917000147,2739,2012-09-14
16875105000124,1204465,2012-09-18
16934552000107,1204560,2012-09-28
16991667000133,198057,2012-09-03
17020403000103,1178912,2012-10-17
17024017000181,1143632,2012-09-20
17043891000166,1204539,2012-10-22
17047193000139,1204450,2012-10-23
17066205000172,1204427,2012-10-16
17123688000108,174158,2005-09-12
17151350000151,25385,2012-09-04
17151410000136,25385,2012-08-14
17151486000161,25385,2012-09-14
17159559000161,1178896,2001-07-24
17159559000242,1178896,2001-07-24
17159559000323,1178896,2001-07-24
17159559000404,1178896,2001-07-24
17159559000595,1178896,2001-07-24
17159559000676,1178896,2001-07-24
17159559000757,1178896,2001-07-24
17159559000838,1178896,2001-07-24
17186484000108,1160600,2012-11-19
17230537000140,1166402,2012-11-24
17231969000176,1204548,2014-11-20
17292363000140,167138,2012-12-12
17292363000140,2739,2012-12-12
17331820000169,1204506,2012-12-12
17351953000105,1204488,2012-12-18
17436355000120,1204390,2013-01-18
17454190000110,1178895,1982-07-07
17454190000209,1178895,1982-07-07
17454190000381,1178895,1982-07-07
17454190000462,1178895,1982-07-07
17454190000543,1178895,1982-07-07
17458742000168,1160600,2013-01-22
17490415000193,1178993,2012-12-27
17511734000138,1204539,2015-12-04
17511734000219,1204539,2015-12-04
17518514000136,1204390,2013-01-18
17547272000109,174356,2012-12-19
17560705000166,1178934,2012-11-07
17650583000107,1204390,2017-05-17
17697292000166,1204456,2012-07-04
17764014000184,1160600,2013-03-15
17812766000173,1141555,2013-03-25
17873104000103,1204390,2013-04-04
17907000000172,1204415,2013-04-09
17929111000180,1204390,2017-09-06
17932205000108,1137070,2013-04-15
17962547000170,1116379,2019-05-02
18158112000130,167138,2013-05-20
18158112000130,2739,2013-05-20
18341050000106,25385,2013-05-07
18379155000146,174158,2013-05-27
18474319000114,174352,2013-07-12
18512253000100,1160655,2013-07-18
18684293000139,1204425,2013-08-15
18695654000142,1204573,2014-09-18
18710176000100,1204442,2013-06-27
18716249000163,1204573,2015-01-15
18740592000143,1141458,2013-08-20
18862673000116,1204438,2013-09-11
18949357000186,1204500,2017-07-18
18986213000108,1160640,2013-10-01
19011816000149,1178895,1976-07-23
19054433000158,173788,2013-09-12
19072474000177,1178983,2013-09-16
19106427000105,1204425,2013-10-21
19202575000115,1204439,2017-09-28
19239908000180,1204485,2013-11-12
19242458000185,1204474,2013-10-17
19324835000125,1178983,2013-11-27
19450496000123,1160600,2013-12-26
19468095000109,1204456,2014-01-03
19527620000101,1204544,2019-07-24
19585518000162,1204456,2014-01-24
19668397000112,1204548,2017-11-27
19924680000168,1178843,2014-03-21
19944736000146,1204358,2014-03-25
19995146000142,1204514,2014-04-01
20008829000148,174079,2014-04-02
20034355000109,1204353,2014-03-24
20116391000111,1204391,2014-03-21
20183596000110,174156,2005-09-12
20201491000146,1141431,2014-05-07
20237155000153,1178839,2014-05-12
20340017000103,174044,2014-05-26
20435853000163,173788,2014-05-28
20435923000183,173788,2014-05-28
20628285000117,1178895,1998-05-29
20628285000206,1178895,1998-05-29
20628285000389,1178895,1998-05-29
20708159000172,1204511,2014-07-24
20708159000253,1204511,2014-07-24
20753324000108,1151208,2014-07-30
21206376000127,1204510,2014-10-10
21243805000136,174574,2014-10-15
21512669000132,1204523,2014-12-03
21656344000123,1204391,2016-01-04
21670909000127,1178916,2015-01-13
21782400000176,1204528,2015-01-30
21812563000154,1178961,2015-02-02
21853928000199,1204432,2015-01-22
21966526000109,1178961,2015-03-02
22032038000189,1204391,2015-03-11
22057789000150,1204461,2015-03-02
22065344000111,1204358,2015-03-17
22065344000200,1204358,2015-03-17
22127393000131,174585,2005-09-12
22128336000177,1204541,2015-03-24
22279055000115,1204463,2015-04-16
22388008000100,1204392,2015-05-06
22506074000137,1194260,2016-02-22
22619217000117,1178896,1999-05-04
22619217000206,1178896,1999-05-04
22619217000389,1178896,1999-05-04
22619217000460,1178896,1999-05-04
22619217000540,1178896,1999-05-04
22619217000621,1178896,1999-05-04
22619217000702,1178896,1999-05-04
22619217000893,1178896,1999-05-04
22619217000974,1178896,1999-05-04
22619217001008,1178896,1999-05-04
22619217001199,1178896,1999-05-04
22619217001270,1178896,1999-05-04
22619217001350,1178896,1999-05-04
22619217001431,1178896,1999-05-04
22619217001512,1178896,1999-05-04
22619217001601,1178896,1999-05-04
22619217001784,1178896,1999-05-04
22619217001865,1178896,1999-05-04
22619217001946,1178896,1999-05-04
22619217002080,1178896,1999-05-04
22619217002160,1178896,1999-05-04
22619217002241,1178896,1999-05-04
22619217002322,1178896,1999-05-04
22619217002403,1178896,1999-05-04
22619217002594,1178896,1999-05-04
22619217002675,1178896,1999-05-04
22619217002756,1178896,1999-05-04
22619217002837,1178896,1999-05-04
22619217002918,1178896,1999-05-04
22619217003051,1178896,1999-05-04
22619217003132,1178896,1999-05-04
22619217003213,1178896,1999-05-04
22619217003302,1178896,1999-05-04
22619217003485,1178896,1999-05-04
22619217003566,1178896,1999-05-04
22619217003647,1178896,1999-05-04
22619217003728,1178896,1999-05-04
22619217003809,1178896,1999-05-04
22619217003990,1178896,1999-05-04
22619217004023,1178896,1999-05-04
22619217004104,1178896,1999-05-04
22619217004295,1178896,1999-05-04
22619217004376,1178896,1999-05-04
22619217004457,1178896,1999-05-04
22619217004538,1178896,1999-05-04
22619217004619,1178896,1999-05-04
22619217004708,1178896,1999-05-04
22619217004880,1178896,1999-05-04
22619217004961,1178896,1999-05-04
22619217005003,1178896,1999-05-04
22619217005186,1178896,1999-05-04
22619217005267,1178896,1999-05-04
22619217005348,1178896,1999-05-04
22619217005429,1178896,1999-05-04
22619217005500,1178896,1999-05-04
22627598000186,1204532,2015-06-11
22652903000190,1178896,2006-11-07
22733912000105,192776,2015-06-26
22790471000183,1178895,1996-05-28
22844588000100,1178977,2015-07-14
22897119000141,1194260,2015-07-21
22912832000117,1204528,2015-07-23
22937196000188,1204391,2015-07-24
22968418000120,1179587,2015-07-28
23001893000195,1204545,2015-07-13
23026819000123,1204524,2017-10-20
23044745000158,1204571,2015-08-12
23162125000113,1204576,2017-03-27
23205958000114,174646,1987-09-30
23239336000107,1204427,2015-08-14
23295981000147,1204390,2015-08-26
23304956000182,1204562,2015-09-17
23347318000149,1204456,2015-09-24
23375201000179,1160587,2015-08-05
23412791000162,25411,2016-12-20
23563558000180,174200,2015-10-28
23683484000116,190201,2018-12-27
23716415000161,1204391,2015-11-19
23717861000190,1204489,2009-01-01
23719939000106,1204412,2015-11-13
23735991000156,1204404,2015-11-25
23961347000104,1204374,2015-12-30
23966128000100,1160600,2016-01-13
24049334000118,1204378,2015-12-02
24081308000177,1204386,2016-01-19
24088659000100,173788,2016-02-01
24098879000114,1204542,2016-01-28
24133803000182,1141523,2005-09-12
24207760000132,174383,2016-05-18
24241151000108,174158,2016-02-22
24282972000184,1160527,1989-12-15
24306125000102,190201,2016-03-02
24306387000177,1204547,2016-03-03
24362772000131,1108338,2016-03-11
24364369000141,1108338,2016-03-11
24394640000191,25422,2016-03-16
24397318000116,1204534,2018-02-08
24560443000103,174478,1999-03-21
24560443000286,174478,1999-03-21
24560443000367,174478,1999-03-21
24560443000448,174478,1999-03-21
24560443000529,174478,1999-03-21
24560443000600,174478,1999-03-21
24560443000790,174478,1999-03-21
24560443000871,174478,1999-03-21
24560443000952,174478,1999-03-21
24560443001096,174478,1999-03-21
24560443001177,174478,1999-03-21
24560443001258,174478,1999-03-21
24560443001339,174478,1999-03-21
24560443001410,174478,1999-03-21
24560443001509,174478,1999-03-21
24560443001681,174478,1999-03-21
24560443001762,174478,1999-03-21
24560443001843,174478,1999-03-21
24560443001924,174478,1999-03-21
24560443002068,174478,1999-03-21
24575468000172,1204532,2017-02-16
24743865000106,1178934,2018-12-13
24829688000185,1204456,2016-05-06
24869751000107,1166402,2001-05-14
24869782000168,1166402,2014-04-29
24877759000115,1166402,2013-06-19
24877769000150,1166402,2014-01-28
24877814000177,1166402,2013-06-19
24877820000124,1166402,2015-01-29
24877838000126,1166402,2016-01-26
24877855000163,1166402,2004-02-13
24877860000176,1166402,2005-04-18
24877871000156,1166402,2011-03-15
24877885000170,1166402,2007-06-27
24894417000103,1178839,2016-05-30
24894417000294,1178839,2016-05-30
24894417000375,1178839,2016-05-30
24909957000113,1179587,2016-06-01
24955212000190,1178839,2016-06-02
25055328000136,1166402,1989-01-19
25104126000137,1204390,2005-09-12
25208232000160,1204492,2005-09-12
25209297000120,1204492,2005-09-12
25219913000124,1204523,2016-07-15
25796491000150,1204510,2005-08-19
26115301000154,1204463,2016-09-02
26161720000122,1151208,2016-09-13
26329038000104,1204576,2016-10-10
26501055000179,1204543,2016-11-08
26571630000100,1160666,2016-11-21
26655885000150,25732,2016-10-31
26703034000136,173943,2016-11-25
26775211000190,1204478,2016-12-29
26789019000152,1204556,2016-12-16
26805784000119,1204359,2017-01-05
26971070000180,1204433,2017-01-25
27115116000122,1150418,2017-02-14
27130218000117,174439,2017-02-16
27137307000195,1204545,2017-02-17
27227982000105,1178895,1985-03-26
27227982000296,1178895,1985-03-26
27227982000377,1178895,1985-03-26
27272053000118,181297,2018-12-06
27336750000195,1178920,2017-03-20
27406723000141,1204361,2017-03-28
27516314000106,192346,2017-04-10
27516314000106,25894,2017-04-10
27642650000197,1204573,2018-10-10
27767628000173,1178920,2018-03-13
27859833000169,1204523,2017-05-29
27871016000126,1141531,2017-09-01
27927208000107,174158,2017-06-08
27957252000160,173604,2017-05-16
28001798000105,1204456,2017-06-20
28074394000141,1204362,2017-06-29
28255432000162,1160527,2017-07-25
28264463000180,174646,1997-12-08
28303669000171,1178975,2017-07-31
28310136000117,1204499,2017-08-01
28322602000184,174158,2017-08-02
28343469000142,192102,2017-08-04
28556443000182,1204532,2017-08-22
28599636000110,1204544,2017-08-29
28675056000165,174158,2011-09-16
28675056000246,174158,2011-09-16
28675056000327,174158,2011-09-16
28707966000182,2751,1984-05-04
28818354000167,1204507,2017-10-09
28862735000143,181297,2017-10-16
28898730000170,1204527,2017-10-20
29232896000116,1204541,2017-10-02
29260655000180,1151208,2017-12-13
29269637000160,174459,2017-12-14
29300502000110,1108338,2017-12-20
29577214000107,1162332,2018-01-31
29601759000101,1204390,2018-02-02
29720576000105,1204390,2018-01-25
29829027000173,1204524,2018-03-02
30026622000150,1198783,2018-03-23
30387452000139,1204534,2019-01-15
30559406000170,1204548,2018-05-25
30566911000141,1204517,2018-05-28
30942058000115,1160667,2018-07-16
31004046000102,1198783,2018-07-23
31024925000104,1156190,2018-07-25
31096506000170,2751,1986-01-04
31247760000121,1204544,1987-05-18
31275084000108,1178895,1989-04-25
31275084000280,1178895,1989-04-25
31275084000361,1178895,1989-04-25
31275084000442,1178895,1989-04-25
31275084000523,1178895,1989-04-25
31275084000604,1178895,1989-04-25
31275084000795,1178895,1989-04-25
31275084000876,1178895,1989-04-25
31275084000957,1178895,1989-04-25
31275084001090,1178895,1989-04-25
31275084001171,1178895,1989-04-25
31275084001252,1178895,1989-04-25
31275084001333,1178895,1989-04-25
31275084001414,1178895,1989-04-25
31275084001503,1178895,1989-04-25
31275084001686,1178895,1989-04-25
31275084001767,1178895,1989-04-25
31344574000100,172442,2018-08-27
31449358000120,2751,1997-04-15
31454599000167,172442,2018-09-06
31499929000130,1204482,2018-11-30
31763790000190,1178895,1988-07-12
31763790000271,1178895,1988-07-12
31988093000138,1204539,2018-11-09
32180170000191,1204441,2018-12-05
32295355000141,1166402,2018-12-20
32409524000127,1204539,2019-01-10
32411816000102,1204524,2019-06-27
32603754000122,1204494,2019-01-30
32632268000132,1204543,2019-01-31
32632607000180,1204524,2019-06-27
32633099000155,1204524,2019-06-27
32738131000167,1204573,2019-02-11
32786270000166,1204377,2019-02-15
32817786000120,1166402,2019-02-06
32834251000168,1178969,2000-07-05
32834251000249,1178969,2000-07-05
32834491000162,1151208,2016-03-31
32834491000243,1151208,2016-03-31
32972880000154,1204390,2019-03-07
33030448000107,1178984,2019-03-14
33114989000113,1204559,2019-02-25
33214357000121,1205865,2019-04-02
33325542000193,1204359,2019-04-11
33575651000169,1160667,2019-05-09
33722496000166,1160674,2019-05-24
33883323000120,1160600,1994-04-11
33883323000200,1160600,1994-04-11
33982637000180,1141523,2019-06-19
34262998000114,1204544,1986-11-19
34308248000136,1178861,2019-07-24
34648626000120,1204500,1999-05-19
34651901000165,1178934,2007-05-23
35742469000180,1204466,2005-09-12
35888809000186,1204478,2014-08-07
36832798000185,1166402,1991-07-16
36853133000158,1204412,1991-06-05
36853133000239,1204412,1991-06-05
37308848000192,1204390,1992-03-27
38003703000146,166179,1993-06-15
38050373000140,222,2005-09-12
38050373000905,222,2005-09-12
39290002000106,166179,2009-07-22
40523813000180,1160666,2001-09-28
40986606000162,1109429,2005-09-12
41746017000170,1141531,1997-01-13
41746017000250,1141531,1997-01-13
42129809000168,1204466,2006-11-08
42999235000189,1178895,1993-01-06
42999235000260,1178895,1993-01-06
44595304000114,1160558,2005-09-12
44595304000203,1160558,2005-09-12
44595304000386,1160558,2005-09-12
44595304000467,1160558,2005-09-12
44595304000548,1160558,2005-09-12
44595304000629,1160558,2005-09-12
44595304000700,1160558,2005-09-12
44595304000890,1160558,2005-09-12
44595304000971,1160558,2005-09-12
44595304001005,1160558,2005-09-12
44595304001196,1160558,2005-09-12
44595304001277,1160558,2005-09-12
44595304001358,1160558,2005-09-12
44595304001439,1160558,2005-09-12
44595304001510,1160558,2005-09-12
44595304001609,1160558,2005-09-12
44595304001781,1160558,2005-09-12
44595304001862,1160558,2005-09-12
44595304001943,1160558,2005-09-12
44595304002087,1160558,2005-09-12
44595304002168,1160558,2005-09-12
44595304002249,1160558,2005-09-12
44595304002320,1160558,2005-09-12
44595304002400,1160558,2005-09-12
44595304002591,1160558,2005-09-12
45596152000137,1178983,2002-10-11
45771243000161,1160558,2010-03-09
51271153000104,1178984,1979-06-28
51271153000295,1178984,1979-06-28
51360089000138,1204527,2005-09-12
52946399000100,174283,2005-09-12
52946399000282,174283,2005-09-12
52946399000363,174283,2005-09-12
52946399000444,174283,2005-09-12
52946399000525,174283,2005-09-12
52946399000606,174283,2005-09-12
52946399000797,174283,2005-09-12
52946399000878,174283,2005-09-12
52946399000959,174283,2005-09-12
52946399001092,174283,2005-09-12
52946399001173,174283,2005-09-12
52946399001254,174283,2005-09-12
52946399001335,174283,2005-09-12
52946399001416,174283,2005-09-12
52946399001505,174283,2005-09-12
52946399001688,174283,2005-09-12
52946399001769,174283,2005-09-12
52946399001840,174283,2005-09-12
52946399001920,174283,2005-09-12
52946399002064,174283,2005-09-12
52946399002145,174283,2005-09-12
52946399002226,174283,2005-09-12
52946399002307,174283,2005-09-12
52946399002498,174283,2005-09-12
52946399002579,174283,2005-09-12
52946399002650,174283,2005-09-12
52946399002730,174283,2005-09-12
52946399002811,174283,2005-09-12
52946399002900,174283,2005-09-12
52946399003036,174283,2005-09-12
52946399003117,174283,2005-09-12
52946399003206,174283,2005-09-12
52946399003389,174283,2005-09-12
53522876000164,1178984,1984-05-31
53522876000245,1178984,1984-05-31
55002299000105,1204513,1985-10-14
55988141000156,1178975,1997-09-02
60963873000121,1141459,1997-12-26
60963873000202,1141459,1997-12-26
63848352000111,1204500,2005-02-17
64234529000152,1178896,1999-05-04
64234529000233,1178896,1999-05-04
64234529000314,1178896,1999-05-04
65699902000103,1160589,2017-01-04
65699902000294,1160589,2017-01-04
66573767000118,1204372,2008-04-01
67170175000118,1178984,1993-06-15
69378727000103,1178884,2005-09-12
70065941000199,174419,1996-01-05
70065941000270,174419,1996-01-05
70310560000128,1141459,1994-10-31
71559975000100,1178981,1994-03-01
72257751000107,1178835,2000-02-29
72877947000196,1141391,1996-12-13
72877947000277,1141391,1996-12-13
74045196000177,1141398,2005-09-12
74054966000148,1162332,1993-12-30
75178129000193,173460,2017-06-28
75303404000153,1204365,2010-07-05
75303404000234,1204365,2010-07-05
75303404000315,1204365,2010-07-05
75303404000404,1204365,2010-07-05
75303404000587,1204365,2010-07-05
75899450000167,1164360,2003-07-01
76149350000186,173788,1989-01-01
77997732000122,1178934,2012-01-16
77997732000203,1178934,2012-01-16
77997732000394,1178934,2012-01-16
77997732000475,1178934,2012-01-16
77997732000556,1178934,2012-01-16
78482858000127,25350,2005-09-12
78570645000157,1178934,1984-11-19
79114443000163,173788,2014-02-12
79447991000105,173788,1986-07-10
79463246000150,1204395,2008-05-20
79861373000107,174383,2010-02-11
79887162000143,1164360,2015-03-16
80269079000190,173788,1987-09-10
80642523000170,174383,1998-08-10
83214064000112,174352,2005-09-12
83307348000153,1141405,1996-01-22
83307348000234,1141405,1996-01-22
83307348000315,1141405,1996-01-22
83370023000115,174079,2005-09-12
83619510000179,1204361,1993-06-24
84687003000135,1178835,2006-12-27
84687003000305,1178835,2006-12-27
84687003000488,1178835,2006-12-27
84687003000569,1178835,2006-12-27
84687003000640,1178835,2006-12-27
88629027000199,1178835,1993-06-07
88629027000270,1178835,1993-06-07
88655774000100,1178835,2006-06-06
88655774000282,1178835,2006-06-06
88655774000363,1178835,2006-06-06
88655774000444,1178835,2006-06-06
88655774000525,1178835,2006-06-06
89707277000162,1204406,2005-09-12
89949341000111,1160538,2005-09-12
90814831000190,1204415,1998-06-09
91827543000132,1204404,2010-01-22
91827543000213,1204404,2010-01-22
92588789000161,1204388,1989-03-20
92735877000149,1178835,1998-08-25
92735877000220,1178835,1998-08-25
92735877000300,1178835,1998-08-25
92735877000491,1178835,1998-08-25
92735877000572,1178835,1998-08-25
92735877000653,1178835,1998-08-25
92735877000734,1178835,1998-08-25
92735877000815,1178835,1998-08-25
92735877000904,1178835,1998-08-25
92735877001030,1178835,1998-08-25
92735877001110,1178835,1998-08-25
92735877001200,1178835,1998-08-25
92735877001382,1178835,1998-08-25
92735877001463,1178835,1998-08-25
92735877001544,1178835,1998-08-25
92735877001625,1178835,1998-08-25
92735877001706,1178835,1998-08-25
92735877001897,1178835,1998-08-25
92735877001978,1178835,1998-08-25
92735877002001,1178835,1998-08-25
92735877002192,1178835,1998-08-25
92735877002273,1178835,1998-08-25
92735877002354,1178835,1998-08-25
92735877002435,1178835,1998-08-25
93266708000170,1178835,1990-02-20
93562940000155,1160552,1998-09-22
96239777000182,1141553,1993-02-15
96334750000179,1160655,1993-03-01
96334750000250,1160655,1993-03-01
96486568000133,21186,2016-07-14
96486568000214,21186,2016-07-14
96486568000303,21186,2016-07-14
96788294000137,1141458,1997-05-28
00061036000185,25976,1994-04-27
00061036000266,25976,1994-04-27
00061036000347,25976,1994-04-27
00061036000428,25976,1994-04-27
00061036000509,25976,1994-04-27
00061036000690,25976,1994-04-27
00061036000770,25976,1994-04-27
00276523000165,25976,2000-03-30
00301426000185,25998,1999-10-01
00545074000103,25322,2005-09-12
00689294000100,23777,2011-08-31
00719377000103,25529,2019-04-11
00975333000136,25976,2010-01-26
01039790000181,25976,1997-12-31
01135830000199,25988,1996-04-02
01161007000158,2739,2005-12-09
01339188000160,2945,1996-07-30
01339188000240,2945,1996-07-30
01339188000321,2945,1996-07-30
01339188000402,2945,1996-07-30
01339188000593,2945,1996-07-30
01498304000193,25971,1999-05-07
01498304000274,25971,1999-05-07
01578182000145,25967,2000-01-19
01578182000226,25967,2000-01-19
01623940000108,25979,1997-01-09
01633195000170,25895,1997-01-20
01764152000123,25895,1997-04-14
01850985000107,25899,1997-05-14
01852267000170,25967,2005-09-12
01969331000105,25627,1998-04-13
02006839000162,24994,1997-07-21
02026753000100,2739,1997-06-01
02039681000127,25924,1997-07-28
02039681000208,25924,1997-07-28
02045985000105,24994,1997-07-21
02045988000130,24994,1997-08-15
02045988000211,24994,1997-08-15
02045988000300,24994,1997-08-15
02045988000483,24994,1997-08-15
02045988000564,24994,1997-08-15
02229600000151,23396,2014-06-26
02229600000232,23396,2014-06-26
02229602000140,23396,2014-06-26
02229602000221,23396,2014-06-26
02229602000302,23396,2014-06-26
02229602000493,23396,2014-06-26
02229602000574,23396,2014-06-26
02330548000125,25924,1998-01-29
02417824000197,25322,1998-01-23
02419086000117,25322,1996-10-02
02570531000145,25979,1998-06-04
02599442000121,25537,1998-06-18
02674687000176,25976,2001-04-27
02674687000257,25976,2001-04-27
02768786000117,25585,2013-02-08
02768786000206,25585,2013-02-08
02819607000123,23396,1998-02-28
02908120000117,25540,1998-12-18
02908120000206,25540,1998-12-18
02954649000177,25976,2006-11-30
03019131000109,25540,1999-03-08
03049747000122,2945,2005-09-12
03141451000137,25502,1998-11-18
03281550000114,25540,2001-12-13
03336461000128,25924,1999-08-12
03336461000209,25924,1999-08-12
03336461000390,25924,1999-08-12
03362240000124,25322,1999-07-30
03582577000147,25976,1998-05-06
03582594000184,25976,1998-04-16
03582594000265,25976,1998-04-16
03582594000346,25976,1998-04-16
03595651000160,25585,1999-12-28
03595651000240,25585,1999-12-28
03754242000169,25008,2000-04-12
03888604000104,25585,2005-04-27
03888604000295,25585,2005-04-27
03926681000101,24525,2000-07-12
03936674000190,24525,2000-07-18
03972629000191,25627,2000-05-26
04127598000135,2470,2000-11-08
04195578000100,2151,2008-08-07
04195578000282,2151,2008-08-07
04195578000363,2151,2008-08-07
04195578000444,2151,2008-08-07
04195578000525,2151,2008-08-07
04195578000606,2151,2008-08-07
04196136000170,25976,2006-09-14
04196136000250,25976,2006-09-14
04196136000331,25976,2006-09-14
04196136000412,25976,2006-09-14
04196136000501,25976,2006-09-14
04196136000684,25976,2006-09-14
04196136000765,25976,2006-09-14
04196136000846,25976,2006-09-14
04200790000100,25322,2001-11-26
04395936000110,25976,2001-04-18
04401345000108,25976,1995-07-14
04401345000299,25976,1995-07-14
04403922000109,25529,2001-04-09
04414509000131,24994,2001-04-19
04414509000212,24994,2001-04-19
04414509000301,24994,2001-04-19
04414509000484,24994,2001-04-19
04457677000104,25502,2002-05-10
04580981000144,235,1979-02-08
04588256000112,2151,2001-07-19
04588256000201,2151,2001-07-19
04588256000384,2151,2001-07-19
04600524000174,24560,1984-05-16
04647345000192,25899,2003-07-30
04696857000149,25899,2014-05-28
04823665000156,2475,2001-12-17
05002940000133,25971,2002-11-26
05196932000175,24525,2016-03-03
05291545000118,25585,2017-03-30
05329142000110,25895,2002-09-24
05400209000166,24994,2002-11-26
05400209000247,24994,2002-11-26
05432686000103,25971,2002-12-18
05432686000294,25971,2002-12-18
05470552000187,2677,2003-01-10
05820423000171,25899,2003-06-12
05820423000252,25899,2003-06-12
05868823000157,25976,1996-02-16
05896781000168,2739,2003-08-21
05934458000131,25899,2003-09-25
05940769000103,25899,2003-10-21
05940769000294,25899,2003-10-21
05976244000128,25322,2003-11-03
05981107000181,25924,2003-10-10
06008527000149,25990,2008-08-28
06106526000137,25899,2004-02-03
06108495000153,25971,2004-02-10
06108495000234,25971,2004-02-10
06124602000137,25899,2004-03-03
06192239000197,25924,2018-05-15
06220490000118,25585,2004-04-28
06251971000190,25585,2004-05-13
06354722000120,2739,2004-06-30
06354722000201,2739,2004-06-30
06666770000154,2739,2013-11-26
06957990000137,25927,2004-08-31
06957990000218,25927,2004-08-31
06957990000307,25927,2004-08-31
06957990000480,25927,2004-08-31
07112769000140,25971,2004-11-26
07405835000170,25899,2005-02-21
07509883000109,25971,2005-07-08
07723652000101,25895,2005-11-04
07982678000166,25899,2013-10-14
07982678000247,25899,2013-10-14
08048216000139,24525,2006-04-13
08075503000138,25899,2006-06-20
08171882000160,25971,2006-07-10
08642594000146,25971,2007-02-08
08642594000227,25971,2007-02-08
08642594000308,25971,2007-02-08
08766772000140,24531,2007-03-12
08815011000131,25540,1984-03-19
08815011000212,25540,1984-03-19
08815011000301,25540,1984-03-19
08815011000565,25540,1984-03-19
08845395000135,25971,2007-05-11
09051897000157,25998,1998-06-26
09076071000142,25976,2007-08-22
09321634000110,25627,2008-01-11
09355788000123,270,2008-01-22
09357691000150,21173,2008-02-15
09452043000182,24994,2008-04-01
09452043000263,24994,2008-04-01
09617277000132,23806,2008-06-09
10288876000139,2677,1999-03-20
10362445000175,2151,2008-09-16
10362445000256,2151,2008-09-16
10362445000337,2151,2008-09-16
10362445000418,2151,2008-09-16
10362445000507,2151,2008-09-16
10362445000680,2151,2008-09-16
10395762000198,23396,2017-08-14
10518626000148,2151,2008-12-02
10608704000103,25976,2009-01-09
10673266000159,24560,2009-03-04
10881696000166,24525,1996-10-31
11741519000147,25976,1999-07-01
11924096000109,25979,2010-02-01
12062071000106,25976,1995-09-08
12062071000289,25976,1995-09-08
12062071000360,25976,1995-09-08
12062071000440,25976,1995-09-08
12186524000106,24525,1974-01-30
12199147000131,24525,1974-11-24
12202612000146,25924,2010-06-25
12290151000100,24525,2005-01-10
12290151000291,24525,2005-01-10
12336707000152,24525,1976-12-22
12347589000188,24525,1987-01-05
12347589000269,24525,1987-01-05
12503801000159,24525,1986-08-15
12503801000230,24525,1986-08-15
12503801000310,24525,1986-08-15
12503801000400,24525,1986-08-15
12503801000582,24525,1986-08-15
12542742000128,2677,1988-05-27
12840634000131,25627,2010-11-03
12927430000132,23361,1988-10-21
13352711000177,21023,2005-09-12
13524138000131,290,2011-04-12
14803328000150,25990,2015-10-27
14839401000144,2581,2005-09-12
14929681000181,24531,2005-09-12
15073836000193,21173,1981-11-12
16541928000113,25585,2012-07-05
17439238000110,25585,2012-12-14
17654670000124,25895,2013-02-27
17714946000112,23396,2015-07-08
17828530000125,24525,2013-01-18
18426518000157,23361,2013-07-04
