id_votacao,id_parlamentar_voz,voto
155202131,1178971,1
155202131,1160508,1
155202131,174057,1
155202131,1160553,3
155202131,1160530,-1
155202131,1160600,-1
155202131,1178834,-1
155202131,174537,1
155202131,174060,1
155202131,1160666,-1
155202131,1141458,1
155202131,174140,0
155202131,1160619,1
155202131,174554,1
155202131,174570,0
155202131,194931,1
155202131,1150418,-1
155202131,174574,1
155202131,1141529,1
155202131,173808,1
155202131,1160610,1
155202131,1160569,1
155202131,169871,1
155202131,174535,-1
155202131,193083,1
155202131,1178853,1
155202131,1178854,1
155202131,199654,-1
155202131,1178855,-1
155202131,1178856,-1
155202131,1178857,1
155202131,174553,1
155202131,1178858,1
155202131,1178859,1
155202131,1178860,1
155202131,1178861,1
155202131,1178862,-1
155202131,1178863,-1
155202131,1141372,1
155202131,1141513,1
155202131,174650,-1
155202131,174651,1
155202131,1160599,-1
155202131,1160758,0
155202131,174655,-1
155202131,1160640,-1
155202131,1141427,1
155202131,174665,1
155202131,1141503,1
155202131,173586,0
155202131,174156,1
155202131,1141482,1
155202131,174585,0
155202131,1160510,1
155202131,1141487,1
155202131,1141500,1
155202131,1159238,-1
155202131,1171619,1
155202131,174158,-1
155202131,174749,1
155202131,1160556,0
155202131,1141516,-1
155202131,174161,1
155202131,1160654,-1
155202131,1141531,-1
155202131,174762,1
155202131,1160518,-1
155202131,1160611,1
155202131,1177282,-1
155202131,192776,-1
155202131,1160632,-1
155202131,1178890,1
155202131,1178999,1
155202131,1178891,-1
155202131,1178892,1
155202131,1178893,1
155202131,1160588,1
155202131,1129037,1
155202131,1178894,-1
155202131,1179000,-1
155202131,1146788,-1
155202131,1178895,1
155202131,1178896,1
155202131,174752,-1
155202131,1178998,-1
155202131,1178897,1
155202131,1178898,1
155202131,174163,-1
155202131,1141562,-1
155202131,1160517,-1
155202131,1178827,-1
155202131,1160643,1
155202131,1178871,-1
155202131,1178872,1
155202131,1178873,1
155202131,174235,-1
155202131,1178874,-1
155202131,1160511,1
155202131,1178833,-1
155202131,1178936,-1
155202131,1178937,0
155202131,1160512,-1
155202131,173701,1
155202131,1178938,-1
155202131,172912,1
155202131,174171,-1
155202131,1141439,1
155202131,1178939,-1
155202131,193472,-1
155202131,174172,-1
155202131,1178940,1
155202131,174173,0
155202131,1178941,0
155202131,1146829,1
155202131,1141430,-1
155202131,1163831,1
155202131,1160677,1
155202131,1152605,-1
155202131,1141450,1
155202131,1141389,1
155202131,174847,-1
155202131,174848,1
155202131,1160672,-1
155202131,174253,1
155202131,174254,1
155202131,1178802,-1
155202131,174688,1
155202131,176287,-1
155202131,1178943,-1
155202131,174862,-1
155202131,1141515,-1
155202131,174017,-1
155202131,1178944,0
155202131,174693,1
155202131,1178945,-1
155202131,1160612,1
155202131,173424,1
155202131,1178946,1
155202131,1178947,-1
155202131,1160620,1
155202131,1178972,-1
155202131,1160545,-1
155202131,1141383,1
155202131,173433,1
155202131,173434,-1
155202131,173437,1
155202131,1160589,-1
155202131,174262,-1
155202131,1141398,1
155202131,1160532,-1
155202131,1160667,1
155202131,173531,-1
155202131,174273,-1
155202131,173535,-1
155202131,174275,1
155202131,1160659,1
155202131,174784,0
155202131,1160565,-1
155202131,174787,1
155202131,1160561,-1
155202131,173553,1
155202131,1160601,0
155202131,1160558,-1
155202131,1132056,1
155202131,1141518,-1
155202131,1141488,1
155202131,1160655,1
155202131,1141472,-1
155202131,173560,-1
155202131,1160976,-1
155202131,1141553,-1
155202131,1160622,1
155202131,174283,1
155202131,1178973,1
155202131,1178974,1
155202131,1178975,1
155202131,1178976,-1
155202131,1178829,1
155202131,173441,1
155202131,1178830,-1
155202131,192346,-1
155202131,1178977,-1
155202131,1178828,-1
155202131,166828,-1
155202131,1178978,-1
155202131,174270,-1
155202131,1178980,1
155202131,1178981,1
155202131,1178988,-1
155202131,1178982,1
155202131,1178826,-1
155202131,1118594,-1
155202131,1178983,1
155202131,1178984,-1
155202131,1178985,1
155202131,1178986,1
155202131,1178987,1
155202131,1178989,1
155202131,1152610,1
155202131,1178992,-1
155202131,1178991,1
155202131,1113247,1
155202131,1141555,1
155202131,1178990,-1
155202131,1141401,1
155202131,1166401,-1
155202131,1148134,-1
155202131,1160630,0
155202131,1141552,1
155202131,1178903,-1
155202131,1178904,1
155202131,1178905,-1
155202131,173655,-1
155202131,1160575,0
155202131,14931,-1
155202131,1160637,-1
155202131,173579,-1
155202131,1141478,1
155202131,1160426,1
155202131,1178870,1
155202131,1164359,-1
155202131,1160598,-1
155202131,1160596,-1
155202131,174366,-1
155202131,173666,1
155202131,1166402,1
155202131,174812,1
155202131,173674,0
155202131,174371,1
155202131,1178875,-1
155202131,1178876,-1
155202131,1144523,1
155202131,1178877,-1
155202131,1178878,-1
155202131,1178879,-1
155202131,1178880,-1
155202131,174374,1
155202131,1160633,-1
155202131,174376,1
155202131,1178900,1
155202131,1141411,-1
155202131,1178901,1
155202131,1178902,1
155202131,173458,1
155202131,1141454,-1
155202131,174378,0
155202131,173768,1
155202131,1160578,1
155202131,174383,1
155202131,173772,-1
155202131,1160573,-1
155202131,1160663,-1
155202131,173778,-1
155202131,1162332,1
155202131,173781,1
155202131,173463,0
155202131,173466,-1
155202131,1160621,-1
155202131,174385,0
155202131,1160592,1
155202131,1178927,-1
155202131,1178928,-1
155202131,1178929,-1
155202131,1132504,1
155202131,1178930,1
155202131,1178832,-1
155202131,1178931,-1
155202131,1178932,-1
155202131,173788,1
155202131,1178935,-1
155202131,1178933,1
155202131,1178934,1
155202131,1164360,-1
155202131,1141405,1
155202131,1141413,1
155202131,1160649,-1
155202131,174388,-1
155202131,1160509,1
155202131,1160536,-1
155202131,1141507,1
155202131,1160604,0
155202131,1160651,1
155202131,1160515,1
155202131,174010,1
155202131,173720,1
155202131,1178966,-1
155202131,1160571,-1
155202131,1136811,-1
155202131,1160559,-1
155202131,1178835,-1
155202131,1160538,1
155202131,1160552,1
155202131,173891,1
155202131,1160673,-1
155202131,173482,1
155202131,1160570,-1
155202131,174395,-1
155202131,1160607,-1
155202131,173483,-1
155202131,1141485,1
155202131,1133373,1
155202131,1160535,0
155202131,174398,1
155202131,1160567,-1
155202131,174399,-1
155202131,173692,1
155202131,174400,1
155202131,1163321,-1
155202131,1141527,-1
155202131,1141542,-1
155202131,1178962,1
155202131,1178963,-1
155202131,1178964,-1
155202131,1178965,-1
155202131,173486,-1
155202131,1141560,1
155202131,173584,-1
155202131,1133374,-1
155202131,174277,-1
155202131,1160660,1
155202131,1160676,0
155202131,174372,-1
155202131,1101309,1
155202131,174765,0
155202131,1137853,1
155202131,1160665,-1
155202131,192699,1
155202131,174474,1
155202131,1180545,-1
155202131,173793,1
155202131,1141563,-1
155202131,173481,1
155202131,1160631,-1
155202131,1181315,1
155202131,173568,1
155202131,1181316,1
155202131,1131966,-1
155202131,1124411,-1
155202131,174048,-1
155202131,1186775,-1
155202131,1187008,1
155202131,173805,-1
155202131,1188097,1
155202131,1160582,1
155291922,1178957,-1
155291922,1141417,1
155291922,1178958,1
155291922,1178959,1
155291922,1160531,0
155291922,164960,-1
155291922,1178960,0
155291922,1178961,-1
155291922,1178831,1
155291922,173926,0
155291922,1178851,1
155291922,1178852,-1
155291922,1105112,1
155291922,1160641,0
155291922,1160591,0
155291922,1178995,-1
155291922,1160602,-1
155291922,1141335,1
155291922,1178906,1
155291922,174075,1
155291922,1178908,-1
155291922,173930,0
155291922,173931,1
155291922,174079,1
155291922,1134812,-1
155291922,1178907,0
155291922,1141484,1
155291922,174351,-1
155291922,174352,-1
155291922,1178909,-1
155291922,1178910,-1
155291922,167312,-1
155291922,1178911,1
155291922,1178846,1
155291922,1178847,-1
155291922,174090,1
155291922,174356,1
155291922,174095,-1
155291922,1178848,-1
155291922,1178849,0
155291922,1178850,-1
155291922,1178953,-1
155291922,1141483,1
155291922,1178954,1
155291922,174359,1
155291922,174177,1
155291922,1178955,1
155291922,1167722,-1
155291922,1178956,-1
155291922,1178837,1
155291922,1178836,1
155291922,1141434,1
155291922,1178838,-1
155291922,1178839,1
155291922,1178825,1
155291922,1160613,1
155291922,1178840,-1
155291922,1178993,1
155291922,1178994,1
155291922,1114941,1
155291922,1141480,1
155291922,1160639,-1
155291922,1137070,1
155291922,1160576,1
155291922,181232,1
155291922,1141408,1
155291922,174449,1
155291922,174210,1
155291922,1141558,1
155291922,1167493,-1
155291922,1178881,1
155291922,1178882,1
155291922,1178883,-1
155291922,1178884,0
155291922,174445,-1
155291922,1112437,1
155291922,173714,1
155291922,1178885,-1
155291922,1178886,1
155291922,1178887,1
155291922,1178888,1
155291922,1178889,0
155291922,1133439,-1
155291922,174212,1
155291922,174213,1
155291922,174291,1
155291922,1141440,1
155291922,162881,1
155291922,1143632,1
155291922,1160669,-1
155291922,1129618,1
155291922,1141464,1
155291922,1141470,1
155291922,174216,-1
155291922,1178864,1
155291922,1178865,1
155291922,174299,1
155291922,1178866,0
155291922,1178867,1
155291922,174457,-1
155291922,1178997,-1
155291922,1178868,1
155291922,1122466,1
155291922,1178869,-1
155291922,1159237,1
155291922,174459,1
155291922,167138,1
155291922,174317,1
155291922,174460,1
155291922,174319,1
155291922,197707,0
155291922,1178926,-1
155291922,1141428,1
155291922,1141429,-1
155291922,1141535,-1
155291922,1178950,-1
155291922,1178948,0
155291922,1178951,1
155291922,1178952,1
155291922,1178949,1
155291922,1160527,1
155291922,174040,-1
155291922,174467,-1
155291922,1141422,-1
155291922,1160674,0
155291922,174041,1
155291922,1141490,1
155291922,174043,1
155291922,1160636,1
155291922,1178912,-1
155291922,1141536,1
155291922,1178913,-1
155291922,1141394,0
155291922,1141421,1
155291922,1141431,1
155291922,174419,-1
155291922,1131943,-1
155291922,1160572,1
155291922,1160628,1
155291922,174428,-1
155291922,1160642,-1
155291922,14930,1
155291922,174439,-1
155291922,1178914,0
155291922,1160551,1
155291922,1178915,-1
155291922,1178916,-1
155291922,1178917,1
155291922,1178918,0
155291922,1178919,1
155291922,1178920,1
155291922,1178922,1
155291922,1178923,1
155291922,1160541,1
155291922,174558,1
155291922,174050,1
155291922,1171617,1
155291922,1178841,-1
155291922,1178842,-1
155291922,1178843,-1
155291922,1178844,-1
155291922,1178845,-1
155291922,1160543,0
155291922,1171623,1
155291922,1151208,-1
155291922,1141384,-1
155291922,1178968,-1
155291922,1178969,1
155291922,1178970,1
155291922,1178971,1
155291922,1160508,1
155291922,174057,0
155291922,1160553,-1
155291922,1160530,-1
155291922,1160600,-1
155291922,1178834,-1
155291922,174537,1
155291922,174060,1
155291922,1160666,-1
155291922,1141458,1
155291922,174140,1
155291922,1160619,1
155291922,174554,1
155291922,174570,0
155291922,194931,1
155291922,1150418,1
155291922,174574,1
155291922,1141529,1
155291922,173808,1
155291922,1160610,1
155291922,1160569,1
155291922,169871,1
155291922,174535,-1
155291922,193083,1
155291922,1178853,1
155291922,1178854,0
155291922,199654,-1
155291922,1178855,-1
155291922,1178856,-1
155291922,1178857,1
155291922,174553,1
155291922,1178858,1
155291922,1178859,1
155291922,1178860,0
155291922,1178861,1
155291922,1178862,1
155291922,1178863,1
155291922,1141372,1
155291922,1141513,1
155291922,174650,0
155291922,174651,0
155291922,1160599,1
155291922,1160758,-1
155291922,174655,-1
155291922,1160640,-1
155291922,1141427,0
155291922,174665,1
155291922,1141503,1
155291922,173586,-1
155291922,174156,1
155291922,1141482,1
155291922,174585,1
155291922,1160510,1
155291922,1141487,1
155291922,1141500,1
155291922,1159238,-1
155291922,1171619,1
155291922,174158,-1
155291922,174749,1
155291922,1160556,0
155291922,1141516,-1
155291922,174161,1
155291922,1160654,1
155291922,1141531,-1
155291922,174762,1
155291922,1160518,-1
155291922,1160611,1
155291922,1177282,-1
155291922,192776,-1
155291922,1160632,-1
155291922,1178890,1
155291922,1178999,1
155291922,1178891,-1
155291922,1178892,1
155291922,1178893,1
155291922,1160588,1
155291922,1129037,1
155291922,1178894,1
155291922,1179000,1
155291922,1146788,1
155291922,1178895,0
155291922,1178896,1
155291922,174752,-1
155291922,1178998,-1
155291922,1178897,1
155291922,1178898,-1
155291922,174163,-1
155291922,1141562,1
155291922,1160517,-1
155291922,1178827,-1
155291922,1160643,1
155291922,1178871,1
155291922,1178872,1
155291922,1178873,1
155291922,174235,1
155291922,1178874,-1
155291922,1160511,1
155291922,1178833,1
155291922,1178936,1
155291922,1178937,1
155291922,1160512,-1
155291922,173701,1
155291922,1178938,-1
155291922,172912,1
155291922,174171,-1
155291922,1141439,1
155291922,1178939,1
155291922,193472,-1
155291922,174172,-1
155291922,1178940,1
155291922,174173,0
155291922,1178941,-1
155291922,1146829,1
155291922,1141430,-1
155291922,1163831,1
155291922,1160677,1
155291922,1152605,-1
155291922,1141450,1
155291922,1141389,0
155291922,174847,-1
155291922,174848,1
155291922,1160672,-1
155291922,174253,1
155291922,174254,1
155291922,1178802,1
155291922,174688,0
155291922,176287,-1
155291922,1178943,1
155291922,174862,-1
155291922,1141515,-1
155291922,174017,1
155291922,1178944,1
155291922,174693,1
155291922,1178945,1
155291922,1160612,1
155291922,173424,1
155291922,1178946,1
155291922,1178947,-1
155291922,1160620,1
155291922,1178972,-1
155291922,1160545,-1
155291922,1141383,1
155291922,173433,1
155291922,173434,-1
155291922,173437,0
155291922,1160589,0
155291922,174262,-1
155291922,1141398,1
155291922,1160532,-1
155291922,1160667,1
155291922,173531,-1
155291922,174273,-1
155291922,173535,-1
155291922,174275,1
155291922,1160659,1
155291922,174784,0
155291922,1160565,-1
155291922,174787,1
155291922,1160561,-1
155291922,173553,1
155291922,1160601,0
155291922,1160558,-1
155291922,1132056,1
155291922,1141518,-1
155291922,1141488,1
155291922,1160655,1
155291922,1141472,-1
155291922,173560,-1
155291922,1160976,1
155291922,1141553,0
155291922,1160622,1
155291922,174283,1
155291922,1178973,1
155291922,1178974,1
155291922,1178975,1
155291922,1178976,-1
155291922,1178829,1
155291922,173441,1
155291922,1178830,-1
155291922,192346,-1
155291922,1178977,-1
155291922,1178828,-1
155291922,166828,1
155291922,1178978,-1
155291922,174270,-1
155291922,1178980,0
155291922,1178981,1
155291922,1178988,-1
155291922,1178982,0
155291922,1178826,0
155291922,1118594,1
155291922,1178983,1
155291922,1178984,-1
155291922,1178985,1
155291922,1178986,1
155291922,1178987,1
155291922,1178989,1
155291922,1152610,1
155291922,1178992,-1
155291922,1178991,1
155291922,1113247,1
155291922,1141555,1
155291922,1178990,-1
155291922,1141401,1
155291922,1166401,0
155291922,1148134,-1
155291922,1160630,1
155291922,1141552,1
155291922,1178903,1
155291922,1178904,1
155291922,1178905,1
155291922,173655,-1
155291922,1160575,0
155291922,14931,-1
155291922,1160637,-1
155291922,173579,-1
155291922,1141478,1
155291922,1160426,1
155291922,1178870,0
155291922,1164359,-1
155291922,1160598,-1
155291922,1160596,1
155291922,174366,-1
155291922,173666,1
155291922,1166402,1
155291922,174812,1
155291922,173674,-1
155291922,174371,1
155291922,1178875,-1
155291922,1178876,-1
155291922,1144523,1
155291922,1178877,-1
155291922,1178878,-1
155291922,1178879,-1
155291922,1178880,-1
155291922,174374,0
155291922,1160633,-1
155291922,174376,1
155291922,1178900,1
155291922,1141411,-1
155291922,1178901,1
155291922,1178902,1
155291922,173458,1
155291922,1141454,-1
155291922,174378,1
155291922,173768,1
155291922,1160578,-1
155291922,174383,1
155291922,173772,-1
155291922,1160573,0
155291922,1160663,-1
155291922,173778,-1
155291922,1162332,1
155291922,173781,1
155291922,173463,0
155291922,173466,-1
155291922,1160621,-1
155291922,174385,0
155291922,1160592,1
155291922,1178927,1
155291922,1178928,-1
155291922,1178929,1
155291922,1132504,1
155291922,1178930,1
155291922,1178832,-1
155291922,1178931,-1
155291922,1178932,-1
155291922,173788,1
155291922,1178935,-1
155291922,1178933,1
155291922,1178934,1
155291922,1164360,-1
155291922,1141405,1
155291922,1141413,0
155291922,1160649,-1
155291922,174388,-1
155291922,1160509,1
155291922,1160536,-1
155291922,1141507,1
155291922,1160604,0
155291922,1160651,1
155291922,1160515,1
155291922,174010,1
155291922,173720,0
155291922,1178966,-1
155291922,1160571,-1
155291922,1136811,-1
155291922,1160559,1
155291922,1178835,-1
155291922,1160538,1
155291922,1160552,1
155291922,173891,1
155291922,1160673,-1
155291922,173482,1
155291922,1160570,-1
155291922,174395,-1
155291922,1160607,-1
155291922,173483,-1
155291922,1141485,1
155291922,1133373,1
155291922,1160535,0
155291922,174398,1
155291922,1160567,-1
155291922,174399,0
155291922,173692,1
155291922,174400,1
155291922,1163321,-1
155291922,1141527,0
155291922,1141542,-1
155291922,1178962,1
155291922,1178963,1
155291922,1178964,-1
155291922,1178965,1
155291922,173486,-1
155291922,1141560,1
155291922,173584,0
155291922,1133374,0
155291922,174277,-1
155291922,1160660,1
155291922,1160676,1
155291922,174372,1
155291922,1101309,1
155291922,174765,0
155291922,1137853,1
155291922,1160665,-1
155291922,192699,0
155291922,174474,1
155291922,1180545,-1
155291922,173793,3
155291922,1141563,1
155291922,173481,1
155291922,1160631,-1
155291922,1181315,1
155291922,173568,1
155291922,1181316,1
155291922,1131966,-1
155291922,1124411,1
155291922,174048,-1
155291922,1186775,1
155291922,1187008,1
155291922,173805,0
155291922,1160582,1
155291922,1151965,0
155732259,1178957,1
155732259,1141417,0
155732259,1178958,1
155732259,1178959,-1
155732259,1160531,0
155732259,164960,1
155732259,1178960,-1
155732259,1178961,1
155732259,1178831,-1
155732259,173926,3
155732259,1178851,1
155732259,1178852,1
155732259,1105112,1
155732259,1160641,-1
155732259,1160591,-1
155732259,1178995,-1
155732259,1160602,1
155732259,1141335,-1
155732259,1178906,1
155732259,174075,1
155732259,1178908,-1
155732259,173930,0
155732259,173931,-1
155732259,174079,-1
155732259,1134812,1
155732259,1178907,-1
155732259,1141484,-1
155732259,174351,-1
155732259,174352,1
155732259,1178909,1
155732259,1178910,-1
155732259,167312,1
155732259,1178911,1
155732259,1178846,0
155732259,1178847,1
155732259,174090,-1
155732259,174356,-1
155732259,174095,0
155732259,1178848,1
155732259,1178849,1
155732259,1178850,1
155732259,1178953,0
155732259,1141483,0
155732259,1178954,0
155732259,174359,-1
155732259,174177,1
155732259,1178955,-1
155732259,1167722,1
155732259,1178956,1
155732259,1178837,-1
155732259,1178836,1
155732259,1141434,0
155732259,1178838,1
155732259,1178839,1
155732259,1178825,-1
155732259,1160613,-1
155732259,1178840,1
155732259,1178993,1
155732259,1178994,1
155732259,1114941,1
155732259,1141480,-1
155732259,1160639,1
155732259,1137070,0
155732259,1160576,-1
155732259,181232,0
155732259,1141408,-1
155732259,174449,-1
155732259,174210,0
155732259,1141558,0
155732259,1167493,-1
155732259,1178881,-1
155732259,1178882,-1
155732259,1178883,1
155732259,1178884,1
155732259,174445,1
155732259,1112437,0
155732259,173714,1
155732259,1178885,0
155732259,1178886,-1
155732259,1178887,0
155732259,1178888,1
155732259,1178889,-1
155732259,1133439,0
155732259,174212,0
155732259,174213,-1
155732259,174291,-1
155732259,1141440,-1
155732259,162881,0
155732259,1143632,-1
155732259,1160669,0
155732259,1129618,1
155732259,1141464,-1
155732259,1141470,-1
155732259,174216,1
155732259,1178864,1
155732259,1178865,1
155732259,174299,1
155732259,1178866,1
155732259,1178867,-1
155732259,174457,1
155732259,1178997,1
155732259,1178868,-1
155732259,1122466,-1
155732259,1178869,1
155732259,1159237,0
155732259,174459,1
155732259,167138,-1
155732259,174317,-1
155732259,174460,0
155732259,174319,-1
155732259,197707,0
155732259,1178926,1
155732259,1141428,1
155732259,1141429,1
155732259,1141535,1
155732259,1178950,1
155732259,1178948,1
155732259,1178951,1
155732259,1178952,1
155732259,1178949,-1
155732259,1160527,-1
155732259,174040,1
155732259,174467,-1
155732259,1141422,1
155732259,1160674,-1
155732259,174041,-1
155732259,1141490,0
155732259,174043,0
155732259,1160636,1
155732259,1178912,1
155732259,1141536,1
155732259,1178913,1
155732259,1141394,1
155732259,1141421,0
155732259,1141431,0
155732259,174419,0
155732259,1131943,1
155732259,1160572,-1
155732259,1160628,-1
155732259,174428,0
155732259,1160642,1
155732259,14930,-1
155732259,174439,1
155732259,1178914,-1
155732259,1160551,1
155732259,1178915,1
155732259,1178916,1
155732259,1178917,1
155732259,1178918,1
155732259,1178919,1
155732259,1178920,0
155732259,1178922,0
155732259,1178923,-1
155732259,1160541,0
155732259,174558,-1
155732259,174050,-1
155732259,1171617,-1
155732259,1178841,1
155732259,1178842,1
155732259,1178843,1
155732259,1178844,1
155732259,1178845,1
155732259,1160543,1
155732259,1171623,1
155732259,1151208,1
155732259,1141384,1
155732259,1178968,-1
155732259,1178969,1
155732259,1178970,-1
155732259,1178971,-1
155732259,1160508,-1
155732259,174057,-1
155732259,1160553,-1
155732259,1160530,1
155732259,1160600,0
155732259,1178834,1
155732259,174537,0
155732259,174060,-1
155732259,1160666,1
155732259,1141458,-1
155732259,174140,0
155732259,1160619,-1
155732259,174554,-1
155732259,174570,1
155732259,194931,0
155732259,1150418,-1
155732259,174574,-1
155732259,1141529,-1
155732259,173808,0
155732259,1160610,-1
155732259,1160569,-1
155732259,169871,-1
155732259,174535,1
155732259,193083,-1
155732259,1178853,-1
155732259,1178854,1
155732259,199654,1
155732259,1178855,1
155732259,1178856,1
155732259,1178857,-1
155732259,174553,1
155732259,1178858,-1
155732259,1178859,-1
155732259,1178860,1
155732259,1178861,-1
155732259,1178862,1
155732259,1178863,0
155732259,1141372,-1
155732259,1141513,-1
155732259,174650,1
155732259,174651,1
155732259,1160599,1
155732259,1160758,1
155732259,174655,1
155732259,1160640,1
155732259,1141427,-1
155732259,174665,0
155732259,1141503,0
155732259,173586,1
155732259,174156,-1
155732259,1141482,-1
155732259,174585,-1
155732259,1160510,-1
155732259,1141487,0
155732259,1141500,-1
155732259,1159238,1
155732259,1171619,-1
155732259,174158,1
155732259,174749,-1
155732259,1160556,-1
155732259,1141516,0
155732259,174161,0
155732259,1160654,0
155732259,1141531,1
155732259,174762,1
155732259,1160518,1
155732259,1160611,-1
155732259,1177282,1
155732259,192776,1
155732259,1160632,1
155732259,1178890,-1
155732259,1178999,1
155732259,1178891,1
155732259,1178892,0
155732259,1178893,-1
155732259,1160588,-1
155732259,1129037,0
155732259,1178894,1
155732259,1179000,-1
155732259,1146788,1
155732259,1178895,-1
155732259,1178896,1
155732259,174752,1
155732259,1178998,1
155732259,1178897,0
155732259,1178898,1
155732259,174163,1
155732259,1141562,-1
155732259,1160517,0
155732259,1178827,1
155732259,1160643,-1
155732259,1178871,1
155732259,1178872,-1
155732259,1178873,-1
155732259,174235,-1
155732259,1178874,-1
155732259,1160511,-1
155732259,1178833,1
155732259,1178936,-1
155732259,1178937,-1
155732259,1160512,1
155732259,173701,-1
155732259,1178938,1
155732259,172912,0
155732259,174171,1
155732259,1141439,-1
155732259,1178939,1
155732259,193472,0
155732259,174172,1
155732259,1178940,-1
155732259,174173,0
155732259,1178941,1
155732259,1141430,1
155732259,1163831,-1
155732259,1160677,1
155732259,1152605,1
155732259,1141450,-1
155732259,1141389,-1
155732259,174847,1
155732259,174848,-1
155732259,1160672,1
155732259,174253,1
155732259,174254,-1
155732259,1178802,-1
155732259,174688,-1
155732259,176287,-1
155732259,1178943,0
155732259,174862,1
155732259,1141515,0
155732259,174017,-1
155732259,1178944,-1
155732259,174693,1
155732259,1178945,-1
155732259,1160612,0
155732259,173424,0
155732259,1178946,1
155732259,1178947,1
155732259,1160620,-1
155732259,1178972,1
155732259,1160545,1
155732259,1141383,-1
155732259,173433,-1
155732259,173434,1
155732259,173437,-1
155732259,1160589,1
155732259,174262,0
155732259,1141398,0
155732259,1160532,0
155732259,1160667,0
155732259,173531,1
155732259,174273,1
155732259,173535,1
155732259,174275,-1
155732259,1160659,1
155732259,174784,0
155732259,1160565,0
155732259,174787,-1
155732259,1160561,1
155732259,173553,-1
155732259,1160601,1
155732259,1160558,1
155732259,1132056,0
155732259,1141518,0
155732259,1141488,-1
155732259,1160655,-1
155732259,1141472,1
155732259,173560,1
155732259,1160976,-1
155732259,1141553,1
155732259,1160622,-1
155732259,174283,-1
155732259,1178973,-1
155732259,1178974,-1
155732259,1178975,0
155732259,1178976,1
155732259,1178829,-1
155732259,173441,-1
155732259,1178830,0
155732259,192346,1
155732259,1178977,1
155732259,1178828,-1
155732259,166828,1
155732259,1178978,1
155732259,174270,1
155732259,1178980,-1
