id_parlamentar_voz,id_atividade_economica,total_por_atividade,proporcao_doacao,indice_ligacao_atividade_economica
1109429,3,500,4.5044813733839385e-4,1.930492017164545e-4
1109429,4,4500,0.0040540332360455445,0.0017374428154480904
1109429,5,2000,0.0018017925493535754,7.72196806865818e-4
1109429,6,13500,0.012162099708136635,0.005212328446344272
1109429,7,2000,0.0018017925493535754,7.72196806865818e-4
1109429,8,3500,0.003153136961368757,0.0013513444120151817
1109429,9,13500,0.012162099708136635,0.005212328446344272
1109429,10,13000,0.01171165157079824,0.005019279244627818
1109429,11,7500,0.006756722060075908,0.0028957380257468176
1109429,12,4500,0.0040540332360455445,0.0017374428154480904
1109429,13,1000,9.008962746767877e-4,3.86098403432909e-4
1109429,14,7500,0.006756722060075908,0.0028957380257468176
1109429,15,1000,9.008962746767877e-4,3.86098403432909e-4
1109429,19,3000,0.002702688824030363,0.001158295210298727
1109429,21,2000,0.0018017925493535754,7.72196806865818e-4
1116379,2,10000,0.0329154172522868,0.014106607393837197
1116379,6,21169,0.06967864678136593,0.02986227719201397
1116379,7,10000,0.0329154172522868,0.014106607393837197
1116379,9,6519,0.021457560506765765,0.00919609736004247
1116379,10,20800,0.06846406788475654,0.029341743379181374
1116379,11,3300,0.010862087693254644,0.004655180439966276
1116379,12,9019,0.029686414819837463,0.012722749208501768
1116379,14,13650,0.04492954454937148,0.019255519092587776
1116379,18,4519,0.014874477056308405,0.0063747758812750304
1116379,21,18250,0.060070636485423407,0.02574455849375289
21186,1,100000,0.03416704090680748,0.01464301753148892
21186,3,1000,3.416704090680748e-4,1.464301753148892e-4
21186,4,28500,0.009737606658440132,0.004173259996474342
21186,5,142780,0.04878370100673972,0.02090730043145988
21186,6,588500,0.20107303573656202,0.08617415817281229
21186,7,663000,0.2265274812121336,0.09708320623377154
21186,8,592800,0.20254221849555473,0.08680380792666631
21186,9,550800,0.1881920613146956,0.08065374056344098
21186,11,386500,0.1320556131048109,0.05659526275920467
21186,12,364000,0.12436802890077922,0.05330058381461966
21186,13,125000,0.04270880113350935,0.01830377191436115
21186,16,433000,0.1479432871264764,0.06340426591134703
21186,18,149180,0.050970391624775395,0.021844453553475168
21186,19,111000,0.0379254154065563,0.0162537494599527
1121948,2,102000,0.0424932364931915,0.01821138706851064
1121948,3,102000,0.0424932364931915,0.01821138706851064
1121948,4,2500,0.0010415008944409682,4.463575261889864e-4
1121948,5,100500,0.04186833595652692,0.01794357255279725
1121948,6,139890,0.058278224049338814,0.024976381735430923
1121948,7,136890,0.05702842297600965,0.024440752704004136
1121948,8,137390,0.05723672315489785,0.024530024209241934
1121948,9,139890,0.058278224049338814,0.024976381735430923
1121948,10,139890,0.058278224049338814,0.024976381735430923
1121948,11,139390,0.05806992387045062,0.024887110230193122
1121948,12,137390,0.05723672315489785,0.024530024209241934
1121948,14,137390,0.05723672315489785,0.024530024209241934
1121948,15,2500,0.0010415008944409682,4.463575261889864e-4
1121948,16,137390,0.05723672315489785,0.024530024209241934
1121948,18,35890,0.014951786840594538,0.006407908645969088
1121948,19,36890,0.015368387198370926,0.006586451656444683
1121948,21,137390,0.05723672315489785,0.024530024209241934
1122158,2,47900,0.029259926063404364,0.012539968312887586
1122158,4,115000,0.07024825672842384,0.030106395740753078
1122158,5,85000,0.05192262453840023,0.022252553373600097
1122158,6,265100,0.16193750311917532,0.06940178705107514
1122158,7,468850,0.2863990884097523,0.12274246646132243
1122158,8,463850,0.28334481637808173,0.1214334927334636
1122158,9,395850,0.24180671674736154,0.10363145003458352
1122158,10,192850,0.11780327226153511,0.050487116683515056
1122158,11,421100,0.2572307905072981,0.1102417673602706
1122158,12,135000,0.08246534485510625,0.03534229065218839
1122158,13,40000,0.024434176253364814,0.010471789822870633
1122158,14,82900,0.05063983028509858,0.02170278440789939
1122158,16,251900,0.1538742249555649,0.06594609640952782
1122158,18,232900,0.14226799123521663,0.06097199624366428
1122158,19,118000,0.0720808199474262,0.030891779977468368
1122158,21,141100,0.08619155673374439,0.036939238600176165
1122466,10,1700,0.0014890582641082556,6.381678274749666e-4
1122974,4,1800,0.001427774367864797,6.119033005134843e-4
1122974,6,10600.85,0.008408678837544184,0.003603719501804651
1122974,8,4900.85,0.003887393339305661,0.0016660257168452832
1122974,9,16200.85,0.012850643537567997,0.005507418658957713
1122974,10,6603.7,0.005238107551704866,0.0022449032364449425
1122974,11,11400,0.009042570996477046,0.0038753875699187343
1122974,12,4900.85,0.003887393339305661,0.0016660257168452832
1122974,14,8800.85,0.006980904469679388,0.002991816201291166
1122974,18,3600,0.002855548735729594,0.0012238066010269687
1122974,19,2802,0.0022225687659762003,9.525294711326572e-4
1132504,10,4500,0.004651285911557824,0.001993408247810496
1132504,11,250,2.584047728643236e-4,1.1074490265613869e-4
1132504,19,3500,0.00361766682010053,0.0015504286371859413
1133439,1,500,6.078177519252627e-4,2.60493322253684e-4
1133439,2,2000,0.0024312710077010508,0.001041973289014736
1133439,4,5010,0.006090333874291132,0.002610143088981914
1133439,5,6500,0.007901630775028416,0.0033864131892978925
1133439,11,13500,0.016411079301982094,0.007033319700849469
1133439,12,12500,0.015195443798131569,0.006512333056342101
1133439,13,10000,0.012156355038505255,0.005209866445073681
1133439,14,6000,0.007293813023103153,0.003125919867044208
1133439,19,5500,0.00668599527117789,0.0028654265447905247
1133439,21,6500,0.007901630775028416,0.0033864131892978925
1133810,2,600,4.700720777185835e-4,2.0145946187939294e-4
1133810,4,400,3.1338138514572234e-4,1.3430630791959528e-4
1133810,5,2100,0.0016452522720150423,7.051081165778753e-4
1133810,6,3600,0.002820432466311501,0.0012087567712763575
1133810,7,600,4.700720777185835e-4,2.0145946187939294e-4
1133810,8,1600,0.0012535255405828893,5.372252316783811e-4
1133810,9,1000,7.834534628643058e-4,3.357657697989882e-4
1133810,10,4100,0.003212159197743654,0.0013766396561758517
1133810,11,1600,0.0012535255405828893,5.372252316783811e-4
1133810,12,1000,7.834534628643058e-4,3.357657697989882e-4
1133810,14,600,4.700720777185835e-4,2.0145946187939294e-4
1133810,18,4800,0.003760576621748668,0.0016116756950351435
1133810,19,2000,0.0015669069257286117,6.715315395979764e-4
1133810,21,1000,7.834534628643058e-4,3.357657697989882e-4
1133968,5,1250,0.0062688491757014984,0.0026866496467292137
1133968,8,6000,0.030090476043367193,0.012895918304300227
1133968,9,6000,0.030090476043367193,0.012895918304300227
1133968,18,12000,0.060180952086734386,0.025791836608600453
1134812,4,5000,0.006749899315126866,0.002892813992197228
1134812,6,28300,0.03820443012361806,0.01637332719583631
1134812,8,23300,0.03145453080849119,0.01348051320363908
1134812,10,5000,0.006749899315126866,0.002892813992197228
1134812,12,10000,0.013499798630253732,0.005785627984394456
1136811,2,4000,0.0025759254012003813,0.0011039680290858777
1136811,3,1000,6.439813503000953e-4,2.759920072714694e-4
1136811,4,3000,0.0019319440509002858,8.279760218144083e-4
1136811,5,2000,0.0012879627006001906,5.519840145429388e-4
1136811,6,9000,0.005795832152700858,0.0024839280654432245
1136811,7,2000,0.0012879627006001906,5.519840145429388e-4
1136811,8,3000,0.0019319440509002858,8.279760218144083e-4
1136811,9,7800,0.005023054532340743,0.0021527376567174613
1136811,10,13800,0.008886942634141316,0.003808689700346278
1136811,11,2000,0.0012879627006001906,5.519840145429388e-4
1136811,12,2800,0.001803147780840267,7.727776203601144e-4
1136811,13,1000,6.439813503000953e-4,2.759920072714694e-4
1136811,14,2000,0.0012879627006001906,5.519840145429388e-4
1136811,15,1000,6.439813503000953e-4,2.759920072714694e-4
1136811,18,1000,6.439813503000953e-4,2.759920072714694e-4
1136811,21,3000,0.0019319440509002858,8.279760218144083e-4
1137070,2,55000,0.03949776083603115,0.01692761178687049
1137070,3,42500,0.030520997009660433,0.01308042728985447
1137070,4,13000,0.009335834379425544,0.004001071876896662
1137070,5,44000,0.03159820866882492,0.013542089429496394
1137070,6,80500,0.05781035904182741,0.024775868160783174
1137070,7,11000,0.00789955216720623,0.0033855223573740984
1137070,8,45500,0.0326754203279894,0.014003751569138316
1137070,10,55000,0.03949776083603115,0.01692761178687049
1137070,11,68000,0.048833595215456695,0.020928683663767156
1137070,12,2500,0.0017953527652741432,7.694368994032042e-4
1137070,13,7000,0.005026987742767601,0.002154423318328972
1137070,14,17000,0.012208398803864174,0.005232170915941789
1137070,18,6000,0.004308846636657943,0.00184664855856769
1137070,19,8000,0.005745128848877258,0.002462198078090253
1137070,21,11500,0.00825862272026106,0.0035394097372547398
1139285,2,17950,0.010234256019646852,0.0043861097227057945
1139285,3,650,3.7059980015434284e-4,1.5882848578043264e-4
1139285,4,4950,0.0028222600165599956,0.0012095400070971409
1139285,5,10250,0.005844073771664637,0.00250460304499913
1139285,6,32750,0.01867252839239189,0.008002512168167953
1139285,7,15750,0.008979918234509077,0.003848536386218176
1139285,8,19100,0.01088993258915069,0.004667113966778867
1139285,9,15450,0.00880887217289938,0.0037752309312425914
1139285,10,45800.16,0.02611312329697989,0.011191338555848526
1139285,11,21200,0.012087255020418566,0.005180252151607957
1139285,12,8850,0.005045858817486052,0.0021625109217797366
1139285,13,500,2.850767693494945e-4,1.221757582926405e-4
1139285,14,17800,0.010148732988842004,0.004349456995218002
1139285,15,2150,0.0012258301082028263,5.253557606583541e-4
1139285,16,6250,0.0035634596168686813,0.0015271969786580064
1139285,18,13700,0.0078111034801761495,0.00334761577721835
1139285,19,3200,0.0018244913238367648,7.819248530728992e-4
1139285,21,1150,6.556765695038373e-4,2.810042440730731e-4
1141335,2,5000,0.005416531253385332,0.0023213705371651423
1141335,9,5000,0.005416531253385332,0.0023213705371651423
1141335,10,5000,0.005416531253385332,0.0023213705371651423
1141335,12,5000,0.005416531253385332,0.0023213705371651423
1141335,18,7000,0.007583143754739465,0.003249918752031199
1141391,1,250250,0.10889913268422632,0.04667105686466842
1141391,3,165000,0.07180162594564372,0.030772125405275883
1141391,4,127450,0.05546131652589269,0.023769135653954006
1141391,5,401700,0.17480432207493993,0.07491613803211712
1141391,10,813619.99,0.35405598899320234,0.15173828099708672
1141391,12,375000,0.16318551351282665,0.06993664864835428
1141391,13,435700,0.1895998086334362,0.08125706084290123
1141391,14,775999.99,0.3376852182775956,0.14472223640468385
1141391,15,15000,0.0065274205405130665,0.002797465945934171
1141391,16,547250,0.23814205938638502,0.10206088259416501
1141391,19,411499.99,0.1790688991431281,0.07674381391848348
1141391,21,654699.99,0.2849001441733133,0.12210006178856284
1141398,1,104000,0.07524727067115422,0.032248830287637524
1141398,2,110000,0.0795884593637208,0.03410933972730892
1141398,3,20000,0.014470628975221965,0.006201698132237985
1141398,4,24100,0.017437107915142466,0.00747304624934677
1141398,5,102750,0.07434285636020284,0.03186122415437265
1141398,6,227480,0.16458893396417462,0.07053811455607484
1141398,7,173100,0.1252432937805461,0.05367569733451976
1141398,8,171750,0.12426652632471862,0.05325708271059369
1141398,9,223800,0.16192633823273378,0.06939700209974305
1141398,10,153000,0.11070031166044803,0.04744299071162058
1141398,11,195100,0.14116098565329027,0.06049756527998155
1141398,12,118000,0.0853767109538096,0.03659001898020411
1141398,13,100000,0.07235314487610982,0.03100849066118992
1141398,14,128080,0.09266990795732145,0.03971567483885206
1141398,16,164200,0.11880386388657233,0.050915941665673856
1141398,19,100000,0.07235314487610982,0.03100849066118992
1141398,21,152750,0.11051942879825775,0.04736546948496761
1141401,2,3000,0.001592380058019429,6.824485962940409e-4
1141401,4,10000,0.00530793352673143,0.00227482865431347
1141401,6,3000,0.001592380058019429,6.824485962940409e-4
1141401,8,3000,0.001592380058019429,6.824485962940409e-4
1141401,9,8500,0.004511743497721715,0.0019336043561664492
1141401,10,7500,0.003980950145048573,0.0017061214907351026
1141401,11,3000,0.001592380058019429,6.824485962940409e-4
1141401,12,7500,0.003980950145048573,0.0017061214907351026
1141401,14,3000,0.001592380058019429,6.824485962940409e-4
1141401,15,3000,0.001592380058019429,6.824485962940409e-4
1141401,21,3000,0.001592380058019429,6.824485962940409e-4
1141405,2,80000,0.0457922662803799,0.019625256977305668
1141405,4,90000,0.05151629956542738,0.022078414099468875
1141405,5,80000,0.0457922662803799,0.019625256977305668
1141405,6,120000,0.06868839942056984,0.0294378854659585
1141405,7,40758.74,0.023330438441659638,0.009998759332139845
1141405,9,10000,0.005724033285047487,0.0024531571221632084
1141405,11,90000,0.05151629956542738,0.022078414099468875
1141405,12,80000,0.0457922662803799,0.019625256977305668
1141405,13,80000,0.0457922662803799,0.019625256977305668
1141405,14,90758.74,0.05195060486689708,0.022264544942955895
1141405,16,758.74,4.34305301469693e-4,1.8613084348701128e-4
1141405,19,10000,0.005724033285047487,0.0024531571221632084
1141405,21,40758.74,0.023330438441659638,0.009998759332139845
1141408,3,1500,0.001372495196266813,5.882122269714913e-4
1141408,4,50000,0.04574983987556044,0.019607074232383042
1141408,6,54000,0.04940982706560527,0.021175640170973686
1141408,7,50000,0.04574983987556044,0.019607074232383042
1141408,11,1500,0.001372495196266813,5.882122269714913e-4
1141408,16,51500,0.04712233507182725,0.020195286459354533
1141408,21,50000,0.04574983987556044,0.019607074232383042
1141411,2,4500,0.0024445640771852094,0.001047670318793661
1141411,4,3000,0.0016297093847901397,6.984468791957742e-4
1141411,5,19500,0.010593111001135908,0.004539904714772532
1141411,6,19750,0.010728920116535087,0.0045981086213721795
1141411,7,3000,0.0016297093847901397,6.984468791957742e-4
1141411,8,18000,0.009778256308740838,0.004190681275174644
1141411,9,31500,0.017111948540296466,0.007333692231555629
1141411,10,28950,0.015726695563224848,0.00674001238423922
1141411,11,4500,0.0024445640771852094,0.001047670318793661
1141411,12,2500,0.001358091153991783,5.820390659964784e-4
1141411,14,6050,0.003286580592660115,0.001408534539711478
1141411,16,10850,0.005894115608324338,0.0025260495464247165
1141411,18,29250,0.015889666501703863,0.006809857072158798
1141411,19,2400,0.0013037675078321116,5.587575033566193e-4
1141411,21,4500,0.0024445640771852094,0.001047670318793661
1141417,5,6000,0.003241168895150347,0.001389072383635863
1141417,16,6000,0.003241168895150347,0.001389072383635863
1141422,1,100000,0.07684309154019345,0.032932753517225764
1141422,2,100000,0.07684309154019345,0.032932753517225764
1141422,4,60000,0.04610585492411607,0.01975965211033546
1141422,5,160500,0.12333316192201048,0.052857069395147345
1141422,6,171900,0.13209327435759252,0.05661140329611108
1141422,7,169500,0.13024904016062788,0.05582101721169767
1141422,8,166500,0.12794374741442208,0.05483303460618089
1141422,9,171900,0.13209327435759252,0.05661140329611108
1141422,10,167500,0.128712178329824,0.05516236214135315
1141422,11,167000,0.12832796287212306,0.05499769837376702
1141422,12,161500,0.12410159283741241,0.05318639693031961
1141422,13,160000,0.12294894646430951,0.052692405627561216
1141422,14,100500,0.07722730699789442,0.03309741728481189
1141422,18,79500,0.06109025777445379,0.02618153904619448
1141422,19,105000,0.08068524611720311,0.03457939119308705
1141422,21,167000,0.12832796287212306,0.05499769837376702
1141427,2,275000,0.13056338351618482,0.05595573579265064
1141427,4,88000,0.04178028272517914,0.017905835453648204
1141427,5,50000,0.023738797002942694,0.010173770144118298
1141427,6,404000,0.19180947978377696,0.08220406276447585
1141427,7,340000,0.16142381962001032,0.06918163698000443
1141427,8,250000,0.11869398501471348,0.05086885072059149
1141427,9,357000,0.16949501060101085,0.07264071882900465
1141427,10,338000,0.16047426773989262,0.0687746861742397
1141427,11,232000,0.1101480180936541,0.0472062934687089
1141427,12,105000,0.04985147370617966,0.021364917302648424
1141427,14,380000,0.18041485722236447,0.07732065309529905
1141427,15,2000,9.495518801177079e-4,4.0695080576473195e-4
1141427,16,230800,0.10957828696558349,0.046962122985250064
1141427,18,216000,0.10255160305271244,0.04395068702259104
1141427,19,45800,0.021744738054695508,0.00931917345201236
1141427,21,285000,0.13531114291677337,0.057990489821474304
1141428,1,12000,0.008617742783358565,0.0036933183357250993
1141428,2,50064,0.03595322289217193,0.015408524096645112
1141428,3,39064,0.028053625340759912,0.012022982288897104
1141428,9,85564,0.06144737862627435,0.026334590839831862
1141428,12,23064,0.01656330162961516,0.0070985578412636405
1141428,13,22000,0.015799195102824036,0.006771083615496015
1141428,14,90000,0.06463307087518923,0.027699887517938244
1141428,15,27000,0.01938992126255677,0.008309966255381471
1141428,18,22000,0.015799195102824036,0.006771083615496015
1141428,19,16000,0.011490323711144753,0.004924424447633466
1141428,20,2000,0.001436290463893094,6.155530559541833e-4
1141428,21,41064,0.029489915804653006,0.01263853534485129
1141431,1,50000,0.024714510333878205,0.010591933000233518
1141431,2,513675,0.25390452191509777,0.10881622367789905
1141431,3,175000,0.08650078616857372,0.03707176550081731
1141431,4,160000,0.07908643306841026,0.03389418560074726
1141431,5,250000,0.12357255166939103,0.05295966500116759
1141431,6,779128,0.3851153401482772,0.1650494314921188
1141431,10,778475,0.38479256864331673,0.16491110084713576
1141431,11,430000,0.21254478887135256,0.09109062380200825
1141431,12,366500,0.18115736074732725,0.07763886889171168
1141431,13,833128,0.41180701130886566,0.176488719132371
1141431,14,625175,0.30901787995964614,0.13243623426841977
1141431,15,172000,0.08501791554854103,0.0364362495208033
1141431,16,607500,0.3002813005566202,0.12869198595283723
1141431,19,172000,0.08501791554854103,0.0364362495208033
1141431,21,501675,0.24797303943496699,0.106274159757843
1141434,10,6700,0.003954668870263251,0.0016948580872556789
1141434,11,5300,0.0031283201511037658,0.0013407086361873282
1141434,18,800,4.7219926809113444e-4,2.0237111489620048e-4
1141439,4,500,8.200734562756843e-4,3.51460052689579e-4
1141439,5,4285,0.007028029520282615,0.003012012651549692
1141439,6,14785,0.024249572102071987,0.010392673758030851
1141439,7,1000,0.0016401469125513685,7.02920105379158e-4
1141439,8,3001,0.0049220808845666575,0.002109463236242853
1141439,9,20051,0.032886585743567495,0.014094251032957498
1141439,10,13835,0.022691432535148184,0.009724899657920649
1141439,11,12786,0.0209709184238818,0.008987536467377915
1141439,12,15123.08,0.024804072970267352,0.010630316987257438
1141439,14,500,8.200734562756843e-4,3.51460052689579e-4
1141439,16,4785,0.007848102976558299,0.003363472704239271
1141439,18,12335,0.020231212166321132,0.008670519499851913
1141439,19,4785,0.007848102976558299,0.003363472704239271
1141439,21,10838.08,0.01777604344998474,0.007618304335707746
1141450,1,100000,0.052146894422469336,0.022348669038201145
1141450,2,100000,0.052146894422469336,0.022348669038201145
1141450,3,10000,0.005214689442246934,0.0022348669038201145
1141450,5,105000,0.05475423914359281,0.0234661024901112
1141450,6,541500,0.28237543329767145,0.1210180428418592
1141450,7,593497,0.3094902539905228,0.13263868028165263
1141450,8,388000,0.20232995035918103,0.08671283586822044
1141450,10,439400,0.22913345409233027,0.09820005175385584
1141450,11,329500,0.17182401712203646,0.07363886448087277
1141450,12,303500,0.15826582457219443,0.06782821053094047
1141450,13,100000,0.052146894422469336,0.022348669038201145
1141450,14,285000,0.1486186491040376,0.06369370675887326
1141450,16,448500,0.23387882148477498,0.10023378063633213
1141450,18,448500,0.23387882148477498,0.10023378063633213
1141450,19,306500,0.15983023140486852,0.0684986706020865
1141450,21,303500,0.15826582457219443,0.06782821053094047
1141458,4,30000,0.013258474513068712,0.005682203362743734
1141458,5,30000,0.013258474513068712,0.005682203362743734
1141458,9,62000,0.027400847327008673,0.011743220283003716
1141458,10,62000,0.027400847327008673,0.011743220283003716
1141458,14,42000,0.0185618643182962,0.007955084707841228
1141458,21,72000,0.03182033883136491,0.013637288070584962
1141459,4,70000,0.028412896207690153,0.012176955517581495
1141459,6,200000,0.08117970345054329,0.034791301478804264
1141459,10,150000,0.060884777587907474,0.026093476109103203
1141459,14,150000,0.060884777587907474,0.026093476109103203
1141459,19,50000,0.020294925862635822,0.008697825369701066
1141459,21,220000,0.08929767379559762,0.0382704316266847
1141464,6,1300,0.001264067773791027,5.417433316247259e-4
1141464,10,1300,0.001264067773791027,5.417433316247259e-4
1141464,12,1300,0.001264067773791027,5.417433316247259e-4
1141464,14,1300,0.001264067773791027,5.417433316247259e-4
1141464,19,1300,0.001264067773791027,5.417433316247259e-4
1141470,9,4500,0.0038030435842316686,0.001629875821813572
1141470,10,11500,0.009718889159703153,0.004165238211301351
1141470,18,16000,0.01352193274393482,0.005795114033114924
1141488,2,48800,0.027354282782700964,0.011723264049728984
1141488,4,69500,0.03895743142208436,0.016696042038036155
1141488,5,6500,0.00364350078048271,0.00156150033449259
1141488,6,202999.99,0.11378932646199728,0.04876685419799883
1141488,7,406800,0.22802709500005638,0.09772589785716702
1141488,8,303500,0.17012345951946192,0.07291005407976939
1141488,9,751649.99,0.42132881926381865,0.180569493970208
1141488,10,151299.99,0.08480948179261942,0.03634692076826546
1141488,11,268000,0.1502243398722102,0.06438185994523295
1141488,12,145150,0.08136217512108698,0.034869503623322994
1141488,13,2500,0.0014013464540318116,6.005770517279193e-4
1141488,14,50000,0.028026929080636233,0.012011541034558386
1141488,16,137999.99,0.07735431865717018,0.033151850853072935
1141488,18,155499.99,0.08716374383539287,0.03735589021516837
1141488,19,27500,0.015414810994349928,0.006606347569007112
1141488,21,21500,0.01205157950467358,0.005164962644860106
1141508,4,1200,0.002031446796408402,8.706200556036008e-4
1141508,5,1200,0.002031446796408402,8.706200556036008e-4
1141508,6,4163,0.007047427511206815,0.0030203260762314923
1141508,7,1200,0.002031446796408402,8.706200556036008e-4
1141508,8,1000,0.0016928723303403352,7.255167130030009e-4
1141508,9,13786,0.02333793794607186,0.010001973405459368
1141508,10,15540,0.026307236013488805,0.011274529720066631
1141508,11,3540,0.005992768049404786,0.0025683291640306227
1141508,12,10000,0.01692872330340335,0.0072551671300300075
1141508,14,11200,0.01896017009981175,0.008125787185633606
1141508,16,11623,0.019676255095545714,0.008432680755233877
1141508,18,2514,0.0042558810384756025,0.001823949016489544
1141508,21,2300,0.003893606359782771,0.001668688439906902
1141516,2,117000,0.05714401007035703,0.024490290030153013
1141516,4,600,2.930462054890104e-4,1.255912309238616e-4
1141516,6,292000,0.14261582000465173,0.06112106571627931
1141516,7,136000,0.06642380657750901,0.02846734567607529
1141516,8,5000,0.00244205171240842,0.00104659359103218
1141516,9,750000,0.366307756861263,0.156989038654827
1141516,10,426800,0.20845353417118273,0.08933722893050688
1141516,11,2000,9.76820684963368e-4,4.1863743641287196e-4
1141516,15,289000,0.14115058897720667,0.06049310956166
1141516,16,350,1.7094361986858938e-4,7.326155137225259e-5
1141516,18,118650,0.0579498871354518,0.02483566591519363
1141516,21,117000,0.05714401007035703,0.024490290030153013
1141518,2,42000,0.04168361014442904,0.017864404347612446
1141518,6,42000,0.04168361014442904,0.017864404347612446
1141518,8,42000,0.04168361014442904,0.017864404347612446
1141518,9,42000,0.04168361014442904,0.017864404347612446
1141518,10,42000,0.04168361014442904,0.017864404347612446
1141518,11,42000,0.04168361014442904,0.017864404347612446
1141518,13,42000,0.04168361014442904,0.017864404347612446
1141518,14,42000,0.04168361014442904,0.017864404347612446
1141518,18,42000,0.04168361014442904,0.017864404347612446
1141518,21,42000,0.04168361014442904,0.017864404347612446
1141523,1,5000,0.0046663061914025096,0.0019998455106010754
1141523,2,6000,0.005599567429683012,0.002399814612721291
1141523,3,11000,0.010265873621085522,0.004399660123322367
1141523,4,63980,0.05971005402518651,0.025590023153651362
1141523,5,16000,0.01493217981248803,0.006399505633923441
1141523,7,109000,0.10172547497257471,0.043596632131103444
1141523,8,123000,0.11479113230850174,0.04919619956078646
1141523,9,140980.01,0.13157117870539756,0.05638764801659895
1141523,10,144980,0.13530421432590717,0.05798752042538879
1141523,11,113000,0.10545851992569671,0.045196508539584304
1141523,12,89000,0.08306025020696467,0.03559725008869914
1141523,13,55000,0.051329368105427604,0.021998300616611833
1141523,14,95980,0.08957441365016258,0.03838903442149825
1141523,16,41000,0.03826371076950058,0.016398733186928822
1141523,19,15000,0.01399891857420753,0.005999536531803227
1141523,21,89980,0.08397484622047956,0.03598921980877695
1141531,2,27000,0.01519846501807866,0.006513627864890854
1141531,3,66000,0.03715180337752561,0.015922201447510977
1141531,4,31800,0.017900414354625978,0.007671606151982562
1141531,5,97800,0.05505221773215159,0.02359380759949354
1141531,6,141800,0.079820086650502,0.03420860856450086
1141531,8,172000,0.09681985122627887,0.04149422195411951
1141531,13,60000,0.03377436670684147,0.014474728588646343
1141531,14,83500,0.047002660333687704,0.020143997285866157
1141531,15,35000,0.019701713912324188,0.008443591676710367
1141531,19,24500,0.013791199738626931,0.005910514173697257
1141531,21,96300,0.05420785856448055,0.02323193938477738
1141553,2,380000,0.17135904861456208,0.07343959226338374
1141553,3,325000,0.1465570810519281,0.06281017759368347
1141553,4,30000,0.013528345943254902,0.005797862547109243
1141553,5,355000,0.160085426995183,0.0686080401407927
1141553,6,536936,0.24212853191291714,0.10376937081982163
1141553,7,238000,0.10732487781648889,0.04599637620706666
1141553,8,474935,0.21416949935199223,0.09178692829371095
1141553,9,576135,0.2598051196672388,0.11134505128595948
1141553,11,421435,0.19004394908652097,0.08144740675136612
1141553,12,142635,0.06432052078720543,0.0275659374802309
1141553,15,5000,0.002254724323875817,9.663104245182073e-4
1141553,16,166135,0.07491772510942177,0.032107596475466474
1141553,18,426500,0.19232798482660718,0.08242627921140308
1141553,19,105500,0.04757468323377974,0.020389149957334176
1141553,21,442000,0.1993176302306222,0.08542184152740952
1141555,2,20000,0.016086345065775054,0.006894147885332166
1141555,7,20000,0.016086345065775054,0.006894147885332166
1141555,8,20000,0.016086345065775054,0.006894147885332166
1141555,10,20000,0.016086345065775054,0.006894147885332166
1141555,13,20000,0.016086345065775054,0.006894147885332166
1141555,14,20000,0.016086345065775054,0.006894147885332166
1141555,21,20000,0.016086345065775054,0.006894147885332166
1143084,4,100000,0.05134205460962726,0.022003737689840257
1143084,7,100000,0.05134205460962726,0.022003737689840257
1143084,9,123858.14,0.06359131387726859,0.02725342023311511
1143084,12,5600,0.0028751550581391267,0.0012322093106310543
1143084,18,5000,0.0025671027304813633,0.0011001868844920128
1143084,19,10000,0.0051342054609627265,0.0022003737689840256
1143084,21,100000,0.05134205460962726,0.022003737689840257
1143632,2,2000,0.001863898156604723,7.988134956877384e-4
1143632,3,25000,0.023298726957559038,0.00998516869609673
1143632,4,14000,0.013047287096233063,0.00559169446981417
1143632,5,14000,0.013047287096233063,0.00559169446981417
1143632,6,50000,0.046597453915118076,0.01997033739219346
1143632,9,110000,0.10251439861325977,0.043934742262825614
1143632,10,12800,0.011928948202270228,0.005112406372401526
1143632,12,2000,0.001863898156604723,7.988134956877384e-4
1143632,14,10000,0.009319490783023616,0.003994067478438693
1143632,16,24000,0.02236677787925668,0.009585761948252863
1143632,18,42720,0.03981286462507688,0.01706265626789009
1143632,19,10000,0.009319490783023616,0.003994067478438693
1143632,21,10000,0.009319490783023616,0.003994067478438693
1146307,1,1000,4.095313658455452e-4,1.7551344250523365e-4
1146307,2,643401.64,0.26349315241646376,0.11292563674991304
1146307,6,385500,0.15787434153345767,0.06766043208576757
1146307,7,516401.64,0.21148266895407952,0.09063542955174837
1146307,8,280000,0.11466878243675266,0.04914376390146542
1146307,9,321500,0.13166433411934278,0.05642757176543262
1146307,11,237000,0.09705893370539422,0.04159668587374038
1146307,12,220000,0.09009690048601994,0.0386129573511514
1146307,13,79000,0.03235297790179807,0.013865561957913459
1146307,14,400500,0.16401731202114084,0.07029313372334607
1146307,15,3150,0.0012900238024134674,5.52867343891486e-4
1146307,16,25000,0.01023828414613863,0.0043878360626308415
1146307,19,185000,0.07576330268142586,0.03246998686346823
1146307,21,456500,0.18695106850849139,0.08012188650363916
1150418,8,10000,0.0060267423069433,0.002582889560118557
1150418,11,10000,0.0060267423069433,0.002582889560118557
1151208,2,20000,0.01127056722138783,0.004830243094880498
1151208,4,1500,8.452925416040873e-4,3.6226823211603745e-4
1151208,8,21500,0.012115859762991918,0.005192511326996536
1151208,10,26500,0.014933501568338876,0.006400072100716661
1151208,12,20000,0.01127056722138783,0.004830243094880498
