id_parlamentar_voz,id_atividade_economica,total_por_atividade,proporcao_doacao,indice_ligacao_atividade_economica
1150418,16,0,0,0.5714285714285714
1151208,3,1500,8.452925416040873e-4,0.5717908396606874
1151208,6,6500,0.003662934346951045,0.5729984004344075
1151208,7,26500,0.014933501568338876,0.5778286435292881
1151208,9,5500,0.003099405985881653,0.5727568882796635
1151208,11,1500,8.452925416040873e-4,0.5717908396606874
1151208,18,22503.14,0.012681157603115067,0.5768633532584779
1154178,18,0,0,0.5714285714285714
1156190,5,125248,0.1518883620538904,0.6365235837373816
1156190,16,187971.5,0.22795320682017164,0.6691228029229307
1159237,2,5000,0.005156127541970878,0.5736383403751304
1159237,10,14750,0.01521057624881409,0.5779473898209203
1159237,14,7300,0.007527946211277482,0.5746548340905475
1160510,6,2566,0.0011250946728144015,0.5719107548597776
1160510,11,1500,6.576936902656283e-4,0.571710440152971
1160510,16,1500,6.576936902656283e-4,0.571710440152971
1160510,18,2601,0.0011404408589205995,0.5719173317966803
1160511,9,114000,0.07891425012138777,0.6052489643377376
1160511,18,105500,0.07303029287549483,0.6027272683752122
1160512,10,291789.99,0.1509571560409601,0.6361244954461257
1160512,16,267440,0.13835972170119465,0.6307255950147976
1160512,18,287440,0.1487066946073564,0.6351600119745813
1160518,9,80741.36,0.045223467631495394,0.5908100575563552
1160518,11,78441.36,0.043935231025715664,0.5902579561538781
1160527,2,280000,0.1727820166897308,0.6454780071527418
1160527,10,70000,0.0431955041724327,0.5899409303596139
1160532,5,141362.5,0.15235033525533923,0.6367215722522882
1160532,9,80500,0.08675711018165926,0.6086101900778539
1160532,10,141362.5,0.15235033525533923,0.6367215722522882
1160532,12,141362.5,0.15235033525533923,0.6367215722522882
1160534,5,2150,9.296412881801515e-4,0.5718269891235057
1160534,10,0,0,0.5714285714285714
1160534,16,0,0,0.5714285714285714
1160538,18,82795.1,0.07309663160851859,0.6027556992607936
1160541,2,10400,0.005970858216023767,0.5739875106640102
1160541,5,19152,0.010995565053200691,0.5761409564513718
1160541,7,10400,0.005970858216023767,0.5739875106640102
1160541,9,10400,0.005970858216023767,0.5739875106640102
1160545,8,520000,0.32555472490406623,0.7109520249588855
1160545,10,520000,0.32555472490406623,0.7109520249588855
1160545,11,522273.7,0.32697821293870927,0.7115620912594468
1160552,9,0,0,0.5714285714285714
1160552,10,0,0,0.5714285714285714
1160553,18,202720.8,0.1980815711386753,0.6563206733451465
1160558,9,0,0,0.5714285714285714
1160558,18,0,0,0.5714285714285714
1160559,6,369541.85,0.18477921049979878,0.6506196616427709
1160559,10,472531.85,0.2362765196391406,0.6726899369882032
1160559,11,250541.85,0.12527654240016123,0.6251185181714977
1160559,14,438031.85,0.21902574611445574,0.6652967483347668
1160569,9,25700,0.027090381883521097,0.5830387350929377
1160587,9,63235,0.09182138428342002,0.6107805932643229
1160588,10,459199.99,0.2938389182693686,0.6973595364011579
1160589,7,103000,0.04107879143914318,0.5890337677596328
1160589,8,72000,0.028715271685614645,0.583735116436692
1160591,4,0,0,0.5714285714285714
1160591,5,0,0,0.5714285714285714
1160591,6,0,0,0.5714285714285714
1160591,10,0,0,0.5714285714285714
1160591,11,0,0,0.5714285714285714
1160591,14,0,0,0.5714285714285714
1160591,16,0,0,0.5714285714285714
1160591,21,0,0,0.5714285714285714
1160598,18,93000,0.05643747744890392,0.595616061763816
1160598,19,120000,0.0728225515469728,0.6026382363772741
1160599,8,3369,0.0014227427862633234,0.57203831833697
1160599,9,9254,0.003908002892276876,0.5731034298109758
1160600,2,305000,0.21016365202411713,0.6614987080103358
1160600,5,170000,0.11714039621016366,0.6216315983757844
1160600,6,320000,0.22049956933677864,0.6659283868586193
1160600,7,392000,0.27011197243755386,0.6871908453303802
1160600,8,408000,0.2811369509043928,0.6919158361018827
1160600,10,190000,0.13092161929371232,0.6275378368401625
1160600,11,240000,0.165374677002584,0.6423034330011074
1160601,4,0,0,0.5714285714285714
1160601,5,0,0,0.5714285714285714
1160601,6,0,0,0.5714285714285714
1160601,7,0,0,0.5714285714285714
1160601,10,0,0,0.5714285714285714
1160601,12,0,0,0.5714285714285714
1160601,14,0,0,0.5714285714285714
1160601,16,0,0,0.5714285714285714
1160601,18,0,0,0.5714285714285714
1160601,19,0,0,0.5714285714285714
1160604,9,195233,0.16248752586377482,0.6410660825130464
1160604,12,194893,0.16220455239723136,0.640944808170242
1160619,8,153000,0.1229737927656736,0.624131625471003
1160619,10,155857.53,0.12527053330189383,0.6251159428436688
1160619,11,200857.53,0.16143929588003314,0.6406168410914427
1160619,16,143042.9,0.11497077085752269,0.6207017589389382
1160640,5,5000,0.004403103800706363,0.5733156159145885
1160640,6,20000,0.017612415202825454,0.5789767493726394
1160640,9,16000,0.014089932162260363,0.577467113783826
1160640,16,0,0,0.5714285714285714
1160642,9,18000,0.037894736842105266,0.5876691729323308
1160642,10,23500,0.049473684210526316,0.5926315789473684
1160642,16,18000,0.037894736842105266,0.5876691729323308
1160642,18,18000,0.037894736842105266,0.5876691729323308
1160651,14,2000,0.001461117294478328,0.5720547645547764
1160653,10,183138,0.14710612094738854,0.6344740518345952
1160655,6,306450,0.13390124297231484,0.6288148184167063
1160655,7,304950,0.133245828175583,0.6285339263609642
1160655,8,294950,0.12887639619737074,0.626661312656016
1160655,9,316450,0.1382706749505271,0.6306874321216546
1160655,10,306450,0.13390124297231484,0.6288148184167063
1160655,11,304950,0.133245828175583,0.6285339263609642
1160655,16,284950,0.12450696421915847,0.6247886989510679
1160655,18,284950,0.12450696421915847,0.6247886989510679
1160655,21,294950,0.12887639619737074,0.626661312656016
1160665,6,173746.16,0.15637468822585615,0.6384462949539383
1160666,2,399000,0.31910933976013683,0.7081897170400586
1160666,7,420000,0.33590456816856507,0.7153876720722422
1160666,8,439000,0.3511002510142859,0.7219001075775511
1160666,10,430000,0.3439022959821023,0.7188152697066152
1160666,11,439000,0.3511002510142859,0.7219001075775511
1160666,16,359000,0.28711842850598773,0.694479326502566
1160669,7,0,0,0.5714285714285714
1160669,10,0,0,0.5714285714285714
1160669,16,0,0,0.5714285714285714
1160673,21,9108.5,0.003935480381819325,0.5731152058779225
1160674,2,98000,0.09744377533935888,0.6131901894311538
1160674,10,90000,0.0894891814341051,0.6097810777574736
1161550,5,530872.61,0.3906569852421545,0.7388529936752091
1162332,2,355000,0.14602293177027095,0.6340098279015447
1162332,8,230000,0.09460640649904879,0.611974174213878
1162332,10,355000,0.14602293177027095,0.6340098279015447
1164360,2,10519.61,0.008451471666258486,0.5750506307141109
1164360,10,16001.689999999999,0.012855783593427107,0.5769381929686117
1164360,18,8971.16,0.007207444435057143,0.5745174761864531
1166402,2,248893.48,0.10497124269317328,0.6164162468685028
1166402,3,245293.48,0.10345293665439949,0.6157655442804569
1166402,4,249773.48,0.10534238416931799,0.6165753075011363
1166402,5,244793.48,0.10324206081568091,0.6156751689210062
1166402,6,264873.48,0.11171083449861915,0.619304643356551
1166402,10,263568.48,0.11116044855956365,0.6190687636683844
1166402,11,253093.48,0.10674259973840937,0.6171753998878897
1166402,14,245293.48,0.10345293665439949,0.6157655442804569
1166402,15,240293.48,0.10134417826721367,0.6148617906859487
1166402,16,253693.48,0.10699565074487168,0.6172838503192307
1166402,18,250403.48,0.1056080877261034,0.6166891804540443
1166402,19,241493.48,0.10185028028013826,0.6150786915486306
1177282,1,40000,0.07393093420181973,0.6031132575150656
1177282,18,40000,0.07393093420181973,0.6031132575150656
1178833,19,1500,0.0013973624299715313,0.5720274410414163
1178835,6,1052750,0.6586474450266346,0.8537060478685577
1178835,7,1052750,0.6586474450266346,0.8537060478685577
1178835,9,1065410,0.6665681067735234,0.8571006171886529
1178835,16,1053250,0.6589602673705086,0.8538401145873609
1178839,2,3300,0.0013697492943715757,0.572015606840445
1178839,6,1200,4.980906524987548e-4,0.5716420388510709
1178839,10,6200,0.0025734683712435665,0.5725314864448187
1178839,19,0,0,0.5714285714285714
1178843,9,4000,0.0037257062760844848,0.5730253026897506
1178854,10,145000,0.10782673359360476,0.6176400286829734
1178861,2,326100,0.19864950016593722,0.6565640714996874
1178863,9,139725.9,0.5877605258829601,0.8233259396641258
1178863,16,139725.9,0.5877605258829601,0.8233259396641258
1178873,18,2552.39,0.0027772054172865955,0.5726188023216942
1178876,19,35000,0.027643945975831294,0.5832759768467849
1178879,6,752400,0.4225089379255697,0.7525038305395298
1178879,7,1019490.73,0.5724932822398509,0.8167828352456503
1178879,9,891100,0.5003956865835661,0.7858838656786712
1178884,4,4220,0.0027858024364628108,0.572622486758484
1178884,12,4220,0.0027858024364628108,0.572622486758484
1178884,19,4220,0.0027858024364628108,0.572622486758484
1178886,9,116894.65,0.1299542460074205,0.6271232482888945
1178886,19,54099.85,0.060143943421401655,0.5972045471806007
1178895,2,919140,0.4566415917204164,0.7671321107373213
1178895,5,919140,0.4566415917204164,0.7671321107373213
1178895,6,919140,0.4566415917204164,0.7671321107373213
1178895,7,919140,0.4566415917204164,0.7671321107373213
1178895,9,919140,0.4566415917204164,0.7671321107373213
1178895,10,919140,0.4566415917204164,0.7671321107373213
1178895,12,919140,0.4566415917204164,0.7671321107373213
1178895,14,914040,0.4541078404771084,0.7660462173473321
1178895,16,914040,0.4541078404771084,0.7660462173473321
1178895,21,919140,0.4566415917204164,0.7671321107373213
1178896,2,304500,0.14647322842903077,0.6342028121838703
1178896,4,170000,0.08177487301456561,0.6064749455776709
1178896,6,464000,0.22319730046328495,0.6670845573414078
1178896,7,450333,0.21662308170157868,0.6642670350149623
1178896,8,422333,0.20315427908741493,0.6584946910374636
1178896,9,474000,0.2280075871112006,0.6691461087619431
1178896,10,297333,0.14302569598846962,0.6327252982807726
1178896,12,384000,0.18471500727995996,0.6505921459771258
1178896,13,170000,0.08177487301456561,0.6064749455776709
1178896,14,237000,0.1140037935556003,0.6202873400952572
1178896,15,175000,0.08418001633852343,0.6075057212879386
1178896,16,409640,0.19704858224521563,0.6558779638193781
1178896,21,474000,0.2280075871112006,0.6691461087619431
1178909,10,0,0,0.5714285714285714
1178910,18,157456.35,0.5525821513863128,0.808249493451277
1178912,8,50000,0.03941339778842754,0.5883200276236119
1178912,9,26010.15,0.020502967769733375,0.5802155576156
1178912,18,50000,0.03941339778842754,0.5883200276236119
1178916,4,38865.32,0.02679142085174592,0.5829106089364625
1178916,10,146865.32,0.10124014408337143,0.6148172046071592
1178920,7,6400,0.006350655407483851,0.5741502808889216
1178920,8,6400,0.006350655407483851,0.5741502808889216
1178920,11,6400,0.006350655407483851,0.5741502808889216
1178921,19,65000,0.0418344571656092,0.5893576244995468
1178921,21,66000,0.04247806419892627,0.5896334560852541
1178930,6,393689.91000000003,0.22520084202676435,0.6679432180114704
1178930,10,451189.91000000003,0.25809233375064156,0.6820395716074178
1178930,12,240689.91,0.13768087274409987,0.6304346597474714
1178933,6,311351.97,0.1664143671212402,0.6427490144805316
1178933,7,311351.97,0.1664143671212402,0.6427490144805316
1178933,8,261351.97,0.13968989078000488,0.6312956674771449
1178933,9,295351.97,0.1578625346920449,0.6390839434394479
1178934,6,1491773.39,0.763933324934594,0.8988285678291117
1178934,7,1491773.39,0.763933324934594,0.8988285678291117
1178934,8,1491773.39,0.763933324934594,0.8988285678291117
1178934,10,1483973.39,0.7599389649504078,0.8971166992644605
1178934,11,1491773.39,0.763933324934594,0.8988285678291117
1178934,15,1473773.39,0.7547155711249335,0.8948781019106857
1178934,18,1485173.39,0.7605534818710518,0.8973800636590222
1178937,10,1944.71,0.0014208950400306825,0.5720375264457275
1178945,6,0,0,0.5714285714285714
1178945,9,11080,0.007670090469063206,0.5747157530581699
1178945,16,0,0,0.5714285714285714
1178945,18,0,0,0.5714285714285714
1178948,2,0,0,0.5714285714285714
1178948,10,26400,0.01977104530415207,0.5799018765589222
1178948,14,500,3.744516156089407e-4,0.5715890506924038
1178952,8,3820,0.0023707155855428874,0.5724445923938041
1178952,11,13180,0.008179589376297187,0.5749341097326989
1178954,2,235000,0.12606697589733534,0.6254572753845723
1178954,3,135000,0.07242145423889478,0.6024663375309549
1178954,5,135000,0.07242145423889478,0.6024663375309549
1178954,6,235000,0.12606697589733534,0.6254572753845723
1178954,9,235000,0.12606697589733534,0.6254572753845723
1178954,10,335000,0.17971249755577592,0.6484482132381897
1178954,11,235000,0.12606697589733534,0.6254572753845723
1178954,13,135000,0.07242145423889478,0.6024663375309549
1178954,14,335000,0.17971249755577592,0.6484482132381897
1178954,18,235000,0.12606697589733534,0.6254572753845723
1178956,18,37785,0.015760831326310933,0.5781832134255618
1178959,10,29065.670000000002,0.01390624358289377,0.5773883901069545
1178959,19,42094.1,0.02013959451141806,0.5800598262191791
1178961,10,0,0,0.5714285714285714
1178969,19,0,0,0.5714285714285714
1178972,8,104000,0.0758679340901116,0.6039434003243336
1178972,9,104000,0.0758679340901116,0.6039434003243336
1178972,11,104000,0.0758679340901116,0.6039434003243336
1178972,19,104000,0.0758679340901116,0.6039434003243336
1178975,2,0,0,0.5714285714285714
1178975,7,0,0,0.5714285714285714
1178975,8,0,0,0.5714285714285714
1178975,10,0,0,0.5714285714285714
1178977,7,55000,0.06530127634312853,0.5994148327184837
1178977,8,46000,0.05461561294152568,0.5948352626892254
1178981,4,2000,0.00132501518831785,0.5719964350807076
1178981,7,2000,0.00132501518831785,0.5719964350807076
1178981,8,2000,0.00132501518831785,0.5719964350807076
1178983,7,13.2,1.3766229811354678e-5,0.5714344712413478
1178983,8,13.2,1.3766229811354678e-5,0.5714344712413478
1178983,10,13.2,1.3766229811354678e-5,0.5714344712413478
1178983,15,13.2,1.3766229811354678e-5,0.5714344712413478
1178983,18,13.2,1.3766229811354678e-5,0.5714344712413478
1178984,6,53600,0.050169114844591814,0.5929296206476822
1178984,7,53600,0.050169114844591814,0.5929296206476822
1178984,8,53600,0.050169114844591814,0.5929296206476822
1178984,9,53600,0.050169114844591814,0.5929296206476822
1178984,10,53600,0.050169114844591814,0.5929296206476822
1178984,11,53600,0.050169114844591814,0.5929296206476822
1178984,14,53600,0.050169114844591814,0.5929296206476822
1178984,16,53600,0.050169114844591814,0.5929296206476822
1178984,18,53600,0.050169114844591814,0.5929296206476822
1178984,21,53600,0.050169114844591814,0.5929296206476822
1178986,5,321120.69,0.246096627113187,0.6768985544770801
1178986,6,321120.69,0.246096627113187,0.6768985544770801
1178986,12,292120.69,0.22387195455695144,0.667373694810122
1178989,5,0,0,0.5714285714285714
1178989,7,0,0,0.5714285714285714
1178989,9,0,0,0.5714285714285714
1178989,10,0,0,0.5714285714285714
1178989,16,0,0,0.5714285714285714
1178993,4,26976.15,0.026218739131167953,0.5826651739133577
1178993,5,26976.15,0.026218739131167953,0.5826651739133577
1178993,6,46976.15,0.045657198015158405,0.5909959420064964
1178993,8,46976.15,0.045657198015158405,0.5909959420064964
1178993,11,46976.15,0.045657198015158405,0.5909959420064964
1178993,14,24976.15,0.024274893242768908,0.5818320971040437
1178994,10,2800,0.001134154244977317,0.5719146375335616
1178996,6,255000,0.13697132981118632,0.6301305699190799
1178996,7,270000,0.14502846685890317,0.6335836286538157
1178996,8,260000,0.13965704216042527,0.6312815894973252
1178996,9,303000,0.1627541683638802,0.6411803578702343
1178996,10,270000,0.14502846685890317,0.6335836286538157
1178996,14,275000,0.14771417920814212,0.6347346482320609
1179001,9,41300,0.02554936596217084,0.5823782996980732
1179001,12,15300,0.009465019351603241,0.5754850082935442
1179001,16,18300,0.011320905498976427,0.5762803880709899
1179587,12,87122.29,0.6553588886994107,0.8522966665854617
1194260,2,0,0,0.5714285714285714
1194260,7,0,0,0.5714285714285714
1194260,10,0,0,0.5714285714285714
1195866,10,0,0,0.5714285714285714
1196358,18,201791.49,1,1
1198197,4,116500,0.10552088628341968,0.6166518084071798
1198197,6,201500,0.18251037412969157,0.6496473031984392
1198197,8,251000,0.22734542881663813,0.6688623266357021
1198197,9,336500,0.3047877960031822,0.7020519125727923
1198197,11,253800,0.22988155312216238,0.6699492370523553
1198783,2,32500,0.01916363979432992,0.5796415599118557
1198783,3,23000,0.013561960469833483,0.5772408402013572
1198783,10,84000,0.04953063823765272,0.5926559878161369
1204351,4,19300,0.8915373244641537,0.9535159961989229
1204351,5,19300,0.8915373244641537,0.9535159961989229
1204351,9,19300,0.8915373244641537,0.9535159961989229
1204351,10,19300,0.8915373244641537,0.9535159961989229
1204353,18,4000,0.0019111540598392466,0.5722476374542168
1204354,9,0,0,0.5714285714285714
1204354,11,0,0,0.5714285714285714
1204354,12,0,0,0.5714285714285714
1204354,16,0,0,0.5714285714285714
1204354,18,1500,6.239600665557404e-4,0.5716959828856668
1204356,16,1908,0.0013145493328042066,0.571991949714059
1204358,2,68000,0.08157983672755441,0.6063913585975234
1204358,5,22000,0.02639347658832643,0.582740061394997
1204358,6,28000,0.03359169747605182,0.5858250132040222
1204358,7,48000,0.05758576710180312,0.5961081859007729
1204358,9,48000,0.05758576710180312,0.5961081859007729
1204358,10,68000,0.08157983672755441,0.6063913585975234
1204358,11,29850,0.03581114891643381,0.5867762066784715
1204358,12,28000,0.03359169747605182,0.5858250132040222
1204358,18,28000,0.03359169747605182,0.5858250132040222
1204359,2,207273,0.2126267371189885,0.662554315908138
1204359,6,208689,0.2140793115486561,0.6631768478065669
1204359,7,206773,0.21211382241924712,0.6623344953225345
1204359,8,211773,0.21724296941666088,0.6645327011785689
1204359,9,217627,0.22324817472123293,0.6671063605948141
1204359,10,218797,0.22444839511862774,0.6676207407651261
1204361,7,555000,0.5544455544455544,0.8090480947623805
1204361,8,555000,0.5544455544455544,0.8090480947623805
1204361,14,475000,0.4745254745254745,0.7747966319394891
1204362,2,40533.240000000005,0.05420068971249642,0.5946574384482127
1204362,7,43533.240000000005,0.05821226315536675,0.5963766842094429
1204362,8,43533.240000000005,0.05821226315536675,0.5963766842094429
1204363,10,236684.49,0.44908251666396004,0.7638925071416971
1204363,14,236684.49,0.44908251666396004,0.7638925071416971
1204363,21,235684.49,0.4471851277954966,0.7630793404837843
1204365,8,150220,0.8130584702809863,0.919882201548994
1204365,9,142220,0.7697588579640652,0.9013252248417423
1204365,11,144020,0.7795012707353725,0.9055005446008738
1204366,6,7807.75,0.009565289256846335,0.575527981110077
1204366,8,252807.75,0.3097152515286086,0.7041636792265465
1204366,9,252807.75,0.3097152515286086,0.7041636792265465
1204366,16,7807.75,0.009565289256846335,0.575527981110077
1204366,18,256694.75,0.3144772225626916,0.7062045239554393
1204367,5,42000,0.1275820170109356,0.6261065787189724
1204367,6,155700,0.4729647630619684,0.7741277555979865
1204367,9,180700,0.548906439854192,0.8066741885089395
1204367,18,30000,0.0911300121506683,0.610484290921715
1204369,9,38511.1,0.46602676037760277,0.7711543258761154
1204371,10,157737.42,0.17276913463427532,0.6454724862718323
1204372,10,586140,0.3721726058751345,0.7309311168036291
1204372,19,586140,0.3721726058751345,0.7309311168036291
1204373,9,5913.2,0.007355887756706263,0.5745810947528741
1204373,18,6813.2,0.008475467507270363,0.575060914645973
1204374,5,1950,0.0060801830216158604,0.5740343641521211
1204374,18,17283,0.053889129826967655,0.5945239127829861
1204377,5,2400000,0.96,0.9828571428571429
1204377,9,2400000,0.96,0.9828571428571429
1204377,12,2400000,0.96,0.9828571428571429
1204377,18,2400000,0.96,0.9828571428571429
1204378,18,5300,0.10536779324055666,0.6165861971030957
1204381,6,440468,0.829947354338839,0.9271202947166454
1204381,9,440468,0.829947354338839,0.9271202947166454
1204381,10,495000,0.9326987213548438,0.9711565948663617
1204381,12,475000,0.8950139245324259,0.9550059676567539
1204381,18,495518,0.9336747575925445,0.9715748961110905
1204381,19,435468,0.8205261551332346,0.9230826379142434
1204386,2,246013.59,0.25958473716777336,0.6826791730719028
1204386,9,214013.59,0.2258194822102373,0.6682083495186731
1204386,18,84000,0.0886337942635322,0.6094144832557996
1204388,16,207216.9,0.8735334624135127,0.9458000553200768
1204389,10,8016,0.012711269755312815,0.5768762584665625
1204389,21,6500,0.010307292092007647,0.575845982325146
1204390,2,1314000,0.5317814273110638,0.7993348974190273
1204390,4,1314000,0.5317814273110638,0.7993348974190273
1204390,5,1314000,0.5317814273110638,0.7993348974190273
1204390,6,1314000,0.5317814273110638,0.7993348974190273
1204390,7,1314000,0.5317814273110638,0.7993348974190273
1204390,9,1314000,0.5317814273110638,0.7993348974190273
1204390,10,1314000,0.5317814273110638,0.7993348974190273
1204390,12,1314000,0.5317814273110638,0.7993348974190273
1204390,14,1314000,0.5317814273110638,0.7993348974190273
1204390,18,1314000,0.5317814273110638,0.7993348974190273
1204390,19,1314000,0.5317814273110638,0.7993348974190273
1204391,6,2013334.71,0.8409263648525254,0.9318255849367966
1204391,8,2013334.71,0.8409263648525254,0.9318255849367966
1204391,11,2013334.71,0.8409263648525254,0.9318255849367966
1204392,4,260173.98,0.20672124494421854,0.6600233906903794
1204392,8,350173.98,0.278230748104295,0.6906703206161264
1204393,10,94998.95,0.17762990288491914,0.6475556726649653
1204393,16,94048.95,0.17585358422307423,0.6467943932384603
1204393,18,94048.95,0.17585358422307423,0.6467943932384603
1204394,6,42200,0.04553232903257828,0.5909424267282478
1204394,8,62175,0.06708465776304631,0.6001791390413055
1204394,9,62175,0.06708465776304631,0.6001791390413055
1204394,11,62175,0.06708465776304631,0.6001791390413055
1204394,16,40000,0.04315860571808367,0.5899251167363216
1204395,7,247289.73,0.23859537881667275,0.673683733778574
