id,resposta,id_parlamentar_voz,pergunta_id
8689,0,1146949,1
8695,0,1160541,1
8697,0,1178843,1
8703,0,1171617,1
8705,0,1194260,1
8710,0,174558,1
8718,0,1178842,1
8721,0,1204555,1
8724,0,174356,1
8725,0,1204569,1
8732,0,174090,1
8751,0,1200153,1
8753,0,1178848,1
8759,0,1204557,1
8781,0,174095,1
8815,0,1204572,1
8841,0,1204556,1
8844,0,1204551,1
8899,0,1204352,1
8902,0,1105112,1
8909,0,1204379,1
8924,0,1178851,1
8940,0,1178831,1
8948,0,1178852,1
8958,0,1204375,1
8961,0,1204353,1
8962,0,1160641,1
8972,0,1160591,1
8975,0,1178995,1
8977,0,1160645,1
8979,0,1205535,1
8996,0,1160553,1
9009,0,174571,1
9012,0,174553,1
9034,0,1204554,1
9043,0,1204567,1
9047,0,1197438,1
9056,0,1204558,1
9058,0,1139285,1
9065,0,174057,1
9068,0,169871,1
9072,0,1204560,1
9097,0,174574,1
9122,0,194931,1
9135,0,1205476,1
9158,0,174634,1
9159,0,1193982,1
9163,0,1178853,1
9165,0,1204564,1
9178,0,1178861,1
9183,0,1150418,1
9186,0,1160610,1
9214,0,1204565,1
9218,0,1178858,1
9220,0,1209189,1
9227,0,174537,1
9240,0,1204571,1
9241,0,1160530,1
9243,0,174535,1
9251,0,1178860,1
9264,0,1178862,1
9267,0,1204576,1
9276,0,192102,1
9286,0,1160619,1
9290,0,174141,1
9307,0,174140,1
9318,0,1178854,1
9323,0,199654,1
9326,0,1204559,1
9346,0,174554,1
9347,0,193083,1
9351,0,1141458,1
9353,0,174060,1
9362,0,1204573,1
9371,0,1178863,1
9376,0,1178856,1
9385,0,1204553,1
9386,0,1178857,1
9387,0,173808,1
9421,0,1160600,1
9422,0,1160666,1
9428,0,1160569,1
9442,0,1178997,1
9444,0,1204550,1
9471,0,1204541,1
9480,0,174216,1
9482,0,1204542,1
9486,0,1178866,1
9488,0,174305,1
9490,0,1178865,1
9497,0,1204533,1
9498,0,1141464,1
9500,0,1133439,1
9502,0,1204489,1
9504,0,1141470,1
9506,0,190201,1
9516,0,1204481,1
9529,0,174308,1
9530,0,1204487,1
9551,0,162881,1
9557,0,1178864,1
9560,0,1141440,1
9562,0,1204548,1
9568,0,1204488,1
9569,0,1178868,1
9574,0,1204549,1
9586,0,174299,1
9589,0,1204486,1
9597,0,1129618,1
9607,0,1160669,1
9617,0,1143632,1
9623,0,1178867,1
9638,0,174213,1
9639,0,1195866,1
9649,0,174212,1
9659,0,1122466,1
9687,0,1204377,1
9747,0,1204372,1
9756,0,173655,1
9759,0,1204381,1
9781,0,1204380,1
9791,0,1204011,1
9797,0,1160575,1
9819,0,1204374,1
9820,0,1141478,1
9824,0,1204383,1
9827,0,1204354,1
9851,0,1141562,1
9858,0,1178874,1
9859,0,1178872,1
9863,0,1160643,1
9864,0,174235,1
9902,0,1204355,1
9908,0,181297,1
9913,0,1160517,1
9923,0,1204356,1
9930,0,1178871,1
9936,0,166179,1
9946,0,1178873,1
9968,0,1206231,1
9969,0,1160534,1
9997,0,174372,1
10029,0,1178880,1
10031,0,1204386,1
10034,0,1178876,1
10035,0,1204389,1
10041,0,173666,1
10045,0,1179587,1
10063,0,1204413,1
10071,0,1121948,1
10089,0,1204412,1
10102,0,1204391,1
10115,0,1178877,1
10128,0,1160598,1
10140,0,174371,1
10154,0,1178879,1
10162,0,1178878,1
10168,0,1166402,1
10174,0,1204392,1
10175,0,174366,1
10188,0,1204390,1
10189,0,1204419,1
10194,0,173674,1
10201,0,1141408,1
10203,0,1178888,1
10223,0,1204575,1
10225,0,181366,1
10228,0,1178881,1
10229,0,1168175,1
10252,0,1178882,1
10259,0,1185500,1
10261,0,1178886,1
10263,0,1112437,1
10264,0,1204561,1
10272,0,174200,1
10276,0,1204552,1
10278,0,1204566,1
10285,0,1141474,1
10290,0,181055,1
10295,0,1141412,1
10299,0,1178885,1
10300,0,1178889,1
10322,0,1141558,1
10336,0,1122974,1
10344,0,1204562,1
10369,0,1178884,1
10383,0,1204563,1
10395,0,1204570,1
10398,0,1204574,1
10401,0,1171620,1
10410,0,1178895,1
10416,0,1160632,1
10435,0,1133374,1
10456,0,1178998,1
10459,0,1204518,1
10461,0,1160518,1
10474,0,1141531,1
10493,0,174749,1
10500,0,1198197,1
10505,0,1204494,1
10562,0,1141513,1
10568,0,1160556,1
10576,0,1171619,1
10600,0,173586,1
10605,0,1204490,1
10614,0,1204482,1
10616,0,1161550,1
10640,0,1204515,1
10666,0,174156,1
10668,0,1186775,1
10676,0,1178894,1
10700,0,1137853,1
10716,0,1204508,1
10738,0,174585,1
10739,0,1204492,1
10740,0,174646,1
10745,0,1178890,1
10752,0,1178898,1
10762,0,1178893,1
10763,0,1204517,1
10778,0,174751,1
10782,0,1160599,1
10796,0,1204491,1
10822,0,198057,1
10838,0,192776,1
10847,0,174655,1
10848,0,1177282,1
10855,0,1204483,1
10885,0,174161,1
10900,0,1159238,1
10915,0,1204524,1
10923,0,1178892,1
10929,0,1204547,1
10943,0,1141516,1
10952,0,174159,1
10960,0,1204520,1
10972,0,1160640,1
10976,0,1178891,1
10984,0,1178896,1
11011,0,1141441,1
11044,0,1141427,1
11050,0,174762,1
11054,0,1207309,1
11059,0,1160588,1
11060,0,1204523,1
11064,0,174158,1
11094,0,174651,1
11095,0,174765,1
11101,0,1204512,1
11102,0,1205298,1
11103,0,1179000,1
11114,0,1141482,1
11120,0,1141372,1
11121,0,1204539,1
11133,0,1204510,1
11137,0,1160609,1
11150,0,1146788,1
11152,0,1160758,1
11160,0,1204480,1
11175,0,1204545,1
11191,0,1160510,1
11201,0,1205303,1
11202,0,1204382,1
11213,0,1204358,1
11217,0,174376,1
11224,0,1178901,1
11227,0,1207176,1
11230,0,1181316,1
11262,0,1204351,1
11263,0,1141411,1
11270,0,1160587,1
11289,0,174374,1
11302,0,1204357,1
11318,0,1141552,1
11328,0,1148134,1
11336,0,1204474,1
11343,0,1204439,1
11359,0,1141401,1
11367,0,1198963,1
11400,0,1178904,1
11408,0,1204449,1
11424,0,1146307,1
11431,0,1204467,1
11435,0,1204472,1
11441,0,1198783,1
11449,0,1178908,1
11450,0,1204505,1
11452,0,174079,1
11453,0,174352,1
11458,0,1178907,1
11459,0,1141335,1
11469,0,1134812,1
11480,0,1204498,1
11484,0,1204496,1
11504,0,1204500,1
11507,0,174075,1
11510,0,174077,1
11515,0,167312,1
11517,0,1204497,1
11533,0,1204495,1
11546,0,1178909,1
11548,0,1204538,1
11561,0,1204499,1
11563,0,1160602,1
11564,0,1178906,1
11565,0,1178911,1
11579,0,1135054,1
11607,0,1160527,1
11614,0,1204420,1
11621,0,1141490,1
11627,0,174040,1
11628,0,1204394,1
11642,0,1160674,1
11646,0,1160635,1
11650,0,174044,1
11657,0,1204421,1
11659,0,1204393,1
11664,0,174043,1
11679,0,174467,1
11709,0,1195143,1
11711,0,1141422,1
11766,0,1178919,1
11775,0,1204426,1
11784,0,1178917,1
11785,0,172442,1
11792,0,1178915,1
11798,0,1204422,1
11799,0,192699,1
11819,0,1141523,1
11831,0,1204423,1
11834,0,174419,1
11849,0,1204427,1
11858,0,1204425,1
11859,0,174471,1
11863,0,1178923,1
11870,0,1204428,1
11874,0,174439,1
11877,0,174478,1
11883,0,1178916,1
11894,0,1160528,1
11918,0,1178914,1
11925,0,1178918,1
11943,0,174474,1
11948,0,1178921,1
11958,0,1141421,1
11979,0,173801,1
11991,0,1178922,1
11995,0,1160642,1
12013,0,1178920,1
12015,0,1204429,1
12026,0,1167614,1
12048,0,1141431,1
12065,0,174319,1
12075,0,174459,1
12081,0,1204430,1
12092,0,1187008,1
12104,0,167138,1
12111,0,1151965,1
12112,0,1159237,1
12115,0,1191923,1
12126,0,1188097,1
12130,0,1178925,1
12136,0,1204431,1
12138,0,1178924,1
12155,0,1204432,1
12173,0,174317,1
12183,0,1178926,1
12188,0,197707,1
12196,0,1204384,1
12203,0,173772,1
12206,0,1160578,1
12208,0,173460,1
12216,0,1205865,1
12230,0,173463,1
12246,0,174383,1
12265,0,1180545,1
12267,0,1204418,1
12282,0,1204411,1
12285,0,1204414,1
12289,0,1160592,1
12303,0,1204400,1
12313,0,1204387,1
12322,0,1204396,1
12339,0,1178933,1
12349,0,1162332,1
12353,0,174385,1
12354,0,1204399,1
12368,0,173778,1
12389,0,1178931,1
12391,0,1204395,1
12395,0,1178927,1
12399,0,1141454,1
12403,0,1107283,1
12406,0,174378,1
12408,0,1193726,1
12409,0,1178935,1
12432,0,1178832,1
12441,0,173788,1
12445,0,1178929,1
12467,0,1160663,1
12469,0,1132504,1
12479,0,1204398,1
12497,0,1160621,1
12528,0,1178930,1
12552,0,1204397,1
12563,0,1178928,1
12566,0,1178934,1
12594,0,1205548,1
12597,0,1178944,1
12602,0,1204478,1
12616,0,174856,1
12634,0,1204433,1
12660,0,1189593,1
12666,0,174848,1
12680,0,1191945,1
12689,0,1141430,1
12697,0,1204459,1
12706,0,1204456,1
12726,0,174172,1
12734,0,172912,1
12748,0,1122158,1
12764,0,1178936,1
12770,0,1193165,1
12789,0,1204451,1
12794,0,1178942,1
12815,0,1178946,1
12818,0,174254,1
12838,0,174688,1
12846,0,174693,1
12867,0,1204450,1
12875,0,1160512,1
12892,0,1141515,1
12898,0,1204477,1
12923,0,1133968,1
12928,0,1178937,1
12937,0,1178833,1
12944,0,1141439,1
12954,0,1178802,1
12968,0,1204460,1
12974,0,1196358,1
12977,0,1178941,1
12994,0,1196357,1
13040,0,173701,1
13059,0,1160631,1
13065,0,1141379,1
13077,0,1178945,1
13090,0,1160672,1
13091,0,1204454,1
13123,0,173568,1
13125,0,1160511,1
13133,0,1204443,1
13228,0,1204457,1
13235,0,1204448,1
13236,0,1115746,1
13253,0,173424,1
13278,0,1211649,1
13313,0,1160677,1
13317,0,1204463,1
13332,0,1204458,1
13348,0,1178947,1
13351,0,1204442,1
13361,0,1204444,1
13377,0,193472,1
13378,0,1193066,1
13383,0,1204440,1
13418,0,174253,1
13421,0,1141450,1
13454,0,1204455,1
13456,0,176874,1
13458,0,1178943,1
13461,0,1204461,1
13481,0,1204447,1
13482,0,1204464,1
13492,0,1152605,1
13505,0,1204476,1
13508,0,1205550,1
13527,0,1204462,1
13530,0,1204446,1
13569,0,1204441,1
13591,0,1178939,1
13608,0,1109429,1
13614,0,1204453,1
13617,0,1178948,1
13628,0,1178951,1
13629,0,1141428,1
13652,0,1141535,1
13658,0,1204473,1
13669,0,1178952,1
13698,0,1204445,1
13706,0,1141459,1
13717,0,1108338,1
13746,0,1141483,1
13757,0,1178955,1
13759,0,1204378,1
13774,0,1141508,1
13778,0,1178956,1
13782,0,1204359,1
13787,0,174177,1
13788,0,1204360,1
13794,0,174359,1
13798,0,1178954,1
13817,0,1178953,1
13833,0,1204468,1
13835,0,1160531,1
13874,0,1178961,1
13888,0,164960,1
13914,0,1204465,1
13919,0,1178958,1
13930,0,1204479,1
13938,0,1141417,1
13941,0,1178959,1
13950,0,1204475,1
13963,0,174399,1
13992,0,1178962,1
14007,0,173692,1
14011,0,174398,1
14016,0,190842,1
14019,0,175431,1
14024,0,1194261,1
14026,0,174400,1
14035,0,174395,1
14038,0,1160673,1
14056,0,1141527,1
14060,0,1204404,1
14081,0,1178835,1
14082,0,1178963,1
14103,0,1160570,1
14107,0,1160552,1
14117,0,1205863,1
14118,0,1204415,1
14123,0,1178996,1
14132,0,1160581,1
14133,0,1194262,1
14143,0,1160607,1
14146,0,173486,1
14153,0,1156190,1
14160,0,1204405,1
14200,0,1179001,1
14205,0,1204388,1
14214,0,1204403,1
14225,0,1124411,1
14229,0,173482,1
