id_mandato_voz,id_parlamentar_voz,ano_eleicao,num_turno,cargo,unidade_eleitoral,uf_eleitoral,situacao_candidatura,situacao_totalizacao_turno,id_partido_eleicao,votos
1744672018,174467,2018,1,DEPUTADO FEDERAL,PB,PB,APTO,ELEITO POR QP,36786,100876
1740601998,174060,1998,1,SENADOR,BA,BA,DEFERIDO,NÃO ELEITO,36779,559329
1740602002,174060,2002,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO,36779,95485
1740602006,174060,2006,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO,36779,86881
1740602010,174060,2010,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO,36779,135817
1740602014,174060,2014,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO POR QP,36779,135382
1740602018,174060,2018,1,DEPUTADO FEDERAL,BA,BA,APTO,ELEITO POR QP,36779,114213
1740602000,174060,2000,1,VEREADOR,Salvador,BA,DEFERIDO,ELEITO,36779,11647
11789162014,1178916,2014,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO POR QP,36835,138825
11789162018,1178916,2018,1,DEPUTADO FEDERAL,PE,PE,APTO,ELEITO POR QP,37905,97745
11789162010,1178916,2010,1,DEPUTADO ESTADUAL,PE,PE,DEFERIDO,ELEITO,36851,47533
11789162004,1178916,2004,1,VEREADOR,Recife,PE,DEFERIDO,ELEITO,36851,5289
11789162008,1178916,2008,1,VEREADOR,Recife,PE,DEFERIDO,ELEITO,36851,15174
11605282010,1160528,2010,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO,36832,120871
11605282014,1160528,2014,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO POR QP,36832,113588
11605282018,1160528,2018,1,DEPUTADO FEDERAL,PE,PE,APTO,ELEITO POR QP,36832,91635
11605282004,1160528,2004,1,VEREADOR,Recife,PE,DEFERIDO,ELEITO,36832,10013
11605522010,1160552,2010,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36845,173787
11605522014,1160552,2014,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO POR QP,36834,158973
11605522018,1160552,2018,1,DEPUTADO FEDERAL,RS,RS,APTO,ELEITO POR QP,36834,102662
1738911998,173891,1998,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36899,58991
1738912002,173891,2002,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36899,96817
1738912006,173891,2006,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36899,94051
1738912010,173891,2010,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36899,112214
1738912014,173891,2014,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO POR QP,36899,109864
11789082014,1178908,2014,1,DEPUTADO FEDERAL,PA,PA,DEFERIDO,ELEITO POR QP,36834,265983
11789082018,1178908,2018,1,DEPUTADO FEDERAL,PA,PA,APTO,ELEITO POR QP,36834,145653
11643592014,1164359,2014,1,DEPUTADO FEDERAL,GO,GO,DEFERIDO,ELEITO POR QP,36835,274625
11643592018,1164359,2018,1,DEPUTADO FEDERAL,GO,GO,APTO,ELEITO POR QP,36837,274406
11605882010,1160588,2010,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO POR MEDIA,37906,90073
11605882014,1160588,2014,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO POR QP,36834,114240
11605882018,1160588,2018,1,DEPUTADO FEDERAL,MG,MG,APTO,ELEITO POR QP,36834,105803
11789292014,1178929,2014,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO POR QP,36793,61063
11789292018,1178929,2018,1,DEPUTADO FEDERAL,PR,PR,APTO,ELEITO POR QP,36896,103154
11605992010,1160599,2010,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,37903,146061
11605992014,1160599,2014,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO POR QP,37903,129096
11605992018,1160599,2018,1,DEPUTADO FEDERAL,MG,MG,APTO,ELEITO POR MEDIA,37903,74223
11605992002,1160599,2002,1,DEPUTADO ESTADUAL,MG,MG,DEFERIDO,ELEITO,36811,79407
11605992006,1160599,2006,1,DEPUTADO ESTADUAL,MG,MG,DEFERIDO,ELEITO,37903,81326
11605992000,1160599,2000,1,VEREADOR,Varginha,MG,DEFERIDO,ELEITO,36811,1835
11436322010,1143632,2010,1,DEPUTADO FEDERAL,CE,CE,DEFERIDO,ELEITO,36832,246591
11436322014,1143632,2014,1,DEPUTADO FEDERAL,CE,CE,DEFERIDO,ELEITO POR QP,36763,185226
11436322018,1143632,2018,1,DEPUTADO FEDERAL,CE,CE,APTO,ELEITO POR QP,36834,111154
11607582010,1160758,2010,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,36835,143113
11607582014,1160758,2014,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO POR QP,36835,143901
11607582018,1160758,2018,1,DEPUTADO FEDERAL,MG,MG,APTO,ELEITO POR QP,36835,80990
11607582002,1160758,2002,1,DEPUTADO ESTADUAL,MG,MG,DEFERIDO,ELEITO POR MEDIA,36835,46056
11607582006,1160758,2006,1,DEPUTADO ESTADUAL,MG,MG,DEFERIDO,ELEITO,36835,96527
11789942014,1178994,2014,1,DEPUTADO FEDERAL,TO,TO,DEFERIDO,ELEITO POR QP,36899,75934
11789942018,1178994,2018,1,DEPUTADO FEDERAL,TO,TO,APTO,ELEITO POR MEDIA,36899,40719
11414172006,1141417,2006,1,DEPUTADO FEDERAL,RR,RR,DEFERIDO,ELEITO POR MEDIA,36899,8153
11414172010,1141417,2010,1,DEPUTADO FEDERAL,RR,RR,DEFERIDO,ELEITO,36899,15383
11414172014,1141417,2014,1,DEPUTADO FEDERAL,RR,RR,DEFERIDO,ELEITO POR QP,36899,15290
11414172018,1141417,2018,1,DEPUTADO FEDERAL,RR,RR,APTO,ELEITO POR MEDIA,37906,11952
11414171998,1141417,1998,1,DEPUTADO ESTADUAL,RR,RR,DEFERIDO,ELEITO,36811,2642
11414172002,1141417,2002,1,DEPUTADO ESTADUAL,RR,RR,DEFERIDO,ELEITO,36842,2632
11348122014,1134812,2014,1,DEPUTADO FEDERAL,PA,PA,DEFERIDO,ELEITO POR QP,36839,170604
11348122018,1134812,2018,1,DEPUTADO FEDERAL,PA,PA,APTO,ELEITO POR QP,36839,184042
11348122010,1134812,2010,1,DEPUTADO ESTADUAL,PA,PA,DEFERIDO,ELEITO,36839,85412
11348122000,1134812,2000,2,PREFEITO,Belém,PA,DEFERIDO,ELEITO,36844,325883
1746551998,174655,1998,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,36835,64871
1746552002,174655,2002,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,36835,126285
1746552006,174655,2006,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,36835,123450
1746552010,174655,2010,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,36835,120769
1746552014,174655,2014,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO POR QP,36835,130453
1746552018,174655,2018,1,DEPUTADO FEDERAL,MG,MG,APTO,ELEITO POR QP,36835,105969
1923462014,192346,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR MEDIA,36833,82224
1923462018,192346,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR QP,36837,1843735
11789772014,1178977,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,36835,185638
11789772018,1178977,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR MEDIA,36835,94282
11789772004,1178977,2004,1,PREFEITO,São José dos Campos,SP,DEFERIDO,ELEITO,36835,179705
11789772008,1178977,2008,1,PREFEITO,São José dos Campos,SP,DEFERIDO,ELEITO,36835,187930
11414212006,1141421,2006,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO,37903,110061
11414212010,1141421,2010,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO,37903,330520
11414212014,1141421,2014,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO POR QP,37903,283567
11414212018,1141421,2018,1,DEPUTADO FEDERAL,PE,PE,APTO,ELEITO POR QP,37903,113640
11414222006,1141422,2006,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO,36769,147335
11414222010,1141422,2010,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO,36769,87014
11414222014,1141422,2014,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO POR QP,36769,103477
11414222018,1141422,2018,1,DEPUTADO FEDERAL,PB,PB,APTO,ELEITO POR MEDIA,36769,76089
1740752002,174075,2002,1,SENADOR,PA,PA,DEFERIDO,NÃO ELEITO,36899,962496
1740751998,174075,1998,1,DEPUTADO FEDERAL,PA,PA,DEFERIDO,ELEITO,36899,88840
1740752006,174075,2006,1,DEPUTADO FEDERAL,PA,PA,DEFERIDO,ELEITO,36899,114465
1740752010,174075,2010,1,DEPUTADO FEDERAL,PA,PA,DEFERIDO,ELEITO,36899,209635
1740752014,174075,2014,1,DEPUTADO FEDERAL,PA,PA,DEFERIDO,ELEITO POR QP,36899,87632
1740752018,174075,2018,1,DEPUTADO FEDERAL,PA,PA,APTO,ELEITO POR QP,36899,165202
1740752004,174075,2004,1,VEREADOR,Belém,PA,DEFERIDO,ELEITO,36899,20220
11605322010,1160532,2010,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36769,124608
11605322014,1160532,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,36769,134138
11605322018,1160532,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR MEDIA,36769,92257
11605321998,1160532,1998,1,DEPUTADO ESTADUAL,SP,SP,DEFERIDO,ELEITO,36769,59925
11605322002,1160532,2002,1,DEPUTADO ESTADUAL,SP,SP,DEFERIDO,ELEITO,36769,114039
11788542014,1178854,2014,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO POR QP,36769,88334
11788542018,1178854,2018,1,DEPUTADO FEDERAL,BA,BA,APTO,ELEITO POR QP,36769,103823
11788542002,1178854,2002,1,DEPUTADO ESTADUAL,BA,BA,DEFERIDO,ELEITO,36899,24450
11788542006,1178854,2006,1,DEPUTADO ESTADUAL,BA,BA,DEFERIDO,ELEITO,37906,50541
11788542010,1178854,2010,1,DEPUTADO ESTADUAL,BA,BA,DEFERIDO,ELEITO POR MEDIA,37906,38406
11788542000,1178854,2000,1,VEREADOR,Campo Formoso,BA,DEFERIDO,ELEITO,36899,1222
11325042014,1132504,2014,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO POR QP,36844,107508
11325042018,1132504,2018,1,DEPUTADO FEDERAL,PR,PR,APTO,ELEITO POR MEDIA,36844,62169
11325042006,1132504,2006,1,DEPUTADO ESTADUAL,PR,PR,DEFERIDO,ELEITO,36844,36800
11325042010,1132504,2010,1,DEPUTADO ESTADUAL,PR,PR,DEFERIDO,ELEITO,36844,87080
11605752010,1160575,2010,1,DEPUTADO FEDERAL,DF,DF,DEFERIDO,ELEITO POR MEDIA,36844,72651
11605752014,1160575,2014,1,DEPUTADO FEDERAL,DF,DF,DEFERIDO,ELEITO POR QP,36844,92558
11605752018,1160575,2018,1,DEPUTADO FEDERAL,DF,DF,APTO,ELEITO POR MEDIA,36844,89986
11605752002,1160575,2002,1,DEPUTADO DISTRITAL,DF,DF,DEFERIDO,ELEITO,36844,14610
11605752006,1160575,2006,1,DEPUTADO DISTRITAL,DF,DF,DEFERIDO,ELEITO,36786,316
11606402010,1160640,2010,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,36845,208058
11606402014,1160640,2014,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO POR QP,36845,179073
11606402018,1160640,2018,1,DEPUTADO FEDERAL,MG,MG,APTO,ELEITO POR QP,36763,157394
11606402006,1160640,2006,1,DEPUTADO ESTADUAL,MG,MG,DEFERIDO,ELEITO,36793,68359
11788712014,1178871,2014,1,DEPUTADO FEDERAL,ES,ES,DEFERIDO,ELEITO POR QP,36851,48829
11788712018,1178871,2018,1,DEPUTADO FEDERAL,ES,ES,APTO,ELEITO POR MEDIA,37903,48412
11789302014,1178930,2014,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO POR QP,36834,92042
11789532014,1178953,2014,1,DEPUTADO FEDERAL,RO,RO,DEFERIDO,ELEITO POR MEDIA,36765,25691
11789532018,1178953,2018,1,DEPUTADO FEDERAL,RO,RO,APTO,ELEITO POR QP,36834,39953
11414282006,1141428,2006,1,DEPUTADO FEDERAL,RN,RN,DEFERIDO,ELEITO,36801,195148
11414282010,1141428,2010,1,DEPUTADO FEDERAL,RN,RN,DEFERIDO,ELEITO,36801,156688
11414282014,1141428,2014,1,DEPUTADO FEDERAL,RN,RN,DEFERIDO,ELEITO POR QP,36834,166427
11414282018,1141428,2018,1,DEPUTADO FEDERAL,RN,RN,APTO,ELEITO POR MEDIA,36834,70350
11789692014,1178969,2014,1,DEPUTADO FEDERAL,SE,SE,DEFERIDO,ELEITO POR QP,36834,83401
11789692018,1178969,2018,1,DEPUTADO FEDERAL,SE,SE,APTO,ELEITO POR QP,36834,102899
11789692008,1178969,2008,1,VEREADOR,Aracaju,SE,DEFERIDO,ELEITO,36786,9030
11414272006,1141427,2006,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,36851,61086
11414272010,1141427,2010,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO,36851,96309
11414272014,1141427,2014,1,DEPUTADO FEDERAL,MG,MG,DEFERIDO,ELEITO POR QP,36851,83567
11414272018,1141427,2018,1,DEPUTADO FEDERAL,MG,MG,APTO,ELEITO POR QP,36899,63149
11414272000,1141427,2000,1,PREFEITO,Malacacheta,MG,DEFERIDO,ELEITO,36769,5123
11716232014,1171623,2014,1,DEPUTADO FEDERAL,SE,SE,DEFERIDO,ELEITO POR QP,36899,80895
11716232018,1171623,2018,1,DEPUTADO FEDERAL,SE,SE,APTO,ELEITO POR QP,36899,64879
11605872010,1160587,2010,1,DEPUTADO FEDERAL,MS,MS,DEFERIDO,ELEITO,36899,82121
11605872018,1160587,2018,1,DEPUTADO FEDERAL,MS,MS,APTO,ELEITO POR QP,36834,89385
1668282014,166828,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR MEDIA,36815,22097
1668282018,166828,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR QP,37903,118684
1724422014,172442,2014,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO POR QP,36832,187348
1724422018,172442,2018,1,DEPUTADO FEDERAL,PE,PE,APTO,ELEITO POR QP,36832,114268
11606662010,1160666,2010,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO,36786,148885
11606662014,1160666,2014,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO POR QP,36786,130583
11606662018,1160666,2018,1,DEPUTADO FEDERAL,BA,BA,APTO,ELEITO POR QP,36786,91913
11414312006,1141431,2006,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO,36832,117720
11414312010,1141431,2010,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO,36832,166493
11414312014,1141431,2014,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO POR QP,36832,112684
11414312018,1141431,2018,1,DEPUTADO FEDERAL,PE,PE,APTO,ELEITO POR QP,36769,92188
1926992018,192699,2018,1,DEPUTADO FEDERAL,PE,PE,APTO,ELEITO POR QP,37903,82071
11605982010,1160598,2010,1,DEPUTADO FEDERAL,GO,GO,DEFERIDO,ELEITO,36786,152553
11605982014,1160598,2014,1,DEPUTADO FEDERAL,GO,GO,DEFERIDO,ELEITO POR QP,36786,159122
11605982018,1160598,2018,1,DEPUTADO FEDERAL,GO,GO,APTO,ELEITO POR QP,36786,169774
11605982002,1160598,2002,1,DEPUTADO ESTADUAL,GO,GO,DEFERIDO,ELEITO,36835,23842
11605982006,1160598,2006,1,DEPUTADO ESTADUAL,GO,GO,DEFERIDO,ELEITO,36835,47761
11414341998,1141434,1998,1,SENADOR,AC,AC,DEFERIDO,NÃO ELEITO,36899,56857
11414342006,1141434,2006,1,DEPUTADO FEDERAL,AC,AC,DEFERIDO,ELEITO,36899,16951
11414342010,1141434,2010,1,DEPUTADO FEDERAL,AC,AC,DEFERIDO,ELEITO,36899,36301
11414342014,1141434,2014,1,DEPUTADO FEDERAL,AC,AC,DEFERIDO,ELEITO POR QP,36899,18372
11414342018,1141434,2018,1,DEPUTADO FEDERAL,AC,AC,APTO,ELEITO POR MEDIA,36899,18723
11414342000,1141434,2000,1,PREFEITO,Rio Branco,AC,DEFERIDO,ELEITO,36899,54990
11919232018,1191923,2018,1,DEPUTADO FEDERAL,PI,PI,APTO,ELEITO POR QP,36786,111672
11919232002,1191923,2002,1,DEPUTADO ESTADUAL,PI,PI,DEFERIDO,ELEITO,36786,12868
11919232006,1191923,2006,1,DEPUTADO ESTADUAL,PI,PI,DEFERIDO,ELEITO,36786,25924
11606692010,1160669,2010,1,DEPUTADO FEDERAL,CE,CE,DEFERIDO,ELEITO,36899,176286
11606692014,1160669,2014,1,DEPUTADO FEDERAL,CE,CE,DEFERIDO,ELEITO POR QP,36765,221567
11606692018,1160669,2018,1,DEPUTADO FEDERAL,CE,CE,APTO,ELEITO POR QP,37904,113515
11606692004,1160669,2004,1,PREFEITO,Parambu,CE,DEFERIDO,ELEITO,36899,11327
11606692008,1160669,2008,1,PREFEITO,Parambu,CE,DEFERIDO,ELEITO,36899,15196
11789662014,1178966,2014,1,DEPUTADO FEDERAL,SC,SC,DEFERIDO,ELEITO POR MEDIA,36835,52757
11789662018,1178966,2018,1,DEPUTADO FEDERAL,SC,SC,APTO,ELEITO POR QP,36835,101937
11789662012,1178966,2012,1,VEREADOR,Criciúma,SC,DEFERIDO,ELEITO POR QP,36835,5676
1743742002,174374,2002,1,DEPUTADO FEDERAL,MS,MS,DEFERIDO,ELEITO,37905,39421
1743742006,174374,2006,1,DEPUTADO FEDERAL,MS,MS,DEFERIDO,ELEITO,37905,67710
1743742010,174374,2010,1,DEPUTADO FEDERAL,MS,MS,DEFERIDO,ELEITO,36899,79299
1743742014,174374,2014,1,DEPUTADO FEDERAL,MS,MS,DEFERIDO,ELEITO POR QP,36899,87546
1743741998,174374,1998,1,DEPUTADO ESTADUAL,MS,MS,DEFERIDO,ELEITO,37905,8953
1743832002,174383,2002,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO POR MEDIA,37905,52006
1743832006,174383,2006,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO,37906,92868
1743832010,174383,2010,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO,37906,119892
1743832014,174383,2014,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO POR QP,37906,144305
1743832018,174383,2018,1,DEPUTADO FEDERAL,PR,PR,APTO,ELEITO POR QP,37906,111384
1742702002,174270,2002,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36832,240664
1742702014,174270,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,36833,120044
1742702018,174270,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR MEDIA,36833,91797
1742701998,174270,1998,1,DEPUTADO ESTADUAL,SP,SP,DEFERIDO,ELEITO,36899,54511
11606732010,1160673,2010,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36786,111373
11606732014,1160673,2014,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO POR QP,36786,115294
11606732018,1160673,2018,1,DEPUTADO FEDERAL,RS,RS,APTO,ELEITO POR QP,37906,151719
11606731998,1160673,1998,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36786,38691
11606732002,1160673,2002,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36786,55185
11606732006,1160673,2006,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36786,64523
11789962014,1178996,2014,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO POR QP,36899,151406
11789962018,1178996,2018,1,DEPUTADO FEDERAL,RS,RS,APTO,ELEITO POR QP,36899,93088
11789961998,1178996,1998,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36899,30922
11789962010,1178996,2010,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36899,55276
11789962004,1178996,2004,1,PREFEITO,Campo Bom,RS,DEFERIDO,ELEITO,36899,21315
11526052010,1152605,2010,1,DEPUTADO FEDERAL,RJ,RJ,DEFERIDO,ELEITO,36832,57549
11526052014,1152605,2014,1,DEPUTADO FEDERAL,RJ,RJ,DEFERIDO,ELEITO POR QP,36832,82236
11526052018,1152605,2018,1,DEPUTADO FEDERAL,RJ,RJ,APTO,ELEITO POR QP,36839,40199
1744191998,174419,1998,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO POR MEDIA,36832,35958
1744192002,174419,2002,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO,36832,58892
1744192006,174419,2006,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO,36832,92652
1744192010,174419,2010,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO,36832,118999
1744192014,174419,2014,1,DEPUTADO FEDERAL,PE,PE,DEFERIDO,ELEITO POR QP,36832,101452
1744192018,174419,2018,1,DEPUTADO FEDERAL,PE,PE,APTO,ELEITO POR QP,36832,80498
11606672010,1160667,2010,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36851,98702
11606672014,1160667,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,37903,156297
11606672018,1160667,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR QP,37903,134301
11789642014,1178964,2014,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO POR QP,36832,101243
11789642018,1178964,2018,1,DEPUTADO FEDERAL,RS,RS,APTO,ELEITO POR QP,36832,109053
11789642002,1178964,2002,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36832,39886
11789642006,1178964,2006,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36832,59397
11789642010,1178964,2010,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36832,66591
11788732014,1178873,2014,1,DEPUTADO FEDERAL,ES,ES,DEFERIDO,ELEITO POR QP,36844,83967
11788732018,1178873,2018,1,DEPUTADO FEDERAL,ES,ES,APTO,ELEITO POR MEDIA,36844,73384
11788732002,1178873,2002,1,DEPUTADO ESTADUAL,ES,ES,DEFERIDO,ELEITO,36844,16449
11788732004,1178873,2004,2,PREFEITO,Cariacica,ES,DEFERIDO,ELEITO,36844,121993
11788732008,1178873,2008,1,PREFEITO,Cariacica,ES,DEFERIDO,ELEITO,36844,128219
11789092014,1178909,2014,1,DEPUTADO FEDERAL,PA,PA,DEFERIDO,ELEITO POR QP,36769,85194
11789092018,1178909,2018,1,DEPUTADO FEDERAL,PA,PA,APTO,ELEITO POR MEDIA,36769,102554
11789091998,1178909,1998,1,DEPUTADO ESTADUAL,PA,PA,DEFERIDO,ELEITO,36899,12808
11789092002,1178909,2002,1,DEPUTADO ESTADUAL,PA,PA,DEFERIDO,ELEITO,36899,20495
11789092004,1178909,2004,1,PREFEITO,Castanhal,PA,DEFERIDO,ELEITO,36899,25282
11789092008,1178909,2008,1,PREFEITO,Castanhal,PA,DEFERIDO,ELEITO,37906,61444
1734821998,173482,1998,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36844,66221
1734822002,173482,2002,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36844,79478
1734822006,173482,2006,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36844,90549
1734822010,173482,2010,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO,36844,131510
1734822014,173482,2014,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO POR QP,36844,128981
1734822018,173482,2018,1,DEPUTADO FEDERAL,RS,RS,APTO,ELEITO POR QP,36844,108585
11789812014,1178981,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,36834,92583
11789812018,1178981,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR MEDIA,36899,49653
11789812000,1178981,2000,1,VEREADOR,Itu,SP,DEFERIDO,ELEITO,36845,1050
11789812004,1178981,2004,1,PREFEITO,Itu,SP,DEFERIDO,ELEITO,36851,33626
11789812008,1178981,2008,1,PREFEITO,Itu,SP,DEFERIDO,ELEITO,36851,62902
1737721998,173772,1998,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO,36899,49066
1737722002,173772,2002,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO,36899,105851
1737722006,173772,2006,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO,36899,151874
1737722010,173772,2010,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO,36899,154910
1737722014,173772,2014,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO POR QP,36899,150213
1737722018,173772,2018,1,DEPUTADO FEDERAL,PR,PR,APTO,ELEITO POR QP,36899,110717
11788842014,1178884,2014,1,DEPUTADO FEDERAL,MA,MA,DEFERIDO,ELEITO POR QP,36899,125521
11788842018,1178884,2018,1,DEPUTADO FEDERAL,MA,MA,APTO,ELEITO POR QP,36899,77661
11789592010,1178959,2010,1,SENADOR,RR,RR,DEFERIDO,NÃO ELEITO,36793,31578
11789592014,1178959,2014,1,DEPUTADO FEDERAL,RR,RR,DEFERIDO,ELEITO POR QP,36801,9048
11789592018,1178959,2018,1,DEPUTADO FEDERAL,RR,RR,APTO,ELEITO POR MEDIA,37903,13299
11414502006,1141450,2006,1,DEPUTADO FEDERAL,RJ,RJ,DEFERIDO,ELEITO,36833,112789
11414502010,1141450,2010,1,DEPUTADO FEDERAL,RJ,RJ,DEFERIDO,ELEITO,36833,98164
11414502014,1141450,2014,1,DEPUTADO FEDERAL,RJ,RJ,DEFERIDO,ELEITO POR QP,36763,85449
11414502018,1141450,2018,1,DEPUTADO FEDERAL,RJ,RJ,APTO,ELEITO POR QP,36834,63561
11606742010,1160674,2010,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO,36899,86150
11606742014,1160674,2014,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO POR QP,36899,123686
11606742018,1160674,2018,1,DEPUTADO FEDERAL,PB,PB,APTO,ELEITO POR QP,36815,92468
1671382010,167138,2010,1,DEPUTADO FEDERAL,PI,PI,DEFERIDO,ELEITO,37903,91352
1671382014,167138,2014,1,DEPUTADO FEDERAL,PI,PI,DEFERIDO,ELEITO POR QP,37903,121121
1671382018,167138,2018,1,DEPUTADO FEDERAL,PI,PI,APTO,ELEITO POR QP,37903,96277
1735312002,173531,2002,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36844,110034
1735312006,173531,2006,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36839,83719
