id_partido,uf,esfera,valor,numero_candidatos
37907,BA,senado,232206.33,34
37907,CE,senado,124704.35,18
37907,DF,senado,40000,1
37907,MG,senado,1678947.4,15
37907,MT,senado,4800,3
37907,PB,senado,50000,1
37907,PE,senado,378785.9,20
37907,PI,senado,5998.2,1
37907,PR,senado,115680,2
37907,RJ,senado,751278,8
37907,RR,senado,216398,8
37907,RS,senado,86530.84,5
37907,SC,senado,27421.95,16
37907,SE,senado,300000,1
37907,SP,senado,3338917.4,75
37907,TO,senado,8312,1
36779,AC,senado,899232.95,1
36779,AL,senado,64639.399999999994,4
36779,AM,senado,2041199.95,9
36779,AP,senado,896500,1
36779,BA,senado,2810335.87,2
36779,CE,senado,2110480.51,3
36779,DF,senado,74760,2
36779,ES,senado,1063606.81,1
36779,GO,senado,175168.65,3
36779,MA,senado,1604300,4
36779,MG,senado,1476948.46,1
36779,MS,senado,120600,2
36779,MT,senado,1671696.55,2
36779,PA,senado,1237594.58,1
36779,PB,senado,109590,4
36779,PE,senado,1348940.57,1
36779,PI,senado,33267.5,1
36779,PR,senado,5000,1
36779,RJ,senado,1384935,9
36779,RN,senado,29460,6
36779,RO,senado,15000,1
36779,RR,senado,25000,1
36779,RS,senado,1008120.75,25
36779,SC,senado,1181207.38,1
36779,SE,senado,554000,2
36779,SP,senado,1049744.11,2
36779,TO,senado,700,1
36863,AL,senado,13929.59,1
36863,DF,senado,10101.11,1
36863,ES,senado,19939.15,1
36863,GO,senado,7671.96,2
36863,MA,senado,12178.650000000001,3
36863,MG,senado,199608.35,13
36863,PA,senado,10101.11,1
36863,PE,senado,112611.11,4
36863,PI,senado,41086.04,2
36863,RJ,senado,174998.22,2
36863,RR,senado,172219.5,2
36863,RS,senado,21086.04,2
36863,SC,senado,10543.02,2
36863,SP,senado,44198.65,2
36781,BA,senado,5050,3
36781,GO,senado,3700,2
36781,PI,senado,1600,1
36781,PR,senado,2200,2
36781,RN,senado,600,1
36786,AC,senado,250471.77,14
36786,AL,senado,650000,2
36786,AM,senado,541200,3
36786,AP,senado,176028,7
36786,BA,senado,1256295.52,26
36786,CE,senado,2290000,7
36786,DF,senado,25700,3
36786,ES,senado,759896.7,5
36786,GO,senado,1518566.19,1
36786,MA,senado,3332700,8
36786,MG,senado,1646833.18,25
36786,MS,senado,730000,4
36786,MT,senado,1200666.45,4
36786,PA,senado,947000,4
36786,PB,senado,570000,1
36786,PE,senado,794097.96,3
36786,PI,senado,601500,1
36786,PR,senado,1658000,10
36786,RJ,senado,1695454.31,28
36786,RN,senado,270000,2
36786,RO,senado,124000,3
36786,RR,senado,1320000,3
36786,RS,senado,1551220,12
36786,SC,senado,890000,1
36786,SE,senado,186850,3
36786,SP,senado,1166500,20
36786,TO,senado,7500,1
36793,AC,senado,26974.27,2
36793,AL,senado,38490.87,4
36793,AM,senado,96485,2
36793,AP,senado,520000,6
36793,BA,senado,388735.86,14
36793,CE,senado,47379.5,4
36793,DF,senado,297721.36,3
36793,ES,senado,100000,2
36793,GO,senado,827335.67,20
36793,MA,senado,427300,7
36793,MG,senado,3129887.22,61
36793,MS,senado,36000,3
36793,MT,senado,51200,3
36793,PA,senado,26250,1
36793,PB,senado,42750,5
36793,PE,senado,445929.67,10
36793,PI,senado,139000,4
36793,PR,senado,223208,8
36793,RJ,senado,228500,58
36793,RN,senado,948350,5
36793,RO,senado,14311,4
36793,RR,senado,339592.07,7
36793,RS,senado,11031.42,3
36793,SE,senado,32298.33,3
36793,SP,senado,243642.5,7
36793,TO,senado,21564,2
36887,AC,senado,30000,1
36887,AM,senado,3100,2
36887,BA,senado,385000,1
36887,DF,senado,27000,1
36887,ES,senado,37486,5
36887,MA,senado,55000,2
36887,PA,senado,80000,1
36887,RJ,senado,453601.21,17
36887,RR,senado,21120,2
36887,RS,senado,19800,2
36801,AC,senado,150000,1
36801,AL,senado,900000,1
36801,AM,senado,120000,3
36801,AP,senado,10450,4
36801,BA,senado,209000,7
36801,CE,senado,620000,2
36801,DF,senado,150000,1
36801,ES,senado,300,1
36801,GO,senado,81886.19,2
36801,MA,senado,703000,9
36801,MG,senado,185030,4
36801,MS,senado,50000,1
36801,MT,senado,40630,1
36801,PA,senado,100000,1
36801,PB,senado,250000,1
36801,PE,senado,170000,1
36801,PI,senado,80000,1
36801,PR,senado,500000,1
36801,RJ,senado,679609.8,12
36801,RN,senado,250000,1
36801,RO,senado,210000,3
36801,RS,senado,210509.42,2
36801,SC,senado,67847.26,6
36801,SE,senado,100000,1
36801,SP,senado,391000,8
36801,TO,senado,150000,1
36896,AC,senado,100000,1
36896,AM,senado,19600,4
36896,AP,senado,1050000,1
36896,BA,senado,865000,2
36896,CE,senado,700000,1
36896,DF,senado,750553.6,1
36896,ES,senado,1200,6
36896,GO,senado,447846.19,3
36896,MA,senado,885000,4
36896,MG,senado,2735229.42,16
36896,MS,senado,800,4
36896,MT,senado,1001720,2
36896,PA,senado,777400,1
36896,PB,senado,1000000,1
36896,PE,senado,1000000,1
36896,PR,senado,631174.42,4
36896,RJ,senado,1338276.9,30
36896,RN,senado,870000,3
36896,RO,senado,623000,1
36896,RR,senado,26487.86,6
36896,RS,senado,1250000,2
36896,SC,senado,303500,1
36896,SP,senado,7151061.94,33
37903,AC,senado,1322040,3
37903,AL,senado,4918450,5
37903,AM,senado,1897386,1
37903,AP,senado,1634541,1
37903,BA,senado,8470822,7
37903,CE,senado,3416037.5,3
37903,DF,senado,3318490,2
37903,ES,senado,2742747.81,7
37903,GO,senado,8972927.2,6
37903,MA,senado,3570528,4
37903,MG,senado,10335651.27,6
37903,MT,senado,3828379.83,2
37903,PA,senado,1593372,1
37903,PB,senado,6633413.19,8
37903,PE,senado,7431501.15,4
37903,PI,senado,10073932.5,6
37903,PR,senado,8382925.83,10
37903,RJ,senado,6880119.03,12
37903,RN,senado,1867000,3
37903,RO,senado,3993060,3
37903,RR,senado,1737097.2,3
37903,RS,senado,12214524.69,18
37903,SC,senado,8460165.2,10
37903,SE,senado,1731095.16,1
37903,SP,senado,8098442,6
37903,TO,senado,1756302.35,1
36762,AC,senado,4637.5,1
36762,AL,senado,1340,2
36762,AP,senado,5870,3
36762,BA,senado,114000,2
36762,DF,senado,86312,9
36762,ES,senado,16000,1
36762,MG,senado,400,1
36762,MT,senado,1800,2
36762,PA,senado,4800,5
36762,PE,senado,12590,11
36762,PR,senado,37300,24
36762,RJ,senado,32778.02,22
36762,RR,senado,1198.5,1
36762,RS,senado,42562.59,22
36762,SC,senado,3000,1
36762,SE,senado,111165.17,4
36762,SP,senado,125538.33,43
37905,AC,senado,498048.04,1
37905,AL,senado,654173.85,1
37905,AM,senado,116816.01000000001,1
37905,BA,senado,436587.88,1
37905,CE,senado,654064.05,5
37905,DF,senado,1326668.11,5
37905,ES,senado,1475646.2200000002,4
37905,GO,senado,1168128.11,1
37905,MA,senado,1268879.1600000001,1
37905,MG,senado,1469251,7
37905,MS,senado,103008.01,2
37905,MT,senado,497377.88,5
37905,PA,senado,1168128.11,1
37905,PB,senado,174000,1
37905,PE,senado,1407997.57,4
37905,PI,senado,200926.43,4
37905,PR,senado,1388808.4400000002,4
37905,RJ,senado,1049841.16,14
37905,RN,senado,100751.05,1
37905,RO,senado,121016.01,2
37905,RR,senado,147916.72,4
37905,RS,senado,680313.52,31
37905,SC,senado,1218128.1099999999,2
37905,SE,senado,98402.1,1
37905,SP,senado,5212047.5600000005,10
37905,TO,senado,292032.03,1
37906,AC,senado,1500000,1
37906,AL,senado,4245545.78,2
37906,AM,senado,4667417.2,4
37906,AP,senado,3065000,7
37906,BA,senado,4780000,3
37906,CE,senado,4126666.67,4
37906,DF,senado,5205150,6
37906,ES,senado,6557975.71,4
37906,GO,senado,2000000,1
37906,MA,senado,4930000,4
37906,MG,senado,10773013.13,6
37906,MS,senado,100000,1
37906,MT,senado,1977556,2
37906,PA,senado,888515.03,1
37906,PB,senado,1760000,2
37906,PE,senado,3324000,9
37906,PI,senado,1350000,1
37906,PR,senado,6479092.19,3
37906,RJ,senado,11937126.9,25
37906,RN,senado,2240000,1
37906,RO,senado,2400000,2
37906,RR,senado,6126000,7
37906,RS,senado,2500000,7
37906,SC,senado,3300000,2
37906,SE,senado,3500000,2
37906,SP,senado,19763198.91,44
37906,TO,senado,2320000,3
36815,AC,senado,850000,1
36815,AL,senado,842225.39,1
36815,AM,senado,2308380,2
36815,AP,senado,1952976.22,1
36815,BA,senado,4602549.81,4
36815,CE,senado,1119020,1
36815,DF,senado,930951.72,3
36815,ES,senado,3283391.37,10
36815,GO,senado,1315830,1
36815,MA,senado,975000,2
36815,MG,senado,6507577.28,8
36815,MS,senado,1713250.71,4
36815,MT,senado,3508218.19,2
36815,PA,senado,789031,1
36815,PB,senado,1465611.06,3
36815,PE,senado,1673075.27,2
36815,PI,senado,1721043.78,3
36815,PR,senado,2049620.05,22
36815,RJ,senado,9270460.17,49
36815,RN,senado,1185615.6400000001,2
36815,RO,senado,968114.69,2
36815,RR,senado,3802000,4
36815,RS,senado,1146816.72,7
36815,SC,senado,1344643.76,5
36815,SE,senado,3309385.12,3
36815,SP,senado,22224153.6,95
36815,TO,senado,2644575.4,3
36763,AC,senado,316985,1
36763,AM,senado,717250,2
36763,AP,senado,776466.3,2
36763,BA,senado,256140,1
36763,CE,senado,2495818.72,31
36763,DF,senado,3405222.33,7
36763,ES,senado,412656.04,2
36763,GO,senado,1793697.52,1
36763,MA,senado,1093940,3
36763,MG,senado,4088750.26,14
36763,MS,senado,858950,4
36763,MT,senado,754776.08,4
36763,PA,senado,513885,1
36763,PB,senado,350000,1
36763,PE,senado,1330800,2
36763,PI,senado,123500,1
36763,PR,senado,881600,3
36763,RJ,senado,3113022.5,3
36763,RN,senado,1405000,1
36763,RO,senado,833580,1
36763,RS,senado,239650,1
36763,SC,senado,341500,1
36763,SE,senado,43331.5,1
36763,SP,senado,1888855.49,15
36763,TO,senado,901726.85,1
36824,AC,senado,61883.04,3
36824,AM,senado,2000,1
36824,AP,senado,270803.44,2
36824,BA,senado,215000,7
36824,CE,senado,215,1
36824,DF,senado,126536.88,5
36824,ES,senado,191365.05,3
36824,GO,senado,564153.98,5
36824,MG,senado,196135.75,5
36824,MS,senado,35000,1
36824,MT,senado,120000,1
36824,PB,senado,25000,2
36824,PE,senado,117200,3
36824,PI,senado,80190,8
36824,PR,senado,25000,2
36824,RJ,senado,493747.5,31
36824,RO,senado,36700,3
36824,RR,senado,19309.98,4
36824,RS,senado,65788.57,8
36824,SC,senado,62323,9
36824,SP,senado,1700515.37,28
36829,AC,senado,4000,1
36829,AL,senado,200000,2
36829,BA,senado,84712,3
36829,CE,senado,49976.25,5
36829,DF,senado,30500,6
36829,ES,senado,2000,2
36829,GO,senado,9910.98,10
36829,MA,senado,29982.15,1
36829,MG,senado,224267.96,22
36829,PA,senado,4890,3
36829,PB,senado,12845,5
36829,PE,senado,24500,2
36829,PR,senado,12160,14
36829,RJ,senado,213531.2,40
36829,RN,senado,9613.55,4
36829,RR,senado,7620,4
36829,SC,senado,17142.86,5
36829,SE,senado,16600,3
36829,SP,senado,320945.87,39
36829,TO,senado,2900,7
36832,AC,senado,1300000,1
36832,AL,senado,1313000,2
36832,AM,senado,775000,2
36832,AP,senado,752500,6
36832,BA,senado,2116439.11,5
36832,CE,senado,1810000,3
36832,DF,senado,4330868.87,3
36832,ES,senado,2351055,10
36832,GO,senado,4072117.5,2
36832,MA,senado,600000,3
36832,MG,senado,4904350,14
36832,MS,senado,1300000,1
36832,MT,senado,778616.28,4
36832,PA,senado,1551200,2
36832,PB,senado,2486660,3
36832,PE,senado,9573197.24,13
36832,PI,senado,3382500,5
36832,PR,senado,4400000,6
36832,RJ,senado,2059456.08,7
36832,RN,senado,1510000,1
36832,RO,senado,1500000,2
36832,RR,senado,91468.57,5
36832,RS,senado,7634790,30
36832,SC,senado,1814968,11
36832,SE,senado,1110235.44,7
36832,SP,senado,11948813.5,25
36832,TO,senado,740000,3
36833,AC,senado,70000,1
36833,AL,senado,500000,2
36833,AM,senado,100000,1
36833,AP,senado,320000,2
36833,BA,senado,1882347.31,10
36833,CE,senado,1272500,1
36833,DF,senado,466042.23000000004,4
36833,ES,senado,1040000,1
36833,GO,senado,182456.66,3
36833,MA,senado,1400000,1
36833,MG,senado,3398561.2,13
36833,MS,senado,160000,1
36833,MT,senado,830013.2,6
36833,PA,senado,2759813.2,2
36833,PB,senado,1300026.4,2
36833,PE,senado,480000,1
36833,PI,senado,280000,1
36833,PR,senado,2502652.1,7
36833,RJ,senado,1262945.42,50
36833,RN,senado,750000,2
36833,RO,senado,467000,1
36833,RR,senado,700960,2
36833,RS,senado,301782.97,8
36833,SC,senado,200000,1
36833,SE,senado,2600000,2
36833,SP,senado,1490000,2
36833,TO,senado,281824.73,1
36834,AC,senado,2020319,2
36834,AL,senado,1499800,2
36834,AM,senado,2520000,3
36834,AP,senado,739000,2
36834,BA,senado,8109773.05,11
36834,CE,senado,1464939.8,4
36834,DF,senado,436278.52,1
36834,ES,senado,1016500,2
36834,GO,senado,1620000,5
36834,MA,senado,1399800,2
36834,MG,senado,5063166.06,11
36834,MS,senado,630000,2
36834,MT,senado,1328301.9,3
36834,PA,senado,1406005.15,4
36834,PE,senado,1076019.51,1
36834,PI,senado,792013.2,1
36834,PR,senado,6783374.31,16
36834,RJ,senado,7772756.2,18
36834,RN,senado,1275000,2
36834,RO,senado,718973.05,2
36834,RR,senado,140870,3
36834,RS,senado,1694492.45,16
36834,SC,senado,2091484,8
36834,SE,senado,670000,1
36834,SP,senado,9125000,22
36834,TO,senado,923592.1,1
36835,AC,senado,1629365.55,1
36835,AL,senado,3642025.42,4
36835,AM,senado,2779609.6,2
36835,AP,senado,1542050,3
36835,BA,senado,5320382.21,8
36835,CE,senado,4430620.35,12
36835,DF,senado,1571920.35,9
36835,ES,senado,2110350,4
36835,GO,senado,5304500,6
36835,MA,senado,4861650,12
36835,MG,senado,9862594.74,20
36835,MS,senado,3495427.75,6
36835,MT,senado,3260683.68,5
36835,PA,senado,4010869.21,7
36835,PB,senado,4197175,8
36835,PE,senado,3429750,5
36835,PI,senado,373009.77,4
36835,PR,senado,1757100,7
36835,RJ,senado,2796394.45,21
36835,RN,senado,700100,2
36835,RO,senado,2300000,1
36835,RR,senado,2550000,4
36835,RS,senado,3548761.07,7
36835,SC,senado,6674846.98,18
36835,SE,senado,450891.44,3
36835,SP,senado,23637643.14,51
36835,TO,senado,1246733.8,7
36837,AC,senado,261.04,5
36837,AL,senado,60000,1
36837,AM,senado,5294,1
36837,AP,senado,35000,1
36837,BA,senado,484954.6,3
36837,CE,senado,50000,1
36837,DF,senado,14649.5,3
36837,ES,senado,365884.65,6
36837,GO,senado,457294.33,4
36837,MA,senado,180,2
36837,MG,senado,376845.76,44
36837,MT,senado,75416.28,5
36837,PA,senado,1928,1
36837,PB,senado,572987.91,14
36837,PE,senado,2342000,11
36837,PR,senado,169600,9
36837,RJ,senado,607324.83,44
36837,RN,senado,4000,1
36837,RR,senado,132400,6
36837,RS,senado,258206,6
36837,SC,senado,9116.05,15
36837,SP,senado,763575.95,40
36837,TO,senado,10000,8
36839,AC,senado,300066.64,4
36839,AL,senado,33138.27,3
36839,AM,senado,48220.26,14
36839,AP,senado,201719.65,6
36839,BA,senado,331794.28,31
36839,CE,senado,288779.65,25
36839,DF,senado,284043.92,17
36839,ES,senado,24657.12,8
36839,GO,senado,58537.07,16
36839,MA,senado,64881.119999999995,16
36839,MG,senado,267778.54,33
36839,MS,senado,33072.58,6
36839,MT,senado,294450.43,11
36839,PA,senado,1250945.48,19
36839,PB,senado,43252.29,7
36839,PE,senado,213390.32,31
36839,PI,senado,38834.68,8
36839,PR,senado,95900.27,31
36839,RJ,senado,1854827.61,38
36839,RN,senado,73100.37,13
36839,RO,senado,21775.16,3
36839,RR,senado,36419.81,4
36839,RS,senado,471963.05,39
36839,SC,senado,289577.96,17
36839,SE,senado,52312.49,10
36839,SP,senado,1145477.47,76
36839,TO,senado,49442.58,5
36843,DF,senado,4885.860000000001,2
36843,MG,senado,16200,1
36843,RJ,senado,25000,2
36843,RR,senado,1777.7799999999997,2
36843,SP,senado,69103,5
36844,AC,senado,4064720,7
36844,AL,senado,1000000,1
36844,AM,senado,910825.18,4
36844,BA,senado,8308360.56,13
36844,CE,senado,3944432.6,12
36844,DF,senado,2636882.35,18
36844,ES,senado,1794500,16
36844,GO,senado,1721312.3,16
36844,MA,senado,1346346,20
36844,MG,senado,15103276.62,27
36844,MS,senado,3138989.46,17
36844,MT,senado,1056666.97,2
36844,PA,senado,3496203.59,8
36844,PB,senado,2009826.41,5
36844,PE,senado,4290205,16
36844,PI,senado,2966500,7
36844,PR,senado,5776742.83,31
36844,RJ,senado,7902316.25,24
36844,RN,senado,1207886.2,7
36844,RO,senado,98000,3
36844,RR,senado,389900.41,2
36844,RS,senado,8078590.7299999995,21
36844,SC,senado,4615500,13
36844,SE,senado,2923770,4
36844,SP,senado,17705985.46,70
36844,TO,senado,1337041.72,9
36845,AC,senado,449599.75,1
36845,AL,senado,1709057.38,2
36845,AM,senado,1479306.6,1
36845,AP,senado,925018.8,8
36845,BA,senado,2768728.64,3
36845,CE,senado,295000,2
36845,DF,senado,185000,1
36845,ES,senado,191565,10
36845,GO,senado,1602845,3
36845,MA,senado,1330000,3
36845,MG,senado,2740719.36,12
36845,MS,senado,279993.4,2
36845,MT,senado,1872353.68,2
36845,PA,senado,1383538.05,2
36845,PB,senado,1620539.69,2
36845,PE,senado,1423161.93,3
36845,PI,senado,1877821.74,1
36845,PR,senado,3604315.89,2
36845,RJ,senado,5803485.48,14
36845,RO,senado,494951,1
36845,RR,senado,107700,5
36845,RS,senado,3899241.93,9
36845,SC,senado,90600,1
36845,SE,senado,59763,2
36845,SP,senado,4342000,19
36846,AC,senado,570000,1
36846,AL,senado,300000,1
36846,AM,senado,3529.3500000000004,3
36846,AP,senado,80000,1
36846,BA,senado,295833.28,11
36846,DF,senado,240000,5
36846,ES,senado,60000,1
36846,GO,senado,253331.42,6
36846,MA,senado,30000,3
36846,MG,senado,524401.3,22
36846,MS,senado,150000,1
36846,MT,senado,80000,1
36846,PA,senado,2380,2
36846,PB,senado,65000,2
36846,PE,senado,5000,5
36846,PI,senado,560000,1
36846,PR,senado,11500,2
36846,RJ,senado,169750,9
36846,RN,senado,855000,2
36846,RO,senado,270000,1
36846,RR,senado,303840,2
36846,RS,senado,1528.26,6
36846,SC,senado,10000,1
36846,SP,senado,35000,7
36851,AC,senado,334343.2,2
36851,AL,senado,232742.2,2
36851,AM,senado,403955.54000000004,1
36851,AP,senado,72335.17,6
36851,BA,senado,1226253.88,11
36851,CE,senado,679688.01,2
36851,DF,senado,584300,2
36851,ES,senado,189457.68,5
36851,GO,senado,367285.79,5
36851,MA,senado,1718013.2,5
36851,MG,senado,1245770.91,14
36851,MS,senado,81026.94,8
36851,MT,senado,177022,9
36851,PA,senado,258283.39,2
36851,PB,senado,42700,2
36851,PE,senado,506418.31,8
36851,PI,senado,164341.48,9
36851,PR,senado,1925231.32,25
36851,RJ,senado,408813.65,13
36851,RN,senado,336831.73,1
36851,RO,senado,206010.12,5
36851,RR,senado,286469.69,7
36851,RS,senado,600000,1
36851,SC,senado,548247.01,4
36851,SE,senado,518695.52,8
36851,SP,senado,4566616.63,67
36851,TO,senado,105000,2
36886,AC,senado,275800,3
36886,AL,senado,725000,1
36886,AM,senado,67092,3
36886,AP,senado,1128530,8
36886,BA,senado,138636.45,19
36886,CE,senado,27174,15
36886,DF,senado,352350,4
36886,ES,senado,391066.66,3
36886,GO,senado,3576.48,5
36886,MA,senado,1890.9,2
36886,MG,senado,173058.56,20
36886,MS,senado,5280,3
36886,MT,senado,216.36,5
36886,PB,senado,140800,2
36886,PE,senado,132200,16
36886,PI,senado,190000,1
36886,PR,senado,151324.99,12
36886,RJ,senado,917400,6
36886,RN,senado,800,1
36886,RO,senado,65000,1
36886,RR,senado,171100,3
36886,RS,senado,733041.94,3
36886,SC,senado,20800,2
36886,SE,senado,12075,13
36886,SP,senado,330850,23
37904,AC,senado,1450000,1
37904,AM,senado,280000,1
37904,AP,senado,450000,1
37904,BA,senado,1628000,4
37904,CE,senado,890000,2
37904,DF,senado,792833.97,2
37904,ES,senado,1278000,2
37904,GO,senado,650000,1
37904,MA,senado,1250500,2
37904,MG,senado,1405105.93,5
37904,MS,senado,600000,2
37904,MT,senado,934048.91,2
37904,PA,senado,270000,3
37904,PE,senado,1836400,6
37904,PI,senado,630000,1
37904,PR,senado,865000,1
37904,RJ,senado,1732767.24,17
37904,RN,senado,400642.04,12
37904,RO,senado,660000,1
37904,RR,senado,473476.56,6
37904,RS,senado,1350400,3
37904,SC,senado,907500,1
37904,SE,senado,815000,2
37904,SP,senado,3674738.62,45
37904,TO,senado,1620819.4,3
